server,hostname,path,realpath,is_symlink,link_target,observed_at,availability,bytes,allocated_bytes,mtime_ns,ctime_ns,device,inode,nlink,schema_status,schema_keys,zip_tensor_members,header_bytes_read,category,classification_basis,stable_during_inspection,role,experiment_family,lifelong_or_sequential_path_hint,last_stat_at,last_stat_status,last_stat_bytes,last_stat_device,last_stat_inode,changed_since_scan,payload_sha256_status,restore_validation,storage_location_kind,recorded_arm,recorded_batch,recorded_payload_sha256,recorded_hash_provenance,batch_step_path_hint
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-diagnosis-sweep-v1/local/alpha-jv-llama-diagnosis-sweep/sealed-historical-inputs-20260907-v1/W5-M5.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-diagnosis-sweep-v1/local/alpha-jv-llama-diagnosis-sweep/sealed-historical-inputs-20260907-v1/W5-M5.pt,False,,2026-09-18T04:01:33.407790+00:00,PRESENT,5284845813,5284851712,1788746301677088617,1788746301677088617,2304,245237756,1,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,batch|batch_index|weights,6,20714,CHECKPOINT_CANDIDATE,bounded_schema_weight_key,True,WEIGHT_STATE_INDICATORS,alpha-jv-llama-diagnosis-sweep,False,2026-09-18T04:09:03.953712+00:00,PRESENT,5284845813,2304,245237756,False,NOT_RECOMPUTED,NOT_PERFORMED,WORKTREE_LOCAL,,,,,W5-M5.pt
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/O_NATIVE/endpoint-O_NATIVE.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/O_NATIVE/endpoint-O_NATIVE.pt,False,,2026-09-18T04:01:33.724617+00:00,PRESENT,5286464701,5286469632,1788747746893749427,1788747746893749427,2304,245237813,1,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,weights,7,983,CHECKPOINT_CANDIDATE,checkpoint_endpoint_name,True,WEIGHT_STATE_INDICATORS,alpha-jv-llama-diagnosis-sweep,False,2026-09-18T04:09:03.953712+00:00,PRESENT,5286464701,2304,245237813,False,NOT_RECOMPUTED,NOT_PERFORMED,WORKTREE_LOCAL,,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/S-PATH-LAM-001/endpoint-JV-LAM-001.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/S-PATH-LAM-001/endpoint-JV-LAM-001.pt,False,,2026-09-18T04:01:33.734860+00:00,PRESENT,5286464701,5286469632,1788753370792349558,1788753370792349558,2304,245238214,1,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,weights,7,983,CHECKPOINT_CANDIDATE,checkpoint_endpoint_name,True,WEIGHT_STATE_INDICATORS,alpha-jv-llama-diagnosis-sweep,False,2026-09-18T04:09:03.953712+00:00,PRESENT,5286464701,2304,245238214,False,NOT_RECOMPUTED,NOT_PERFORMED,WORKTREE_LOCAL,,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/S-PATH-LAM-001/node-00-post_node.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/S-PATH-LAM-001/node-00-post_node.pt,False,,2026-09-18T04:01:33.734318+00:00,PRESENT,1640361,1642496,1788752723668609985,1788752723668609985,2304,245238154,1,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,,1,518,UNCLASSIFIED_TENSOR,requires_owner_schema_confirmation,True,NAME_ONLY_CHECKPOINT_CANDIDATE,alpha-jv-llama-diagnosis-sweep,False,2026-09-18T04:09:03.953712+00:00,PRESENT,1640361,2304,245238154,False,NOT_RECOMPUTED,NOT_PERFORMED,WORKTREE_LOCAL,,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/S-PATH-LAM-001/node-00-pre_node.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/S-PATH-LAM-001/node-00-pre_node.pt,False,,2026-09-18T04:01:33.726597+00:00,PRESENT,31132629,31133696,1788752687588682448,1788752687588682448,2304,245238145,1,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,target,6,894,AUXILIARY_TARGET_KEY_GRADIENT,bounded_schema_auxiliary_key,True,NAME_ONLY_CHECKPOINT_CANDIDATE,alpha-jv-llama-diagnosis-sweep,False,2026-09-18T04:09:03.953712+00:00,PRESENT,31132629,2304,245238145,False,NOT_RECOMPUTED,NOT_PERFORMED,WORKTREE_LOCAL,,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/S-PATH-LAM-001/node-01-post_node.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/S-PATH-LAM-001/node-01-post_node.pt,False,,2026-09-18T04:01:33.735645+00:00,PRESENT,1640361,1642496,1788752859784410340,1788752859784410340,2304,245238171,1,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,,1,518,UNCLASSIFIED_TENSOR,requires_owner_schema_confirmation,True,NAME_ONLY_CHECKPOINT_CANDIDATE,alpha-jv-llama-diagnosis-sweep,False,2026-09-18T04:09:03.953712+00:00,PRESENT,1640361,2304,245238171,False,NOT_RECOMPUTED,NOT_PERFORMED,WORKTREE_LOCAL,,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/S-PATH-LAM-001/node-01-pre_node.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/S-PATH-LAM-001/node-01-pre_node.pt,False,,2026-09-18T04:01:33.725449+00:00,PRESENT,31132629,31133696,1788752822452454481,1788752822452454481,2304,245238158,1,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,target,6,894,AUXILIARY_TARGET_KEY_GRADIENT,bounded_schema_auxiliary_key,True,NAME_ONLY_CHECKPOINT_CANDIDATE,alpha-jv-llama-diagnosis-sweep,False,2026-09-18T04:09:03.953712+00:00,PRESENT,31132629,2304,245238158,False,NOT_RECOMPUTED,NOT_PERFORMED,WORKTREE_LOCAL,,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/S-PATH-LAM-001/node-02-post_node.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/S-PATH-LAM-001/node-02-post_node.pt,False,,2026-09-18T04:01:33.734026+00:00,PRESENT,1640361,1642496,1788752994612306974,1788752994612306974,2304,245238182,1,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,,1,518,UNCLASSIFIED_TENSOR,requires_owner_schema_confirmation,True,NAME_ONLY_CHECKPOINT_CANDIDATE,alpha-jv-llama-diagnosis-sweep,False,2026-09-18T04:09:03.953712+00:00,PRESENT,1640361,2304,245238182,False,NOT_RECOMPUTED,NOT_PERFORMED,WORKTREE_LOCAL,,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/S-PATH-LAM-001/node-02-pre_node.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/S-PATH-LAM-001/node-02-pre_node.pt,False,,2026-09-18T04:01:33.735256+00:00,PRESENT,31132629,31133696,1788752957628327335,1788752957628327335,2304,245238173,1,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,target,6,894,AUXILIARY_TARGET_KEY_GRADIENT,bounded_schema_auxiliary_key,True,NAME_ONLY_CHECKPOINT_CANDIDATE,alpha-jv-llama-diagnosis-sweep,False,2026-09-18T04:09:03.953712+00:00,PRESENT,31132629,2304,245238173,False,NOT_RECOMPUTED,NOT_PERFORMED,WORKTREE_LOCAL,,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/S-PATH-LAM-001/node-03-post_node.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/S-PATH-LAM-001/node-03-post_node.pt,False,,2026-09-18T04:01:33.726093+00:00,PRESENT,1640361,1642496,1788753130116275711,1788753130116275711,2304,245238196,1,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,,1,518,UNCLASSIFIED_TENSOR,requires_owner_schema_confirmation,True,NAME_ONLY_CHECKPOINT_CANDIDATE,alpha-jv-llama-diagnosis-sweep,False,2026-09-18T04:09:03.953712+00:00,PRESENT,1640361,2304,245238196,False,NOT_RECOMPUTED,NOT_PERFORMED,WORKTREE_LOCAL,,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/S-PATH-LAM-001/node-03-pre_node.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/S-PATH-LAM-001/node-03-pre_node.pt,False,,2026-09-18T04:01:33.733619+00:00,PRESENT,31132629,31133696,1788753094008277960,1788753094008277960,2304,245238190,1,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,target,6,894,AUXILIARY_TARGET_KEY_GRADIENT,bounded_schema_auxiliary_key,True,NAME_ONLY_CHECKPOINT_CANDIDATE,alpha-jv-llama-diagnosis-sweep,False,2026-09-18T04:09:03.953712+00:00,PRESENT,31132629,2304,245238190,False,NOT_RECOMPUTED,NOT_PERFORMED,WORKTREE_LOCAL,,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/S-PATH-LAM-00316/endpoint-JV-LAM-00316.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/S-PATH-LAM-00316/endpoint-JV-LAM-00316.pt,False,,2026-09-18T04:01:33.820226+00:00,PRESENT,5286464701,5286469632,1788755372913952183,1788755372913952183,2304,245238364,1,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,weights,7,983,CHECKPOINT_CANDIDATE,checkpoint_endpoint_name,True,WEIGHT_STATE_INDICATORS,alpha-jv-llama-diagnosis-sweep,False,2026-09-18T04:09:03.953712+00:00,PRESENT,5286464701,2304,245238364,False,NOT_RECOMPUTED,NOT_PERFORMED,WORKTREE_LOCAL,,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/S-PATH-LAM-00316/node-00-post_node.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/S-PATH-LAM-00316/node-00-post_node.pt,False,,2026-09-18T04:01:33.828125+00:00,PRESENT,1640361,1642496,1788754707021223874,1788754707021223874,2304,245238319,1,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,,1,518,UNCLASSIFIED_TENSOR,requires_owner_schema_confirmation,True,NAME_ONLY_CHECKPOINT_CANDIDATE,alpha-jv-llama-diagnosis-sweep,False,2026-09-18T04:09:03.953712+00:00,PRESENT,1640361,2304,245238319,False,NOT_RECOMPUTED,NOT_PERFORMED,WORKTREE_LOCAL,,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/S-PATH-LAM-00316/node-00-pre_node.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-0/local-raw/S-PATH-LAM-00316/node-00-pre_node.pt,False,,2026-09-18T04:01:33.819835+00:00,PRESENT,31132629,31133696,1788754670345188782,1788754670345188782,2304,245238304,1,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,target,6,894,AUXILIARY_TARGET_KEY_GRADIENT,bounded_schema_auxiliary_key,True,NAME_ONLY_CHECKPOINT_CANDIDATE,alpha-jv-llama-diagnosis-sweep,False,2026-09-18T04:09:03.953712+00:00,PRESENT,31132629,2304,245238304,False,NOT_RECOMPUTED,NOT_PERFORMED,WORKTREE_LOCAL,,,,,
