server,hostname,path,realpath,is_symlink,link_target,observed_at,availability,bytes,allocated_bytes,mtime_ns,ctime_ns,device,inode,nlink,schema_status,schema_keys,zip_tensor_members,header_bytes_read,category,classification_basis,stable_during_inspection,role,experiment_family,lifelong_or_sequential_path_hint,last_stat_at,last_stat_status,last_stat_bytes,last_stat_device,last_stat_inode,changed_since_scan,payload_sha256_status,restore_validation,storage_location_kind,recorded_arm,recorded_batch,recorded_payload_sha256,recorded_hash_provenance,batch_step_path_hint
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-1/local-raw/S-PATH-N2/journal/increment-0000.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-1/local-raw/S-PATH-N2/journal/increment-0000.pt,False,,2026-09-18T04:01:33.618942+00:00,PRESENT,9013221,9015296,1788751511558801863,1788751511558801863,2304,245238065,1,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,,2,468,UNCLASSIFIED_TENSOR,requires_owner_schema_confirmation,True,DELTA_OR_RECONSTRUCTION_COMPONENT,alpha-jv-llama-diagnosis-sweep,False,2026-09-18T04:09:03.953712+00:00,PRESENT,9013221,2304,245238065,False,NOT_RECOMPUTED,NOT_PERFORMED,WORKTREE_LOCAL,,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-1/local-raw/S-PATH-N2/journal/increment-0003.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-1/local-raw/S-PATH-N2/journal/increment-0003.pt,False,,2026-09-18T04:01:33.619459+00:00,PRESENT,9013221,9015296,1788751681883573980,1788751681883573980,2304,245238082,1,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,,2,468,UNCLASSIFIED_TENSOR,requires_owner_schema_confirmation,True,DELTA_OR_RECONSTRUCTION_COMPONENT,alpha-jv-llama-diagnosis-sweep,False,2026-09-18T04:09:03.953712+00:00,PRESENT,9013221,2304,245238082,False,NOT_RECOMPUTED,NOT_PERFORMED,WORKTREE_LOCAL,,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-1/local-raw/S-PATH-N2/journal/increment-0001.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-1/local-raw/S-PATH-N2/journal/increment-0001.pt,False,,2026-09-18T04:01:33.619958+00:00,PRESENT,9013221,9015296,1788751511642802249,1788751511642802249,2304,245238066,1,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,,2,468,UNCLASSIFIED_TENSOR,requires_owner_schema_confirmation,True,DELTA_OR_RECONSTRUCTION_COMPONENT,alpha-jv-llama-diagnosis-sweep,False,2026-09-18T04:09:03.953712+00:00,PRESENT,9013221,2304,245238066,False,NOT_RECOMPUTED,NOT_PERFORMED,WORKTREE_LOCAL,,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-1/local-raw/S-PATH-N2/journal/increment-0005.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-1/local-raw/S-PATH-N2/journal/increment-0005.pt,False,,2026-09-18T04:01:33.620487+00:00,PRESENT,9013221,9015296,1788751682095574928,1788751682095574928,2304,245238084,1,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,,2,468,UNCLASSIFIED_TENSOR,requires_owner_schema_confirmation,True,DELTA_OR_RECONSTRUCTION_COMPONENT,alpha-jv-llama-diagnosis-sweep,False,2026-09-18T04:09:03.953712+00:00,PRESENT,9013221,2304,245238084,False,NOT_RECOMPUTED,NOT_PERFORMED,WORKTREE_LOCAL,,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-1/local-raw/S-PATH-N2/journal/increment-0002.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-1/local-raw/S-PATH-N2/journal/increment-0002.pt,False,,2026-09-18T04:01:33.620962+00:00,PRESENT,9013221,9015296,1788751681751573389,1788751681751573389,2304,245238081,1,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,,2,468,UNCLASSIFIED_TENSOR,requires_owner_schema_confirmation,True,DELTA_OR_RECONSTRUCTION_COMPONENT,alpha-jv-llama-diagnosis-sweep,False,2026-09-18T04:09:03.953712+00:00,PRESENT,9013221,2304,245238081,False,NOT_RECOMPUTED,NOT_PERFORMED,WORKTREE_LOCAL,,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-1/local-raw/S-PATH-N2/journal/increment-0004.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-1/local-raw/S-PATH-N2/journal/increment-0004.pt,False,,2026-09-18T04:01:33.621496+00:00,PRESENT,9013221,9015296,1788751681983574427,1788751681983574427,2304,245238083,1,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,,2,468,UNCLASSIFIED_TENSOR,requires_owner_schema_confirmation,True,DELTA_OR_RECONSTRUCTION_COMPONENT,alpha-jv-llama-diagnosis-sweep,False,2026-09-18T04:09:03.953712+00:00,PRESENT,9013221,2304,245238083,False,NOT_RECOMPUTED,NOT_PERFORMED,WORKTREE_LOCAL,,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-1/local-raw/S-PATH-LAM-001/journal/increment-0000.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-1/local-raw/S-PATH-LAM-001/journal/increment-0000.pt,False,,2026-09-18T04:01:33.625580+00:00,PRESENT,9013221,9015296,1788754486433026318,1788754486433026318,2304,245238296,1,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,,2,468,UNCLASSIFIED_TENSOR,requires_owner_schema_confirmation,True,DELTA_OR_RECONSTRUCTION_COMPONENT,alpha-jv-llama-diagnosis-sweep,False,2026-09-18T04:09:03.953712+00:00,PRESENT,9013221,2304,245238296,False,NOT_RECOMPUTED,NOT_PERFORMED,WORKTREE_LOCAL,,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-1/local-raw/S-PATH-LAM-001/journal/increment-0003.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-1/local-raw/S-PATH-LAM-001/journal/increment-0003.pt,False,,2026-09-18T04:01:33.625877+00:00,PRESENT,9013221,9015296,1788754676321194446,1788754676321194446,2304,245238307,1,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,,2,468,UNCLASSIFIED_TENSOR,requires_owner_schema_confirmation,True,DELTA_OR_RECONSTRUCTION_COMPONENT,alpha-jv-llama-diagnosis-sweep,False,2026-09-18T04:09:03.953712+00:00,PRESENT,9013221,2304,245238307,False,NOT_RECOMPUTED,NOT_PERFORMED,WORKTREE_LOCAL,,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-1/local-raw/S-PATH-LAM-001/journal/increment-0006.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-1/local-raw/S-PATH-LAM-001/journal/increment-0006.pt,False,,2026-09-18T04:01:33.626173+00:00,PRESENT,9013221,9015296,1788754846773364070,1788754846773364070,2304,245238333,1,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,,2,468,UNCLASSIFIED_TENSOR,requires_owner_schema_confirmation,True,DELTA_OR_RECONSTRUCTION_COMPONENT,alpha-jv-llama-diagnosis-sweep,False,2026-09-18T04:09:03.953712+00:00,PRESENT,9013221,2304,245238333,False,NOT_RECOMPUTED,NOT_PERFORMED,WORKTREE_LOCAL,,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-1/local-raw/S-PATH-LAM-001/journal/increment-0001.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-alpha-jv-ds-exec-r1/local/alpha-jv-llama-diagnosis-sweep/run-20260907-sweep-r1/cell-1/local-raw/S-PATH-LAM-001/journal/increment-0001.pt,False,,2026-09-18T04:01:33.626463+00:00,PRESENT,9013221,9015296,1788754486525026393,1788754486525026393,2304,245238297,1,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,,2,468,UNCLASSIFIED_TENSOR,requires_owner_schema_confirmation,True,DELTA_OR_RECONSTRUCTION_COMPONENT,alpha-jv-llama-diagnosis-sweep,False,2026-09-18T04:09:03.953712+00:00,PRESENT,9013221,2304,245238297,False,NOT_RECOMPUTED,NOT_PERFORMED,WORKTREE_LOCAL,,,,,
