cohort,arm,metric,scope,denominator,before_num,after_num,delta_pp,retained,lost,gained,both_failed,W0_success_den,W0_success_to_failure_num,W0_failure_den,W0_failure_to_success_num,new_NLL_paired_delta_mean,new_NLL_paired_delta_median,new_NLL_decreased,new_NLL_increased,new_NLL_equal,true_NLL_paired_delta_mean,true_NLL_paired_delta_median,true_NLL_decreased,true_NLL_increased,true_NLL_equal
21,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,27,93,33.0,20,7,73,100,27,7,173,73,-1.6772490471974015,-1.7875418663024902,132,68,0,3.079949222020805,3.2270748019218445,50,150,0
22,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,21,98,38.5,11,10,87,92,21,10,179,87,-1.126660856306553,-1.2227191925048828,123,77,0,3.5661663562618195,3.481954574584961,36,164,0
23,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,21,96,37.5,15,6,81,98,21,6,179,81,-2.213270141929388,-1.9833273887634277,143,57,0,3.5764330565091225,3.903449296951294,40,160,0
24,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,23,100,38.5,16,7,84,93,23,7,177,84,-1.3776750349998474,-1.1658086776733398,126,74,0,3.4077103363070638,3.715923011302948,46,154,0
25,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,16,99,41.5,10,6,89,95,16,6,184,89,-1.2249707784503698,-1.4486587047576904,120,80,0,4.254520955225453,4.276763677597046,30,170,0
26,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,25,103,39.0,19,6,84,91,25,6,175,84,-1.1689814736065456,-0.9016528129577637,116,84,0,4.172422105676961,4.207262650132179,41,159,0
27,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,19,96,38.5,14,5,82,99,19,5,181,82,-2.138849709928036,-2.1460185050964355,137,63,0,3.4087247710488735,3.300469934940338,38,162,0
28,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,24,112,44.0,18,6,94,82,24,6,176,94,-1.8283290702849626,-1.4003074169158936,128,72,0,4.456924999365583,4.6046648025512695,38,162,0
29,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,14,107,46.5,9,5,98,88,14,5,186,98,-2.2216198443621398,-2.2295894622802734,140,60,0,3.744235630342737,3.427966594696045,42,158,0
30,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,22,113,45.5,19,3,94,84,22,3,178,94,-2.172597358888015,-2.4786198139190674,135,65,0,3.7111496101133525,3.5771613717079163,42,158,0
31,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,13,110,48.5,7,6,103,84,13,6,187,103,-1.857316523566842,-1.9089856147766113,133,67,0,3.8397014451213183,3.3614728450775146,46,154,0
32,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,16,113,48.5,9,7,104,80,16,7,184,104,-1.685469289422035,-2.4008965492248535,132,68,0,4.435663538016379,4.029077768325806,31,169,0
33,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,20,102,41.0,14,6,88,92,20,6,180,88,-1.7863770746998489,-2.1245627403259277,131,69,0,4.443513278951868,3.8494088649749756,32,168,0
34,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,17,100,41.5,10,7,90,93,17,7,183,90,-1.9448688863776624,-2.1804895401000977,139,61,0,4.188104738369584,4.323948383331299,39,161,0
35,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,27,108,40.5,22,5,86,87,27,5,173,86,-1.8204876886727288,-2.2725725173950195,135,65,0,3.2482657033763824,3.093472547829151,43,157,0
36,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,21,117,48.0,17,4,100,79,21,4,179,100,-1.4818463248270564,-1.5769777297973633,132,68,0,4.1993270624708385,4.279746055603027,40,160,0
37,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,15,101,43.0,8,7,93,92,15,7,185,93,-1.7894809049507603,-1.8080971240997314,129,71,0,4.341339622871019,4.1922527551651,35,165,0
38,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,19,94,37.5,12,7,82,99,19,7,181,82,-1.3041833509504794,-1.6814465522766113,132,68,0,3.917699388535693,3.2810873985290527,43,157,0
39,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,28,98,35.0,24,4,74,98,28,4,172,74,-1.5980240619182586,-0.9716353416442871,135,65,0,3.4224340740824117,3.6433504819869995,50,150,0
40,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,26,117,45.5,20,6,97,77,26,6,174,97,-1.816010636743158,-1.9508271217346191,135,65,0,3.866126835150644,3.796635866165161,38,162,0
41,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,21,113,46.0,13,8,100,79,21,8,179,100,-1.9283301757648588,-2.1570072174072266,131,69,0,4.026240802058019,4.248404264450073,44,156,0
42,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,22,115,46.5,15,7,100,78,22,7,178,100,-2.037835353780538,-1.5284008979797363,130,70,0,4.410724124477711,4.5919928550720215,33,167,0
43,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,28,94,33.0,15,13,79,93,28,13,172,79,-1.0771056413650513,-1.191386342048645,120,80,0,4.004568861015141,4.19668036699295,34,166,0
44,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,16,105,44.5,12,4,93,91,16,4,184,93,-1.9114835320413113,-1.9075531959533691,132,68,0,4.499950520778075,4.523076623678207,36,164,0
45,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,14,102,44.0,5,9,97,89,14,9,186,97,-1.855190639225766,-2.148580551147461,138,62,0,3.8352348896861077,3.5333526134490967,44,156,0
46,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,22,96,37.0,14,8,82,96,22,8,178,82,-1.4654210222512483,-1.991175651550293,127,73,0,4.059395732255653,3.881927967071533,41,159,0
47,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,15,95,40.0,9,6,86,99,15,6,185,86,-1.7755807009339333,-1.2550530433654785,130,70,0,3.7085478680487722,3.4989274218678474,39,161,0
48,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,23,108,42.5,16,7,92,85,23,7,177,92,-2.1934875686094166,-1.8104190826416016,142,58,0,3.7226475139474497,3.3412152230739594,37,163,0
49,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,22,108,43.0,14,8,94,84,22,8,178,94,-1.7127697049081325,-1.791710376739502,122,78,0,4.0579786120308565,3.9618793725967407,36,164,0
50,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,17,98,40.5,11,6,87,96,17,6,183,87,-1.78118669425603,-1.7019028663635254,138,62,0,3.8742706738901322,3.6416094303131104,45,155,0
51,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,23,112,44.5,20,3,92,85,23,3,177,92,-2.5158527557458727,-2.788229465484619,146,54,0,4.049287815326824,4.119318246841431,34,166,0
52,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,12,120,54.0,10,2,110,78,12,2,188,110,-2.126401593508199,-2.476312041282654,143,57,0,3.9489886209182443,3.8029454350471497,34,166,0
53,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,21,115,47.0,19,2,96,83,21,2,179,96,-1.8943315850198268,-2.05911922454834,132,68,0,4.011415960500017,3.7397546768188477,27,173,0
54,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,25,111,43.0,19,6,92,83,25,6,175,92,-1.7490935451164842,-1.7323105335235596,132,68,0,4.6733468189276755,4.472033739089966,26,174,0
55,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,21,112,45.5,16,5,96,83,21,5,179,96,-2.630491474382579,-2.8121980130672455,143,57,0,3.979420388895087,4.142407417297363,45,155,0
56,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,27,114,43.5,22,5,92,81,27,5,173,92,-1.5746843232214451,-2.0077452659606934,136,64,0,3.993660958968103,4.179273277521133,33,167,0
57,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,21,131,55.0,16,5,115,64,21,5,179,115,-3.1195962570561098,-3.150857448577881,145,55,0,4.136111594606191,4.256323233246803,31,169,0
58,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,19,130,55.5,14,5,116,65,19,5,181,116,-2.8017367563024163,-2.609419822692871,144,56,0,4.050953124277294,3.533506393432617,39,161,0
59,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,20,124,52.0,14,6,110,70,20,6,180,110,-2.6358008074993267,-2.464982748031616,144,56,0,3.902149091856554,3.886444568634033,44,156,0
60,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,16,147,65.5,15,1,132,52,16,1,184,132,-4.644519688226283,-5.076252222061157,170,30,0,3.8546206805761902,4.069108307361603,39,161,0
61,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,23,152,64.5,21,2,131,46,23,2,177,131,-4.405200258572586,-4.597559690475464,166,34,0,4.082129382560961,4.535095453262329,43,157,0
62,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,25,160,67.5,22,3,138,37,25,3,175,138,-4.656400364115834,-4.882905006408691,169,31,0,4.280317925717681,4.270074129104614,30,170,0
63,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,17,155,69.0,15,2,140,43,17,2,183,140,-4.725270396368578,-4.985504979267716,167,33,0,4.4862321407627315,4.772615432739258,34,166,0
64,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,9,139,65.0,8,1,131,60,9,1,191,131,-4.200055700334487,-4.661714553833008,166,34,0,4.725818588663824,4.444671630859375,28,172,0
65,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,19,153,67.0,18,1,135,46,19,1,181,135,-4.808966750539839,-5.089654844254255,175,25,0,4.017259608786553,4.227181922644377,28,172,0
66,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,21,167,73.0,21,0,146,33,21,0,179,146,-5.600454196948558,-5.390418291091919,183,17,0,4.339597310513491,4.3818066120147705,34,166,0
67,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,16,156,70.0,12,4,144,40,16,4,184,144,-5.911493475050666,-6.587736964225769,173,27,0,4.1509190505486915,3.5940884798765182,35,165,0
68,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,16,168,76.0,15,1,153,31,16,1,184,153,-5.159059365717694,-5.7047765254974365,174,26,0,3.846297860080376,3.7308775186538696,37,163,0
69,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,12,153,70.5,8,4,145,43,12,4,188,145,-5.100632262593135,-5.5067947171628475,169,31,0,4.526930600162595,4.634718537330627,25,175,0
70,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,9,166,78.5,6,3,160,31,9,3,191,160,-5.564728806178464,-5.61696070432663,172,28,0,5.156927146147937,4.6817967891693115,23,177,0
71,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,23,178,77.5,19,4,159,18,23,4,177,159,-5.801146623652894,-6.2439528703689575,177,23,0,4.2187578266114,4.211166679859161,34,166,0
72,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,17,161,72.0,17,0,144,39,17,0,183,144,-5.764191690507869,-5.9965513944625854,173,27,0,4.639534209966659,4.632007360458374,25,175,0
73,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,17,168,75.5,16,1,152,31,17,1,183,152,-6.255422396816866,-6.211145795881748,175,25,0,4.482677925941534,4.440566461533308,31,169,0
74,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,13,170,78.5,12,1,158,29,13,1,187,158,-6.26464130628854,-6.700091861188412,179,21,0,4.374772441240493,4.054089307785034,33,167,0
75,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,16,163,73.5,14,2,149,35,16,2,184,149,-6.058539144675015,-6.426004722714424,181,19,0,3.994642046792433,3.7845795154571533,40,160,0
76,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,19,174,77.5,18,1,156,25,19,1,181,156,-6.919256773494999,-7.036231756210327,191,9,0,5.01940099278232,5.429440185427666,36,164,0
77,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,18,166,74.0,15,3,151,31,18,3,182,151,-6.565303940539016,-6.7825838923454285,183,17,0,4.412126496693818,4.293318033218384,34,166,0
78,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,23,180,78.5,22,1,158,19,23,1,177,158,-6.015433262479491,-6.122628331184387,181,19,0,4.70926980027929,4.753203868865967,24,176,0
79,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,15,173,79.0,11,4,162,23,15,4,185,162,-6.73085483491479,-7.022764801979065,184,16,0,4.075557899333071,3.8347296714782715,35,165,0
80,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,25,182,78.5,24,1,158,17,25,1,175,158,-7.147479579745559,-7.43385648727417,183,17,0,4.1726827727723865,4.108662009239197,46,154,0
81,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,17,179,81.0,17,0,162,21,17,0,183,162,-6.746723522236571,-6.57707405090332,188,12,0,4.364704567389563,4.563394546508789,33,167,0
82,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,18,179,80.5,18,0,161,21,18,0,182,161,-7.662366345527116,-7.8307530134916306,189,11,0,4.727361114392989,4.645447850227356,29,171,0
83,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,25,188,81.5,25,0,163,12,25,0,175,163,-7.767559813981352,-8.078765749931335,193,7,0,4.5799579353863376,5.319824457168579,38,162,0
84,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,19,184,82.5,19,0,165,16,19,0,181,165,-7.024797490069177,-7.491424918174744,187,13,0,4.119114287942648,4.450686693191528,45,155,0
85,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,25,185,80.0,25,0,160,15,25,0,175,160,-7.622441207823576,-7.715701311826706,188,12,0,4.991660120952875,4.843213200569153,25,175,0
86,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,22,181,79.5,20,2,161,17,22,2,178,161,-6.9289818743400975,-7.145865417085588,190,10,0,5.0900692116189745,4.730611681938171,31,169,0
87,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,16,184,84.0,16,0,168,16,16,0,184,168,-7.4932213174669595,-7.537962909787893,186,14,0,5.262994299484417,5.730624616146088,29,171,0
88,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,11,188,88.5,11,0,177,12,11,0,189,177,-8.30301150234911,-8.83386799134314,191,9,0,5.260603061327711,5.5579423904418945,28,172,0
89,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,24,185,80.5,21,3,164,12,24,3,176,164,-7.931422591962036,-7.904933117330074,196,4,0,5.260625205661636,5.0452353954315186,30,170,0
90,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,10,187,88.5,10,0,177,13,10,0,190,177,-7.550632270331262,-8.219171404838562,189,11,0,5.237720239190384,5.005453705787659,26,174,0
91,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,18,186,84.0,17,1,169,13,18,1,182,169,-7.783615399177506,-8.221411011181772,193,7,0,5.1425814870884645,4.836238145828247,25,175,0
92,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,18,188,85.0,18,0,170,12,18,0,182,170,-7.60035770171904,-7.756106998771429,188,12,0,6.14310450989753,5.847217619419098,22,178,0
93,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,21,192,85.5,20,1,172,7,21,1,179,172,-8.305407929164357,-8.822117403149605,190,10,0,5.2099312400911,5.1599342823028564,29,171,0
94,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,27,188,80.5,26,1,162,11,27,1,173,162,-7.838568510448385,-8.39105349779129,192,8,0,4.966599624352529,5.021716833114624,31,169,0
95,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,16,190,87.0,16,0,174,10,16,0,184,174,-8.787519583694012,-9.028042133897543,193,7,0,6.047327851494774,6.506907515227795,19,181,0
96,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,17,191,87.0,16,1,175,8,17,1,183,175,-7.885503473406425,-8.184090197086334,191,9,0,6.099357718322426,6.2526503801345825,21,179,0
97,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,24,193,84.5,24,0,169,7,24,0,176,169,-8.20066968446812,-8.377591307274997,193,7,0,6.234093083953485,5.568132162094116,20,180,0
98,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,17,194,88.5,17,0,177,6,17,0,183,177,-8.792725633482204,-8.429854776710272,198,2,0,6.846886927373707,6.315371222794056,17,183,0
99,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,21,195,87.0,20,1,175,4,21,1,179,175,-8.857002207031654,-9.05250708758831,194,6,0,6.670581709789112,6.4173833737149835,17,183,0
100,MEMIT_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,21,194,86.5,21,0,173,6,21,0,179,173,-8.992457486541097,-8.953918367624283,197,3,0,6.547928510624915,6.385691702365875,20,180,0
1,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,886,523,-36.3,491,395,32,82,886,395,114,32,-2.469764185529435,-2.2854490280151367,666,334,0,3.462651361567725,3.1525502651929855,275,725,0
2,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,882,506,-37.6,469,413,37,81,882,413,118,37,-2.7059012696009015,-2.5945746898651123,699,301,0,3.286866833847016,3.4568302631378174,258,742,0
3,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,890,509,-38.1,472,418,37,73,890,418,110,37,-2.5870252865442454,-2.5146379470825195,675,325,0,2.6710336411996396,2.2050580978393555,301,699,0
4,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,858,485,-37.3,449,409,36,106,858,409,142,36,-2.630036618382204,-2.517378330230713,696,304,0,2.8889975331497846,2.791929677128792,278,722,0
5,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,876,481,-39.5,452,424,29,95,876,424,124,29,-2.7198487698584795,-2.2815051078796387,692,308,0,3.165679368436686,3.1497809886932373,262,738,0
6,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,851,566,-28.5,515,336,51,98,851,336,149,51,-2.2644089791058795,-2.1316874027252197,663,337,0,2.338779644284863,2.221874713897705,327,673,0
7,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,881,479,-40.2,452,429,27,92,881,429,119,27,-2.6184138334770686,-2.506368637084961,682,318,0,3.498124371136888,3.788945734500885,240,760,0
8,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,897,557,-34.0,520,377,37,66,897,377,103,37,-2.1610322354327653,-1.9177236557006836,667,333,0,2.6689649542892586,2.48900043964386,291,709,0
9,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,898,477,-42.1,456,442,21,81,898,442,102,21,-2.946474522993114,-2.8346095085144043,721,279,0,3.316698488837108,3.2355672121047974,267,733,0
10,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,901,519,-38.2,485,416,34,65,901,416,99,34,-2.788622237457894,-2.641558289527893,731,269,0,2.859066740866518,2.888301968574524,283,717,0
11,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,900,518,-38.2,484,416,34,66,900,416,100,34,-2.2492699753220657,-2.0211822986602783,669,331,0,3.238437027315027,3.2522735595703125,278,722,0
12,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,903,587,-31.6,554,349,33,64,903,349,97,33,-1.9239305320658022,-1.8065592050552368,650,350,0,2.801925182154635,2.8035524636507034,303,697,0
13,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,892,522,-37.0,494,398,28,80,892,398,108,28,-2.4150988484416156,-2.3547401428222656,689,311,0,3.534376994077931,3.58046954870224,246,754,0
14,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,880,542,-33.8,498,382,44,76,880,382,120,44,-2.1307082808549747,-2.075406551361084,659,341,0,2.8127461753420064,2.8734661173075438,265,735,0
15,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,881,574,-30.7,521,360,53,66,881,360,119,53,-2.2625074515752495,-2.5181634426116943,699,301,0,2.9274618232055216,2.5268299281597137,287,713,0
16,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,860,460,-40.0,420,440,40,100,860,440,140,40,-2.36482723415771,-2.232300281524658,671,329,0,3.126526512097684,2.9003024101257324,270,730,0
17,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,848,528,-32.0,490,358,38,114,848,358,152,38,-1.553710368187516,-1.5235133171081543,621,379,0,3.26744096105732,2.8273885250091553,256,744,0
18,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,905,552,-35.3,521,384,31,64,905,384,95,31,-2.9223190295661334,-2.796339511871338,716,284,0,2.5333228486337465,2.178158760070801,312,688,0
19,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,898,564,-33.4,536,362,28,74,898,362,102,28,-2.3369983009249555,-2.39675235748291,687,313,0,3.321827907241706,3.2095712423324585,261,739,0
20,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,924,526,-39.8,504,420,22,54,924,420,76,22,-2.502141622213414,-2.486380100250244,672,328,0,3.902345038208412,3.4998029470443726,208,792,0
21,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,911,566,-34.5,534,377,32,57,911,377,89,32,-2.7376662488164145,-2.5783932209014893,712,288,0,2.7874366668502333,2.7235636115074158,281,719,0
22,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,890,577,-31.3,534,356,43,67,890,356,110,43,-1.9940650086412206,-1.981259822845459,658,342,0,2.9905295458993644,2.6813580989837646,257,743,0
23,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,889,533,-35.6,501,388,32,79,889,388,111,32,-2.3643049870391843,-2.247978687286377,685,315,0,3.26327821197093,3.24836964905262,255,745,0
24,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,883,579,-30.4,545,338,34,83,883,338,117,34,-1.580237071527168,-1.866115927696228,636,364,0,2.8038489970349474,2.67773300409317,290,710,0
25,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,885,552,-33.3,516,369,36,79,885,369,115,36,-2.2716256382130084,-2.376293420791626,702,298,0,2.5687459605503826,2.454824686050415,301,699,0
26,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,869,504,-36.5,467,402,37,94,869,402,131,37,-2.2137583285737783,-2.300567150115967,649,351,0,3.523543144633935,3.662065625190735,248,752,0
27,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,901,596,-30.5,562,339,34,65,901,339,99,34,-2.5007525191466558,-2.6418488025665283,691,309,0,2.931935477425519,2.533618688583374,274,726,0
28,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,888,550,-33.8,519,369,31,81,888,369,112,31,-2.5402765135439114,-2.1747865676879883,706,294,0,2.7657613736485365,2.573535919189453,303,697,0
29,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,899,536,-36.3,496,403,40,61,899,403,101,40,-2.6669663976370064,-2.58831524848938,704,296,0,2.9299577657474436,2.799882173538208,275,725,0
30,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,903,500,-40.3,466,437,34,63,903,437,97,34,-2.1839811496610055,-2.1702423095703125,688,312,0,3.0459429234112614,2.827589273452759,276,724,0
31,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,909,510,-39.9,484,425,26,65,909,425,91,26,-2.556149200450629,-2.3086514472961426,711,289,0,2.905447413735208,2.987889740616083,284,716,0
32,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,918,552,-36.6,525,393,27,55,918,393,82,27,-2.3903173438883387,-2.495906412601471,701,299,0,3.031851564001816,2.7710516154766083,284,716,0
33,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,869,485,-38.4,434,435,51,80,869,435,131,51,-2.4330623039146886,-2.1189188957214355,663,337,0,3.6727700363702604,3.473137855529785,243,757,0
34,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,906,565,-34.1,527,379,38,56,906,379,94,38,-2.3378157291808166,-2.2525554895401,698,302,0,2.665046471997048,2.4569236636161804,302,698,0
35,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,876,529,-34.7,492,384,37,87,876,384,124,37,-2.247418531498435,-2.2593040466308594,683,317,0,3.0155825484285597,2.989413619041443,248,752,0
36,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,871,528,-34.3,494,377,34,95,871,377,129,34,-1.9981942103132606,-1.8691179752349854,657,343,0,3.249941452734638,3.06894588470459,286,714,0
37,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,905,586,-31.9,547,358,39,56,905,358,95,39,-2.505003762064036,-2.340831160545349,684,316,0,2.79744538910361,2.7747560515999794,274,726,0
38,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,902,601,-30.1,576,326,25,73,902,326,98,25,-2.2186887988529636,-2.1761162281036377,673,327,0,2.856607289024105,2.774813652038574,281,719,0
39,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,896,586,-31.0,546,350,40,64,896,350,104,40,-2.3634003118259135,-1.9731545448303223,677,323,0,2.774286535149964,2.6596271991729736,312,688,0
40,MEMIT_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,843,521,-32.2,477,366,44,113,843,366,157,44,-1.874707650402008,-1.7657990455627441,653,347,0,2.8897442128355615,2.8051639795303345,264,736,0
