model,ns_numerator,ns_denominator,ns_rate,nll_tie_count,row_identity_root,summary_identity_sha256
llama3-8b-inst,893,1000,0.89300000000000002,0,9a516fcbda83da59bfebac23fd4d0d43dc950703d67964054e816c4d41329422,eb9ad0d89b40b4f11947cb1b9098bd10b8c6715e4207da7d7f63ad2c1f606ce1
qwen2.5-7b-inst,849,1000,0.84899999999999998,0,29cf4287fd5fecc9d61789552c0adf3bae571d6242b49e582bc4175c09a16899,09705c164bfd60f2b73aeee917c28c2fd444994f6d749d2768491611c2a071b9
