P_after_sum,P_terminal,accepted_steps,action_freeze_sha256,active_request_count_mean,active_to_frozen_count,actual_recorded_step_count,actual_sum,alias,allocation,arm,backwards,bf16_cumulative_capacity_terminal,capacity_terminal,carried_frozen_input_count,case,delta_p1r37_minus_p1r36_P_after_sum,delta_p1r37_minus_p1r36_P_terminal,delta_p1r37_minus_p1r36_actual_sum,delta_p1r37_minus_p1r36_backwards,delta_p1r37_minus_p1r36_capacity_terminal,delta_p1r37_minus_p1r36_edit_core_wall,delta_p1r37_minus_p1r36_eff_correct,delta_p1r37_minus_p1r36_eff_margin_mean,delta_p1r37_minus_p1r36_eff_target_new_nll_mean,delta_p1r37_minus_p1r36_energy_terminal,delta_p1r37_minus_p1r36_gen_correct,delta_p1r37_minus_p1r36_loc_correct,delta_p1r37_minus_p1r36_model_forwards,delta_p1r37_minus_p1r36_negative_actual_steps,delta_p1r37_minus_p1r36_predicted_sum,delta_p1r37_minus_p1r36_realization_mean,delta_p1r37_minus_p1r36_scientific_materializations,delta_p1r37_minus_p1r36_terminal_evaluator_wall,delta_p1r37_minus_p1r36_tokens,delta_p1r37_minus_p1r36_w_full6_new_nll,delta_p1r37_minus_p1r36_z_full6_new_nll,delta_p1r37_minus_p1r36_z_w_full6_gap,edit_core_wall,eff_correct,eff_denominator,eff_margin_mean,eff_target_new_nll_mean,eff_target_old_nll_mean,energy_terminal,failure_class,failure_message_sha256,finite_demand_sum,frozen_request_step_count,functional_p_mean_positive_damage,gen_correct,gen_denominator,gen_margin_mean,gen_target_new_nll_mean,gen_target_old_nll_mean,loc_correct,loc_denominator,loc_margin_mean,loc_target_new_nll_mean,loc_target_old_nll_mean,manifest_sha256,model_forwards,negative_actual_steps,old_rho_sum,p1r36_P_after_sum,p1r36_P_terminal,p1r36_accepted_steps,p1r36_actual_sum,p1r36_backwards,p1r36_capacity_terminal,p1r36_edit_core_wall,p1r36_eff_correct,p1r36_eff_margin_mean,p1r36_eff_target_new_nll_mean,p1r36_energy_terminal,p1r36_failure_class,p1r36_freeze_reactivation_status,p1r36_gen_correct,p1r36_loc_correct,p1r36_model_forwards,p1r36_negative_actual_steps,p1r36_predicted_sum,p1r36_realization_mean,p1r36_scientific_materializations,p1r36_status,p1r36_success,p1r36_terminal_evaluator_wall,p1r36_tokens,p1r36_w_full6_new_nll,p1r36_z_full6_new_nll,p1r36_z_w_full6_gap,persistent_mask_decision_influence_count,predicted_sum,reactivation_count,realization_mean,scientific_materializations,sentinel_observation_count,status,success,terminal_evaluator_wall,terminal_sha256,tokens,w0_restore_bytes,w0_restore_pointer,w_full6_new_nll,z_full6_new_nll,z_w_full6_gap
0.02110057337676976,0.006049149369791071,8,839ee176ef5b9e568d846130bf0e2c3fa44d8f70015b1fc7f3d09afb7c4eeabc,10.0,0,8,11.621896170265973,llama3-8b-inst,BG,Neutral,125,4.028708472309587,0.1153572122924141,0,1,3.656677391439267e-11,3.135409206572737e-11,0.0,0,3.191891195797325e-16,-12.237184214871377,0,0.0,0.0,4.718447854656915e-16,0,0,0,0,0.0,1.0090817070818048e-12,0,-3.74226105841808,0,0.0,0.0,0.0,68.76706729596481,10,10,11.698542404174805,0.057707595825195315,11.75625,0.1892537906948004,,,14.649295550026,0,0.006691831319936585,18,20,6.12601318359375,2.39918212890625,8.5251953125,92,100,7.101379280090332,12.3190625,5.217683219909668,9852c817f6de0ea573b0dc6e52f6148a3b66eb87bfb1d3f56c6519ea6eb912c5,220,0,26.99497643757506,0.021100573340202985,0.006049149338436979,8,11.621896170265973,125,0.11535721229241377,81.00425151083618,10,11.698542404174805,0.057707595825195315,0.18925379069479992,,NOT_RECORDED,18,92,220,0,14.649295550026,0.7417186952050099,8,SUCCESS,1,18.985174321569502,36472,0.07439532410353422,0.041961400955915454,0.03243392314761877,0,14.649295550026,0,0.741718695206019,8,0,SUCCESS,1,15.242913263151422,9c8c245dc1444ecc7271ba3fcacd2edb042187a8407d951001f157749ec6406f,36472,True,True,0.07439532410353422,0.041961400955915454,0.03243392314761877
0.022628244753985588,0.005888627509192326,8,acdb4ff935e0d21de65c61da4d20530a9f7421043cb0906029bc4d151fc58c80,9.5,2,8,11.076845723204315,llama3-8b-inst,BG,Neutral,125,3.2364285567401927,0.03336138784079116,0,2,-9.726051908298672e-11,-2.2427405418912194e-11,0.0,0,1.5265566588595902e-16,-43.09260166273452,0,0.0,0.0,2.5673907444456745e-16,0,0,0,0,0.0,7.188694084447889e-13,0,-3.947031185030937,0,0.0,0.0,0.0,69.26863366900943,10,10,11.354827880859375,0.057672119140625,11.4125,0.05661844554767254,,,14.969808518257922,4,0.06421657822865036,16,20,4.6693115234375,2.7650634765625,7.434375,86,100,5.737679901123046,10.899453124999999,5.161773223876954,b8fdf0a0a8fdf27803e90dae561edc1d235d984e15acb12f73f5c8c304a1ca99,220,0,23.920079890357066,0.022628244851246107,0.005888627531619731,8,11.076845723204315,125,0.033361387840791006,112.36123533174396,10,11.354827880859375,0.057672119140625,0.056618445547672286,,NOT_RECORDED,16,86,220,0,14.969808518257922,0.6809039657508885,8,SUCCESS,1,18.919505773112178,37595,0.1394715489819646,0.009823151794262231,0.12964839718770235,0,14.969808518257922,0,0.6809039657516074,8,0,SUCCESS,1,14.97247458808124,c0b1412cae6c876dfbb457a69f1f23f207ca15065a4c5b38df95c3aee2dd788a,37595,True,True,0.1394715489819646,0.009823151794262231,0.12964839718770235
0.02159606684214758,0.00553499644779772,8,7f3a89757483a3e2b0e1f27e1fc0ec54344ce72048ceaab23a2396019ac89cb0,10.0,0,8,9.329265981540084,llama3-8b-inst,BG,Neutral,125,3.481364264225022,0.029334917439016825,0,3,-6.191550050438366e-11,-2.3963539486082652e-11,0.0,0,1.3530843112619095e-16,-27.98397690616548,0,0.0,0.0,2.0122792321330962e-16,0,0,0,0,-1.7763568394002505e-15,7.287503933639528e-13,0,-1.271579967578873,0,0.0,0.0,0.0,70.48043265100569,10,10,10.813063049316407,0.10256195068359375,10.915625,0.04860071164094728,,,12.428176637063732,0,0.003961564100010661,19,20,4.515275955200195,3.1722240447998047,7.6875,87,100,4.691569213867187,9.254342041015624,4.562772827148438,ee5b0e5416a0f78594bac852029254f363a1bfe2996948986c3979fa8b9b23ff,220,0,19.203518543617434,0.021596066904063082,0.00553499647176126,8,9.329265981540084,125,0.02933491743901669,98.46440955717117,10,10.813063049316407,0.10256195068359375,0.04860071164094708,,NOT_RECORDED,19,87,220,0,12.428176637063734,0.7223970818222576,8,SUCCESS,1,18.885068280622363,37967,0.1573919240385294,0.03309930288232863,0.12429262115620077,0,12.428176637063732,0,0.7223970818229863,8,0,SUCCESS,1,17.61348831304349,bb99530819c13ef81fd8f815b8eab1d2db05c0a0138891051467c9bf4d2c6164,37967,True,True,0.1573919240385294,0.03309930288232863,0.12429262115620077
0.02300002488227261,0.006603690648650224,8,9faa379cefca62e414051481ab97ea752fec7346b8c74f5306a9d227fa9a19f0,10.0,0,8,9.628404680266977,llama3-8b-inst,BG,Neutral,125,3.674587504799991,0.08109649831649661,0,4,-3.815548918484346e-11,-1.788592711438053e-11,0.0,0,7.632783294297951e-16,-38.57483709487133,0,0.0,0.0,1.2212453270876722e-15,0,0,0,0,0.0,7.951417302365371e-13,0,-2.3703517459798604,0,0.0,0.0,0.0,74.67310903710313,10,10,7.941232299804687,0.2556427001953125,8.196875,0.13373247860246795,,,13.02445162506774,0,0.02426501539131886,16,20,2.26771240234375,3.55704345703125,5.824755859375,91,100,6.0655872344970705,10.343828125,4.27824089050293,e10b0e578d40008cc8a2daa8edec4ebb65dd3c012c673caa022c342a08267834,220,0,27.33795646109115,0.0230000249204281,0.0066036906665361515,8,9.628404680266977,125,0.08109649831649585,113.24794613197446,10,7.941232299804687,0.2556427001953125,0.13373247860246673,,NOT_RECORDED,16,91,220,0,13.02445162506774,0.7135957607066927,8,SUCCESS,1,19.118329972028732,37270,0.3506778087466955,0.16549694775603713,0.1851808609906584,0,13.02445162506774,0,0.7135957607074879,8,0,SUCCESS,1,16.747978226048872,197c04707945bb645d76101ec3772bf7d911014a706468beba75326bb2823353,37270,True,True,0.3506778087466955,0.16549694775603713,0.1851808609906584
0.014053961371628388,0.0037096535401747177,8,d642244f802e807efd0b4c14dac1ac6f177e37d242de1e6651bd48ae8716b55d,9.875,1,8,9.154901561327279,llama3-8b-inst,BG,Neutral,125,2.419205302958193,0.03398195203050097,0,5,-3.011356615456595e-11,-5.60442317554255e-12,0.0,0,1.249000902703301e-16,-47.50497205159627,0,0.0,0.0,2.220446049250313e-16,0,0,0,0,0.0,1.0829115382193777e-12,0,-2.476688356604427,0,0.0,0.0,0.0,72.61081430898048,9,10,8.3670166015625,0.9611083984375,9.328125,0.05877702937478137,,,12.31302882647142,1,0.004771320002408425,17,20,4.72584228515625,2.75814208984375,7.483984375,86,100,4.13896484375,9.69984375,5.56087890625,3d5123c0bc1efb9d48d74125a36bfcb7603c60da0aaf9037bad757a3bf803287,220,0,24.47590201444277,0.014053961401741954,0.003709653545779141,8,9.154901561327279,125,0.03398195203050085,120.11578636057675,9,8.3670166015625,0.9611083984375,0.058777029374781145,,NOT_RECORDED,17,86,220,0,12.31302882647142,0.7153645784744435,8,SUCCESS,1,19.228793871589005,35474,0.8708589462563395,0.6570972262416035,0.21376172001473603,0,12.31302882647142,0,0.7153645784755264,8,0,SUCCESS,1,16.752105514984578,44a3409661da30e75099db679b42bb51a5a5f3916367ace431b79108e0b8f0f6,35474,True,True,0.8708589462563395,0.6570972262416035,0.21376172001473603
0.019129175312496034,0.005554727291461024,8,d421cd0555b32c7093e0b56787f74d5c6711d7b0f95415495e2cbab87b258573,10.0,0,8,8.849356647254899,llama3-8b-inst,BG,Neutral,125,3.463377519589575,0.09402942862019749,0,6,3.6891475985179056e-11,3.945090781831695e-13,0.0,0,3.885780586188048e-16,-54.35069911391474,0,0.0,0.0,6.661338147750939e-16,0,0,0,0,0.0,6.051825707231728e-13,0,-1.851297291694209,0,0.0,0.0,0.0,76.55864562722854,10,10,10.602798461914062,0.4878265380859375,11.090625,0.15915930365477685,,,11.752004392212259,0,0.003592575501055223,17,20,6.25052490234375,1.95181884765625,8.20234375,83,100,5.875897216796875,9.909921875,4.0340246582031245,455aef345aaf1991c8172cf9f0a7fac289dfc3e3b3d5383c0eebe1a7769601fd,220,0,26.489573861034813,0.01912917527560456,0.005554727291066515,8,8.849356647254899,125,0.0940294286201971,130.9093447411433,10,10.602798461914062,0.4878265380859375,0.15915930365477618,,NOT_RECORDED,17,83,220,0,11.752004392212259,0.6848122912832122,8,SUCCESS,1,18.929795826785266,36515,0.5699596922378987,0.3512205595616251,0.21873913267627354,0,11.752004392212259,0,0.6848122912838174,8,0,SUCCESS,1,17.078498535091057,baa1f6c51408cb7c425cef49ed66c24fe754b98a3b363c4f70603c1c33a595e1,36515,True,True,0.5699596922378987,0.3512205595616251,0.21873913267627354
0.01901911712882349,0.004879178954988939,8,2567d715a94ce1c85acf24776045f5a089958f4c295087f172ad50d89ba747d8,10.0,0,8,10.875417260825635,llama3-8b-inst,BG,Neutral,125,3.0474438203065555,0.03150997108917467,0,7,8.911552745738405e-11,1.2505490566694366e-11,0.0,0,2.2898349882893854e-16,-53.89650122518651,0,0.0,0.0,3.191891195797325e-16,0,0,0,0,0.0,8.958389585700388e-13,0,-3.2573570625390857,0,0.0,0.0,0.0,85.38460620888509,10,10,8.024538326263428,0.6285888671875,8.653127193450928,0.050835008235724254,,,15.10527192512527,0,0.003937533413838052,20,20,5.701668548583984,1.480145263671875,7.181813812255859,94,100,6.029755401611328,10.51015625,4.480400848388672,400e823c46f40a03eb82a1a84e914d02f38bb9df7fc1471aa916c5ee3af24eea,220,0,25.910548260845342,0.01901911703970796,0.0048791789424834486,8,10.875417260825635,125,0.03150997108917444,139.2811074340716,10,8.024538326263428,0.6285888671875,0.050835008235723934,,NOT_RECORDED,20,94,220,0,15.10527192512527,0.7308611716711313,8,SUCCESS,1,18.988121684640646,39406,0.5346639350056648,0.5014469707384706,0.03321696426719423,0,15.10527192512527,0,0.7308611716720271,8,0,SUCCESS,1,15.73076462210156,11880caed60414279c20118e250d354fd1ca780dcf58996472fccaf596a80dc8,39406,True,True,0.5346639350056648,0.5014469707384706,0.03321696426719423
0.021063358604422697,0.005646314744414203,8,3bc569bdc9010cf1e47a345b298a4ebadae93757b0bc512891b1568d717e4ba2,9.625,1,8,10.027029531262817,llama3-8b-inst,BG,Neutral,125,3.2956804282252277,0.11898527973515635,0,8,5.6007695009574476e-11,2.387191833097546e-11,0.0,0,7.077671781985373e-16,-45.91289952816442,0,0.0,0.0,1.0824674490095276e-15,0,0,0,0,0.0,1.7724710588140624e-12,0,-2.826542146736756,0,0.0,0.0,0.0,72.22365676006302,10,10,9.727037048339843,0.06358795166015625,9.790625,0.19602321010079649,,,13.010212401486932,3,0.0019719793782658574,19,20,6.0334716796875,2.6384033203125,8.671875,80,100,5.058232345581056,9.916328125,4.858095779418945,4598d3474679f2ebd357771ec2fb9d118fcb19510d61a52f052f8bd9efec6958,220,0,22.86391255566881,0.021063358548415,0.005646314720542285,8,10.027029531262817,125,0.11898527973515564,118.13655628822744,10,9.727037048339843,0.06358795166015625,0.1960232101007954,,NOT_RECORDED,19,80,220,0,13.010212401486932,0.7280675802987753,8,SUCCESS,1,18.687453356571496,36464,0.07331968042999507,0.02567244549281895,0.04764723493717611,0,13.010212401486932,0,0.7280675803005477,8,0,SUCCESS,1,15.86091120983474,829adc9a33a0af089b1fe7c9417843ca4cc4b6992dc51c9954e0c7fccec2587f,36464,True,True,0.07331968042999507,0.02567244549281895,0.04764723493717611
0.019268072729463518,0.005138970736512407,8,c1d3b65e0a1d5b9d25f2369ee94ac40de6585e08f199d403ade29781f40bd8c0,10.0,0,8,10.068820337206125,llama3-8b-inst,BG,Neutral,125,2.7971838071124675,0.027492811694921827,0,9,-3.356078956406883e-11,1.7913621974674498e-13,0.0,0,1.8735013540549517e-16,-40.25260281492956,0,0.0,0.0,3.191891195797325e-16,0,0,0,0,0.0,8.670841822322473e-13,0,-3.881388448411599,0,0.0,0.0,0.0,68.27301745000295,10,10,9.881871032714844,0.03687896728515625,9.91875,0.047434901595324805,,,12.892402297715307,0,0.015233716049239624,19,20,4.716607666015625,1.341986083984375,6.05859375,92,100,5.406300354003906,9.479248046875,4.072947692871094,1060f8042786c969b1b9ab3befeb417a9b9bcc90972fab4563210ff6ed66cc79,220,0,25.42927495537755,0.019268072763024308,0.005138970736333271,8,10.068820337206125,125,0.02749281169492164,108.52562026493251,10,9.881871032714844,0.03687896728515625,0.047434901595324486,,NOT_RECORDED,19,92,220,0,12.892402297715307,0.7289768706489741,8,SUCCESS,1,19.131206973455846,36488,0.08758706673979759,0.00989086713816505,0.07769619960163254,0,12.892402297715307,0,0.7289768706498412,8,0,SUCCESS,1,15.249818525044248,6b59f958b663b8e1dcb8fb3b0bc4df4e35a21fb42f1c32a5b92c7bc3577c5c1f,36488,True,True,0.08758706673979759,0.00989086713816505,0.07769619960163254
0.01794046263242542,0.005054085657008065,8,7b902cb0329b1f07f0467a9516c6ef92968a9da5d484a30b6d5190be11d3bbed,10.0,0,8,8.90638169068843,llama3-8b-inst,BG,Neutral,125,3.0931954814759983,0.06894599200842333,0,10,-6.325183085631458e-11,-1.7463004133022597e-11,0.0,0,4.163336342344337e-16,-70.23103964072652,0,0.0,0.0,6.800116025829084e-16,0,0,0,0,1.7763568394002505e-15,5.710987238671805e-13,0,-2.7791039834264666,0,0.0,0.0,0.0,65.42227390105836,9,10,9.58441162109375,1.48121337890625,11.065625,0.11871281198272085,,,12.28195061380975,0,0.012345569663582481,17,20,6.28653564453125,2.92908935546875,9.215625,80,100,4.793022003173828,10.74765625,5.954634246826172,95148811563d510a080624f2c9dcbe64322d21980878b42ba407d26f25436a57,220,0,23.883285357394776,0.01794046269567725,0.005054085674471069,8,8.90638169068843,125,0.06894599200842291,135.65331354178488,9,9.58441162109375,1.48121337890625,0.11871281198272017,,NOT_RECORDED,17,80,220,0,12.281950613809748,0.6736989315184432,8,SUCCESS,1,18.981068212538958,38127,1.4883222220465542,1.3017522350419313,0.1865699870046229,0,12.28195061380975,0,0.6736989315190143,8,0,SUCCESS,1,16.20196422911249,d19080734d3be4af2128a5f5c92a3f4141cbc3b05ae9979bdbf9c716de858f14,38127,True,True,1.4883222220465542,1.3017522350419313,0.1865699870046229
0.021541746187135953,0.00614186348657427,8,7304424f1b86c70c41651c346f51dffcd22e92535d17fe7b1be02aba35fefcd2,10.0,0,8,11.618062097765506,llama3-8b-inst,BG,Soft,125,3.9216629228997077,0.10617494568662894,0,1,0.0001890072001666486,0.00012034763552006434,0.022960547171532397,0,0.018158990311773746,-12.843537307810038,0,0.16958389282226527,-0.007083892822265625,0.030133191185766572,0,0,0,0,0.04581022523343492,-0.0040194267276356666,0,-2.045178163331002,0,-0.022960547171533105,-0.004146021883934738,-0.018814525287598367,68.49309449689463,10,10,11.93263282775879,0.036117172241210936,11.96875,0.17540279842745524,,,14.670155740715563,0,0.006699535788548328,18,20,6.186669921875,2.389501953125,8.576171875,92,100,7.097407417297364,12.313437500000001,5.216030082702637,3e76e4499833c2fcd8c0031f2d0c2ba172dec8b22afec849ce3a84787705ab4f,220,0,26.78898116878283,0.021352738986969304,0.006021515851054205,8,11.595101550593974,125,0.0880159553748552,81.33663180470467,10,11.763048934936524,0.04320106506347656,0.14526960724168866,,NOT_RECORDED,18,92,220,0,14.624345515482128,0.739826521762861,8,SUCCESS,1,19.291453160345554,36472,0.10118994377553463,0.036876400699838996,0.06431354307569563,0,14.670155740715563,0,0.7358070950352253,8,0,SUCCESS,1,17.246274997014552,7cb976c507e336640b75cc56bd8c51407b8d0ced51a6e8269c4909a623302183,36472,True,True,0.07822939660400152,0.03273037881590426,0.045499017788097264
