source_table,model,method,layer,metric,availability,n,sum,mean,median,p25,p75,iqr,p90,max,min,accepted_edit_count,fork
checkpoint_layer,llama3-8b-inst,memit,6,rho,RECORDED,100,42.929280927683806,0.42929280927683805,0.43694658236902373,0.4009877242473028,0.4851896349584677,0.0842019107111649,0.5441473667288127,0.6459617705744108,-1.4130751668802262,1000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,6,tau,RECORDED,100,71.0695995745998,0.7106959957459981,0.6334262295485695,0.5277494953922109,0.7326191248827697,0.20486962949055876,0.8669124894938657,6.607166271744491,0.33708385750024,1000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,7,rho,RECORDED,100,50.632477484153156,0.5063247748415316,0.5212782553427189,0.48323919038612123,0.5599171574308581,0.0766779670447369,0.5740822579532201,0.615021767889178,-0.5240665387742762,1000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,7,tau,RECORDED,100,32.92514527702001,0.32925145277020007,0.3201189547005118,0.25878384510953123,0.3859227799637623,0.12713893485423106,0.42122874392030263,0.86057156086558,0.17045969602634686,1000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,8,rho,RECORDED,100,57.31508076047425,0.5731508076047426,0.580890742575898,0.5460937629763606,0.6158539425456764,0.0697601795693158,0.6406173008372068,0.7127398840533775,-0.08659181882927587,1000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,8,tau,RECORDED,100,15.998089864516997,0.15998089864516996,0.1445264068850954,0.12123714490243387,0.17359960461226048,0.052362459709826614,0.21292785497235395,0.5384856679159724,0.07350805414140109,1000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,4,rho,RECORDED,100,273.6502809042254,2.736502809042254,2.72258528854878,2.3481596486620773,3.274167600038501,0.9260079513764237,3.5724270773264104,3.9550676348248093,0.9938559526014353,10000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,4,tau,RECORDED,100,274.74687982777897,2.7474687982777897,2.6999254605638163,2.347531983964193,3.221367908687026,0.8738359247228331,3.473191814653385,4.046953616374979,1.1298905458211979,10000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,5,rho,RECORDED,100,153.39478107066913,1.5339478107066913,1.387285074044288,0.9691684389187747,2.0091273677018817,1.039958928783107,2.7369710683544155,3.340658478228964,0.29966147096422374,10000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,5,tau,RECORDED,100,245.2494804251889,2.452494804251889,2.4150155379822063,1.8842468653916011,3.159916519653097,1.2756696542614958,3.6329826251110555,4.560446868176503,0.7755975452753412,10000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,6,rho,RECORDED,100,114.99828219646781,1.1499828219646782,0.9419928913526001,0.5009560892939551,1.8103203517986117,1.3093642625046567,2.2610575438402196,2.9948990851514172,0.09683606807726837,10000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,6,tau,RECORDED,100,196.67303131528223,1.9667303131528222,2.1033554723136634,1.322603683235594,2.6637016660422823,1.3410979828066882,3.0058952814019744,3.247066917775016,0.3343851195121812,10000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,7,rho,RECORDED,100,83.2240777895587,0.832240777895587,0.7708079191980385,0.5243100436025876,1.1367821665833457,0.6124721229807581,1.2725121069457765,1.6463822179491852,0.2849681558056747,10000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,7,tau,RECORDED,100,102.41231394000641,1.024123139400064,1.1142819177812078,0.869416067464789,1.2229058220937357,0.3534897546289466,1.3099096679475621,1.5392328713158396,0.2876218959903456,10000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,8,rho,RECORDED,100,45.63157878940265,0.45631578789402655,0.4434583250644756,0.3935672687893155,0.5203334347373564,0.12676616594804085,0.5886893787390817,0.6373914596101268,0.28958632279287105,10000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,8,tau,RECORDED,100,25.308921605507557,0.25308921605507556,0.2510663778395491,0.2103983602073799,0.2987929274609717,0.0883945672535918,0.3324349955753081,0.44850100875241034,0.040304369979561085,10000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,4,rho,RECORDED,100,109.4413788572035,1.094413788572035,1.0596366603583085,0.8884202800649135,1.2124187154947865,0.32399843542987306,1.4131304014871195,2.728123340064228,0.3947580138225759,1500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,4,tau,RECORDED,100,320.3359087540072,3.2033590875400724,2.453795965506701,1.5936426357245976,3.8971770901465423,2.3035344544219445,6.67073010490442,10.205905215899207,1.1429245241662858,1500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,5,rho,RECORDED,100,217.73326771337963,2.1773326771337964,1.718728311118588,0.8679511679209799,3.1395047213901943,2.2715535534692144,4.872252416738327,7.626555897700531,0.14637350309869218,1500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,5,tau,RECORDED,100,319.22151863185405,3.1922151863185406,3.2774352809886684,2.5906985482928477,3.79033041229153,1.199631863998682,4.268816372102022,5.250569465129459,0.7673450729757622,1500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,6,rho,RECORDED,100,153.90363467952554,1.5390363467952555,1.2576488593476616,0.9301092324485442,1.950842632405735,1.0207333999571908,2.7399628164408774,4.244891482347283,-0.6028840404572978,1500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,6,tau,RECORDED,100,111.03723450124946,1.1103723450124945,0.9132633532197445,0.5353337540971765,1.4654555738637813,0.9301218197666048,1.887082681115931,4.508142396127219,0.21742162570965695,1500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,7,rho,RECORDED,100,65.35420480990985,0.6535420480990984,0.5225649931591092,0.4695830239591014,0.6781523671810585,0.20856934322195714,1.2334309859127017,1.9597639003097003,0.3242167468099578,1500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,7,tau,RECORDED,100,54.56829216511717,0.5456829216511717,0.49684578570849947,0.24650619935845017,0.700745511749596,0.4542393123911458,1.1144223497092915,1.8787898249410473,0.09290956092695793,1500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,8,rho,RECORDED,100,47.92910596614367,0.47929105966143676,0.5321184562308297,0.4254095781910935,0.5755247060847101,0.15011512789361658,0.6105768242624549,0.68561187592037,-0.07079140542890137,1500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,8,tau,RECORDED,100,30.578920209058094,0.3057892020905809,0.24602962937115375,0.15364206259716537,0.37893646172803036,0.225294399130865,0.5893406007380605,0.9782589440896492,0.06521527673011648,1500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,4,rho,RECORDED,100,184.98277264316943,1.8498277264316942,1.802682860327411,1.3883003934994749,2.235864711104526,0.8475643176050509,2.678622606969223,3.809538661386636,0.1855251124694768,2000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,4,tau,RECORDED,100,478.04095589841967,4.780409558984196,4.809696729800231,2.97340548335821,6.3001997295539915,3.3267942461957816,8.112942006088852,11.449135117646815,1.2612925605026148,2000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,5,rho,RECORDED,100,347.48070732439214,3.4748070732439214,3.531506846308992,2.2756828363170754,4.313100897973246,2.037418061656171,4.926503008769088,11.146707650002572,0.44930199130586534,2000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,5,tau,RECORDED,100,283.80113746768313,2.838011374676831,2.616747197771037,2.077433598096317,3.052245586793034,0.9748119886967168,3.9754959755224335,11.985497234262958,1.459081792908872,2000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,6,rho,RECORDED,100,123.48898656100019,1.2348898656100018,1.2434986527032215,0.6978244486731677,1.560828611062446,0.8630041623892784,2.045418791846803,2.584002743131049,0.472712526919363,2000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,6,tau,RECORDED,100,98.62325616077655,0.9862325616077655,1.0747186804440987,0.6077699487811119,1.2877534321624635,0.6799834833813516,1.4979783117841279,2.1960319983244694,0.19548802001858545,2000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,7,rho,RECORDED,100,45.93677830999763,0.4593677830999763,0.44370234437703693,0.4028636645212308,0.4967358743097141,0.09387220978848332,0.539742381902632,1.140861400433542,0.303001561475952,2000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,7,tau,RECORDED,100,31.880364422808988,0.3188036442280899,0.3003789668650843,0.2396818255852968,0.3605468117240358,0.120864986138739,0.4455009989247191,0.8268352201437608,0.10354671428453265,2000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,8,rho,RECORDED,100,37.887060191288626,0.37887060191288624,0.3936446588191562,0.3152604980362958,0.4660061766402034,0.15074567860390758,0.4942889210984142,0.5636966914982964,0.002792340316462324,2000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,8,tau,RECORDED,100,23.28591945890546,0.2328591945890546,0.20219465369797096,0.14738637737724578,0.2921691732313136,0.1447827958540678,0.398529971055932,0.6269008761809889,0.06436584995752931,2000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,4,rho,RECORDED,100,266.5840861447025,2.665840861447025,2.723214292178948,2.1815026773895365,3.139068067687016,0.9575653902974794,3.533714714650435,4.575527337455101,0.8032700269477944,3000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,4,tau,RECORDED,100,385.7850220453034,3.8578502204530336,3.6935120197548934,3.1927280764262838,4.276369399827109,1.0836413234008253,5.444408992399303,7.09523722600694,1.6773708741344706,3000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,5,rho,RECORDED,100,220.14307222566455,2.2014307222566454,2.1209405604996223,1.6262833139794548,2.7300712566709326,1.1037879426914778,3.1774694617731143,4.005126387981122,0.8408756997565086,3000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,5,tau,RECORDED,100,224.6621963301354,2.246621963301354,2.279293857966947,2.0398808613644515,2.4758404039478514,0.4359595425834,2.63449100168423,3.373217481043062,1.169969150716881,3000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,6,rho,RECORDED,100,50.99395470555787,0.5099395470555786,0.4701842975128195,0.33693858594463344,0.6351041214662337,0.2981655355216003,0.8018020349372149,1.1926620276225126,0.20798061764520676,3000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,6,tau,RECORDED,100,94.22305370386718,0.9422305370386718,0.9526490617501997,0.7791142785933108,1.102614997899889,0.3235007193065781,1.2073892455564743,1.4780072524429324,0.48515759285075893,3000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,7,rho,RECORDED,100,36.15541140297892,0.3615541140297892,0.3583627208748355,0.29654675833565713,0.4236153270311962,0.12706856869553906,0.4818353816381857,0.5843728272560532,0.15434429846227207,3000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,7,tau,RECORDED,100,38.50222319030427,0.3850222319030427,0.36748985600834105,0.32409570544939476,0.44186397202383065,0.1177682665744359,0.49652282156079064,0.6572176875750239,0.21772864662130664,3000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,8,rho,RECORDED,100,37.60744269420636,0.3760744269420636,0.3665224934174759,0.3391280251043568,0.4068387517470373,0.06771072664268052,0.4550809562114655,0.5195165471384116,0.27337359430321356,3000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,8,tau,RECORDED,100,24.662173973653868,0.24662173973653867,0.24522317324123521,0.2171858836500477,0.2720126070297733,0.054826723379725606,0.3014093641073901,0.4125218232156715,0.12482662583054395,3000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,4,rho,RECORDED,100,256.08356408803,2.5608356408803004,2.603340245327785,2.275343619002858,2.8868660960724886,0.6115224770696304,3.2587051846841835,3.598665343334149,0.5919802263443052,5000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,4,tau,RECORDED,100,289.83032512671156,2.8983032512671154,2.7626956748405824,2.478613645326311,3.269960916921082,0.7913472715947711,3.679220553516913,5.0346274515829865,1.5293972306299422,5000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,5,rho,RECORDED,100,186.62877058763084,1.8662877058763083,1.779563291358642,1.373723706361043,2.192108041360839,0.8183843349997959,2.8929893325771077,3.6544162462024063,0.7146225859462507,5000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,5,tau,RECORDED,100,269.630141762964,2.69630141762964,2.648249578019816,2.3621780544227398,2.9241245906206883,0.5619465361979485,3.6706847423029534,4.668111471176082,1.3896498131457946,5000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,6,rho,RECORDED,100,72.62356553899113,0.7262356553899113,0.6803073150311476,0.5797042223510485,0.8228314908104529,0.24312726845940447,1.0196840466790253,1.4396531573683138,0.3404063568415813,5000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,6,tau,RECORDED,100,87.37835961387867,0.8737835961387868,0.8865789843189074,0.7831546163575576,0.9862461171896377,0.20309150083208016,1.0731752558921566,1.2501004211815696,0.38710319982867936,5000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,7,rho,RECORDED,100,41.3642531305529,0.413642531305529,0.40871153788041104,0.36165003450069805,0.4481665684330962,0.08651653393239817,0.48961315549831574,0.6322152265440981,0.28192134560738796,5000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,7,tau,RECORDED,100,26.85508618937412,0.2685508618937412,0.2576017707961987,0.2240194578192054,0.29664924331508036,0.07262978549587495,0.3669665112382764,0.5230699734351544,0.08821379203939136,5000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,8,rho,RECORDED,100,40.6309579801167,0.406309579801167,0.4010975055414252,0.3552000084406576,0.44048965629085396,0.08528964785019638,0.4824067766156349,0.6845825738981342,0.2634372810529651,5000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,8,tau,RECORDED,100,20.404869392930937,0.20404869392930938,0.20234380765134946,0.1835400985065836,0.2326863886913852,0.0491462901848016,0.25972363613863253,0.3203269354772499,0.05976411863151639,5000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,4,rho,RECORDED,100,256.2999599316216,2.562999599316216,2.616745956196532,2.0944521425566767,3.0399775547520287,0.945525412195352,3.437682276657781,3.935742440314392,0.9262357149214795,7500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,4,tau,RECORDED,100,275.5427569352712,2.755427569352712,2.6148842562249524,2.2231186877963154,3.0937512842888495,0.8706325964925341,3.637564349111063,6.939996185795995,0.8869144168084582,7500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,5,rho,RECORDED,100,127.83933953046106,1.2783933953046107,1.0930126735001187,0.6752409657995838,1.6601646699147534,0.9849237041151696,2.2716015434276633,3.982526419129455,0.1982458841778661,7500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,5,tau,RECORDED,100,197.0348719372061,1.970348719372061,1.9617216963125783,1.409285882185951,2.538782594558795,1.1294967123728439,2.786086779627731,3.5925106131919358,0.6507123960279889,7500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,6,rho,RECORDED,100,57.434055897977636,0.5743405589797763,0.5292118558356487,0.39628462499845507,0.6969363296936024,0.30065170469514735,0.8552960347624132,1.4475263400784255,0.21452940756177488,7500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,6,tau,RECORDED,100,115.19659601366165,1.1519659601366166,1.1480558127280023,0.8615171974667686,1.446741223842807,0.5852240263760384,1.6664036463638539,1.9719641952088138,0.34433005559388563,7500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,7,rho,RECORDED,100,35.501111888763646,0.3550111188876365,0.34884526363870627,0.30268407102428024,0.392006001378682,0.08932193035440178,0.4593174272933631,0.574902602126272,0.19837271214387986,7500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,7,tau,RECORDED,100,36.86815523895862,0.3686815523895862,0.35096748763749114,0.2925935600600399,0.4275728300394005,0.1349792699793606,0.5078815448445441,0.6232805625874586,0.17242520405829828,7500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,8,rho,RECORDED,100,36.06501274047151,0.3606501274047151,0.3589876846827039,0.31726994341904025,0.4002998476032567,0.08302990418421646,0.44164687984025963,0.5186887414595356,0.2061780764741447,7500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,8,tau,RECORDED,100,18.180245969462376,0.18180245969462377,0.18467603718510422,0.16448746293256278,0.2032566942615902,0.03876923132902743,0.21609543692970187,0.3202779668686968,0.061880343441860886,7500,ACCUMULATED_OR_STATIC
checkpoint_layer,qwen2.5-7b-inst,alphaedit,4,rho,RECORDED,100,57.57395953807409,0.5757395953807409,0.5797124986761268,0.5021454631202381,0.6405092796057879,0.13836381648554974,0.6811075935174968,0.9232848992718716,0.3829942204198106,0,ACCUMULATED_OR_STATIC
checkpoint_layer,qwen2.5-7b-inst,alphaedit,4,tau,RECORDED,100,135.80324681651717,1.3580324681651716,1.3408675009788924,1.1623729322960166,1.5238095235251081,0.36143659122909155,1.6983831945105012,2.1367078020466654,0.8083615867449664,0,ACCUMULATED_OR_STATIC
checkpoint_layer,qwen2.5-7b-inst,alphaedit,5,rho,RECORDED,100,67.0157582705594,0.670157582705594,0.6632707328385701,0.566742735076546,0.7567745928193341,0.19003185774278808,0.8516699518019119,1.184841859182764,0.3849695938253145,0,ACCUMULATED_OR_STATIC
checkpoint_layer,qwen2.5-7b-inst,alphaedit,5,tau,RECORDED,100,106.54302959297748,1.0654302959297748,1.0452167178966771,0.9368290542314621,1.2014599363076324,0.26463088207617025,1.2818959872492433,1.896623135119619,0.6436672134239352,0,ACCUMULATED_OR_STATIC
checkpoint_layer,qwen2.5-7b-inst,alphaedit,6,rho,RECORDED,100,89.68291769208103,0.8968291769208103,0.904647984650182,0.834330891443739,0.955971649128716,0.12164075768497706,0.9950863096618512,1.1245207001250417,0.6828862218605611,0,ACCUMULATED_OR_STATIC
checkpoint_layer,qwen2.5-7b-inst,alphaedit,6,tau,RECORDED,100,63.185798806414184,0.6318579880641418,0.6113628825581883,0.5124153803491361,0.7221493742645378,0.2097339939154017,0.828079895742679,1.1001607773635005,0.36231671029038964,0,ACCUMULATED_OR_STATIC
checkpoint_layer,qwen2.5-7b-inst,alphaedit,7,rho,RECORDED,100,97.77575114136243,0.9777575114136243,0.9795773781907617,0.9442950570808739,1.014161099569311,0.0698660424884372,1.0428619368444894,1.0817508284086699,0.7884487818849182,0,ACCUMULATED_OR_STATIC
checkpoint_layer,qwen2.5-7b-inst,alphaedit,7,tau,RECORDED,100,36.53228069947664,0.3653228069947664,0.3530834967518307,0.29093852229138917,0.4231631374309146,0.13222461513952544,0.5011905140050322,0.6781438125005588,0.16784303938726225,0,ACCUMULATED_OR_STATIC
checkpoint_layer,qwen2.5-7b-inst,alphaedit,8,rho,RECORDED,100,101.30533932778425,1.0130533932778425,1.0108462269040854,1.0023655518362948,1.0208234885599026,0.018457936723607737,1.0362007532197834,1.0596543816076227,0.9778945121384311,0,ACCUMULATED_OR_STATIC
checkpoint_layer,qwen2.5-7b-inst,alphaedit,8,tau,RECORDED,100,0.9760892382816042,0.009760892382816043,0.009088599996420504,0.006752651011534007,0.012166548046239465,0.005413897034705457,0.01569310860358112,0.022984988533519497,0.002794116351206609,0,ACCUMULATED_OR_STATIC
checkpoint_layer,qwen2.5-7b-inst,alphaedit,4,rho,RECORDED,100,57.57395953807409,0.5757395953807409,0.5797124986761268,0.5021454631202381,0.6405092796057879,0.13836381648554974,0.6811075935174968,0.9232848992718716,0.3829942204198106,0,RESET_CACHE
checkpoint_layer,qwen2.5-7b-inst,alphaedit,4,tau,RECORDED,100,135.80324681651717,1.3580324681651716,1.3408675009788924,1.1623729322960166,1.5238095235251081,0.36143659122909155,1.6983831945105012,2.1367078020466654,0.8083615867449664,0,RESET_CACHE
checkpoint_layer,qwen2.5-7b-inst,alphaedit,5,rho,RECORDED,100,67.0157582705594,0.670157582705594,0.6632707328385701,0.566742735076546,0.7567745928193341,0.19003185774278808,0.8516699518019119,1.184841859182764,0.3849695938253145,0,RESET_CACHE
checkpoint_layer,qwen2.5-7b-inst,alphaedit,5,tau,RECORDED,100,106.54302959297748,1.0654302959297748,1.0452167178966771,0.9368290542314621,1.2014599363076324,0.26463088207617025,1.2818959872492433,1.896623135119619,0.6436672134239352,0,RESET_CACHE
checkpoint_layer,qwen2.5-7b-inst,alphaedit,6,rho,RECORDED,100,89.68291769208103,0.8968291769208103,0.904647984650182,0.834330891443739,0.955971649128716,0.12164075768497706,0.9950863096618512,1.1245207001250417,0.6828862218605611,0,RESET_CACHE
checkpoint_layer,qwen2.5-7b-inst,alphaedit,6,tau,RECORDED,100,63.185798806414184,0.6318579880641418,0.6113628825581883,0.5124153803491361,0.7221493742645378,0.2097339939154017,0.828079895742679,1.1001607773635005,0.36231671029038964,0,RESET_CACHE
checkpoint_layer,qwen2.5-7b-inst,alphaedit,7,rho,RECORDED,100,97.77575114136243,0.9777575114136243,0.9795773781907617,0.9442950570808739,1.014161099569311,0.0698660424884372,1.0428619368444894,1.0817508284086699,0.7884487818849182,0,RESET_CACHE
checkpoint_layer,qwen2.5-7b-inst,alphaedit,7,tau,RECORDED,100,36.53228069947664,0.3653228069947664,0.3530834967518307,0.29093852229138917,0.4231631374309146,0.13222461513952544,0.5011905140050322,0.6781438125005588,0.16784303938726225,0,RESET_CACHE
checkpoint_layer,qwen2.5-7b-inst,alphaedit,8,rho,RECORDED,100,101.30533932778425,1.0130533932778425,1.0108462269040854,1.0023655518362948,1.0208234885599026,0.018457936723607737,1.0362007532197834,1.0596543816076227,0.9778945121384311,0,RESET_CACHE
checkpoint_layer,qwen2.5-7b-inst,alphaedit,8,tau,RECORDED,100,0.9760892382816042,0.009760892382816043,0.009088599996420504,0.006752651011534007,0.012166548046239465,0.005413897034705457,0.01569310860358112,0.022984988533519497,0.002794116351206609,0,RESET_CACHE
checkpoint_layer,qwen2.5-7b-inst,alphaedit,4,rho,RECORDED,100,86.54582904581102,0.8654582904581102,0.8479485491197291,0.7829417506484996,0.9442076354253687,0.1612658847768691,1.0472081766443657,1.3322779983812627,0.3649176957470442,1000,ACCUMULATED_OR_STATIC
checkpoint_layer,qwen2.5-7b-inst,alphaedit,4,tau,RECORDED,100,159.50184710076778,1.5950184710076778,1.612887569433875,1.2980041274743384,1.8824993059378676,0.5844951784635293,2.1188693110207595,3.065643179740225,0.3998341059675306,1000,ACCUMULATED_OR_STATIC
checkpoint_layer,qwen2.5-7b-inst,alphaedit,5,rho,RECORDED,100,71.84005130419301,0.7184005130419301,0.7001599972645944,0.6316677375873857,0.7930822441128299,0.1614145065254442,0.9176836049859142,1.1357422255689205,0.3726076213552764,1000,ACCUMULATED_OR_STATIC
checkpoint_layer,qwen2.5-7b-inst,alphaedit,5,tau,RECORDED,100,99.36735782075115,0.9936735782075116,0.987348970228432,0.84846879844731,1.1232934060463808,0.2748246075990708,1.268072304130459,1.442231263641795,0.365041206409654,1000,ACCUMULATED_OR_STATIC
checkpoint_layer,qwen2.5-7b-inst,alphaedit,6,rho,RECORDED,100,88.60273496435671,0.8860273496435671,0.8829177054183803,0.8394066080660674,0.9494123237238545,0.11000571565778716,0.9855381203186753,1.100090913228941,0.6100445685290512,1000,ACCUMULATED_OR_STATIC
checkpoint_layer,qwen2.5-7b-inst,alphaedit,6,tau,RECORDED,100,65.93219779111934,0.6593219779111934,0.6581591758415262,0.5600684204578941,0.7356720683187086,0.1756036478608145,0.8299244780275913,1.1822484434508655,0.3593839537883398,1000,ACCUMULATED_OR_STATIC
checkpoint_layer,qwen2.5-7b-inst,alphaedit,7,rho,RECORDED,100,97.002254633049,0.97002254633049,0.9696385627159863,0.937016861856117,1.002886280283116,0.065869418426999,1.0370355844760495,1.1054444114594577,0.761583079950817,1000,ACCUMULATED_OR_STATIC
checkpoint_layer,qwen2.5-7b-inst,alphaedit,7,tau,RECORDED,100,42.568553114743985,0.42568553114743984,0.42543443455341756,0.33961843189068247,0.506968944314945,0.16735051242426252,0.5705482274863902,0.6959007571690122,0.18135515672942673,1000,ACCUMULATED_OR_STATIC
checkpoint_layer,qwen2.5-7b-inst,alphaedit,8,rho,RECORDED,100,102.00267450022366,1.0200267450022367,1.0161585536169666,1.0048192441902253,1.0315162493376513,0.02669700514742601,1.0559605200871485,1.0840944605246898,0.881681129783631,1000,ACCUMULATED_OR_STATIC
checkpoint_layer,qwen2.5-7b-inst,alphaedit,8,tau,RECORDED,100,1.6530375467151428,0.01653037546715143,0.013420931819594834,0.009863398459278269,0.019185411993975648,0.009322013534697379,0.027530754926116292,0.06093758972078784,0.0032371096741530656,1000,ACCUMULATED_OR_STATIC
checkpoint_layer,qwen2.5-7b-inst,alphaedit,4,rho,RECORDED,100,87.20542185263294,0.8720542185263294,0.8504034447764401,0.7832021679287904,0.9440769651715926,0.16087479724280218,1.0439845453093193,1.3314503087761584,0.6320396330516669,1000,RESET_CACHE
checkpoint_layer,qwen2.5-7b-inst,alphaedit,4,tau,RECORDED,100,159.9859158790795,1.599859158790795,1.613395861117527,1.302785630906015,1.8802674126135535,0.5774817817075384,2.1023196981714376,3.022120851084479,0.7403230475308423,1000,RESET_CACHE
checkpoint_layer,qwen2.5-7b-inst,alphaedit,5,rho,RECORDED,100,72.28974824925837,0.7228974824925837,0.697978583446579,0.633533586737455,0.7920623257557426,0.15852873901828768,0.9128888823038023,1.195376274621657,0.3997446835106007,1000,RESET_CACHE
checkpoint_layer,qwen2.5-7b-inst,alphaedit,5,tau,RECORDED,100,99.99610242967513,0.9999610242967514,0.98747250276539,0.8572422824244582,1.1331236455909988,0.27588136316654055,1.273991864525775,1.4425707432265058,0.6958686496778752,1000,RESET_CACHE
checkpoint_layer,qwen2.5-7b-inst,alphaedit,6,rho,RECORDED,100,88.34873556126112,0.8834873556126113,0.8834161532967043,0.830628086471146,0.9392518936902877,0.10862380721914167,0.9808388614553157,1.0979444772007254,0.7175855758383632,1000,RESET_CACHE
checkpoint_layer,qwen2.5-7b-inst,alphaedit,6,tau,RECORDED,100,65.79506576549653,0.6579506576549653,0.6584598284960222,0.5612562901993772,0.7355126442444786,0.17425635404510142,0.8269339198947739,1.1443506027100754,0.364685150108348,1000,RESET_CACHE
checkpoint_layer,qwen2.5-7b-inst,alphaedit,7,rho,RECORDED,100,96.9126472662477,0.969126472662477,0.9681403765218456,0.9344965485965497,0.9958908184810593,0.06139426988450958,1.028511599605408,1.078740817359177,0.8677812136636167,1000,RESET_CACHE
