comparison,metric,paired_n,n,sum,mean,median,p25,p75,iqr,p90,max,min,paired_mean_bootstrap95_low,paired_mean_bootstrap95_high,uncertainty_unit,uncertainty_cluster_n,bootstrap_seed,bootstrap_resamples
qwen2.5-7b-inst:alphaedit-minus-memit:production,d_parallel,10000,10000,74.65363702154234,0.007465363702154234,-0.02568575480282843,-0.09592156882492334,0.027278858221642104,0.12320042704656545,0.06421553671300627,442.1117775528734,-0.43725135781352253,-0.04382635335658857,0.10346872956372731,PAIRED_BATCH_INDEX_CLUSTER,100,2165052723765538276,2000
qwen2.5-7b-inst:alphaedit-minus-memit:production,d_perp,10000,10000,5082.889486816605,0.5082889486816605,-0.05538781243227163,-0.11597227776675635,-0.006230458867395448,0.10974181889936091,0.04894731877862434,5688.950407558678,-2.1463323852939595,-0.0667671095732985,1.6514676803960577,PAIRED_BATCH_INDEX_CLUSTER,100,14605194993541849436,2000
qwen2.5-7b-inst:alphaedit-minus-memit:production,mean_rho,10000,10000,-1217.2229124063279,-0.12172229124063279,-0.10347469254529917,-0.46494720378763904,0.19755562543003,0.662502829217669,0.4064561622002417,216.83897835101607,-3.172936209544665,-0.1744028385512007,-0.056206952099156826,PAIRED_BATCH_INDEX_CLUSTER,100,457075425597168349,2000
qwen2.5-7b-inst:alphaedit-minus-memit:production,mean_tau,10000,10000,2917.2661275224723,0.2917266127522472,-0.32855873042877715,-0.7576065844381995,0.02462882546608075,0.7822354099042803,0.26532131597110375,7100.675931716493,-7.433819087224877,-0.4570118884181716,1.7517441357713661,PAIRED_BATCH_INDEX_CLUSTER,100,8649315357094417861,2000
qwen2.5-7b-inst:alphaedit-minus-memit:production,target_new_nll,10000,10000,-99769.04292525354,-9.976904292525354,-12.016020759008825,-14.672359194606543,-0.9360753632499836,13.736283831356559,0.00025776467518881285,9.615588456392288,-45.44920041039586,-11.140371736504747,-8.865710196469573,PAIRED_BATCH_INDEX_CLUSTER,100,14169541949910139545,2000
qwen2.5-7b-inst:alphaedit-minus-memit:production,target_true_nll,10000,10000,-11683.33819630742,-1.168333819630742,-0.9326775074005127,-4.310672283172607,2.2876551151275635,6.598327398300171,5.347518730163574,18.728004455566406,-40.20540809631348,-1.6639195898900925,-0.6803502273759248,PAIRED_BATCH_INDEX_CLUSTER,100,10800345183460505753,2000
alphaedit:llama-minus-qwen:production,q_pre_L8,10000,10000,74483.81642559425,7.448381642559426,0.1457146130289119,0.09534853395818965,0.19460665187971427,0.09925811792152461,0.24208390508651076,8165.389689472618,-3.539267972640417,3.5106603676235655,11.982129676801485,PAIRED_BATCH_INDEX_CLUSTER,100,12630303302985467375,2000
alphaedit:llama-minus-qwen:production,q_post_L8,10000,10000,62650.52421037567,6.265052421037566,0.051635570729398284,0.034634921939241975,0.11341587273859322,0.07878095079935124,0.1792648724366129,8009.080311410443,-3.9960055105205687,2.8885577877152584,10.405752906028336,PAIRED_BATCH_INDEX_CLUSTER,100,4304357075982673352,2000
alphaedit:llama-minus-qwen:production,d_parallel,10000,10000,959.6508590074048,0.09596508590074049,0.11390680299246031,0.07598452932190777,0.15817351850699912,0.08218898918509135,0.20322068870688675,336.8573182802258,-564.3866901436636,-0.09713919262778481,0.27607400902333973,PAIRED_BATCH_INDEX_CLUSTER,100,5537458732004343205,2000
alphaedit:llama-minus-qwen:production,d_perp,10000,10000,73932.31164442499,7.393231164442499,0.09404882762324002,0.04591148204107065,0.14109505770869962,0.09518357566762897,0.18710245674910578,8165.44947895093,-3.452996554273591,3.427507323951211,12.024910410816354,PAIRED_BATCH_INDEX_CLUSTER,100,2721493726773886261,2000
alphaedit:llama-minus-qwen:production,mean_rho,10000,10000,-1869.2875257242135,-0.18692875257242136,-0.1559168871180167,-0.31630408963876105,-0.02409671092638105,0.29220737871238,0.17821937626978396,833.9268357940883,-1224.9901756863583,-0.5982978213950618,0.1977400895141262,PAIRED_BATCH_INDEX_CLUSTER,100,11741935537961330083,2000
alphaedit:llama-minus-qwen:production,mean_tau,10000,10000,65667.8415526948,6.566784155269479,0.1336757223570929,-0.10200251670503652,0.38561903269223785,0.48762154939727437,0.7457705927345208,7091.161486313015,-1011.4661308519826,2.730689711961108,10.954277009230394,PAIRED_BATCH_INDEX_CLUSTER,100,2193625441681695210,2000
alphaedit:llama-minus-qwen:production,target_new_nll,10000,10000,-8333.678446978058,-0.8333678446978058,-0.019910645205527544,-0.17893024436489213,-0.0016728052723919973,0.17725743909250014,0.007884961087256684,15.994915436953306,-17.92968377377838,-1.0333500850556963,-0.646697453063025,PAIRED_BATCH_INDEX_CLUSTER,100,12981912188994943781,2000
alphaedit:llama-minus-qwen:production,target_true_nll,10000,10000,6188.87126287818,0.618887126287818,0.5650753974914551,-2.3938242197036743,3.6254453659057617,6.019269585609436,6.516057682037354,21.49819040298462,-20.52466058731079,0.4810431689827144,0.7631003379873185,PAIRED_BATCH_INDEX_CLUSTER,100,8291015206679391036,2000
