source_table,model,method,layer,metric,availability,n,sum,mean,median,p25,p75,iqr,p90,max,min,accepted_edit_count,fork,under_count,overshoot_count,opposite_count,exact_count,under_rate,overshoot_rate,opposite_rate,exact_rate
production_layer,llama3-8b-inst,alphaedit,5,realized_reduction_norm_over_R1,RECORDED,10000,72274.15868884027,7.227415868884027,0.42503550164899273,0.3144139931995902,0.6996232376688125,0.38520924446922233,1.1773332395039267,7673.555120779438,0.16752253448712945,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,5,gap_norm_over_R1,RECORDED,10000,67361.92827080243,6.7361928270802425,0.3438481494227733,0.2716767454690086,0.5490404036933652,0.27736365822435655,0.9482874573882492,7071.375482577964,0.0995528873038583,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,5,rho,RECORDED,10000,14960.087760460105,1.4960087760460106,1.1705567356002817,0.7260610642006011,1.9748869297122722,1.248825865511671,2.9817988245025004,7.823520394691849,-0.5175804904607789,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,5,tau,RECORDED,10000,15463.570309010984,1.5463570309010983,1.4058097271715684,1.1567523413740743,1.8033730417414628,0.6466207003673885,2.2696042671796675,8.221149752992366,0.42610441905935775,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,5,Y_parallel_over_R1,RECORDED,10000,26700.237907665905,2.6700237907665905,0.26177951013502454,0.1615119312382156,0.499062239459343,0.3375503082211274,0.9468477281365045,3378.088703618394,-0.25608890810626683,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,5,Y_perp_over_R1,RECORDED,10000,65049.66271210798,6.504966271210798,0.32855250647578077,0.2591595140511021,0.47805915374237706,0.21889963969127496,0.6924807576728765,6889.990196083456,0.09568487720822792,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,5,E_parallel_over_R1,RECORDED,10000,-6237.552594715657,-0.6237552594715656,-0.038784759763635365,-0.24586213013803992,0.061362278212448426,0.30722440835048836,0.09470104599145979,1159.1831329739919,-1600.6839462527148,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,5,E_perp_magnitude_over_R1,RECORDED,10000,65049.66271210798,6.504966271210798,0.32855250647578077,0.2591595140511021,0.47805915374237706,0.21889963969127496,0.6924807576728765,6889.990196083456,0.09568487720822792,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,6,allocation_norm_over_R1,RECORDED,10000,28915.42126155614,2.8915421261556142,0.2555942014173254,0.22881509268162742,0.27528997966298885,0.04647488698136143,0.2994547278050607,2737.174292566767,0.13437562340512774,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,6,realized_reduction_norm_over_R1,RECORDED,10000,64516.10094765456,6.4516100947654555,0.28557899788233365,0.2417129476609732,0.35072880268113177,0.10901585502015856,0.49038548497568574,5952.998237284721,0.05053765551324028,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,6,gap_norm_over_R1,RECORDED,10000,60064.51444348673,6.006451444348674,0.21501254718544893,0.16428466102651457,0.26492546470115597,0.1006408036746414,0.3469938150789193,6036.722438202144,0.07211853519080327,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,6,rho,RECORDED,10000,9106.188143227151,0.9106188143227151,0.7815761142684441,0.6836679498335323,0.9789394840718234,0.2952715342382911,1.3339239785190042,4.6464757349821335,-0.00397448703396673,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,6,tau,RECORDED,10000,8204.888063629762,0.8204888063629762,0.7921794540921872,0.6486066372924573,0.9448869372561521,0.29628029996369487,1.1634384718757362,3.9055393653304478,0.13726877807073934,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,6,Y_parallel_over_R1,RECORDED,10000,24073.36887597528,2.407336887597528,0.19425206360368572,0.17097294804943644,0.24620075046840045,0.07522780241896401,0.3771663921299769,2653.7338763601965,-0.0010319705578306637,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,6,Y_perp_over_R1,RECORDED,10000,58629.87074377811,5.862987074377811,0.20390524479625716,0.15461685104810752,0.25391823121060475,0.09930138016249723,0.32877619581860706,5833.819304047573,0.02488354446397713,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,6,E_parallel_over_R1,RECORDED,10000,4842.05238558086,0.48420523855808595,0.05259743948313085,0.005190149429693481,0.07865075208222361,0.07346060265253013,0.10104263051729771,1551.956869122054,-739.4033239692577,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,6,E_perp_magnitude_over_R1,RECORDED,10000,58629.87074377811,5.862987074377811,0.20390524479625716,0.15461685104810752,0.25391823121060475,0.09930138016249723,0.32877619581860706,5833.819304047573,0.02488354446397713,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,7,allocation_norm_over_R1,RECORDED,10000,43507.172910840585,4.350717291084059,0.29152050823429454,0.25379089701327834,0.3196913308634789,0.06590043385020056,0.35045253954539896,4566.246160928581,0.1629862420451178,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,7,realized_reduction_norm_over_R1,RECORDED,10000,59300.094844952255,5.930009484495225,0.25279677518852417,0.13978953306331263,0.2938294229272864,0.1540398898639738,0.3370358817006805,6589.1237295138635,0.04234423302383836,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,7,gap_norm_over_R1,RECORDED,10000,57234.634313452705,5.72346343134527,0.1589758997612498,0.14084851086281058,0.18187232846590168,0.041023817603091095,0.21522003127353204,6401.952222936032,0.08094986358435495,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,7,rho,RECORDED,10000,6514.253832894575,0.6514253832894574,0.7330878335611078,0.46539852223638356,0.7940009361674423,0.3286024139310587,0.8309621118869633,2.014187386214276,0.09408131697703374,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,7,tau,RECORDED,10000,4009.991976033641,0.4009991976033641,0.4074403819405283,0.284403757905096,0.496596494517511,0.212192736612415,0.5843557863995238,1.5947631874640256,0.08345947853784338,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,7,Y_parallel_over_R1,RECORDED,10000,24410.530843131066,2.4410530843131064,0.22185886950122222,0.11491964418041714,0.25124328836641907,0.13632364418600193,0.27637838656299396,2532.8916645351674,0.03466104440609108,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,7,Y_perp_over_R1,RECORDED,10000,53192.62329474711,5.319262329474711,0.11924537571130955,0.07261206347989015,0.1548868668803429,0.08227480340045275,0.19361378337467042,6082.8456612486025,0.019042074832325607,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,7,E_parallel_over_R1,RECORDED,10000,19096.642067709527,1.9096642067709526,0.08589517900008761,0.06354607921661025,0.13147072518717484,0.06792464597056459,0.15880495488614768,2985.8574932423276,-0.7846703475031093,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,7,E_perp_magnitude_over_R1,RECORDED,10000,53192.62329474711,5.319262329474711,0.11924537571130955,0.07261206347989015,0.1548868668803429,0.08227480340045275,0.19361378337467042,6082.8456612486025,0.019042074832325607,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,8,allocation_norm_over_R1,RECORDED,10000,82899.75338400867,8.289975338400867,0.4003047231870379,0.37324267889570706,0.43219113172439005,0.058948452828682996,0.4737937882677985,9439.487109909407,0.23573846080105257,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,8,realized_reduction_norm_over_R1,RECORDED,10000,73321.11010107932,7.332111010107932,0.3160648142504501,0.24108671964558867,0.361381416008879,0.12029469636329035,0.4132248073188409,9210.357898116099,0.09812957624761784,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,8,gap_norm_over_R1,RECORDED,10000,66925.35665136679,6.692535665136679,0.07040843385070603,0.04898172068183155,0.14233711376688044,0.0933553930850489,0.20583694848747452,8009.102134082297,0.012317802020159712,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,8,rho,RECORDED,10000,7531.747791391976,0.7531747791391976,0.8283369256850757,0.6288563327434539,0.8830632479590401,0.25420691521558625,0.9118709076553025,1.091640880868233,0.0771450059730844,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,8,tau,RECORDED,10000,437.51944399087347,0.04375194439908735,0.035578374258092973,0.023972950556764478,0.057843898276058056,0.03387094771929358,0.0761809534184358,1.098290427303749,0.005445046924767655,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,8,Y_parallel_over_R1,RECORDED,10000,46863.48111020897,4.686348111020897,0.31586746584961367,0.2397323583382829,0.3611076505881108,0.12137529224982788,0.4129461251768615,5349.456475088552,0.054785842289831334,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,8,Y_perp_over_R1,RECORDED,10000,54428.73902366861,5.442873902366861,0.014645204904785632,0.009804944032899283,0.023048214554964135,0.013243270522064851,0.03053043703112082,7497.600151550011,0.0032443945270666233,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,8,E_parallel_over_R1,RECORDED,10000,36036.27227379971,3.603627227379971,0.06895679977370942,0.04738462137235769,0.14034040708672685,0.09295578571436916,0.20322090790871497,5727.097713739445,-0.035644310719263744,,,,,,,,,,
production_layer,llama3-8b-inst,alphaedit,8,E_perp_magnitude_over_R1,RECORDED,10000,54428.73902366861,5.442873902366861,0.014645204904785632,0.009804944032899283,0.023048214554964135,0.013243270522064851,0.03053043703112082,7497.600151550011,0.0032443945270666233,,,,,,,,,,
production_layer,llama3-8b-inst,memit,4,allocation_norm_over_R1,RECORDED,10000,2000.0000000000011,0.20000000000000012,0.2000000000000001,0.20000000000000004,0.20000000000000015,1.1102230246251565e-16,0.2000000000000002,0.20000000000000057,0.1999999999999998,,,,,,,,,,
production_layer,llama3-8b-inst,memit,4,realized_reduction_norm_over_R1,RECORDED,10000,25165.33639060425,2.516533639060425,0.7600007626979417,0.5896036659761648,0.9003332326262781,0.3107295666501133,1.0457718927923039,8927.153545595651,0.07280481536002112,,,,,,,,,,
production_layer,llama3-8b-inst,memit,4,gap_norm_over_R1,RECORDED,10000,24253.239989338177,2.4253239989338176,0.6457942682465813,0.48978377638858184,0.7849823611257968,0.29519858473721494,0.9389679562754696,8927.126304040994,0.14019522295164188,,,,,,,,,,
production_layer,llama3-8b-inst,memit,4,rho,RECORDED,10000,22120.18766766085,2.2120187667660853,2.365012201555089,1.5333652264569761,2.9372747501228926,1.4039095236659165,3.431571968346716,6080.229255355137,-6155.2737553864,,,,,,,,,,
production_layer,llama3-8b-inst,memit,4,tau,RECORDED,10000,116631.63410152105,11.663163410152105,2.760164972654271,2.175030208124742,3.3385871900786297,1.1635569819538878,4.208715511883596,44219.70796905324,0.34311011248118606,,,,,,,,,,
production_layer,llama3-8b-inst,memit,4,Y_parallel_over_R1,RECORDED,10000,4424.037533532172,0.44240375335321724,0.473002440311018,0.3066730452913954,0.5874549500245788,0.28078190473318343,0.6863143936693435,1216.0458510710268,-1231.05475107728,,,,,,,,,,
production_layer,llama3-8b-inst,memit,4,Y_perp_over_R1,RECORDED,10000,23326.32682030421,2.332632682030421,0.5520329945308544,0.4350060416249487,0.6677174380157263,0.23271139639077754,0.84174310237672,8843.941593810643,0.06862202249623726,,,,,,,,,,
production_layer,llama3-8b-inst,memit,4,E_parallel_over_R1,RECORDED,10000,-2424.0375335321733,-0.24240375335321732,-0.27300244031101795,-0.38745495002457875,-0.10667304529139526,0.2807819047331835,0.07828100566632674,1231.25475107728,-1215.8458510710268,,,,,,,,,,
production_layer,llama3-8b-inst,memit,4,E_perp_magnitude_over_R1,RECORDED,10000,23326.32682030421,2.332632682030421,0.5520329945308544,0.4350060416249487,0.6677174380157263,0.23271139639077754,0.84174310237672,8843.941593810643,0.06862202249623726,,,,,,,,,,
production_layer,llama3-8b-inst,memit,5,allocation_norm_over_R1,RECORDED,10000,6534.641541885326,0.6534641541885325,0.1996210514671875,0.1788484829484163,0.23121013829305978,0.05236165534464349,0.25614843183021385,2231.754345449713,0.11702612125372411,,,,,,,,,,
production_layer,llama3-8b-inst,memit,5,realized_reduction_norm_over_R1,RECORDED,10000,93413.0753026591,9.34130753026591,0.4487143433453855,0.30378859728195584,0.6755226809707481,0.37173408368879224,1.0644817506108584,48586.748717843504,0.0936661141095463,,,,,,,,,,
production_layer,llama3-8b-inst,memit,5,gap_norm_over_R1,RECORDED,10000,91113.53502482099,9.111353502482098,0.3863312635749008,0.2765778575186354,0.5809343140799972,0.3043564565613618,0.9154745410165716,47997.21724508302,0.11784651195082309,,,,,,,,,,
production_layer,llama3-8b-inst,memit,5,rho,RECORDED,10000,15029.858166695387,1.5029858166695387,1.2429077199926628,0.7306678972696189,1.946468830534811,1.215800933265192,2.9707900223140196,16.89064946445626,-5.222039896167652,,,,,,,,,,
production_layer,llama3-8b-inst,memit,5,tau,RECORDED,10000,20625.390663808546,2.0625390663808547,1.9791401103147073,1.42496070282585,2.543108309661646,1.1181476068357958,3.151646557063002,21.157638281054513,0.351278405961981,,,,,,,,,,
production_layer,llama3-8b-inst,memit,5,Y_parallel_over_R1,RECORDED,10000,35805.57214923444,3.5805572149234437,0.22879975818455656,0.1322614429985218,0.4003580196204737,0.26809657662195185,0.7258584916959825,18269.99033281116,-2.506824212406095,,,,,,,,,,
production_layer,llama3-8b-inst,memit,5,Y_perp_over_R1,RECORDED,10000,85440.85726234346,8.544085726234346,0.37727157493796676,0.26487205050915963,0.5371915439296433,0.27231949342048367,0.7584159114494631,46511.00446231884,0.08589531753445125,,,,,,,,,,
production_layer,llama3-8b-inst,memit,5,E_parallel_over_R1,RECORDED,10000,-29270.930607349103,-2.92709306073491,-0.04477053415634543,-0.1916361554172226,0.04782579857624716,0.23946195399346976,0.1267155577706479,2.986871140857523,-16038.23598736145,,,,,,,,,,
production_layer,llama3-8b-inst,memit,5,E_perp_magnitude_over_R1,RECORDED,10000,85440.85726234346,8.544085726234346,0.37727157493796676,0.26487205050915963,0.5371915439296433,0.27231949342048367,0.7584159114494631,46511.00446231884,0.08589531753445125,,,,,,,,,,
production_layer,llama3-8b-inst,memit,6,allocation_norm_over_R1,RECORDED,10000,29949.44698907466,2.994944698907466,0.22749322640340966,0.2055114503987432,0.27159500004976245,0.06608354965101926,0.3017795237481591,15602.37052628385,0.13689019281479628,,,,,,,,,,
production_layer,llama3-8b-inst,memit,6,realized_reduction_norm_over_R1,RECORDED,10000,81095.8779046607,8.109587790466069,0.24171356719342244,0.1865864029578227,0.3468284407344817,0.16024203777665902,0.5208594177426479,57933.00682415755,0.05851407382843758,,,,,,,,,,
production_layer,llama3-8b-inst,memit,6,gap_norm_over_R1,RECORDED,10000,69437.78948661401,6.943778948661401,0.2500048995719071,0.20813865284118152,0.3094524616470212,0.1013138088058397,0.4204909719525548,45204.05085623654,0.08382454613892715,,,,,,,,,,
production_layer,llama3-8b-inst,memit,6,rho,RECORDED,10000,6484.984101033068,0.6484984101033069,0.4930511082294935,0.3482708937590594,0.7919548212654903,0.44368392750643093,1.2496434214530114,5.181332033935713,-0.15106049580316266,,,,,,,,,,
production_layer,llama3-8b-inst,memit,6,tau,RECORDED,10000,10049.837214652087,1.0049837214652086,0.9203672711793209,0.6448454064767583,1.2730914925077237,0.6282460860309654,1.6010486359606733,5.52460627107465,0.133166137656941,,,,,,,,,,
production_layer,llama3-8b-inst,memit,6,Y_parallel_over_R1,RECORDED,10000,55368.720344005924,5.536872034400592,0.11871181501560493,0.07678833167440377,0.18093429284590706,0.10414596117150329,0.33563219086987334,49872.5828005568,-0.04228625146572955,,,,,,,,,,
production_layer,llama3-8b-inst,memit,6,Y_perp_over_R1,RECORDED,10000,51616.495725881425,5.161649572588143,0.2081292562314558,0.1547007929338779,0.2913803245239332,0.1366795315900553,0.3997426858433497,29478.10652822689,0.03344771321330452,,,,,,,,,,
production_layer,llama3-8b-inst,memit,6,E_parallel_over_R1,RECORDED,10000,-25419.273354931265,-2.5419273354931264,0.11085900789919406,0.046375502742431296,0.15256102121654375,0.10618551847411245,0.17864223938977222,8166.5758915759,-34270.21227427295,,,,,,,,,,
production_layer,llama3-8b-inst,memit,6,E_perp_magnitude_over_R1,RECORDED,10000,51616.495725881425,5.161649572588143,0.2081292562314558,0.1547007929338779,0.2913803245239332,0.1366795315900553,0.3997426858433497,29478.10652822689,0.03344771321330452,,,,,,,,,,
production_layer,llama3-8b-inst,memit,7,allocation_norm_over_R1,RECORDED,10000,36737.21940630238,3.6737219406302377,0.3049033732399794,0.2741647101859565,0.34425083918453636,0.07008612899857986,0.3827313071669403,18801.800612132116,0.17062163714225165,,,,,,,,,,
production_layer,llama3-8b-inst,memit,7,realized_reduction_norm_over_R1,RECORDED,10000,32425.885069211618,3.242588506921162,0.1580048629478123,0.12772420425859266,0.21720780723409522,0.08948360297550256,0.27601989307292046,17800.186749774908,0.06916808858647051,,,,,,,,,,
production_layer,llama3-8b-inst,memit,7,gap_norm_over_R1,RECORDED,10000,41092.19695003507,4.109219695003507,0.2252356715574667,0.19111995456689848,0.26278437879166805,0.07166442422476957,0.3032174558598295,22537.108566188166,0.1049645433784946,,,,,,,,,,
production_layer,llama3-8b-inst,memit,7,rho,RECORDED,10000,4094.0589841384676,0.4094058984138468,0.3887279946261569,0.31087642163574325,0.4682162316423458,0.15733981000660258,0.5437144832860246,2.2680365284679223,-0.30229363437170254,,,,,,,,,,
production_layer,llama3-8b-inst,memit,7,tau,RECORDED,10000,4047.1119196361387,0.4047111919636139,0.35762859847857453,0.2778044779415463,0.46495798286174916,0.18715350492020288,0.6318855685130822,2.6293476896938204,0.0640782928456562,,,,,,,,,,
production_layer,llama3-8b-inst,memit,7,Y_parallel_over_R1,RECORDED,10000,7909.503676390532,0.7909503676390531,0.11227601610143025,0.08905710443743076,0.15466332944277483,0.06560622500534408,0.19286294379291627,10843.104247876503,-4250.453239543391,,,,,,,,,,
production_layer,llama3-8b-inst,memit,7,Y_perp_over_R1,RECORDED,10000,27420.452238942562,2.742045223894256,0.10832370471543037,0.07882185331782256,0.15211890377717616,0.0732970504593536,0.21145874843937462,14116.435052680437,0.020650495913818595,,,,,,,,,,
production_layer,llama3-8b-inst,memit,7,E_parallel_over_R1,RECORDED,10000,28827.71572991184,2.8827715729911843,0.18405178098198355,0.15690620950332146,0.2138176326879984,0.05691142318467693,0.24033003569527167,19068.987903104047,-1.5387548075293043,,,,,,,,,,
production_layer,llama3-8b-inst,memit,7,E_perp_magnitude_over_R1,RECORDED,10000,27420.452238942562,2.742045223894256,0.10832370471543037,0.07882185331782256,0.15211890377717616,0.0732970504593536,0.21145874843937462,14116.435052680437,0.020650495913818595,,,,,,,,,,
production_layer,llama3-8b-inst,memit,8,allocation_norm_over_R1,RECORDED,10000,71359.37006183388,7.135937006183387,0.5125788725732738,0.45455754094235395,0.570005155610627,0.11544761466827308,0.623102415887658,35953.569344108706,0.28869975165314926,,,,,,,,,,
production_layer,llama3-8b-inst,memit,8,realized_reduction_norm_over_R1,RECORDED,10000,38765.529331554375,3.8765529331554376,0.2198379520624472,0.18072552167711622,0.2728145402706036,0.09208901859348737,0.3425427313342066,21434.08088161505,0.10594135065794558,,,,,,,,,,
production_layer,llama3-8b-inst,memit,8,gap_norm_over_R1,RECORDED,10000,73070.01515675854,7.3070015156758545,0.3143008936337087,0.2724387890206209,0.36164968810479947,0.08921089908417856,0.41204996065535504,38852.02220523613,0.12772273668013231,,,,,,,,,,
production_layer,llama3-8b-inst,memit,8,rho,RECORDED,10000,4016.4620453468074,0.40164620453468075,0.3870141170303816,0.32440697166262566,0.4727585876717224,0.14835161600909674,0.5661622141585068,0.8120415242004906,-0.24711005760494,,,,,,,,,,
production_layer,llama3-8b-inst,memit,8,tau,RECORDED,10000,1882.8533527851569,0.18828533527851568,0.182880947812271,0.14843490259954037,0.2185708362081471,0.07013593360860673,0.2613568086854122,1.0910489253852063,0.01514654001969515,,,,,,,,,,
production_layer,llama3-8b-inst,memit,8,Y_parallel_over_R1,RECORDED,10000,9041.9006137332,0.90419006137332,0.1923928980096113,0.15342335642364735,0.24605730969289202,0.09263395326924467,0.33033050840319655,6846.585427549282,-0.18074162225009402,,,,,,,,,,
production_layer,llama3-8b-inst,memit,8,Y_perp_over_R1,RECORDED,10000,36245.9220159005,3.62459220159005,0.0896563330556856,0.07388326960417563,0.10776795806388928,0.03388468845971365,0.13403724592416316,20311.18143345891,0.007964032236652424,,,,,,,,,,
production_layer,llama3-8b-inst,memit,8,E_parallel_over_R1,RECORDED,10000,62317.469448100666,6.231746944810067,0.2992920058066143,0.258113628108462,0.3464373436704684,0.08832371556200641,0.3955285821598376,35846.7548739964,0.08761721543177647,,,,,,,,,,
production_layer,llama3-8b-inst,memit,8,E_perp_magnitude_over_R1,RECORDED,10000,36245.9220159005,3.62459220159005,0.0896563330556856,0.07388326960417563,0.10776795806388928,0.03388468845971365,0.13403724592416316,20311.18143345891,0.007964032236652424,,,,,,,,,,
production_layer,qwen2.5-7b-inst,alphaedit,4,allocation_norm_over_R1,RECORDED,10000,2000.0,0.2,0.19999999999999998,0.1999999999999999,0.2000000000000001,1.942890293094024e-16,0.2000000000000002,0.2000000000000005,0.19999999999999965,,,,,,,,,,
production_layer,qwen2.5-7b-inst,alphaedit,4,realized_reduction_norm_over_R1,RECORDED,10000,13721.089651048256,1.3721089651048257,0.6248124445458827,0.43614686783735723,0.8277146520871934,0.3915677842498362,1.0273345434846188,7103.758081882586,0.01132082196933574,,,,,,,,,,
production_layer,qwen2.5-7b-inst,alphaedit,4,gap_norm_over_R1,RECORDED,10000,13029.053671562888,1.3029053671562887,0.5422226737938813,0.3765322154726401,0.7440433712946265,0.3675111558219864,0.9465056280047994,7103.751967131099,0.019367072756648573,,,,,,,,,,
production_layer,qwen2.5-7b-inst,alphaedit,4,rho,RECORDED,10000,17524.036566968665,1.7524036566968666,1.5736320606624137,1.0680800498322731,2.1710955720046985,1.1030155221724254,2.598847916482455,1086.4424153908992,-12.063550283733445,,,,,,,,,,
production_layer,qwen2.5-7b-inst,alphaedit,4,tau,RECORDED,10000,63840.66987639303,6.3840669876393035,2.581526870277269,1.8491417046586451,3.5128021166118053,1.6636604119531602,4.486968911275495,35502.17056780956,0.03728536022669373,,,,,,,,,,
production_layer,qwen2.5-7b-inst,alphaedit,4,Y_parallel_over_R1,RECORDED,10000,3504.807313393733,0.3504807313393733,0.314726412132483,0.21361600996645447,0.4342191144009398,0.22060310443448533,0.5197695832964906,217.28848307817984,-2.412710056746691,,,,,,,,,,
production_layer,qwen2.5-7b-inst,alphaedit,4,Y_perp_over_R1,RECORDED,10000,12768.13397527861,1.276813397527861,0.5163053740554537,0.3698283409317287,0.7025604233223605,0.33273208239063173,0.8973937822550992,7100.4341135619115,0.007457072045338755,,,,,,,,,,
production_layer,qwen2.5-7b-inst,alphaedit,4,E_parallel_over_R1,RECORDED,10000,-1504.8073133937328,-0.15048073133937329,-0.11472641213248283,-0.23421911440093976,-0.013616009966454594,0.22060310443448516,0.04156599439909462,2.612710056746691,-217.08848307817982,,,,,,,,,,
production_layer,qwen2.5-7b-inst,alphaedit,4,E_perp_magnitude_over_R1,RECORDED,10000,12768.13397527861,1.276813397527861,0.5163053740554537,0.3698283409317287,0.7025604233223605,0.33273208239063173,0.8973937822550992,7100.4341135619115,0.007457072045338755,,,,,,,,,,
production_layer,qwen2.5-7b-inst,alphaedit,5,allocation_norm_over_R1,RECORDED,10000,4066.2819523754947,0.40662819523754945,0.22189442105414445,0.20938907563140707,0.23528333654605713,0.025894260914650052,0.2664484053570475,1775.9318910952427,0.15401275772516115,,,,,,,,,,
production_layer,qwen2.5-7b-inst,alphaedit,5,realized_reduction_norm_over_R1,RECORDED,10000,9706.536629608356,0.9706536629608356,0.3513941208761605,0.27903469926208535,0.5259658184858425,0.2469311192237571,0.7988952154683698,4967.172008335805,0.0009942020825669787,,,,,,,,,,
production_layer,qwen2.5-7b-inst,alphaedit,5,gap_norm_over_R1,RECORDED,10000,8491.415606650578,0.8491415606650579,0.26084118676926316,0.20358147908388957,0.38463040480302213,0.18104892571913256,0.6247638095979051,4889.817222378471,0.07271719076469653,,,,,,,,,,
production_layer,qwen2.5-7b-inst,alphaedit,5,rho,RECORDED,10000,14530.244226952307,1.4530244226952307,1.2271745017520503,0.8481538846344568,1.8052970655463765,0.9571431809119196,2.482661949261619,16.01646848250777,-0.2690595054418968,,,,,,,,,,
production_layer,qwen2.5-7b-inst,alphaedit,5,tau,RECORDED,10000,12713.524650243466,1.2713524650243466,1.1105435965868442,0.9021202616866095,1.4514938815133787,0.5493736198267691,1.9604604735331908,11.110336490444835,0.004184523992322504,,,,,,,,,,
production_layer,qwen2.5-7b-inst,alphaedit,5,Y_parallel_over_R1,RECORDED,10000,4644.33572561849,0.464433572561849,0.25505597867418744,0.18514834678441391,0.4045213645764604,0.21937301779204646,0.6259341447479282,1102.6378301927614,-0.10957653150368528,,,,,,,,,,
