source_table,model,method,accepted_edit_count,fork,layer,metric,availability,n,sum,mean,median,p25,p75,iqr,p90,max,min
checkpoint_same_entry,llama3-8b-inst,alphaedit,0,ACCUMULATED_OR_STATIC,4,delta_frobenius_magnitude,RECORDED,1,2.9325905746970453,2.9325905746970453,2.9325905746970453,2.9325905746970453,2.9325905746970453,0.0,2.9325905746970453,2.9325905746970453,2.9325905746970453
checkpoint_same_entry,llama3-8b-inst,alphaedit,0,ACCUMULATED_OR_STATIC,4,delta_frobenius_squared,RECORDED,1,8.600087478801946,8.600087478801946,8.600087478801946,8.600087478801946,8.600087478801946,0.0,8.600087478801946,8.600087478801946,8.600087478801946
checkpoint_same_entry,llama3-8b-inst,alphaedit,0,ACCUMULATED_OR_STATIC,4,response_frobenius_magnitude,RECORDED,1,16.23294152397006,16.23294152397006,16.23294152397006,16.23294152397006,16.23294152397006,0.0,16.23294152397006,16.23294152397006,16.23294152397006
checkpoint_same_entry,llama3-8b-inst,alphaedit,0,ACCUMULATED_OR_STATIC,5,delta_frobenius_magnitude,RECORDED,1,3.0618054211556367,3.0618054211556367,3.0618054211556367,3.0618054211556367,3.0618054211556367,0.0,3.0618054211556367,3.0618054211556367,3.0618054211556367
checkpoint_same_entry,llama3-8b-inst,alphaedit,0,ACCUMULATED_OR_STATIC,5,delta_frobenius_squared,RECORDED,1,9.374652437018046,9.374652437018046,9.374652437018046,9.374652437018046,9.374652437018046,0.0,9.374652437018046,9.374652437018046,9.374652437018046
checkpoint_same_entry,llama3-8b-inst,alphaedit,0,ACCUMULATED_OR_STATIC,5,response_frobenius_magnitude,RECORDED,1,12.414347398966282,12.414347398966282,12.414347398966282,12.414347398966282,12.414347398966282,0.0,12.414347398966282,12.414347398966282,12.414347398966282
checkpoint_same_entry,llama3-8b-inst,alphaedit,0,ACCUMULATED_OR_STATIC,6,delta_frobenius_magnitude,RECORDED,1,3.599517587144625,3.599517587144625,3.599517587144625,3.599517587144625,3.599517587144625,0.0,3.599517587144625,3.599517587144625,3.599517587144625
checkpoint_same_entry,llama3-8b-inst,alphaedit,0,ACCUMULATED_OR_STATIC,6,delta_frobenius_squared,RECORDED,1,12.956526860163462,12.956526860163462,12.956526860163462,12.956526860163462,12.956526860163462,0.0,12.956526860163462,12.956526860163462,12.956526860163462
checkpoint_same_entry,llama3-8b-inst,alphaedit,0,ACCUMULATED_OR_STATIC,6,response_frobenius_magnitude,RECORDED,1,11.448496830383199,11.448496830383199,11.448496830383199,11.448496830383199,11.448496830383199,0.0,11.448496830383199,11.448496830383199,11.448496830383199
checkpoint_same_entry,llama3-8b-inst,alphaedit,0,ACCUMULATED_OR_STATIC,7,delta_frobenius_magnitude,RECORDED,1,4.7205506067940295,4.7205506067940295,4.7205506067940295,4.7205506067940295,4.7205506067940295,0.0,4.7205506067940295,4.7205506067940295,4.7205506067940295
checkpoint_same_entry,llama3-8b-inst,alphaedit,0,ACCUMULATED_OR_STATIC,7,delta_frobenius_squared,RECORDED,1,22.28359803130348,22.28359803130348,22.28359803130348,22.28359803130348,22.28359803130348,0.0,22.28359803130348,22.28359803130348,22.28359803130348
checkpoint_same_entry,llama3-8b-inst,alphaedit,0,ACCUMULATED_OR_STATIC,7,response_frobenius_magnitude,RECORDED,1,12.269815532151624,12.269815532151624,12.269815532151624,12.269815532151624,12.269815532151624,0.0,12.269815532151624,12.269815532151624,12.269815532151624
checkpoint_same_entry,llama3-8b-inst,alphaedit,0,ACCUMULATED_OR_STATIC,8,delta_frobenius_magnitude,RECORDED,1,6.62277464127679,6.62277464127679,6.62277464127679,6.62277464127679,6.62277464127679,0.0,6.62277464127679,6.62277464127679,6.62277464127679
checkpoint_same_entry,llama3-8b-inst,alphaedit,0,ACCUMULATED_OR_STATIC,8,delta_frobenius_squared,RECORDED,1,43.86114394913891,43.86114394913891,43.86114394913891,43.86114394913891,43.86114394913891,0.0,43.86114394913891,43.86114394913891,43.86114394913891
checkpoint_same_entry,llama3-8b-inst,alphaedit,0,ACCUMULATED_OR_STATIC,8,response_frobenius_magnitude,RECORDED,1,15.840939300756434,15.840939300756434,15.840939300756434,15.840939300756434,15.840939300756434,0.0,15.840939300756434,15.840939300756434,15.840939300756434
checkpoint_same_entry,llama3-8b-inst,alphaedit,0,RESET_CACHE,4,delta_frobenius_magnitude,RECORDED,1,2.9325905746970453,2.9325905746970453,2.9325905746970453,2.9325905746970453,2.9325905746970453,0.0,2.9325905746970453,2.9325905746970453,2.9325905746970453
checkpoint_same_entry,llama3-8b-inst,alphaedit,0,RESET_CACHE,4,delta_frobenius_squared,RECORDED,1,8.600087478801946,8.600087478801946,8.600087478801946,8.600087478801946,8.600087478801946,0.0,8.600087478801946,8.600087478801946,8.600087478801946
