scope,policy,metric,numerator,denominator,percent,request_denominator,ties,desired_strict_n,desired_strict_d,new_strict_n,true_strict_n,desired_token_correct,desired_token_d,all_prompt_strict_requests,new_nll_mean,new_nll_median,new_nll_p90,new_nll_p95,new_nll_p99,new_nll_min,new_nll_max,true_nll_mean,true_nll_median,true_nll_p90,true_nll_p95,true_nll_p99,true_nll_min,true_nll_max,desired_margin_mean,desired_margin_median,desired_margin_p90,desired_margin_p95,desired_margin_p99,desired_margin_min,desired_margin_max
W10_FULL_FIRST1000,EP-TW-1,RS,998,1000,99.8,1000,0,996,1000,996,1,1011,1015,996,0.027483012671682447,0.0011282156920060515,0.004549854015931488,0.007408021530136455,0.07741318531334394,2.2172682292875834e-05,9.114649772644043,14.584891033530235,14.492328643798828,19.978231620788574,21.68204660415649,24.359062461853025,1.3936842679977417,32.713836669921875,14.557408020858553,14.491419397847494,19.977861229188782,21.68145657050481,24.35835217436368,-6.185954213142395,32.71316455543274
W10_FULL_FIRST1000,EP-TW-1,PS,1942,2000,97.1,1000,0,1341,2000,1341,12,1370,2030,503,1.5436726190294667,0.3024852126836777,5.125006961822513,6.7589451551437305,10.000018997192381,5.6265202147187665e-05,16.6906795501709,10.15203812836483,10.046596050262451,14.9906156539917,16.763717651367188,20.105521335601807,0.07335568219423294,24.70581817626953,8.608365509335364,8.657276693731546,14.38937987163663,16.368882584152743,19.987845773458247,-8.932344913482666,24.685913426801562
W10_FULL_FIRST1000,EP-TW-1,NS,8056,10000,80.56,1000,0,1820,10000,247,1820,1930,10110,10,9.283679338489794,9.259900569915771,14.148305225372315,15.506478548049923,18.13694366455078,6.48477507638745e-05,24.48125648498535,5.302484329194942,4.854599952697754,10.575318908691408,12.288322019577018,15.086058883666993,0.0007825411157682538,22.646289825439453,3.9811950092948516,4.0229045152664185,10.105278730392456,11.648483600467443,14.9617902154848,-17.753726961331267,19.10924182087183
