arm,population,metric,numerator,denominator,percent,ties,desired_TF_strict,desired_token_correct,desired_token_count,new_nll_mean,new_nll_median,new_nll_p90,new_nll_p95,new_nll_p99,new_nll_min,new_nll_max,true_nll_mean,true_nll_median,true_nll_p90,true_nll_p95,true_nll_p99,true_nll_min,true_nll_max,desired_margin_mean,desired_margin_median,desired_margin_p90,desired_margin_p95,desired_margin_p99,desired_margin_min,desired_margin_max,two_P_strict,two_P_denominator,status
L75,W10_ALL1000,NS,9,10,90.0,0,0,0,10,8.748487615585328,7.387791395187378,15.600483417510986,15.97169041633606,16.268656015396118,2.5858187675476074,16.342897415161133,6.203128004074097,4.455794334411621,14.538504791259765,14.63743839263916,14.716585273742675,2.455280303955078,14.736371994018555,2.5453596115112305,2.867249011993408,4.666062641143799,5.099736356735228,5.446675329208374,-2.062331199645996,5.53341007232666,,,SUPERSEDED
L75,W5_FIRST500,RS,500,500,100.0,0,500,507,507,0.006621078272753948,0.002597234444692731,0.0171552062034607,0.025404758099466553,0.06487488865852355,2.5987286790041253e-05,0.10938712954521179,14.065822412490844,13.84994888305664,20.499096107482913,22.51009426116943,26.47803049087524,3.5650126934051514,30.927473068237305,14.059201334218091,13.842163871973753,20.498998512592518,22.50981547659612,26.477841606105645,3.4556255638599396,30.927444458417085,,,ALL
L75,W5_FIRST500,PS,952,1000,95.2,0,655,669,1014,1.6861145084769524,0.3640887588262558,5.469931840896608,7.530156421661374,10.479397668838498,0.0002115741081070155,14.109880447387695,9.957773069009185,9.740384101867676,15.640036869049077,17.83276662826538,22.055890522003175,0.04843265563249588,26.18709373474121,8.271658560532233,8.169156128540635,14.912219844758512,17.446383740706363,22.03978113560006,-10.344089426100254,26.185232108226046,243,500,ALL
L75,W5_FIRST500,NS,4253,5000,85.06,0,948,1017,5070,10.239009917994862,10.137463092803955,15.177648353576663,16.69087657928467,19.884248218536396,0.00016139635408762842,29.19273567199707,5.196325991036382,4.700944900512695,10.556068611145019,12.155073928833009,15.374797334671033,0.0005197366117499769,25.3525447845459,5.04268392695848,4.962383508682251,11.38205566611141,12.788071960210802,16.17386580258608,-25.35238303062215,19.93100218474865,,,ALL
L75,W5_FIRST500,RS,500,500,100.0,0,500,507,507,0.006621078272753948,0.002597234444692731,0.0171552062034607,0.025404758099466553,0.06487488865852355,2.5987286790041253e-05,0.10938712954521179,14.065822412490844,13.84994888305664,20.499096107482913,22.51009426116943,26.47803049087524,3.5650126934051514,30.927473068237305,14.059201334218091,13.842163871973753,20.498998512592518,22.50981547659612,26.477841606105645,3.4556255638599396,30.927444458417085,,,ACTIVE
L75,W5_FIRST500,PS,952,1000,95.2,0,655,669,1014,1.6861145084769524,0.3640887588262558,5.469931840896608,7.530156421661374,10.479397668838498,0.0002115741081070155,14.109880447387695,9.957773069009185,9.740384101867676,15.640036869049077,17.83276662826538,22.055890522003175,0.04843265563249588,26.18709373474121,8.271658560532233,8.169156128540635,14.912219844758512,17.446383740706363,22.03978113560006,-10.344089426100254,26.185232108226046,243,500,ACTIVE
L75,W5_FIRST500,NS,4253,5000,85.06,0,948,1017,5070,10.239009917994862,10.137463092803955,15.177648353576663,16.69087657928467,19.884248218536396,0.00016139635408762842,29.19273567199707,5.196325991036382,4.700944900512695,10.556068611145019,12.155073928833009,15.374797334671033,0.0005197366117499769,25.3525447845459,5.04268392695848,4.962383508682251,11.38205566611141,12.788071960210802,16.17386580258608,-25.35238303062215,19.93100218474865,,,ACTIVE
L75,W10_FIRST500,RS,500,500,100.0,0,499,506,507,0.043966190686813206,0.002443663193844259,0.017114426568150525,0.027380893472582102,0.0838120231032371,1.7523612768854946e-05,17.242897033691406,14.069648400783539,13.785027503967285,20.239501380920412,22.521041202545163,26.495156631469722,3.26149582862854,30.424753189086914,14.025682210096726,13.778591700393008,20.239473558167266,22.520746775540463,26.49487634779725,1.2023067474365234,30.424717546145985,,,ALL
L75,W10_FIRST500,PS,951,1000,95.1,0,662,676,1014,1.6419764695193808,0.36982616782188416,5.157496595382691,7.606590700149535,11.050744466781616,0.00011753345461329445,15.06960678100586,10.014210816375911,9.849452018737793,15.673031234741213,18.1249529838562,22.355887546539307,0.10061468183994293,27.121196746826172,8.37223434685653,8.29135511815548,15.056344652175904,17.771518196817485,22.33161093016155,-10.11036467552185,27.119551820214838,247,500,ALL
L75,W10_FIRST500,NS,4084,5000,81.68,0,896,966,5070,9.816331141026707,9.798867225646973,14.862333583831788,16.33112316131592,19.284293441772462,0.00010072677832795307,29.03573226928711,5.394280053559941,4.8559651374816895,10.86303634643555,12.668091011047364,16.340335750579843,0.00048268112004734576,25.739641189575195,4.422051087466766,4.447149097919464,10.880501270294195,12.448027801513673,15.744110795855534,-25.739540462796867,20.485058784484863,,,ALL
L75,W10_LAST500,RS,500,500,100.0,0,499,507,508,0.03680082513528578,0.0030822291737422347,0.016838880814611924,0.03018288100138305,0.0921128138899803,2.9802276912960224e-06,14.530133247375488,13.840944565773011,13.712719917297363,19.599781608581544,21.1474154472351,25.107728557586658,1.686513900756836,34.304443359375,13.804143740637725,13.68133063390269,19.54945779342088,21.14515439682727,25.10697881381608,1.4593430012464523,34.30438089565723,,,ALL
L75,W10_LAST500,PS,968,1000,96.8,0,674,689,1016,1.5856072838595228,0.31465470790863037,5.288928461074829,6.742418456077574,9.888568258285519,1.5616295058862306e-05,16.177162170410156,10.203323372118176,10.109097003936768,15.557307529449465,17.25840196609497,19.903680191040035,0.10554905235767365,24.224407196044922,8.617716088258652,8.527533488348126,14.91652584951371,17.000428572669623,19.603868771563278,-8.80645827949047,24.223083776189014,251,500,ALL
L75,W10_LAST500,NS,4143,5000,82.86,0,1031,1071,5040,9.75206715010385,9.790833950042725,14.776222038269045,16.27090530395508,18.49652168273926,4.017272294731811e-05,23.19233512878418,5.166399296460534,4.553661823272705,10.716040706634523,12.430166006088264,15.42914881706238,0.0022279222030192614,24.27897071838379,4.585667853643316,4.670460224151611,10.981631243228923,12.709089213609698,15.97202444881201,-24.278338870382868,20.88983692228794,,,ALL
L75,POOLED_ATWRITE_NOT_SINGLE_MODEL,RS,1000,1000,100.0,0,1000,1015,1015,0.006816580214648184,0.002831024117767811,0.015970665961503986,0.025382134411483986,0.06576782986521718,2.861018856492592e-06,0.1474503129720688,13.964405810117722,13.7619047164917,19.973396873474123,21.812496852874755,26.408389682769773,2.8343300819396973,34.304443359375,13.957589229903073,13.760086187336128,19.9667484163816,21.81198918209702,26.408347150083532,2.7609804943203926,34.30438089565723,,,ALL
L75,POOLED_ATWRITE_NOT_SINGLE_MODEL,PS,1915,2000,95.75,0,1316,1345,2030,1.6693386944526805,0.35644155740737915,5.3865307807922385,7.220786714553832,10.562447185516355,9.059865078597795e-06,16.102296829223633,10.043198590770364,9.97672986984253,15.477222442626955,17.332025337219235,21.59273508071899,0.032314032316207886,26.481887817382812,8.373859896317683,8.280064940452576,14.84217522144318,17.01521592242643,21.581413207218283,-10.841757088899612,26.48160950242891,486,1000,ALL
L75,POOLED_ATWRITE_NOT_SINGLE_MODEL,NS,8464,10000,84.64,0,1978,2088,10110,10.173552280806732,10.15237045288086,15.19444637298584,16.625319671630855,19.53049541473389,0.00015793983766343445,29.46967124938965,5.1750419441216104,4.647577285766602,10.576771831512453,12.239937067031859,15.235978870391849,0.0005933669744990766,25.403919219970703,4.998510336685121,5.038855940103531,11.350016880035401,12.985850247740744,16.245689039230353,-25.403761041758116,22.875745377503335,,,ALL
T75,W10_ALL1000,RS,997,1000,99.7,0,991,1006,1015,0.06451752061548723,0.0009578050230629742,0.004973693983629346,0.013018118310719728,0.4299128958582858,1.3470558769768104e-05,10.924747467041016,14.960848485946656,14.831282138824463,20.357384490966798,22.198865699768067,24.711230850219724,1.5805606842041016,30.965938568115234,14.896330965331169,14.830639114032238,20.35651341987541,22.198780505506875,24.710994981937834,-5.366520881652832,30.965888382263074,,,ALL
T75,W10_ALL1000,PS,1942,2000,97.1,0,1465,1495,2030,1.2553396891345874,0.10509874671697617,4.608331632614137,6.40438449382782,10.106353616714474,5.5549986427649856e-05,16.790538787841797,10.870350664392113,10.73488473892212,16.26135597229004,17.788776206970216,20.722976245880126,0.27840662002563477,24.86126136779785,9.615010975257526,9.6659000008367,16.098577688611115,17.683407088019884,20.696489551436386,-13.23949933052063,24.86098400625633,590,1000,ALL
T75,W10_ALL1000,NS,7161,10000,71.61,0,1456,1565,10110,8.503276734996215,8.533596992492676,13.808882713317871,15.147337198257443,18.024977073669437,0.000164018536452204,23.766117095947266,5.710152716242371,5.274597644805908,11.110431003570561,12.815414571762084,15.83930313110352,0.000395815703086555,22.650096893310547,2.793124018753844,2.9214212857186794,9.299694514274599,11.157965930545469,14.377874940624466,-20.76966440171236,20.787894308567047,,,ALL
T75,W10_ALL1000,RS,997,999,99.7997997997998,0,991,1006,1014,0.05364641956801423,0.000954768096562475,0.004961535707116127,0.012699594721198049,0.3797292023897162,1.3470558769768104e-05,9.990781784057617,14.964955718429,14.83828067779541,20.359756088256837,22.199140167236326,24.715069961547844,1.5805606842041016,30.965938568115234,14.911309298860987,14.837106917053461,20.358946443046445,22.199044758548553,24.714834469885385,-5.366520881652832,30.965888382263074,,,ACTIVE
T75,W10_ALL1000,PS,1941,1998,97.14714714714715,0,1465,1495,2028,1.2506491757240994,0.1050305962562561,4.581567573547361,6.3822086811065635,10.11391978263854,5.5549986427649856e-05,16.790538787841797,10.876656280996444,10.735382080078125,16.26382713317871,17.789798164367674,20.727251644134515,0.27840662002563477,24.86126136779785,9.626007105272345,9.667916691862047,16.101641163253223,17.684506375039927,20.70122400654363,-13.23949933052063,24.86098400625633,590,999,ACTIVE
T75,W10_ALL1000,NS,7155,9990,71.62162162162163,0,1456,1565,10100,8.505412781602882,8.536229133605957,13.808882713317871,15.150362730026242,18.026334724426277,0.000164018536452204,23.766117095947266,5.709751962313838,5.2728798389434814,11.110431003570561,12.812916231155391,15.841011352539072,0.000395815703086555,22.650096893310547,2.7956608192890426,2.9298171997070312,9.301842838525772,11.158804770634742,14.38039830316791,-20.76966440171236,20.787894308567047,,,ACTIVE
T75,W10_ALL1000,RS,0,1,0.0,0,0,0,1,10.924747467041016,10.924747467041016,10.924747467041016,10.924747467041016,10.924747467041016,10.924747467041016,10.924747467041016,10.857723236083984,10.857723236083984,10.857723236083984,10.857723236083984,10.857723236083984,10.857723236083984,10.857723236083984,-0.06702423095703125,-0.06702423095703125,-0.06702423095703125,-0.06702423095703125,-0.06702423095703125,-0.06702423095703125,-0.06702423095703125,,,SUPERSEDED
T75,W10_ALL1000,PS,1,2,50.0,0,0,0,2,5.941162586212158,5.941162586212158,7.868644046783447,8.109579229354859,8.302327375411988,3.531810760498047,8.35051441192627,4.57103967666626,4.57103967666626,5.045045185089111,5.104295873641968,5.151696424484253,3.9785327911376953,5.163546562194824,-1.3701229095458984,-1.3701229095458984,0.08335304260253912,0.2650375366210936,0.41038513183593744,-3.1869678497314453,0.44672203063964844,0,1,SUPERSEDED
T75,W10_ALL1000,NS,6,10,60.0,0,0,0,10,6.369366174936294,6.556674480438232,8.91219959259033,11.552143859863275,13.664099273681641,0.5327039361000061,14.19208812713623,6.110505890846253,5.887469530105591,7.780330753326414,10.900980520248407,13.397500333786011,3.217078924179077,14.02163028717041,0.25886028409004214,0.18746328353881836,2.2352177143096923,2.4502220869064324,2.6222255849838256,-5.671036660671234,2.665226459503174,,,SUPERSEDED
T75,W5_FIRST500,RS,500,500,100.0,0,500,507,507,0.005190384032786824,0.0007890116248745471,0.003629146958701313,0.010583951789885747,0.10427022837102301,1.5258672647178173e-05,0.4408825933933258,15.01228655910492,14.97657585144043,20.03040180206299,21.789839076995847,24.54718984603882,4.988027572631836,26.437847137451172,15.007096175072133,14.976477211315796,20.03012632089667,21.78966452215463,24.546989073906442,4.980279853567481,26.437389597675065,,,ALL
T75,W5_FIRST500,PS,959,1000,95.9,0,724,738,1014,1.3544980116253647,0.11974397301673889,4.7555720806121835,6.710939359664916,10.971756048202515,7.533743337262422e-05,16.337711334228516,10.523204026967287,10.370339393615723,15.888574123382568,17.48339281082153,20.804090423583983,0.3071940839290619,24.824047088623047,9.168706015341922,9.299555480480194,15.542310113832356,17.216018979286304,20.800042647654188,-11.121278047561646,24.82116197911091,288,500,ALL
T75,W5_FIRST500,NS,4007,5000,80.14,0,935,1005,5070,9.23934296188369,9.211169242858887,14.185954475402832,15.62280707359314,18.650427055358893,0.00022825974156148732,23.789051055908203,5.081712349245476,4.600609540939331,10.24037446975708,11.882441616058356,15.148067884445195,0.0008917645900510252,19.943872451782227,4.157630612638214,4.094808459281921,10.373979997634889,12.062990219891072,15.304589920341972,-15.962792825885117,19.487049475312233,,,ALL
T75,W5_FIRST500,RS,500,500,100.0,0,500,507,507,0.005190384032786824,0.0007890116248745471,0.003629146958701313,0.010583951789885747,0.10427022837102301,1.5258672647178173e-05,0.4408825933933258,15.01228655910492,14.97657585144043,20.03040180206299,21.789839076995847,24.54718984603882,4.988027572631836,26.437847137451172,15.007096175072133,14.976477211315796,20.03012632089667,21.78966452215463,24.546989073906442,4.980279853567481,26.437389597675065,,,ACTIVE
T75,W5_FIRST500,PS,959,1000,95.9,0,724,738,1014,1.3544980116253647,0.11974397301673889,4.7555720806121835,6.710939359664916,10.971756048202515,7.533743337262422e-05,16.337711334228516,10.523204026967287,10.370339393615723,15.888574123382568,17.48339281082153,20.804090423583983,0.3071940839290619,24.824047088623047,9.168706015341922,9.299555480480194,15.542310113832356,17.216018979286304,20.800042647654188,-11.121278047561646,24.82116197911091,288,500,ACTIVE
T75,W5_FIRST500,NS,4007,5000,80.14,0,935,1005,5070,9.23934296188369,9.211169242858887,14.185954475402832,15.62280707359314,18.650427055358893,0.00022825974156148732,23.789051055908203,5.081712349245476,4.600609540939331,10.24037446975708,11.882441616058356,15.148067884445195,0.0008917645900510252,19.943872451782227,4.157630612638214,4.094808459281921,10.373979997634889,12.062990219891072,15.304589920341972,-15.962792825885117,19.487049475312233,,,ACTIVE
T75,W10_FIRST500,RS,497,500,99.4,0,493,500,507,0.10196228256270479,0.0011950144544243813,0.00899209212511778,0.03350608553737398,4.330078911781306,1.8596476365928538e-05,10.924747467041016,14.454109901428223,14.390581607818604,19.516535758972168,21.11938390731811,23.709870319366452,1.5805606842041016,25.58407974243164,14.352147618865517,14.343868119642138,19.515106108679902,21.118869351935423,23.703848543387753,-5.366520881652832,25.58328636176884,,,ALL
T75,W10_FIRST500,PS,962,1000,96.2,0,711,725,1014,1.3916502100071593,0.13768666982650757,4.916913557052612,6.484422898292539,11.089317083358765,5.5549986427649856e-05,16.790538787841797,10.4448220295012,10.325432777404785,15.750071334838868,17.327698612213133,20.23321096420288,0.27840662002563477,24.140790939331055,9.05317181949404,9.158527292311192,15.604461472819095,17.22546648530515,20.230206047911196,-13.23949933052063,24.139698029961437,280,500,ALL
T75,W10_FIRST500,NS,3601,5000,72.02,0,702,771,5070,8.614901531192102,8.650094032287598,13.800052642822267,15.080438804626466,18.018049182891847,0.000164018536452204,23.41636848449707,5.80707896038997,5.402479648590088,11.242584037780762,12.93737964630127,15.805992546081557,0.001353777595795691,22.650096893310547,2.8078225708021316,2.8502790927886963,9.24923052787781,11.022534811496735,14.470012617111207,-20.50670624576742,18.20831650495529,,,ALL
T75,W10_LAST500,RS,500,500,100.0,0,498,506,508,0.02707275866826967,0.0007207775488495827,0.003644088818691673,0.00529074908699839,0.015134835671633411,1.3470558769768104e-05,9.990781784057617,15.467587070465088,15.069394588470459,21.163532066345216,22.711479568481437,25.341478614807123,6.438063621520996,30.965938568115234,15.440514311796818,15.068557577164029,21.163069604759585,22.71073604826087,25.341014108089723,2.1839962005615234,30.965888382263074,,,ALL
T75,W10_LAST500,PS,980,1000,98.0,0,754,770,1016,1.1190291682620155,0.08197342231869698,4.0334710597991945,6.137585592269897,8.409883775711059,9.858122211880982e-05,13.94918155670166,11.295879299283028,11.044346332550049,16.52279510498047,18.30094938278198,21.962705726623533,0.37222790718078613,24.86126136779785,10.176850131021013,10.097445245366544,16.42696887999773,18.259618530480655,21.961055974615157,-7.810634613037109,24.86098400625633,310,500,ALL
T75,W10_LAST500,NS,3560,5000,71.2,0,754,794,5040,8.391651938800328,8.386025428771973,13.820858860015873,15.210720205307009,18.070795440673834,0.00031931069679558277,23.766117095947266,5.613226472094771,5.129609107971191,11.005927276611331,12.621108627319337,15.83930313110352,0.000395815703086555,20.7706356048584,2.778425466705556,3.0353784561157227,9.351887726783756,11.250494331121446,14.183855319693686,-20.76966440171236,20.787894308567047,,,ALL
T75,POOLED_ATWRITE_NOT_SINGLE_MODEL,RS,1000,1000,100.0,0,1000,1015,1015,0.0014135489723639694,0.0006602014764212072,0.00261038464959711,0.004197899671271443,0.013740278910845517,9.298280929215252e-06,0.058874838054180145,15.480001968860627,15.188937664031982,20.884677314758303,22.445756530761717,25.596508350372314,4.799319267272949,30.965938568115234,15.478588419888263,15.188398569094716,20.884186686828617,22.44503755442565,25.594659729627892,4.7892816085368395,30.965888382263074,,,ALL
T75,POOLED_ATWRITE_NOT_SINGLE_MODEL,PS,1942,2000,97.1,0,1491,1520,2030,1.238023427054246,0.0993071161210537,4.552537918090822,6.412481832504268,10.081441640853882,7.1403817855753e-05,16.492143630981445,10.986824383892118,10.75428581237793,16.325710296630877,17.96304636001587,21.292374954223632,0.10990792512893677,27.374927520751953,9.748800956837872,9.743961334228516,16.152997391438113,17.919893806369508,21.291980630382895,-12.28400993347168,27.373643745784648,605,1000,ALL
T75,POOLED_ATWRITE_NOT_SINGLE_MODEL,NS,7834,10000,78.34,0,1838,1948,10110,9.154226026474323,9.163922309875488,14.35236988067627,15.648034143447875,18.344148120880128,0.0002535260282456875,25.10708236694336,5.220537925910973,4.719881057739258,10.514419078826904,12.129800987243652,15.22261487007141,0.0004605186404660344,26.939199447631836,3.9336881005633506,4.0369075536727905,10.441142684221267,12.196556520462034,15.22940572548658,-26.938337578380015,20.787894308567047,,,ALL
L4D,W10_ALL1000,RS,999,1000,99.9,0,993,1008,1015,0.027492503226203554,0.0009541130566503853,0.005994164198637011,0.011427574418485137,0.21911516308784365,1.2516897186287679e-05,5.9774980545043945,14.62195122012496,14.556307315826416,20.194831085205077,21.67437047958374,24.164198875427246,0.3057454526424408,28.099102020263672,14.594458716898757,14.554963356786175,20.19388553519384,21.67388707953942,24.163655398145494,-1.9977835714817047,28.098701438080752,,,ALL
L4D,W10_ALL1000,PS,1922,2000,96.1,0,1346,1375,2030,1.5531750415084424,0.2707706391811371,5.221982765197756,6.841482090950009,10.289132432937622,9.464769391342998e-05,16.645641326904297,10.092479462698101,9.931910037994385,15.433058547973634,16.96105852127075,20.374649028778077,0.06756521761417389,25.75152015686035,8.539304421189659,8.375790631398559,14.928645117208363,16.709396298602222,20.315471086348698,-10.11839060485363,25.748074514092878,508,1000,ALL
L4D,W10_ALL1000,NS,8063,10000,80.63,0,1786,1896,10110,9.240346132824573,9.221428394317627,14.147994899749756,15.518424224853515,18.08002826690674,6.186770770000294e-05,26.85420799255371,5.300068587541318,4.77860164642334,10.680597972869872,12.253062963485718,14.95831074714661,0.0006922471220605075,21.044355392456055,3.9402775452832555,3.9071426391601562,9.943022155761719,11.650854444503784,14.984213748723276,-18.433180930143862,20.574067413806915,,,ALL
L4D,W10_ALL1000,RS,998,999,99.89989989989989,0,993,1008,1014,0.02372850795447969,0.0009501233580522239,0.005970642529428006,0.011286952532827844,0.2144481366872787,1.2516897186287679e-05,5.9774980545043945,14.626551606723138,14.558664321899414,20.195150756835936,21.67450656890869,24.16469383239746,0.3057454526424408,28.099102020263672,14.602823098768658,14.558462163375225,20.194208112813065,21.674037462947307,24.16415306482173,-1.9977835714817047,28.098701438080752,,,ACTIVE
L4D,W10_ALL1000,PS,1920,1998,96.09609609609609,0,1346,1375,2028,1.549765211397231,0.2692425698041916,5.213827514648437,6.846847319602959,10.289384832382202,9.464769391342998e-05,16.645641326904297,10.096136873384735,9.937865734100342,15.43359603881836,16.961518001556396,20.377105655670164,0.06756521761417389,25.75152015686035,8.546371661987504,8.380775220692158,14.930224427953362,16.710190343484282,20.316628787865337,-10.11839060485363,25.748074514092878,508,999,ACTIVE
L4D,W10_ALL1000,NS,8055,9990,80.63063063063063,0,1785,1895,10100,9.242046958880056,9.225172996520996,14.150742340087891,15.518540573120116,18.08191387176515,6.186770770000294e-05,26.85420799255371,5.299402256388779,4.77860164642334,10.670300197601323,12.25024538040161,14.960081243515026,0.0006922471220605075,21.044355392456055,3.942644702491278,3.915154814720154,9.945111274719238,11.651248788833618,14.987482260316629,-18.433180930143862,20.574067413806915,,,ACTIVE
L4D,W10_ALL1000,RS,1,1,100.0,0,0,0,1,3.7877237796783447,3.7877237796783447,3.7877237796783447,3.7877237796783447,3.7877237796783447,3.7877237796783447,3.7877237796783447,10.026165008544922,10.026165008544922,10.026165008544922,10.026165008544922,10.026165008544922,10.026165008544922,10.026165008544922,6.238441228866577,6.238441228866577,6.238441228866577,6.238441228866577,6.238441228866577,6.238441228866577,6.238441228866577,,,SUPERSEDED
L4D,W10_ALL1000,PS,2,2,100.0,0,0,0,2,4.959595322608948,4.959595322608948,6.298051190376282,6.465358173847198,6.599203760623932,3.2865254878997803,6.632665157318115,6.438726186752319,6.438726186752319,6.9678832530975345,7.034027886390686,7.086943593025207,5.777279853820801,7.100172519683838,1.4791308641433716,1.4791308641433716,2.2884296655654905,2.3895920157432555,2.4705218958854673,0.46750736236572266,2.4907543659210205,0,1,SUPERSEDED
L4D,W10_ALL1000,NS,8,10,80.0,0,1,1,10,7.5412209033966064,7.108190536499023,12.586198902130127,12.973879384994506,13.28402377128601,2.768341541290283,13.361559867858887,5.9657334089279175,4.7272562980651855,12.784552574157715,12.86422061920166,12.927955055236817,2.4462835788726807,12.943888664245605,1.575487494468689,2.0297963619232178,3.3249514818191526,3.6170701146125785,3.8507650208473208,-1.858382225036621,3.909188747406006,,,SUPERSEDED
L4D,W5_FIRST500,RS,500,500,100.0,0,499,506,507,0.009749503969414946,0.0008038626983761787,0.003261118568480015,0.005236178776249285,0.026310287844389192,2.706014311115723e-05,1.9840627908706665,14.936943712234497,14.909090995788574,20.247166061401366,21.784959030151356,24.60810577392578,3.284268856048584,27.888229370117188,14.927194208265082,14.907467876269948,20.246639153838622,21.78295481834792,24.607485102992936,1.3002060651779175,27.887816991016734,,,ALL
L4D,W5_FIRST500,PS,961,1000,96.1,0,665,679,1014,1.5900666744359842,0.3134535998106003,5.386773395538331,7.251469278335571,10.22175931930542,0.00011753345461329445,13.911211013793945,10.094619572062046,10.005599975585938,15.334390354156495,17.003572368621825,20.200980930328367,0.05957121029496193,25.35579490661621,8.504552897626061,8.32567217387259,14.824171674251557,16.88221105239354,20.20001578116673,-11.075498938560486,25.35159351117909,249,500,ALL
L4D,W5_FIRST500,NS,4203,5000,84.06,0,931,1001,5070,9.86288131748801,9.769295692443848,14.670823669433597,16.117666149139406,19.18823522567751,0.001065282616764307,26.569185256958008,5.18723894902441,4.755184650421143,10.43555307388306,11.942284488677979,14.672550201416017,0.0008897398365661502,18.44101333618164,4.675642368463602,4.62642514705658,10.74526277780533,12.311340226978068,15.774606688469648,-14.202140927314758,20.19702686741948,,,ALL
L4D,W5_FIRST500,RS,500,500,100.0,0,499,506,507,0.009749503969414946,0.0008038626983761787,0.003261118568480015,0.005236178776249285,0.026310287844389192,2.706014311115723e-05,1.9840627908706665,14.936943712234497,14.909090995788574,20.247166061401366,21.784959030151356,24.60810577392578,3.284268856048584,27.888229370117188,14.927194208265082,14.907467876269948,20.246639153838622,21.78295481834792,24.607485102992936,1.3002060651779175,27.887816991016734,,,ACTIVE
L4D,W5_FIRST500,PS,961,1000,96.1,0,665,679,1014,1.5900666744359842,0.3134535998106003,5.386773395538331,7.251469278335571,10.22175931930542,0.00011753345461329445,13.911211013793945,10.094619572062046,10.005599975585938,15.334390354156495,17.003572368621825,20.200980930328367,0.05957121029496193,25.35579490661621,8.504552897626061,8.32567217387259,14.824171674251557,16.88221105239354,20.20001578116673,-11.075498938560486,25.35159351117909,249,500,ACTIVE
L4D,W5_FIRST500,NS,4203,5000,84.06,0,931,1001,5070,9.86288131748801,9.769295692443848,14.670823669433597,16.117666149139406,19.18823522567751,0.001065282616764307,26.569185256958008,5.18723894902441,4.755184650421143,10.43555307388306,11.942284488677979,14.672550201416017,0.0008897398365661502,18.44101333618164,4.675642368463602,4.62642514705658,10.74526277780533,12.311340226978068,15.774606688469648,-14.202140927314758,20.19702686741948,,,ACTIVE
L4D,W10_FIRST500,RS,500,500,100.0,0,495,502,507,0.03482079468381926,0.0008812834566924721,0.004039367521181703,0.008627468626946206,0.4988896772265374,2.2649508537142538e-05,5.9774980545043945,14.86813221025467,14.703031539916992,20.09058284759522,21.900270652770995,24.61482215881347,3.0095841884613037,28.099102020263672,14.83331141557085,14.699135467060842,20.08898007232056,21.899585524172288,24.614135078459217,0.0837392807006836,28.098701438080752,,,ALL
L4D,W10_FIRST500,PS,959,1000,95.9,0,679,693,1014,1.5630249541857701,0.28927674889564514,5.330860137939453,7.296610236167907,10.289132432937622,9.464769391342998e-05,15.111563682556152,10.126135095983743,9.990405082702637,15.47202320098877,17.146364784240724,20.585544929504394,0.06756521761417389,25.75152015686035,8.563110141797974,8.361660981550813,15.024676103144884,16.880276645440603,20.421675283774963,-10.11839060485363,25.748074514092878,258,500,ALL
L4D,W10_FIRST500,NS,4000,5000,80.0,0,827,897,5070,9.273722632976536,9.261129379272461,14.173183536529542,15.661862802505498,18.307798671722413,6.186770770000294e-05,26.85420799255371,5.413800870550365,4.919021129608154,10.770837116241456,12.311918354034423,15.117146720886234,0.0006922471220605075,21.044355392456055,3.8599217624261697,3.819159984588623,9.928107416629793,11.699329885840417,14.970447217226031,-18.433180930143862,19.27527689933777,,,ALL
L4D,W10_LAST500,RS,499,500,99.8,0,498,506,508,0.020164211768587847,0.001057899498846382,0.008037059567868711,0.01674811905249953,0.21441406637430188,1.2516897186287679e-05,4.579214096069336,14.37577022999525,14.299487113952637,20.194831085205077,21.587361812591553,23.80957632064819,0.3057454526424408,26.372526168823242,14.355606018226663,14.299030110385502,20.19388553519384,21.586893674140445,23.809497941174776,-1.9977835714817047,26.371626662556082,,,ALL
L4D,W10_LAST500,PS,963,1000,96.3,0,667,682,1016,1.543325128831115,0.25497493147850037,5.158769989013672,6.667404985427856,10.210242576599118,0.00013815402053296566,16.645641326904297,10.05882382941246,9.903190612792969,15.317608928680421,16.764633274078367,20.08204236984253,0.5915737748146057,22.922574996948242,8.515498700581345,8.382917232811451,14.794891748367808,16.376936754770572,20.027362163625657,-7.363417863845825,22.91911355406046,250,500,ALL
L4D,W10_LAST500,NS,4063,5000,81.26,0,959,999,5040,9.206969632672612,9.190837860107422,14.135864162445069,15.389630603790284,17.82924896240235,0.000777776469476521,23.42799186706543,5.186336304532271,4.651034593582153,10.585684680938721,12.186404800415042,14.585812511444091,0.0043373084627091885,19.852584838867188,4.020633328140341,4.017653703689575,9.969320237636568,11.614410701394082,15.016761810034518,-17.257963602314703,20.574067413806915,,,ALL
L4D,POOLED_ATWRITE_NOT_SINGLE_MODEL,RS,999,1000,99.9,0,999,1014,1015,0.00754458748590605,0.0008672290423419327,0.005131739843636751,0.009089359780773517,0.06706178233027454,9.417489309271332e-06,2.3035290241241455,14.71639551743865,14.638383388519287,20.153017234802245,21.609464931488038,24.276750602722167,0.3057454526424408,28.06131935119629,14.708850929952742,14.608904555556364,20.152844610830652,21.609038594696905,24.276681775076067,-1.9977835714817047,28.06094319742988,,,ALL
