arm,batch,candidate,a4,a8,E,H,D,current_strict,past_strict,action_norm,L8_zero,selected,score_reused_from,E_ceiling,H_ceiling,strict_lost_vs_N4,past_strict_lost_vs_N4,current_new_NLL_mean,current_new_NLL_median,current_new_NLL_p90,current_new_NLL_p95,current_new_NLL_p99,current_new_NLL_min,current_new_NLL_max,new_NLL_vs_ownN4_mean,new_NLL_vs_ownN4_median,new_NLL_vs_ownN4_p90,new_NLL_vs_ownN4_p95,new_NLL_vs_ownN4_p99,new_NLL_vs_ownN4_min,new_NLL_vs_ownN4_max,requests_harmed_vs_ownN4
LD,3,L1-1,1.0,1.0,0.0034068866344023263,0.006372901952659049,0.004653424623711544,100,64,7.796726550868835,False,False,,0.050100000000000006,0.006544948224952896,0,0,0.0023860632860487384,0.0008045773429330438,0.004045268427580595,0.007046880549751217,0.014640890592709508,2.13382354559144e-05,0.077372707426548,-0.002644991795950773,-1.6682315617799759e-06,1.6044615767896184e-05,4.224416334182022e-05,0.00010109359398484257,-0.2607704701313196,0.00015414785593748093,40
LD,3,N4,1.0,0.0,0.00392058181198081,0.0064449482249528955,0.0046400131047903415,100,64,7.679774406482252,True,False,,0.050100000000000006,0.006544948224952896,0,0,0.005031055081999512,0.0008169524662662297,0.004323246143758307,0.008903912873938677,0.08127617508173082,5.1616290875244886e-05,0.2607918083667755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LD,4,L0.75-0.5,0.75,0.5,0.010946133208635729,0.0065990713844712445,0.005552629913324836,100,64,6.264176440931724,False,False,,0.050100000000000006,0.006564649275812917,0,0,0.005254144608261413,0.002190393628552556,0.012091046012938023,0.01798237357288599,0.05258217036724092,0.0001137191939051263,0.05568339675664902,0.00403300752161158,0.0014304881915450096,0.009735663104220303,0.015513515396742146,0.05237646409397712,-0.018891564570367336,0.053132355911657214,88
LD,4,L0.75-0,0.75,0.0,0.0957697060762439,0.006533696004680678,0.005450357950820717,100,64,5.7818739951297005,True,False,,0.050100000000000006,0.006564649275812917,0,0,0.022967802568455226,0.0030942318262532353,0.03744383119046688,0.05557385981082916,0.35483462810516725,0.00011598391574807465,1.066804051399231,0.021746665481805393,0.0025814257824094966,0.031776646082289556,0.053632305822975464,0.35262820067815837,-0.00027693845913745463,1.0427832137793303,98
LD,4,L0.75-1,0.75,1.0,0.009391369637014577,0.0067382965510205395,0.005838509476575382,100,64,7.527909752398294,False,False,,0.050100000000000006,0.006564649275812917,0,0,0.0051229141992371295,0.0019689471228048205,0.012310121022164822,0.018209025729447603,0.05149807348847391,6.639736966462806e-05,0.05590448155999184,0.003901777112587297,0.0014133440563455224,0.010903302050428467,0.015740167553303756,0.05129236721521012,-0.023105967324227095,0.05335344071500003,85
LD,4,L1-0.5,1.0,0.5,0.003597171028959565,0.006460841013449681,0.006305874318741189,100,64,7.761885972033595,False,False,,0.050100000000000006,0.006564649275812917,0,0,0.0011450803207480932,0.0006849803030490875,0.002305827429518104,0.0025525330333039165,0.005354888909496455,3.4450891689630225e-05,0.022348690778017044,-7.605676590173971e-05,1.0129588190466166e-06,1.2441840954124933e-05,1.8541270401328784e-05,0.00018935232685188385,-0.0233441962627694,0.01567928632721305,57
LD,4,L1-1,1.0,1.0,0.0027210481886868363,0.006458964645162268,0.0063647452811892435,100,64,7.91794198465232,False,False,,0.050100000000000006,0.006564649275812917,0,0,0.000988906722595857,0.0006774750945623964,0.0022956224158406265,0.0025515519897453486,0.005216482044197629,3.4689302992774174e-05,0.007110883481800556,-0.00023223036405397579,1.966327545233071e-06,2.5430752430111177e-05,4.394431598484514e-05,7.448703981936168e-05,-0.023825353491702117,0.00044147903099656105,58
LD,4,N4,1.0,0.0,0.005340493291732855,0.006464649275812917,0.006273447359376405,100,64,7.709165326579581,True,True,,0.050100000000000006,0.006564649275812917,0,0,0.0012211370866498329,0.0006925449415575713,0.002341304998844862,0.0025769954081624738,0.006842918782495051,3.421248038648628e-05,0.024020837619900703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LD,5,L0.75-0.5,0.75,0.5,0.013378986591706053,0.004391270306541628,0.007404249999638068,100,64,6.197231192429311,False,True,,0.050100000000000006,0.0045116359026702415,0,0,0.00901669367975046,0.0041950419545173645,0.018873745948076257,0.03234642259776592,0.041200967133045927,2.1457441107486375e-05,0.18203546106815338,0.007043228626043856,0.002895901183364913,0.017694527260027827,0.028468271298334,0.03905576398363407,-0.06494261638727039,0.17532579600811005,91
LD,5,L0.75-0,0.75,0.0,0.11519724630983547,0.0043557223801826694,0.007255676550471435,99,64,5.790563186941207,True,False,,0.050100000000000006,0.0045116359026702415,1,0,0.09504931871642838,0.005206122528761625,0.032296513020992304,0.0646992966532706,1.1254605853557895,2.1815061700181104e-05,7.083236217498779,0.09307585366272178,0.003996487124823034,0.030787114781560376,0.06268714447505759,1.1219573910907215,8.344502930413e-06,7.017095193266869,100
LD,5,L0.75-1,0.75,1.0,0.010699947455286747,0.004443573136427403,0.007706500111680725,100,64,7.282227113949219,False,False,,0.050100000000000006,0.0045116359026702415,0,0,0.008918914879177463,0.003845619037747383,0.018531295098364358,0.03278484381735325,0.044087535068393476,2.1219027985353023e-05,0.18423575162887573,0.0069454498254708594,0.002713364490773529,0.017486608051694937,0.030483208829537034,0.041942331918981626,-0.0657736886641942,0.1775260865688324,91
LD,5,L1-0.5,1.0,0.5,0.0020683392384671607,0.00445899852616094,0.007939358245607764,100,64,7.785012706559126,False,False,,0.050100000000000006,0.0045116359026702415,0,0,0.0013200592027169478,0.0009872210503090173,0.0026201677974313515,0.0034670916851609946,0.0070631310902536035,1.3589766240329482e-05,0.009308155626058578,-0.0006534058509896568,1.3699900591745973e-06,2.0618952112272387e-05,2.560091088525951e-05,5.525574088096761e-05,-0.06585484367678873,0.0003307890146970749,60
LD,5,L1-1,1.0,1.0,0.002014923270326108,0.00451153607264132,0.008033273495016147,100,64,7.974691670806357,False,False,,0.050100000000000006,0.0045116359026702415,0,0,0.0013252153634039131,0.0009861492144409567,0.0025935574900358936,0.0034304301370866592,0.007434794497676204,1.3708974620385561e-05,0.009320792742073536,-0.0006482496903026914,3.0973824323154986e-06,4.126141429878773e-05,5.296388990245759e-05,0.00011353950016200849,-0.06597247649915516,0.0007060789503157139,62
LD,5,N4,1.0,0.0,0.019794792668835725,0.004411635902670241,0.00787919481354038,100,64,7.720750915984177,True,False,,0.050100000000000006,0.0045116359026702415,0,0,0.0019734650537066045,0.0010108010028488934,0.0028316540876403454,0.0035375208593904956,0.009864206835627847,1.3470558769768104e-05,0.0661410242319107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LD,6,L0.75-0.5,0.75,0.5,0.010627047884481726,0.005301563238958806,0.008473118389701995,100,64,6.464220281996663,False,True,,0.050100000000000006,0.005431066464350443,0,0,0.007723833614436444,0.0043622434604913,0.01704074796289206,0.02568303821608424,0.06144019234925513,4.970903682988137e-05,0.07000936567783356,0.006359780071306886,0.003194655815605074,0.015566498844418675,0.024010983167681837,0.06066367188759617,-0.009978401707485318,0.06683355243876576,94
LD,6,L0.75-0,0.75,0.0,0.0646910518745426,0.005247056617577073,0.008362506448065687,98,64,6.058784623351707,True,False,,0.050100000000000006,0.005431066464350443,2,0,0.0549591507848163,0.0049158306792378426,0.02859832104295496,0.0640152003616094,0.9866610056161966,4.9828242481453344e-05,2.6575827598571777,0.05359509724168674,0.004155610338784754,0.027670884528197378,0.06314173877763092,0.9844415179104631,2.491381201252807e-05,2.655373987974599,100
LD,6,L0.75-1,0.75,1.0,0.010394483150594169,0.0053808573604783305,0.008748484533157352,100,64,7.551023909179312,False,False,,0.050100000000000006,0.005431066464350443,0,0,0.0072284961016339366,0.004205600591376424,0.0149065504781902,0.0233757959678769,0.05943634111434222,4.9828242481453344e-05,0.06134096533060074,0.005864442558504379,0.002993393427459523,0.013940319011453556,0.021612962364451947,0.05817014874366578,-0.010819234201335348,0.0586648173048161,90
LD,6,L1-0.5,1.0,0.5,0.0023857816333475055,0.0053310716639316524,0.00907167085074434,100,64,8.078379498262075,False,False,,0.050100000000000006,0.005431066464350443,0,0,0.0013640523861067778,0.0008032074838411063,0.0037613271735608598,0.004620000906288622,0.005926718828268376,2.4914430468925275e-05,0.0110483318567276,-1.1570227798074485e-09,0.0,6.367918103933838e-09,1.1898227967321872e-07,1.2037300621159435e-07,-3.5390257835388184e-07,2.3702159523963928e-07,11
LD,6,L1-1,1.0,1.0,0.0023857832311477978,0.005331057203875389,0.009071660235349555,100,64,8.078379498383782,False,False,,0.050100000000000006,0.005431066464350443,0,0,0.001364053564666392,0.0008032074838411063,0.0037613271735608598,0.004620113247074185,0.005926721193827715,2.4914430468925275e-05,0.011048568412661552,2.153683453798294e-11,0.0,5.948822945356876e-09,1.1897645890712738e-07,1.1915108188986778e-07,-1.1915108188986778e-07,1.1915108188986778e-07,10
LD,6,N4,1.0,0.0,0.002385786562808789,0.005331066464350442,0.009071673258176816,100,64,8.078379498221029,True,False,,0.050100000000000006,0.005431066464350443,0,0,0.0013640535431295574,0.0008032074838411063,0.0037613330874592087,0.0046200008830055575,0.005926839462481465,2.4914430468925275e-05,0.011048685759305954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LD,7,L0.75-0.5,0.75,0.5,0.009839441027579596,0.0058139444006428675,0.009741435179421387,100,64,6.634037407899623,False,True,,0.050100000000000006,0.006068044793007721,0,0,0.005721804813474591,0.002780674723908305,0.014392731618136175,0.020495816599577662,0.03079778162762534,3.182837463100441e-05,0.052920863032341,-0.01390779186731379,0.0017713646811898798,0.011965321225579835,0.019764189483248627,0.025302912588231405,-1.8225745332892984,0.052036482840776443,87
LD,7,L0.75-0,0.75,0.0,0.12286863089189864,0.005947628035414709,0.009614466510356579,98,64,6.046946926512481,True,False,,0.050100000000000006,0.006068044793007721,1,0,0.0964128036283364,0.004735676338896155,0.0414094887673855,0.10459675677120682,1.3770814812183667,0.00012051333033014089,6.941659927368164,0.07678320694754802,0.003703669790411368,0.03747789510525766,0.09696345406700851,1.3389777266606884,1.6806625353638083e-05,5.117517948150635,100
LD,7,L0.75-1,0.75,1.0,0.009277759139513364,0.00571192002303178,0.010093621305031775,100,64,8.145250635784128,False,False,,0.050100000000000006,0.006068044793007721,0,0,0.005508299259199703,0.002281738445162773,0.014093173295259477,0.020108152087777848,0.029052953515201926,1.5020257706055418e-05,0.05194509029388428,-0.014121297421588679,0.0016925339004956186,0.012704958079848441,0.019376524971448813,0.023558084475807987,-1.8237667787761893,0.05106071010231972,84
LD,7,L1-0.5,1.0,0.5,0.0022937965928576886,0.005913793236345555,0.010441423561360352,100,64,8.131747119217378,False,False,,0.050100000000000006,0.006068044793007721,0,0,0.0011994091521955851,0.0006790238549001515,0.003151463181711735,0.004274125257506965,0.005688374112360192,2.2649508537142538e-05,0.008076626807451248,-0.018430187528592795,4.765752237290144e-07,2.3559201508760456e-05,3.8420729106292114e-05,0.00010849884245544784,-1.823613068263512,0.00032496312633156776,55
LD,7,L1-1,1.0,1.0,0.010593051656614989,0.005870873994354042,0.010561799046399756,100,64,8.335759521893888,False,False,,0.050100000000000006,0.006068044793007721,0,0,0.001927917521497875,0.000681465957313776,0.003342826850712301,0.00478065761271864,0.008827948989346954,2.3364747903542593e-05,0.07275519520044327,-0.017701679159290506,1.3702810974791646e-06,4.859340842813265e-05,9.047439671121535e-05,0.001271938362624762,-1.8239640155807137,0.0526922307908535,56
LD,7,N4,1.0,0.0,0.020674191563157366,0.005968044793007721,0.010372574507869103,99,64,8.06259590207099,True,False,,0.050100000000000006,0.006068044793007721,0,0,0.019629596680788383,0.0007564535480923951,0.003301372402347626,0.0052572492277249685,0.03810375455767839,2.2053474822314456e-05,1.8241419792175293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LD,8,L0.75-0.5,0.75,0.5,0.010938618547297664,0.005422894787443511,0.010902258262376563,100,64,6.44489484070989,False,True,,0.050100000000000006,0.005572505945363082,0,0,0.007866592125938042,0.00395118398591876,0.01816119980067015,0.028381971642374975,0.06916337631642819,3.0040289857424796e-05,0.07048386335372925,0.0064214192114013715,0.0027698112826328725,0.015898885513888687,0.02614589855947997,0.06563626545714216,-0.005253197916317731,0.06869970075786114,92
LD,8,L0.75-0,0.75,0.0,0.056065344571252354,0.0054156972280452464,0.010851722875713676,100,64,5.969782652856918,True,False,,0.050100000000000006,0.005572505945363082,0,0,0.04819949787983205,0.005116700194776058,0.050870795920491374,0.20430487543344494,0.9663667541742353,9.738924563862383e-05,1.5261268615722656,0.046754324965295385,0.004066556051839143,0.04273554829414956,0.20080723360879343,0.9629796383762761,5.03026858496014e-05,1.5243468638509512,100
LD,8,L0.75-1,0.75,1.0,0.010323846282117301,0.005450594445562729,0.011095325108044563,100,64,7.6962174641084165,False,False,,0.050100000000000006,0.005572505945363082,0,0,0.007508511157611792,0.003418140229769051,0.018325180187821387,0.027884642966091607,0.06897591434419158,1.811964830267243e-05,0.07371099293231964,0.006063338243075122,0.0021715902257710695,0.01566675346693957,0.025051087336032646,0.06544880348490555,-0.005817127472255379,0.07192683033645153,87
LD,8,L1-0.5,1.0,0.5,0.002188518936454784,0.005472482016102731,0.011579103009808023,100,64,7.95971020337437,False,False,,0.050100000000000006,0.005572505945363082,0,0,0.001445175256812945,0.0008726478554308414,0.0034045253647491335,0.0045602561440318806,0.008871506974101082,4.708655978902243e-05,0.011944202706217766,2.3422762751579286e-09,0.0,0.0,5.937181413173338e-09,2.398248761892331e-07,-1.1909287422895432e-07,4.7124922275543213e-07,5
LD,8,L1-1,1.0,1.0,0.002188520149211399,0.005472509384617297,0.011579105727378192,100,64,7.959710203507553,False,False,,0.050100000000000006,0.005572505945363082,0,0,0.0014451764369732701,0.0008726478554308414,0.0034045253647491335,0.004560368950478731,0.008871389878913775,4.708655978902243e-05,0.011944202706217766,3.52243660017848e-09,0.0,0.0,1.1875526979565621e-07,2.398248761892331e-07,-2.380693331360817e-07,4.7124922275543213e-07,7
LD,8,N4,1.0,0.0,0.002188520412018988,0.005472505945363082,0.011579096023069724,100,64,7.959710203329487,True,False,,0.050100000000000006,0.005572505945363082,0,0,0.00144517291453667,0.0008726478554308414,0.0034043116262182592,0.0045602561440318806,0.008871502261608854,4.708655978902243e-05,0.01194373145699501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LD,9,L0.75-0.5,0.75,0.5,0.009611084911884973,0.006260485278971828,0.012335267470007238,100,64,6.70820908422962,False,True,,0.050100000000000006,0.006612966569630408,0,0,0.0060964506359050576,0.0026717225555330515,0.014384280797094107,0.018966390285640948,0.050020181164145666,1.8954096958623268e-05,0.08833156526088715,0.0035716635190328814,0.0016692722274456173,0.010142899939091888,0.015839651745045556,0.029446411905228252,-0.04416459798812866,0.04724328685551882,90
LD,9,L0.75-0,0.75,0.0,0.0950032531179022,0.006353464833068756,0.012184566729274593,99,64,6.311208614558309,True,False,,0.050100000000000006,0.006612966569630408,1,0,0.07120088100615249,0.003314479603432119,0.02890146113932133,0.07474781610071654,0.6504201889038336,0.00010740180005086586,5.478550910949707,0.06867609388928031,0.002347034926060587,0.025539296102942925,0.07432841455374722,0.6314696410857384,-8.581715519540012e-06,5.346054747700691,99
LD,9,L0.75-1,0.75,1.0,0.008933514036689303,0.006187602482782495,0.012636069433710873,100,64,7.778574029968959,False,False,,0.050100000000000006,0.006612966569630408,0,0,0.005164361512706819,0.002630823291838169,0.01270797625184061,0.01827010819688439,0.03120043665170679,2.2291887944447808e-05,0.04959689825773239,0.002639574395834643,0.0016040834307204932,0.010342386626871314,0.016094354324741288,0.030538152390509,-0.1301972339861095,0.047206987626850605,89
LD,9,L1-0.5,1.0,0.5,0.0019502837241452654,0.0065039416873560185,0.013047346530129289,100,64,8.448592441343516,False,False,,0.050100000000000006,0.006612966569630408,0,0,0.0012146309412855772,0.0007546080159954727,0.0023209557635709647,0.0037286358186975122,0.007184179858304613,1.764281842042692e-05,0.017452126368880272,-0.0013101561755865987,2.979068085551262e-07,6.947468500584367e-06,9.107496589422223e-06,2.868611598387378e-05,-0.1306615473004058,6.259139627218246e-05,56
LD,9,L1-1,1.0,1.0,0.001928726001351606,0.006496025720139187,0.013056589940333652,100,64,8.548740726171939,False,False,,0.050100000000000006,0.006612966569630408,0,0,0.0011987595463506294,0.0007270908681675792,0.0023178634699434044,0.0037731956923380493,0.007173741408623807,1.7523612768854946e-05,0.017111405730247498,-0.0013260275705215463,6.552872946485877e-07,1.4121850836090748e-05,1.8712934979703272e-05,5.858473246917165e-05,-0.1319500954123214,0.0001286230981349945,56
LD,9,N4,1.0,0.0,0.014016333897598088,0.006512966569630407,0.013051788797383779,100,64,8.414944819667177,True,False,,0.050100000000000006,0.006612966569630408,0,0,0.0025247871168721757,0.0007553822943009436,0.0024057144997641456,0.003792412509210406,0.01895054781809508,1.7762025890988298e-05,0.1324961632490158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LD,10,L0.75-0.5,0.75,0.5,0.009389311186678241,0.0062505985136454,0.013540887085582654,100,64,6.918626675414777,False,True,,0.050100000000000006,0.006407644909156807,0,0,0.007018607742465975,0.0025467502418905497,0.016844473779201515,0.01848579999059439,0.031497631035745856,4.255681051290594e-05,0.1691027134656906,-0.007957695833028992,0.001647150405915454,0.014750976330833518,0.01701727580220904,0.025073146661744206,-1.2989539270638488,0.15753069054335356,87
LD,10,L0.75-0,0.75,0.0,0.14155905032355803,0.00627118893135048,0.013332296781072728,98,64,6.262408479181661,True,False,,0.050100000000000006,0.006407644909156807,1,0,0.07815550493887713,0.00460605276748538,0.04903882145881655,0.1113607186824083,2.5715133094787634,4.2914423829643056e-05,3.3140907287597656,0.06317920136338216,0.003366148128407076,0.04250295016681783,0.09093946700450026,2.019800874525684,1.3350956578506157e-05,2.5549117857590318,100
LD,10,L0.75-1,0.75,1.0,0.008218835649749963,0.006310263907607805,0.013988933022574201,100,64,8.591641310724215,False,False,,0.050100000000000006,0.006407644909156807,0,0,0.006800807447048101,0.0020565087907016277,0.01587849352508785,0.018987790681421753,0.03163524070754726,6.9141146923357155e-06,0.18361954391002655,-0.008175496128446867,0.001368444791296497,0.014870936755323786,0.017415543360402803,0.02521075633354561,-1.2993497252755333,0.1720475209876895,82
LD,10,L1-0.5,1.0,0.5,0.0022668148309458046,0.006337402176995965,0.014056353075943662,100,64,8.519325799809263,False,False,,0.050100000000000006,0.006407644909156807,0,0,0.0014074858534513623,0.0007939799106679857,0.0031846541445702315,0.0051472600549459435,0.009932765420526266,2.992108420585282e-05,0.010076014325022697,-0.013568817722043604,-5.960100679658353e-08,2.187646459788091e-05,5.0366678624413905e-05,8.77879001200205e-05,-1.2994155082269572,0.00020267395302653313,49
LD,10,L1-1,1.0,1.0,0.0021846148633630946,0.006381435234857236,0.014144489781074299,100,64,9.008566027384806,False,False,,0.050100000000000006,0.006407644909156807,0,0,0.0013482003564786282,0.0008135108218993992,0.0030833578901365405,0.005070470343343911,0.008771060565486556,3.015949550899677e-05,0.009901219978928566,-0.013628103219016339,-5.960100679658353e-08,4.4267962221056354e-05,0.00010368280636612325,0.0001838444662280393,-1.2995914274433744,0.0004213303327560425,49
LD,10,N4,1.0,0.0,0.022416529799666022,0.0063076449091568065,0.014033544919811902,99,64,8.349877972507493,True,False,,0.050100000000000006,0.006407644909156807,0,0,0.014976303575494967,0.0008680030587129295,0.004047544160857808,0.007280652597546572,0.05967155281454965,2.95634672511369e-05,1.2996950149536133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TD,1,N4,1.0,0.0,0.003404614371538628,,0.0017209079930182725,100,0,7.61165279863614,True,True,,0.050100000000000006,,0,0,0.0014505088787700516,0.0008624052279628813,0.003005916834808887,0.004103520512580871,0.006732942759990713,6.8662193370983e-05,0.010831019841134548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TD,1,T0.75-0.5,0.75,0.5,0.25353192692622545,,0.0038473971726489253,97,0,13.454891627852016,False,False,,0.050100000000000006,,3,0,0.10467408102682384,0.005398092092946172,0.056896027177572334,0.15392275676131212,2.927233839035041,0.0001070442158379592,4.314846992492676,0.10322357214805379,0.004027482442324981,0.05187883569597047,0.1537767241243269,2.9212708314834233,-0.005294796545058489,4.3127697836607695,87
TD,1,T0.75-0,0.75,0.0,1.6938867117278278,,0.0027979563020039677,76,0,11.215767307236897,True,False,,0.050100000000000006,,24,0,1.4058243265852797,0.2935422360897064,3.7298129081726183,5.969655418395992,11.411200160980247,0.0010436094598844647,15.684614181518555,1.4043738177065097,0.29000725311925635,3.7259869579225886,5.969133551546834,11.409141184209169,0.0004813381237909198,15.684360178769566,100
TD,1,T0.75-1,0.75,1.0,0.037307353121286725,,0.006856624935608124,100,0,18.621388937979713,False,False,,0.050100000000000006,,0,0,0.002016859116993146,0.0008504945144522935,0.0033151487354189193,0.00538540941197425,0.018953452501446165,6.329813186312094e-05,0.04909399896860123,0.0005663502382230945,-2.18679488170892e-05,0.0026221491978503783,0.0038312949182000007,0.014835122791119065,-0.009765618131496012,0.04309174092486501,48
TD,1,T1-0.5,1.0,0.5,0.10468066572095268,,0.006128303208186026,99,0,16.858019944345468,False,False,,0.050100000000000006,,1,0,0.029949911620460627,0.0023456697817891836,0.02112606186419728,0.03434094469994307,0.23791909977794692,2.658331868587993e-05,2.1727867126464844,0.028499402741690574,0.0012797484523616731,0.019426315324380997,0.032893069180863675,0.23703896140680714,-0.009157768450677395,2.166784454602748,75
TD,1,T1-0,1.0,0.0,0.72568954130169,,0.005124941942767691,88,0,14.954356409877144,True,False,,0.050100000000000006,,12,0,0.5116035104753973,0.05432300642132759,1.480003547668458,3.336721527576446,5.146807823181156,0.00017069313616957515,5.797286510467529,0.5101530015966272,0.05234855647722725,1.4791962361196067,3.336321660780231,5.140844815629538,-5.350064020603895e-05,5.795209301635623,98
TD,1,T1-1,1.0,1.0,0.02686395191703923,,0.009390619826717739,100,0,21.584091800666858,False,False,,0.050100000000000006,,0,0,0.0015376705096423393,0.000770748476497829,0.0034010668983683002,0.0047147114295512434,0.009737444734200924,4.7444173105759546e-05,0.026926342397928238,8.716163087228779e-05,-0.00011647089559119195,0.0023735235794447376,0.0034192029277619433,0.005619115023873826,-0.009926034894306213,0.02092408435419202,43
TD,2,N4,1.0,0.0,0.026622378780157305,0.0015802247926330892,0.0038239335715388734,100,64,7.71136987798354,True,True,,0.050100000000000006,0.0016802247926330893,0,0,0.006550880679860711,0.0006678853824269027,0.0024775514379143737,0.007113244524225592,0.1215853514522326,0.00011276562872808427,0.3540442883968353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TD,2,T0.75-0.5,0.75,0.5,0.3097449587646406,0.001790863814903787,0.0056670889043743955,97,64,13.164708515905945,False,False,,0.050100000000000006,0.0016802247926330893,3,0,0.26662588070859783,0.0032894641626626253,0.037237152457237396,0.18589397966861707,7.823952631950389,0.00018094333063345402,9.815464973449707,0.2600750000287371,0.0023972158669494092,0.03664176031597904,0.18470770958811028,7.815721422173093,-0.3525124308653176,9.696227692067623,87
TD,2,T0.75-0,0.75,0.0,1.640255123274401,0.001601779867996811,0.004871324718010328,80,64,10.893824227102906,True,False,,0.050100000000000006,0.0016802247926330893,20,0,1.3907556019545881,0.13021310418844223,4.7058254241943365,8.899207258224482,13.137782659530641,0.0004366874636616558,13.388790130615234,1.3842047212747275,0.12981562138884328,4.705422663505305,8.898820478990087,13.01958080193028,-0.28490281105041504,13.373095227405429,98
TD,2,T0.75-1,0.75,1.0,0.05813226551035768,0.0022119898894175094,0.00812370013409236,100,64,18.363332550292935,False,False,,0.050100000000000006,0.0016802247926330893,0,0,0.0018775295811065008,0.0005878270021639764,0.0023910143645480293,0.004079556302167475,0.036951879225671384,8.189342770492658e-05,0.054868198931217194,-0.004673351098754211,-0.0001766706700436771,0.000876450029318221,0.0020463844179175795,0.009076354197459297,-0.3538012501958292,0.009572555311024189,38
TD,2,T1-0.5,1.0,0.5,0.16397252844180912,0.0018742484729727948,0.0076545335058426645,98,64,16.50189217500877,False,False,,0.050100000000000006,0.0016802247926330893,2,0,0.11203738238065852,0.0013587757712230086,0.015341860335320244,0.09242373220622534,4.761502151489262,0.0001110968878492713,5.602906227111816,0.10548650170079782,0.000773755440604873,0.014974310909747154,0.09194383380381617,4.693957774192099,-0.3513327380642295,5.4836689457297325,73
TD,2,T1-0,1.0,0.0,0.8352377739408985,0.0016743330869530837,0.006963043126006596,90,64,14.525098968458027,True,False,,0.050100000000000006,0.0016802247926330893,10,0,0.7105652864393778,0.02969205752015114,1.0415259003639226,4.8702542066574,11.581506118774419,0.00028320116689428687,12.410115242004395,0.7040144057595171,0.028622756726690568,1.040694409873686,4.869449784337474,11.513961741477255,-0.25324733555316925,12.29087796062231,97
TD,2,T1-1,1.0,1.0,0.05238238814243232,0.0024015898795823887,0.010122459103513393,100,64,21.361514021984448,False,False,,0.050100000000000006,0.0016802247926330893,0,0,0.0015172327782420325,0.0005471996846608818,0.0022628189995884907,0.004104892234317954,0.014429670358076853,5.054346183896996e-05,0.04564942046999931,-0.005033647901618679,-0.0002202380492235534,0.0008298157656099652,0.0020811136644624624,0.006819963940652091,-0.35390327374625485,0.007604607380926609,36
TD,3,N4,1.0,0.0,0.0026307728864776434,0.012278749113193044,0.006022348446322212,100,64,7.8385920077260876,True,True,,0.050100000000000006,0.012378749113193043,0,0,0.0016508737414551433,0.0006519814196508378,0.00327991561498493,0.006242760340683157,0.009560675388202195,2.3007127310847864e-05,0.033706627786159515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TD,3,T0.75-0.5,0.75,0.5,0.06859474997239885,0.013275121277956714,0.007065013848546187,99,64,13.059084648204239,False,False,,0.050100000000000006,0.012378749113193043,1,0,0.021237284372764408,0.002851645927876234,0.022884689085185532,0.05307920910418033,0.5794586998224268,6.69933797325939e-05,0.7660720348358154,0.019586410631309264,0.0012586667417053832,0.02218323296983727,0.05030018639517947,0.5740223027963667,-0.021790106780827045,0.7659528326475993,84
TD,3,T0.75-0,0.75,0.0,0.9200589131232119,0.013579778369489759,0.006223997259326097,86,64,10.828684588379923,True,False,,0.050100000000000006,0.012378749113193043,14,0,0.6531446584082733,0.10279131308197975,1.9396044731140145,2.7678342580795245,7.229117541313181,0.000200609109015204,9.136337280273438,0.6514937846668181,0.10187291725014802,1.9383674171986067,2.7655086039063423,7.227479761455917,0.0001230068737640977,9.130847174208611,100
TD,3,T0.75-1,0.75,1.0,0.01821628110628808,0.013696711724946908,0.009341569665025418,100,64,18.176290535569727,False,False,,0.050100000000000006,0.012378749113193043,0,0,0.0011067905622985563,0.0005608416104223579,0.0025282301940023925,0.00369794548023492,0.009300643419846901,2.7417760065873154e-05,0.011152667924761772,-0.000544083179156587,-0.00010042096982942894,0.0014392986005987045,0.003058940579649061,0.009173051035031682,-0.032885374675970525,0.010194446076638997,40
TD,3,T1-0.5,1.0,0.5,0.026932087079039775,0.015078957692594486,0.00873655980581134,100,64,16.36491775057012,False,False,,0.050100000000000006,0.012378749113193043,0,0,0.004578485653710231,0.0017027652356773615,0.008615772891789676,0.010982759064063428,0.04194228962063821,2.610649426060263e-05,0.10254177451133728,0.002927611912255088,0.0003967533557442948,0.007682660737191329,0.009212220617337152,0.039022892680950765,-0.027037342078983784,0.09705166844651103,69
TD,3,T1-0,1.0,0.0,0.32014938596403225,0.017054213838832766,0.007898881013034043,94,64,14.438246118664026,True,False,,0.050100000000000006,0.012378749113193043,6,0,0.16972854927575098,0.01931653544306755,0.44957305788993845,1.261887717247009,1.78881599783898,9.929640509653836e-05,2.94169282913208,0.16807767553429584,0.018133390913135372,0.4191619239223659,1.2612327571667263,1.7863478675414868,-0.00030343024991452694,2.936202723067254,98
