arm,contrast,metric,denominator,before,after,delta_pp,lost,gained,both_success,both_failure,conditional_loss_denominator,conditional_recovery_denominator,new_nll_delta_mean,new_nll_delta_median,new_nll_delta_p90,new_nll_delta_p95,new_nll_delta_p99,new_nll_delta_min,new_nll_delta_max,true_nll_delta_mean,true_nll_delta_median,true_nll_delta_p90,true_nll_delta_p95,true_nll_delta_p99,true_nll_delta_min,true_nll_delta_max,desired_margin_delta_mean,desired_margin_delta_median,desired_margin_delta_p90,desired_margin_delta_p95,desired_margin_delta_p99,desired_margin_delta_min,desired_margin_delta_max,desired_NLL_harmed,batch,future_batches
L4D,ATWRITE_TO_W10,PS,200,194,195,0.5,0,1,194,5,194,6,-0.1511839338231948,-0.0006700997182633728,0.35313147902488695,0.7316845059394835,2.047070416212082,-10.41549837589264,2.8818798065185547,-0.17896373629570006,-0.20841002464294434,0.9200719833374021,1.419234561920164,2.0730984830856287,-6.600672245025635,3.330796241760254,-0.027779802472505253,-0.06560707092285156,1.4236445665359494,1.7555702297948301,3.816530263125895,-3.3141030874103308,4.1933746337890625,94,1,9
L4D,ENTRY_TO_ATWRITE,NS,1000,886,865,-2.1,24,3,862,111,886,114,-0.569141544068465,-0.25516557693481445,0.21509981155395508,0.32981567382812477,0.8172049713134765,-14.52303369063884,1.468414306640625,-0.022698554491624237,-0.05694982409477234,0.4447978496551516,0.8387987375259395,2.7601346516609175,-6.3657050132751465,12.574546247720718,-0.5464429895768408,-0.14300131797790527,0.318887758255005,0.5407465457916256,1.0740420622006057,-26.096708786673844,2.508028507232666,411,1,
L4D,ATWRITE_TO_W10,NS,1000,865,823,-4.2,60,18,805,117,865,135,-1.246416832675226,-0.8477516174316406,0.8414246082305912,1.6210804462432817,4.252577810287475,-14.510236501693726,9.07801103591919,0.05406511239014799,-0.10410439968109131,2.0973981022834782,3.743461204320192,7.645157227516173,-7.123269081115723,11.43946647644043,-1.300481945065374,-0.639521598815918,1.176144361495972,1.8028886750340445,3.0450737339258187,-21.76388907432556,7.413274765014648,448,1,9
L4D,ENTRY_TO_ATWRITE,RS,100,11,100,89.0,0,89,11,0,11,89,-10.959033787241205,-10.925338965433184,-6.329515347513369,-5.732147637067828,-3.7022786370245604,-20.642571181815583,-1.1131531634600833,10.32665839354042,10.485099848359823,16.91307535171509,18.64441191293299,20.568964473605156,-2.211857318878174,20.796902120113373,21.285692180781624,20.601369483527378,29.360651981824777,31.88233261200148,34.54154202525272,5.6584452502429485,35.793800736544654,0,2,
L4D,ATWRITE_TO_W10,RS,100,100,100,0.0,0,0,100,0,100,0,0.05788951432223257,5.2486167987808585e-05,0.0014419416547752921,0.0064462352165719295,1.8128819332271864,-0.003136489074677229,2.785351902246475,-0.22719723463058472,-0.1287689208984375,0.8307939529418946,1.0529462337493896,2.216700525283824,-2.923552989959717,4.198631286621094,-0.28508674895281727,-0.1287746477901237,0.8311954783479452,1.052535377186723,2.2161328524922386,-4.467316769063473,4.199006092945638,59,2,8
L4D,ENTRY_TO_ATWRITE,PS,200,28,183,77.5,0,155,28,17,28,172,-8.355064050220536,-8.180475546047091,-3.4788503080606463,-2.719101867545398,-0.852413307130338,-18.203555464744568,2.589409351348877,4.910633578915149,4.950198650360107,10.968189454078674,12.742239975929246,17.560963721796863,-4.367305755615234,18.317970156669617,13.265697629135683,13.090268534957431,21.432641720771787,24.945693254750214,28.721104181161493,-1.6764631271362305,30.09918570506852,1,2,
L4D,ATWRITE_TO_W10,PS,200,183,183,0.0,3,3,180,14,183,17,-0.1025292390974937,-0.005403958028182387,0.1629767656326293,0.4767411947250335,1.7815242528915363,-3.9276033639907837,3.637861728668213,0.1424776715040207,0.015172958374023438,1.1207603931427,1.868931329250334,3.108835420608518,-3.6439714431762695,3.8870584219694138,0.2450069106015144,0.08688035979866982,1.2656860545277582,2.2200372092425824,4.956826747059821,-2.7533462047576904,5.725366711616516,75,2,8
L4D,ENTRY_TO_ATWRITE,NS,1000,881,869,-1.2,16,4,865,115,881,119,-0.3867192283645272,-0.19683837890625,0.23302803039550807,0.4276498317718504,0.9431135129928585,-16.722236417233944,6.630127906799316,-0.0518352830063086,-0.05004143714904785,0.32218341827392577,0.5294482350349426,1.689019489288328,-2.787692070007324,11.066149711608887,-0.33488394535821864,-0.11662530899047852,0.35678116679191596,0.5924100399017334,1.2050982862710944,-21.815537951886654,5.587435722351074,405,2,
L4D,ATWRITE_TO_W10,NS,1000,869,812,-5.7,70,13,799,118,869,131,-1.2459445926407935,-0.8742721080780029,0.672918796539307,1.4062684059143062,3.7136075019836414,-13.633359565399587,10.342295587062836,0.21729961091803854,-0.02553403005003929,2.0216100931167618,3.552103113383052,9.535988535881039,-6.105013847351074,20.00629758834839,-1.463244203558832,-0.7743418216705322,0.9062412658706317,1.6222266435623167,3.464571947157383,-24.404310598038137,9.846243798732758,477,2,8
L4D,ENTRY_TO_ATWRITE,RS,100,8,100,92.0,0,92,8,0,8,92,-10.303758386650735,-10.100733695056988,-5.730859209696063,-4.328032874152996,-1.7992546945063712,-19.903257102356292,-0.023124399813241325,10.288467420588713,10.694926977157593,15.21565184593201,16.533145093917845,19.44802341207862,-1.0933809280395508,19.84639374911785,20.592225807239448,19.722946859896183,28.964817917137406,29.83017464931472,32.64383782108897,1.9817320734582609,33.97698053170461,0,3,
L4D,ATWRITE_TO_W10,RS,100,100,100,0.0,0,0,100,0,100,0,0.060113640414328984,5.7963799918070436e-05,0.0017186755518196193,0.0031483667786233126,0.08061246080559914,-0.002915474819019437,5.943791426718235,-0.15105028629302977,-0.14489364624023438,0.5561700820922852,0.7036692142486571,0.9876422882080139,-2.434988021850586,2.1632823944091797,-0.21116392670735876,-0.1451759513875004,0.5562394640815911,0.7038169348103109,0.9876387011740069,-6.1810808554291725,2.163643330830382,71,3,7
L4D,ENTRY_TO_ATWRITE,PS,200,24,190,83.0,0,166,24,10,24,176,-8.402439289965768,-8.193520724773407,-4.233493867889047,-2.4726074099540716,-0.48212404251098706,-16.944182634353638,1.2261962890625,5.2054244243167345,4.631080508232117,12.414068508148192,13.72615684270858,19.511841662228104,-6.47903835773468,21.197812244296074,13.607863714282503,12.541158020496368,23.036505756899714,25.555970680527388,31.96126416583574,-0.11459922790527344,36.491511253931094,1,3,
L4D,ATWRITE_TO_W10,PS,200,190,192,1.0,1,3,189,7,190,10,0.0008989426117477706,-0.0005903015844523907,0.2751555621623992,0.4695242285728445,2.083744463920582,-2.0716272369027138,4.2702813148498535,0.07692612539976836,0.08412885665893555,0.8468430042266843,1.2808177947998047,1.7167376661300533,-2.6305341720581055,3.8961586952209473,0.07602718278802058,0.08504324778914452,0.9873139690607786,1.3241900710389014,2.762079739719624,-3.1784608364105225,4.0108625292778015,93,3,7
L4D,ENTRY_TO_ATWRITE,NS,1000,880,861,-1.9,22,3,858,117,880,120,-0.526885104894638,-0.23799777030944824,0.17141523361206057,0.30864231586456287,0.7308806228637683,-13.454598188400269,6.895205497741699,-0.04590366540139075,-0.04333341121673584,0.3139987230300906,0.5852850317955016,2.305694055557248,-4.529158592224121,8.553808033466339,-0.4809814394932473,-0.16383957862854004,0.2736910820007325,0.44395272731780994,1.0487916994094837,-15.619824886322021,4.172236442565918,393,3,
L4D,ATWRITE_TO_W10,NS,1000,861,804,-5.7,68,11,793,128,861,139,-0.9713503418134933,-0.614783763885498,0.8342709541320803,1.3751341104507442,2.582270510196683,-14.725793641875498,12.024569511413574,0.24909494927019113,-0.040620580315589905,1.8796197354793551,3.2215052485465954,7.980680003762245,-6.181096792221069,14.985525008291006,-1.2204452910836845,-0.5073757171630859,0.8951292753219605,1.4213069736957544,2.500269408226012,-26.32399563200306,5.857418060302734,464,3,7
L4D,ENTRY_TO_ATWRITE,RS,100,13,100,87.0,0,87,13,0,13,87,-9.8539933959645,-10.085574075870682,-5.125792926338906,-3.3197977539850423,-2.420497680246771,-21.35680668381974,-2.272289877058938,10.411561579192057,10.895735383033752,16.21640299186111,17.458699274063108,22.440384373664862,-5.650676727294922,23.46278953552246,20.265554975156554,20.05046939913882,28.433364476835422,30.76717530156602,35.10279693727123,7.3984574638307095,41.38134268281283,0,4,
L4D,ATWRITE_TO_W10,RS,100,100,100,0.0,0,0,100,0,100,0,0.00491117883088009,1.4180684956954792e-05,0.0006143322912976148,0.0010507978673558681,0.008614886659199981,-0.0015419383998960257,0.4869879228062928,-0.05591825008392334,0.07367610931396484,0.6386070251464854,1.2441561698913572,1.715719900131226,-8.700872421264648,1.777155876159668,-0.06082942891480343,0.07357241806312231,0.6386585751053655,1.2447787306969984,1.715829009048612,-9.187860344070941,1.778697814559564,55,4,6
L4D,ENTRY_TO_ATWRITE,PS,200,32,196,82.0,0,164,32,4,32,168,-7.754714404366314,-7.674312123679556,-3.2778957347822146,-2.2614099415019164,-0.7623328391835124,-17.860552698373795,-0.387725830078125,6.199313644516515,5.874589174985886,12.25974161028862,13.884601759910579,16.39573436260221,-7.039542198181152,22.651838302612305,13.954028048882828,13.837947474967223,21.627169592049903,24.59125914541073,31.734663975827857,0.24097537994384766,34.73365053650923,0,4,
L4D,ATWRITE_TO_W10,PS,200,196,195,-0.5,1,0,195,4,196,4,-0.048415511589009835,-0.0008705041836947203,0.10913386344909656,0.21578960344195308,0.5495427751541124,-1.7578973770141602,0.7223138809204102,0.0013743174076080323,-0.014812946319580078,0.8687948226928709,1.071743440628051,2.8801136493682775,-3.859762191772461,4.3914899826049805,0.04978982899661787,0.00242058839648962,0.9681022165575995,1.2870302021503448,3.8727930628508305,-3.9967955350875854,4.393130511045456,83,4,6
L4D,ENTRY_TO_ATWRITE,NS,1000,843,811,-3.2,34,2,809,155,843,157,-0.3990472615065519,-0.1568317413330078,0.23719744682312013,0.4001268386840816,1.095843911170959,-16.24606840312481,15.101085662841797,0.13919133321836125,-0.0010691843926906586,0.5121534883975983,1.2452538490295393,5.016155509948729,-4.758941888809204,12.434723258018494,-0.5382385947249131,-0.15629368647933006,0.32685554623603824,0.5073986053466796,1.4322401762008663,-25.39268526667729,7.716611862182617,496,4,
L4D,ATWRITE_TO_W10,NS,1000,811,756,-5.5,72,17,739,172,811,189,-0.7465363878338176,-0.46190106868743896,0.682806396484375,1.134862041473388,2.5264522171020505,-12.182563066482544,10.441595554351807,0.31855156743107366,0.02878040447831154,1.7785736441612248,3.3267216444015486,7.188843568563459,-5.675985813140869,14.992421615868807,-1.0650879552648913,-0.4369544982910156,0.8064296245574951,1.3140741348266587,2.9295824289321892,-24.00931089464575,5.890908718109131,528,4,6
L4D,ENTRY_TO_ATWRITE,RS,100,8,100,92.0,0,92,8,0,8,92,-10.090506839451555,-9.952049899264239,-6.6094971541548135,-5.349969114566921,-1.5603469224574589,-19.21183695626678,-0.28431737790378975,10.534350958587602,10.53275116533041,15.790069293975831,16.86515575647354,20.733872643113138,-0.3076009750366211,21.147988200187683,20.624857798039155,20.535252878340543,27.560353218892125,27.737622106260094,32.30678571650995,10.492615028400905,39.6533171160263,0,5,
L4D,ATWRITE_TO_W10,RS,100,100,100,0.0,0,0,100,0,100,0,0.00023139020071539563,-3.158569597871974e-06,0.0006301380606601035,0.0019789138576015823,0.01392182706855238,-0.017153252847492695,0.014886294025927782,0.01017582893371582,0.06436729431152344,0.6799477577209474,0.8018820285797118,1.3447456264495874,-3.155895233154297,1.813603401184082,0.009944438733000424,0.06361989166180138,0.6804101941117552,0.8019143859681206,1.3448895510504397,-3.157862316351384,1.8307566540315747,48,5,5
L4D,ENTRY_TO_ATWRITE,PS,200,28,193,82.5,0,165,28,7,28,172,-7.667879726660467,-7.523487150669098,-3.4532003879547144,-1.8019521236419702,-0.4691962051391622,-15.367236256599426,0.6331591606140137,5.121362057458609,4.828822612762451,11.599068461917339,12.809176746010777,15.4968126630783,-5.693942546844482,18.148444771766663,12.789241784119076,12.556339621543884,21.335789958480746,22.76113463006913,26.147300683901552,0.013239860534667969,27.023099803132936,1,5,
L4D,ATWRITE_TO_W10,PS,200,193,194,0.5,1,2,192,5,193,7,0.030751406089548253,-0.0003362932475283742,0.16371967792510983,0.45299608707427913,1.1528909349441452,-1.661651611328125,14.814038187265396,0.09297859221696854,0.03276872634887695,0.73093204498291,1.0949503421783444,1.6052586078643698,-1.6286334991455078,5.895116806030273,0.06222718612742028,0.07371723279356956,0.8296315399929879,1.1537789791822426,2.0350586473941803,-8.918921381235123,2.7086873593507335,93,5,5
L4D,ENTRY_TO_ATWRITE,NS,1000,866,859,-0.7000000000000001,9,2,857,132,866,134,-0.42501039637625215,-0.18578290939331055,0.1838896751403809,0.32430891990661564,0.9017762947082512,-11.561120748519897,2.5837860107421875,0.03621979574894067,-0.008376359939575195,0.3924729943275452,0.7265408515930171,1.9600090718269334,-2.3437247276306152,9.141571521759033,-0.46123019212519284,-0.17795610427856445,0.22303839921951302,0.38563336506485935,1.0369806620478628,-12.248441815376282,2.2089803218841553,465,5,
L4D,ATWRITE_TO_W10,NS,1000,859,805,-5.4,61,7,798,134,859,141,-0.5386002199207433,-0.3348839282989502,0.7720118522644048,1.4091509580612178,3.0808123445510827,-9.673946380615234,8.865076065063477,0.2525328381842701,-0.010699748992919922,1.3970958590507514,2.4809865236282342,7.387371180653569,-3.9972927570343018,12.73962177336216,-0.7911330581050133,-0.31302881240844727,0.8458074510097507,1.2583180248737331,2.51515880420804,-17.748038738965988,6.086974680423737,491,5,5
L4D,ENTRY_TO_ATWRITE,RS,100,12,100,88.0,0,88,12,0,12,88,-10.390391770106653,-10.446020537885488,-5.473014348107243,-5.039133694463818,-1.866907561907425,-19.867148557445034,-1.2236141720204614,10.292931872978807,10.152645230293274,15.749002385139468,17.27275012731552,19.390882849544298,-2.662313461303711,21.68028663098812,20.68332364308546,20.40280647567124,27.20455303230265,29.35116532155516,33.359854675383836,1.4419069474097341,35.05370683615911,0,6,
L4D,ATWRITE_TO_W10,RS,100,100,100,0.0,0,0,100,0,100,0,0.0005814654319692636,2.8301197744440287e-05,0.0007138053886592389,0.0009529571048915381,0.002629754263907893,-0.0006604257505387068,0.04562638234347105,-0.136831955909729,-0.03633546829223633,0.304563331604004,0.41517257690429676,0.6904740715026874,-2.693471908569336,1.0412721633911133,-0.13741342134169826,-0.03639218427997548,0.30474514068919245,0.4153884196537546,0.6911280693722092,-2.739098290912807,1.0412898010399658,60,6,4
L4D,ENTRY_TO_ATWRITE,PS,200,29,192,81.5,0,163,29,8,29,171,-8.1132473828824,-8.119819343090057,-3.6766668319702154,-2.4533666610717897,-0.18954485893250161,-18.275176614522934,0.7612242698669434,5.126135134305805,4.856719948351383,10.524412822723388,12.963658213615416,15.38240625858307,-5.010772228240967,16.680260181427002,13.239382517188206,13.160603046417236,21.16829673461616,23.493723654327912,27.155335947810652,0.044121742248535156,31.53396126627922,2,6,
L4D,ATWRITE_TO_W10,PS,200,192,194,1.0,1,3,191,5,192,8,-0.0014012305125652347,0.000315242912620306,0.2355338335037231,0.33985440731048466,1.2183881020545955,-1.0955264568328857,2.522423505783081,-0.05557871818542481,-0.0954732894897461,0.5045241355895994,0.8080943107604968,1.1852877998352043,-2.312831401824951,1.4790172576904297,-0.05417748767285957,-0.05636594723910093,0.5476265124976634,0.7952880366472526,1.2872451621224155,-3.5306203365325928,1.6323150396347046,103,6,4
L4D,ENTRY_TO_ATWRITE,NS,1000,821,806,-1.5,21,6,800,173,821,179,-0.3261258163731545,-0.14162540435791016,0.23705673217773449,0.42015883922576835,1.0691267871856684,-7.7997283935546875,3.7487592697143555,0.04135803543310612,-0.004598557949066162,0.43650012016296397,0.6946999967098229,2.066632905006408,-2.030533790588379,8.779524326324463,-0.36748385180626064,-0.13515043258666992,0.33180426955223086,0.5986683130264282,0.9499464178085325,-14.518713284283876,1.7345463335514069,478,6,
L4D,ATWRITE_TO_W10,NS,1000,806,785,-2.1,35,14,771,180,806,194,-0.37132952559553084,-0.23488473892211914,0.6574227333068847,0.9340772867202755,1.7740339326858512,-13.099884271621704,8.182207107543945,0.12853923157369718,-0.039110392332077026,1.013840884715319,1.9098788857459994,5.735717824548483,-3.6710619926452637,10.20750617980957,-0.4998687571692281,-0.16891002655029297,0.7282372474670411,1.0670581921935076,1.8509732913970947,-17.211733356118202,2.7542989253997803,441,6,4
L4D,ENTRY_TO_ATWRITE,RS,100,9,100,91.0,0,91,9,0,9,91,-9.736451124792884,-9.662965310402797,-4.591800195362884,-3.289524364991715,-1.7442474574749915,-17.941238759434782,-1.285476869001286,10.88892675442272,10.780931949615479,16.70701786205173,18.127966797351835,21.50428991556169,-7.3970232009887695,23.912742614746094,20.625377879215602,20.37189799643238,29.2527135629789,32.08480275406,36.073762510985254,7.9830982349812984,36.33013681322336,0,7,
L4D,ATWRITE_TO_W10,RS,100,100,100,0.0,0,0,100,0,100,0,0.00011916163332898578,1.5851397620281205e-05,0.0005041281110607102,0.00161384055390954,0.0029469147580675897,-0.0019233798375353217,0.0052079930901527405,-0.05734570026397705,0.005283355712890625,0.37412509918212894,0.5502012252807615,0.9806179952621461,-2.167412757873535,1.0097441673278809,-0.057464861897306034,0.0052596631430787966,0.3742065249811276,0.5502555475235567,0.9807920929862304,-2.170336833456531,1.0114399874582887,58,7,3
L4D,ENTRY_TO_ATWRITE,PS,200,25,195,85.0,0,170,25,5,25,175,-7.646842176562277,-7.6661266356823035,-2.7113282516598702,-1.3371101327240544,1.0703142261505036,-21.542928864364512,3.4186649322509766,5.985662342286669,5.839449524879456,12.21114456653595,13.60480963289737,17.71843914035707,-5.690290689468384,20.206526219844818,13.632504518848945,13.169997008051723,21.758146770857273,24.505612241127526,34.97535837557702,1.3318493366241455,39.25262281403411,6,7,
L4D,ATWRITE_TO_W10,PS,200,195,196,0.5,0,1,195,4,195,5,-0.031219311794338865,-0.00023779130424372852,0.08184921145439145,0.20646464526653277,0.7708782458305344,-1.1214385032653809,1.291677474975586,-0.06620315432548524,-0.047842979431152344,0.4069911003112793,0.6587847232818588,1.065606317520139,-1.681429386138916,1.4440116882324219,-0.034983842531146364,-0.039769966853782535,0.48755384641699473,0.9234151985496273,1.3684714973287182,-2.1907958984375,1.7843437194824219,94,7,3
L4D,ENTRY_TO_ATWRITE,NS,1000,868,848,-2.0,24,4,844,128,868,132,-0.35716445101052524,-0.18588614463806152,0.21373634338378922,0.36651487350463857,1.0446589469909657,-11.186057448387146,12.67495059967041,0.11343198052095249,0.002220515161752701,0.5291771888732912,1.0902360439300534,3.2268758279085117,-2.954413414001465,14.97044062614441,-0.47059643153147773,-0.1927652359008789,0.25265455245971696,0.46725213527679377,1.1837499098107211,-11.396918967366219,5.881558418273926,513,7,
L4D,ATWRITE_TO_W10,NS,1000,848,830,-1.7999999999999998,30,12,818,140,848,152,-0.1947971213243436,-0.1500263214111328,0.5937076568603515,0.9673553943634026,3.698332710266112,-8.77420540410094,9.840767860412598,0.1725937435454689,0.003956988453865051,0.7265450954437257,1.5045215129852285,7.006937966346738,-4.712204456329346,11.73652696609497,-0.3673908648698125,-0.1466221809387207,0.655199122428894,1.0783270239830014,2.081522185206412,-20.51073237019591,4.125025629997253,515,7,3
L4D,ENTRY_TO_ATWRITE,RS,100,14,100,86.0,0,86,14,0,14,86,-9.555049228746576,-9.362970363814384,-5.534641590155659,-4.264263066300191,-1.6266425066324846,-16.62425085157156,-0.9031013351632282,8.02196970988065,7.98633337020874,14.757209050655366,16.275117141008376,19.860528159141552,-4.519655227661133,21.979071378707886,17.577018938627226,16.788812123821117,24.985333449354222,26.778885284572606,32.82361303643557,7.286550037562847,33.22256685164757,0,8,
L4D,ATWRITE_TO_W10,RS,100,100,100,0.0,0,0,100,0,100,0,0.035979433027168856,-1.4284014469012618e-05,0.0033883052645251187,0.008707444975152604,0.05513382641600491,-0.11985191702842712,3.748741388320923,0.01769059419631958,0.05670166015625,0.40126199722290085,0.5544522285461425,0.8119237804412883,-1.218430519104004,1.6080007553100586,-0.018288838830849273,0.0539119727909565,0.3884769102558497,0.554670097187045,0.8134083867794876,-3.1972105503082275,1.613621026976034,48,8,2
L4D,ENTRY_TO_ATWRITE,PS,200,26,186,80.0,0,160,26,14,26,174,-7.0853641807666286,-7.064279772341251,-3.2229515075683595,-1.86875279005617,0.1430134201049755,-16.446480388753116,2.253352642059326,4.500213957270607,4.025431871414185,10.048696047067642,12.337637036293737,14.124946169257164,-6.667170286178589,15.74126672744751,11.585578138037235,11.144841914065182,20.064870251354296,22.947626332193607,25.48216478269547,0.05791282653808594,29.68779667839408,3,8,
L4D,ATWRITE_TO_W10,PS,200,186,185,-0.5,1,0,185,14,186,14,0.005218002569745295,0.0006216720212250948,0.16566165685653675,0.2929204821586607,0.8338700342178329,-2.3905129432678223,1.0143556594848633,0.002966679334640503,-0.025232791900634766,0.3677483081817626,0.6709467411041253,1.9417401516437491,-1.4982690811157227,4.375230193138123,-0.002251323235104792,-0.04620726406574249,0.3289074897766113,0.6275293577928086,2.5114562499523103,-1.5202494114637375,5.648809790611267,108,8,2
L4D,ENTRY_TO_ATWRITE,NS,1000,864,845,-1.9,23,4,841,132,864,136,-0.2889815913611092,-0.08930850028991699,0.20010204315185562,0.31304411888122524,0.6556449604034423,-11.20035982131958,1.2467455863952637,0.06831996921822428,-0.001922890543937683,0.32526009082794194,0.6254464149475095,2.7132500767707755,-1.6001276969909668,6.932279825210571,-0.35730156057933343,-0.07712994236499071,0.2585344314575196,0.38697850704193104,0.7806896923482415,-12.084738665726036,2.156466007232666,486,8,
L4D,ATWRITE_TO_W10,NS,1000,845,823,-2.1999999999999997,31,9,814,146,845,155,-0.2499336615256034,-0.13500964641571045,0.46406016349792484,0.7962968826293942,1.5913174057006807,-5.889619827270508,4.924834251403809,0.014086669302545488,-0.014160916209220886,0.6043742179870608,1.1041637301445006,2.655907738208766,-5.072888374328613,5.928031921386719,-0.26402033082814885,-0.09008932113647461,0.6023620128631593,0.9853785991668699,2.2468600940704344,-10.635895729064941,5.086079798638821,461,8,2
L4D,ENTRY_TO_ATWRITE,RS,100,13,100,87.0,0,87,13,0,13,87,-9.686993622171686,-9.43677762886,-5.023437374169588,-3.8799813202291267,-1.7152133550716018,-17.75294858030975,-0.16586794500472024,10.512172960024909,9.976699888706207,16.76800379753113,17.478156341612337,18.69077777504922,-3.1027536392211914,21.046034812927246,20.199166582196593,19.55150360893458,28.078981675798424,29.98029189651497,31.048954687495723,6.3777142150793225,32.49934412399307,0,9,
L4D,ATWRITE_TO_W10,RS,100,100,100,0.0,0,0,100,0,100,0,0.0011498258305437047,2.311691059730947e-05,0.00026065829442813995,0.0006752938323188568,0.012934036294828248,-0.00041424110531806946,0.09566962718963623,-0.06988422870635987,-0.032854557037353516,0.21042509078979502,0.2652733802795408,0.48609217643737823,-6.383806228637695,0.5419464111328125,-0.07103405453690356,-0.03284572167467559,0.21044725434621805,0.26530883324303406,0.48620735567528783,-6.395904551893182,0.5421135786746163,62,9,1
L4D,ENTRY_TO_ATWRITE,PS,200,23,197,87.0,0,174,23,3,23,177,-8.279306314800342,-8.299423411488533,-3.65750644505024,-2.416236114501959,-1.03253098642454,-16.157424196600914,-0.09606737131252885,6.231685793790966,5.934667110443115,12.730707967281342,15.279639700800178,18.31488634645938,-7.671925067901611,19.67006430774927,14.510992108591308,14.55084674898535,23.33255470586009,26.23935269958164,30.0533705505199,-2.5666613578796387,31.86813941958826,0,9,
L4D,ATWRITE_TO_W10,PS,200,197,197,0.0,0,0,197,3,197,3,-0.005838413414021488,-7.251428905874491e-05,0.08921523094177244,0.16796083450317312,0.4472433996200556,-0.7214450836181641,0.5278484225273132,0.010376655645668507,-0.012295007705688477,0.2587229251861572,0.354171061515808,1.1736388412862997,-1.1402530670166016,1.8440651893615723,0.016215069059689995,0.001283369492739439,0.29307533875107755,0.531081712245941,0.8980000372975979,-1.2291144728660583,1.9921244755387306,96,9,1
L4D,ENTRY_TO_ATWRITE,NS,1000,859,820,-3.9,46,7,813,134,859,141,-0.6163397670725826,-0.19908380508422852,0.2440036773681643,0.4510814428329467,0.9136388397216787,-15.579604983329773,1.6010372638702393,0.20527028168085962,0.01594489812850952,0.651584729552269,1.3639992378652086,6.656263620555396,-5.5439605712890625,13.593752145767212,-0.8216100487534422,-0.23725485801696777,0.26076450347900426,0.5158674478530881,1.015298816561699,-23.971909403800964,2.5867090225219727,545,9,
L4D,ATWRITE_TO_W10,NS,1000,820,815,-0.5,18,13,802,167,820,180,-0.13554589901166036,-0.06327342987060547,0.33855686187744144,0.536345815658569,1.1697237300872796,-4.721536159515381,2.1039657592773438,-0.03756242563109845,-0.00228005088865757,0.3610727310180665,0.6083362817764281,1.597805180549619,-4.560548782348633,4.113168716430664,-0.09798347338056192,-0.04045417485758662,0.44798087328672415,0.7169042766094198,1.6198665761947628,-7.469414234161377,2.913458824157715,486,9,1
L4D,ENTRY_TO_ATWRITE,RS,100,12,99,87.0,0,87,12,1,12,88,-9.578355036462709,-9.225207350595156,-4.661504203472577,-3.9888813145371387,-0.590185240680002,-19.66420039953664,-0.47560227650683373,10.164249716149643,10.486137390136719,16.19757121875882,16.729161179065702,19.32388831615448,-9.71628189086914,19.521804571151733,19.74260475261235,18.867924025980756,27.439328362396928,29.762160607570692,34.3590105691644,6.017687097191811,37.01217485159577,0,10,
L4D,ATWRITE_TO_W10,RS,100,99,99,0.0,0,0,99,1,99,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0
L4D,ENTRY_TO_ATWRITE,PS,200,32,191,79.5,0,159,32,9,32,168,-7.582908763643936,-7.424503445625305,-3.257038235664368,-2.207547157537196,-0.7893995857238774,-17.428629678674042,-0.5067148208618164,5.271264822661178,5.23514986038208,10.473595655709504,12.83713946342468,15.614911729395383,-12.458353042602539,19.270792245864868,12.854173586305114,12.658629599027336,19.6123952968046,23.792029693373458,29.13745971717405,-0.05129051208496094,33.88743760745274,0,10,
L4D,ATWRITE_TO_W10,PS,200,191,191,0.0,0,0,191,9,191,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0
L4D,ENTRY_TO_ATWRITE,NS,1000,845,810,-3.5000000000000004,37,2,808,153,845,155,-0.34443764421343803,-0.12957763671875,0.25186161994934086,0.44737939834594714,1.0257818078994747,-14.063938826322556,3.9496212005615234,0.0998140779696405,-0.005341000854969025,0.6223757743835451,1.1927573204040527,3.0812309998273824,-3.9072227478027344,8.489888608455658,-0.4442517221830785,-0.14718109369277954,0.2944896697998048,0.48283010721206615,1.1571593558788293,-22.553827434778214,5.547450065612793,482,10,
L4D,ATWRITE_TO_W10,NS,1000,810,810,0.0,0,0,810,190,810,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0
L4D,POOLED_ATWRITE_TO_W10,RS,1000,999,999,0.0,0,0,999,1,999,1,0.019947915740297504,6.256646884139627e-06,0.0010878535627853129,0.002323982771486041,0.021630810361820983,-0.11985191702842712,5.943791426718235,-0.09444429731369018,0.0,0.5099731445312504,0.7539964199066159,1.609071741104125,-8.700872421264648,4.198631286621094,-0.1143922130539877,0.0,0.505433148413431,0.7543224405002544,1.6146367564123638,-9.187860344070941,4.199006092945638,525,,
