arm,contrast,metric,denominator,before,after,delta_pp,lost,gained,both_success,both_failure,conditional_loss_denominator,conditional_recovery_denominator,new_nll_delta_mean,new_nll_delta_median,new_nll_delta_p90,new_nll_delta_p95,new_nll_delta_p99,new_nll_delta_min,new_nll_delta_max,true_nll_delta_mean,true_nll_delta_median,true_nll_delta_p90,true_nll_delta_p95,true_nll_delta_p99,true_nll_delta_min,true_nll_delta_max,desired_margin_delta_mean,desired_margin_delta_median,desired_margin_delta_p90,desired_margin_delta_p95,desired_margin_delta_p99,desired_margin_delta_min,desired_margin_delta_max,desired_NLL_harmed,batch,future_batches
L75,W5_FIRST500_TO_W10_SAME500,RS,500,500,500,0.0,0,0,500,0,500,0,0.03734511241405926,-1.0904481314355507e-05,0.001997556257992987,0.004394676396623229,0.03241176187992095,-0.027233778964728117,17.242854476880893,0.003825988292694092,0.052513837814331055,0.7507188796997071,1.133828496932983,1.6847511339187615,-12.471019744873047,2.050067901611328,-0.033519124121365165,0.0486380870861467,0.7477004372674856,1.0931349357007984,1.6411942905816246,-15.41969812006937,2.0773016805760562,227,,
L75,W5_FIRST500_TO_W10_SAME500,PS,1000,952,951,-0.1,6,5,946,43,952,48,-0.044138038957571554,-0.0014712559059262276,0.2051817938685417,0.43253595083951935,1.2026770019531243,-7.932522296905518,15.06410268554464,0.056437747366726396,0.04110449552536011,0.8007518768310548,1.162611985206604,2.1936881923675533,-2.9673666954040527,4.291290283203125,0.10057578632429795,0.09665215015411377,0.9591500132344664,1.4557643734500736,3.217033853195607,-11.272834336850792,8.219364084303379,423,,
L75,W5_FIRST500_TO_W10_SAME500,NS,5000,4253,4084,-3.38,218,49,4035,698,4253,747,-0.4226787769681556,-0.2785472869873047,0.7046497344970707,1.2622701644897463,3.1226406478881956,-16.325602368451655,13.4248685836792,0.19795406252355896,-0.031729936599731445,1.2505475401878379,2.3102549791336084,7.614935174584412,-5.6487884521484375,20.885624170303345,-0.6206328394917145,-0.20969104766845703,0.7877897500991824,1.2507495939731605,2.4625858640670786,-29.172138289548457,7.311285972595215,2326,,
L75,ENTRY_TO_ATWRITE,RS,100,5,100,95.0,0,95,5,0,5,95,-11.737540365388123,-11.792917121143546,-6.597292117006142,-5.712626327654289,-4.6669195287243825,-21.156165537133347,-2.658246106468141,9.880400378494523,9.216920673847198,17.76662178784609,19.70387700051069,23.582113223075872,-2.5580196380615234,24.840077877044678,21.617940743882645,21.343535140505992,30.389150924608117,34.391725894036966,36.86004395620723,7.636095919646323,37.59836401673965,0,1,
L75,ATWRITE_TO_W10,RS,100,100,100,0.0,0,0,100,0,100,0,0.1723617898298653,1.5489058569073677e-05,0.002682048152200883,0.008762526931241152,0.18551488019989568,-0.023798353970050812,17.242866874195897,-0.14361082077026366,-0.0894618034362793,0.8643880844116213,1.2165012836456288,1.8616636085510272,-3.338134765625,2.1958675384521484,-0.315972610600129,-0.10236516680015484,0.8053326425899291,1.2060084851691488,1.8638736493870982,-16.046163917042577,2.1981379706412554,53,1,9
L75,ENTRY_TO_ATWRITE,PS,200,20,189,84.5,0,169,20,11,20,180,-8.585386554246652,-8.651326268911362,-4.2239825367927555,-3.1420125817880065,-0.7599151158332873,-18.38055757433176,0.9440279006958008,5.178008948201313,4.56687331199646,10.800977319478989,13.059470754861827,16.52713677644728,-5.938055038452148,19.151229858398438,13.763395502447965,13.537066119723022,22.32523095635697,23.75520991948433,26.610186204016173,-0.1256847381591797,32.75452114793006,1,1,
L75,ATWRITE_TO_W10,PS,200,189,189,0.0,3,3,186,8,189,11,-0.03776675866203732,-0.006132012233138084,0.2080594539642334,0.6743417024612419,2.1996750950813064,-3.0425047874450684,15.058158142492175,0.09551208183169364,0.0756220817565918,1.1543419837951658,1.6505790710449186,3.2375710678100553,-5.854840278625488,3.711461067199707,0.13327884049373095,0.1997161004692316,1.4840261220932007,2.180156952142715,4.047329992111771,-12.426723701879382,6.2762837409973145,75,1,9
L75,ENTRY_TO_ATWRITE,NS,1000,886,863,-2.3,25,2,861,112,886,114,-0.44090978986397383,-0.1902627944946289,0.30712890625000006,0.5198651313781735,1.0106035423278807,-13.328168630599976,4.290353775024414,-0.04510121231235098,-0.05916441231966019,0.40742846429347995,0.7629778385162339,2.647046852111815,-7.0167577266693115,7.791415214538574,-0.39580857755162285,-0.08864401280879974,0.4730202198028565,0.7223613262176514,1.2854977488517751,-17.90473685786128,4.4273576736450195,401,1,
L75,ATWRITE_TO_W10,NS,1000,863,837,-2.6,49,23,814,114,863,137,-0.8445218839161098,-0.6079869270324707,1.0126001358032228,1.584943675994873,5.00484209537506,-15.52848482131958,7.187007427215576,0.045777965056302494,-0.1459808349609375,1.7774133682250985,3.3082166284322705,7.620943226814269,-8.424237251281738,13.42780590057373,-0.8902998489724123,-0.39110279083251953,1.1862921476364139,1.91257894039154,4.929208733737468,-23.148457050323486,7.798435211181641,416,1,9
L75,ENTRY_TO_ATWRITE,RS,100,10,100,90.0,0,90,10,0,10,90,-11.037180361267929,-11.060078906913986,-6.20053770840168,-5.603687135750079,-3.820865864530192,-20.751895246095955,-1.1757471403107047,9.6524641609448,9.571572989225388,16.045536431670193,18.136144172109198,23.3097269421816,-2.87930965423584,25.77140522003174,20.68964452221273,19.552169820293784,29.517972184563416,33.08149282057457,38.14320060070779,5.0188846960663795,39.967662524897605,0,2,
L75,ATWRITE_TO_W10,RS,100,100,100,0.0,0,0,100,0,100,0,0.005397888524312293,4.771281965076923e-07,0.0030295681208372155,0.007033644919283683,0.032106650033968745,-0.06560559198260307,0.6196950916200876,-0.1444803833961487,0.004221439361572266,0.9007109642028815,1.267903995513916,2.5249723148346024,-7.375903129577637,3.9859657287597656,-0.14987827192046096,0.0042569026845740154,0.9013788303942426,1.2668593579524894,2.531006514136687,-7.995598221197724,3.995634043123573,50,2,8
L75,ENTRY_TO_ATWRITE,PS,200,28,191,81.5,0,163,28,9,28,172,-8.361753682097769,-8.190401576459408,-3.165960359573365,-2.6873110294342064,-0.4371610185503966,-18.36410142481327,6.037396430969238,4.992429007817991,4.497241258621216,11.209296262264251,13.516014873981474,15.194669578075398,-7.019665002822876,17.351500511169434,13.35418268991576,13.208128690719604,22.470415782928466,25.732615191582585,27.77600630681961,0.08148026466369629,29.623594999313354,1,2,
L75,ATWRITE_TO_W10,PS,200,191,190,-0.5,3,2,188,7,191,9,-0.1768283960426197,-0.016001153737306595,0.18887138962745667,0.31102566719055164,1.2326120758056627,-8.410757541656494,2.0013149976730347,0.17122455313801765,0.09335494041442871,1.3396430015563965,1.7697786569595313,3.279235339164726,-2.0012874603271484,4.333610534667969,0.3480529491806374,0.16109633445739746,1.4788522757589817,2.266292964457534,5.188811877965923,-3.809182047843933,8.717031747102737,67,2,8
L75,ENTRY_TO_ATWRITE,NS,1000,880,868,-1.2,16,4,864,116,880,120,-0.2895920860171318,-0.1427907943725586,0.27592706680297857,0.4727300167083736,0.8469793796539301,-16.002441227436066,10.666632652282715,-0.005324510205187835,-0.0264132022857666,0.3179825782775879,0.556373286247253,1.6183796119689933,-3.484808921813965,12.580215454101562,-0.28426757581194395,-0.09847009927034378,0.3797671794891358,0.6062906503677354,1.1129651379585257,-28.576262891292572,4.736051559448242,421,2,
L75,ATWRITE_TO_W10,NS,1000,868,835,-3.3000000000000003,48,15,820,117,868,132,-0.8882590665551834,-0.6349635124206543,0.8593610763549805,1.4456752300262445,3.317633447647091,-14.477622300386429,9.80781102180481,0.11296792364428984,-0.09744894504547119,1.6004542350769042,3.4097728967666567,8.188251684904094,-7.467258423566818,21.199565529823303,-1.0012269901994733,-0.4033416509628296,1.0546560049057014,1.6434745311737053,3.269646921157834,-27.054583121091127,8.258727312088013,427,2,8
L75,ENTRY_TO_ATWRITE,RS,100,10,100,90.0,0,90,10,0,10,90,-10.493838690359716,-10.639060426547076,-5.599172842269761,-4.459662426471186,-1.6068334725645317,-19.969432177371345,8.582537702750415e-06,9.170733215112996,9.198644742369652,15.00563536882401,16.03638287782669,17.854507880210903,-0.1969585418701172,23.36845588684082,19.664571905472712,20.11267919628881,27.3949378871359,29.338971130588376,35.34421583424755,-0.19696712440781994,35.389566244906746,1,3,
L75,ATWRITE_TO_W10,RS,100,100,100,0.0,0,0,100,0,100,0,0.010038823095237603,-4.065240500494838e-05,0.0021506213583052263,0.020055250031873584,0.26925482742894263,-0.019237156957387924,0.7455354933026683,-0.03694277286529541,0.14195966720581055,1.1246241569519047,1.5734664916992185,2.5176701641082806,-12.181720733642578,3.3640904426574707,-0.046981595960533015,0.14360990771092474,1.1329272051749288,1.5744453066596178,2.52272630331689,-12.927256226945246,3.3824154384201393,42,3,7
L75,ENTRY_TO_ATWRITE,PS,200,20,186,83.0,0,166,20,14,20,180,-8.210850877856137,-8.485827207565308,-2.781014347076416,-1.0302085876464855,-0.035079860687258324,-17.75767707824707,0.26045894622802734,4.697151905500796,4.440409898757935,10.34361822605133,13.28601186275482,15.800851603150358,-3.6681175231933594,16.88365662097931,12.908002783356933,11.980295941233635,22.195407623160282,24.869642963027577,28.405542915249228,-0.04214191436767578,30.29963531345129,2,3,
L75,ATWRITE_TO_W10,PS,200,186,185,-0.5,1,0,185,14,186,14,-0.09005736330669606,-0.0026068681618198752,0.3062776684761046,0.6179111480712884,1.586597161293028,-4.023034572601318,3.5777482986450195,0.13173700720071793,0.08383913338184357,0.9724024772644043,1.5997792482376076,2.818646621704098,-3.483046054840088,5.314215660095215,0.221794370507414,0.1629655361175537,1.1895747661590559,1.8829517409205416,3.2704411692731075,-2.9094168078154325,3.828640516847372,82,3,7
L75,ENTRY_TO_ATWRITE,NS,1000,885,869,-1.6,20,4,865,111,885,115,-0.413556171298027,-0.14588546752929688,0.18484764099121095,0.317710494995117,0.8574442958831783,-10.075567722320557,6.908315658569336,-0.016551055113377514,-0.021479129791259766,0.280911660194397,0.5342390775680541,2.3299464845657316,-3.3974132537841797,5.641260385513306,-0.3970051161846495,-0.10751760005950928,0.25423936843872075,0.39332234859466536,0.9222915436327456,-13.534306764602661,3.9388065338134766,422,3,
L75,ATWRITE_TO_W10,NS,1000,869,815,-5.4,66,12,803,119,869,131,-0.6692581932789763,-0.41486644744873047,0.7988540649414063,1.590038156509399,3.905123753547665,-16.718029812909663,8.938884377479553,0.24387397907537525,-0.04751595854759216,1.6871512413024905,3.1628894209861738,9.672451434135438,-4.032495021820068,17.997614361345768,-0.9131321723543515,-0.33333277702331543,0.8858113288879395,1.4419068336486816,2.6924478769302356,-29.12014372739941,4.778363466262817,453,3,7
L75,ENTRY_TO_ATWRITE,RS,100,12,100,88.0,0,88,12,0,12,88,-10.169299501588503,-9.891509123815922,-5.339276997256091,-3.4630766361020515,-2.5692525634740004,-22.097681288294552,-2.399995844811201,9.53985899660096,9.173381567001343,16.567848786711696,17.590857172012328,19.551713767051698,-1.1942291259765625,19.626991271972656,19.709158498189463,19.129380002326798,28.846735469109994,32.84758809016057,34.404883148911466,8.205746909603477,34.61868427565787,0,4,
L75,ATWRITE_TO_W10,RS,100,100,100,0.0,0,0,100,0,100,0,-0.0003990335816342849,-0.00010569836922513787,0.0011750530393328542,0.0031456886325031516,0.005577146287541862,-0.012092863209545612,0.010484354570508003,0.09103854656219483,0.03985118865966797,0.7723112583160405,1.2782697200775146,1.6837196636199967,-1.9322824478149414,1.9814090728759766,0.0914375801438291,0.03973138290166389,0.774816841562279,1.2787158230545173,1.6838261649204302,-1.9427668023854494,1.982323756266851,39,4,6
L75,ENTRY_TO_ATWRITE,PS,200,30,194,82.0,0,164,30,6,30,170,-7.900530846801558,-7.762397516518831,-3.374945449829102,-2.4903676839196183,-0.9967464303970403,-18.139114778488874,0.046146392822265625,5.920518693597987,5.054842572659254,12.59314356744289,14.029177760798468,19.338698617517945,-2.9734079837799072,23.33963656425476,13.821049540399544,12.938032746315002,23.1952234652359,25.946624895920095,35.33166178454645,-0.14267529547214508,36.095095079392195,1,4,
L75,ATWRITE_TO_W10,PS,200,194,195,0.5,0,1,194,5,194,6,-0.09563845313066849,-0.003685416653752327,0.1969875440001487,0.29280486181378246,0.638522033691402,-3.9979247599840164,2.0931363999843597,0.058635671809315684,0.07210767269134521,0.9871240615844725,1.1578596234321594,1.7527155877649767,-2.2770557403564453,2.395811080932617,0.1542741249399842,0.16722911037504673,1.1062132775550706,1.329042641073465,3.3556166441738418,-4.370192140340805,5.472630545496941,70,4,6
L75,ENTRY_TO_ATWRITE,NS,1000,845,828,-1.7000000000000002,22,5,823,150,845,155,-0.335466407239277,-0.13335943222045898,0.1929778099060059,0.3394012689590451,0.9806988620758046,-14.585604970343411,15.54643440246582,0.11522213083505631,-0.003892873413860798,0.3878394365310669,0.8947920680046061,4.283824646174904,-5.5148704051971436,25.006413370370865,-0.45068853807433334,-0.1044653058052063,0.2894101619720461,0.5097989559173584,1.065274248123169,-37.96556477010017,7.86489200592041,483,4,
L75,ATWRITE_TO_W10,NS,1000,828,771,-5.7,67,10,761,162,828,172,-0.5214927873325287,-0.3253355026245117,0.7323092460632326,1.316180086135863,4.011291990280149,-13.045819237828255,10.767974853515625,0.267861674844753,0.008129052817821503,1.585295772552491,3.0403910160064678,7.741152234077451,-9.142704010009766,18.000040885061026,-0.7893544621772817,-0.27136993408203125,0.8211881458759308,1.4258418798446655,3.17946768760681,-28.211366559378803,6.063186168670654,513,4,6
L75,ENTRY_TO_ATWRITE,RS,100,5,100,95.0,0,95,5,0,5,95,-10.472716567027055,-10.281092708930373,-6.318838161695748,-5.272960920957851,-1.1663993272316238,-19.948183632513974,-0.11190729719237424,8.998140057846904,8.61424732208252,14.614667117595674,16.587726342678067,20.892991242855796,-3.678189754486084,22.36051718890667,19.47085662487396,18.599186563689727,26.75499129294476,30.739918838418088,36.43328210418288,5.081772826611996,38.35173807205865,0,5,
L75,ATWRITE_TO_W10,RS,100,100,100,0.0,0,0,100,0,100,0,-0.0007973204962036107,-5.6029806728474796e-05,0.002282283548265697,0.00351345541421324,0.007091671731323036,-0.02563546597957611,0.013391626998782158,0.11523186445236205,0.045267581939697266,0.7476039409637452,0.9411252021789548,1.6419784927368175,-1.783203125,1.8385705947875977,0.11602918494856568,0.04616152215749025,0.7498881954699756,0.9422941649099809,1.6427143335848824,-1.7867137808352709,1.8385838195099495,43,5,5
L75,ENTRY_TO_ATWRITE,PS,200,24,192,84.0,0,168,24,8,24,176,-7.987485193387693,-8.028130163438618,-3.565621757507324,-2.091868329048161,-0.7608858633041674,-18.048977952450514,3.067412853240967,5.048694360256195,4.853831440210342,11.178823089599609,12.63718365901149,14.631036953926065,-6.897945880889893,20.893062829971313,13.036179553643887,12.062498142477125,22.541643184423442,24.497043421940166,29.57947759055299,0.898707389831543,34.81598779623164,2,5,
L75,ATWRITE_TO_W10,PS,200,192,192,0.0,1,1,191,7,192,8,-0.05613424180966831,-0.001574177760630846,0.24947376251220701,0.3800494313240036,0.762621458768844,-3.2053403854370117,1.1319465637207031,0.06212442338466644,0.11172771453857422,0.7644274711608886,0.8938611745834348,1.4735173511505093,-2.602081298828125,2.1614489555358887,0.11825866519433476,0.1243625283241272,0.8100147962570189,1.1891970643773666,2.2026924137026067,-2.6360809979960322,3.680306911468506,85,5,5
L75,ENTRY_TO_ATWRITE,NS,1000,869,853,-1.6,18,2,851,129,869,131,-0.4051922177225351,-0.1424112319946289,0.1905081748962403,0.37004456520080564,0.8807010555267325,-10.012906074523926,2.90810489654541,0.06282466434023809,0.0009748935699462891,0.3734764337539674,0.6185149073600766,2.2283551836013786,-2.7391679286956787,11.956604957580566,-0.4680168820627732,-0.1445779800415039,0.20950446128845227,0.40387146472930874,1.1058837953209875,-11.99051308631897,2.3764829635620117,507,5,
L75,ATWRITE_TO_W10,NS,1000,853,826,-2.7,41,14,812,133,853,147,-0.41800660382118077,-0.28395700454711914,0.7466268539428714,1.406234788894653,3.0938445949554443,-9.869093179702759,13.4248685836792,0.1922533189933747,-0.0297548770904541,1.1781579673290257,2.2147768288850784,7.237020142078396,-3.4986839294433594,16.988407962024212,-0.6102599228145554,-0.18441617488861084,0.8593778833746912,1.448671507835387,2.470839322879908,-16.87048613280058,7.311285972595215,465,5,5
L75,ENTRY_TO_ATWRITE,RS,100,12,100,88.0,0,88,12,0,12,88,-10.672183356694296,-10.657603808736894,-6.153588491823757,-5.125813367588125,-3.7126369635783925,-25.923497356649023,-0.9899248122237623,8.799281795993448,8.527342706918716,15.123224949836732,16.894768559932707,17.95179740190507,-5.606382369995117,19.455753087997437,19.471465152687742,18.224993382980756,26.963335185032342,31.404161693895002,33.35193175861642,2.4562380551360548,35.85689727062709,0,6,
L75,ATWRITE_TO_W10,RS,100,100,100,0.0,0,0,100,0,100,0,0.00021631957242789212,-4.037185863126069e-05,0.0023960230872035033,0.0032773564802482716,0.016765576247125866,-0.007071984466165304,0.01712464541196823,0.09722780227661133,0.08088207244873047,0.6134031295776373,1.0059585571289062,1.2635400104522712,-1.6014604568481445,1.3799266815185547,0.09701148270418343,0.08024665247648954,0.6136636163690133,1.0060314910246233,1.267496118638083,-1.6182224061340094,1.3811497529386543,43,6,4
L75,ENTRY_TO_ATWRITE,PS,200,30,193,81.5,0,163,30,7,30,170,-8.402449377901503,-8.016481661237776,-4.152562391757965,-3.293859267234804,-1.6447157192230317,-18.263899564743042,-0.4588766098022461,4.820085412529298,4.450171530246735,10.76095857620239,11.890423128008837,15.436140822172156,-5.033175945281982,17.83100938796997,13.2225347904308,12.747181624174118,20.679493367671967,23.173718892037858,27.35931760147212,0.19937705993652344,30.991911828517914,0,6,
L75,ATWRITE_TO_W10,PS,200,193,195,1.0,0,2,193,5,193,7,-0.05774115120992065,-0.009171012789011002,0.14281194210052486,0.285681915283203,0.6651487350463866,-2.417264699935913,2.2296371459960938,0.0809471708536148,0.09514045715332031,0.5980402946472168,0.8235715031623828,1.5794387102127074,-1.4280433654785156,1.6006288528442383,0.13868832206353546,0.1337238196283579,0.7800371646881101,1.038768616691231,1.6134968936722716,-1.5824880599975586,2.007802367210388,71,6,4
L75,ENTRY_TO_ATWRITE,NS,1000,830,813,-1.7000000000000002,26,9,804,161,830,170,-0.2559397459272295,-0.08616399765014648,0.20756626129150396,0.36025595664978,0.6899699306488033,-11.409970581531525,3.083909511566162,0.05100124225346372,-0.00553131103515625,0.3869797706604005,0.6769799232482904,2.0916875648498525,-1.584059715270996,9.36330270767212,-0.30694098818069326,-0.0900266170501709,0.2879354000091553,0.43242043256759566,0.8849668043851849,-16.512930410914123,2.0058765411376953,484,6,
L75,ATWRITE_TO_W10,NS,1000,813,805,-0.8,21,13,792,174,813,187,-0.18425921921478586,-0.11941671371459961,0.7656176567077637,1.1832246541976923,2.718109949827193,-11.428342830389738,8.378318786621094,0.09801389251207002,-0.0283307246863842,0.9749004364013673,1.7778541073203054,3.894866790771483,-3.6363325119018555,13.199760437011719,-0.2822731117268559,-0.06818842887878418,0.7611927986145022,1.1419740080833427,2.035184528529641,-23.50878907367587,4.144757270812988,452,6,4
L75,ENTRY_TO_ATWRITE,RS,100,10,100,90.0,0,90,10,0,10,90,-10.22828144574345,-10.006607593037188,-5.705706773285048,-4.0095604988637215,-1.5013162336836094,-21.59405610524118,-1.3354800046654418,9.971558728340096,10.16113793849945,16.200684499740603,17.748002351820467,22.14806544706226,-7.050227165222168,23.97324115037918,20.199840174083548,19.291426223353483,30.25369233135425,31.76457027005381,39.0665082499489,5.588764555752277,40.6163553018705,0,7,
L75,ATWRITE_TO_W10,RS,100,100,100,0.0,0,0,100,0,100,0,0.0021896010926866437,-2.7404006686992943e-05,0.003495817247312518,0.0049196885433048,0.05722691394388726,-0.021396417170763016,0.15382131189107895,-0.04089565277099609,0.030982017517089844,0.47472472190856946,0.5905546665191649,1.2927094268798873,-2.6326560974121094,2.1527318954467773,-0.04308525386368274,0.030971592117566615,0.476836356939748,0.5943427270918616,1.2956074613705322,-2.6361284487647936,2.1600748761557043,44,7,3
L75,ENTRY_TO_ATWRITE,PS,200,23,193,85.0,0,170,23,7,23,177,-7.809982550585614,-7.812604606151581,-3.108170510083438,-1.7429822087288032,2.235320215225216,-22.374667121097445,2.6556100845336914,6.0184108696924525,5.676283597946167,11.76115021109581,13.856932127475739,17.262714867591836,-5.299626350402832,21.907922595739365,13.828393420278067,13.51170031260699,22.5541906194936,24.619823556859032,30.469669907521425,0.3436141014099121,34.49704679850856,3,7,
L75,ATWRITE_TO_W10,PS,200,193,194,0.5,0,1,193,6,193,7,-0.008962584966616305,0.00015402023564092815,0.13011183142662047,0.35403128163889036,0.69488953590393,-1.1525821685791016,0.8737292289733887,0.026082043312489988,0.047525882720947266,0.5703468322753905,0.7338371038436876,1.2358111405372605,-3.080197334289551,2.0408754348754883,0.03504462827910629,0.038717031478881836,0.593117331713438,0.8872130016796287,1.568213809985314,-3.433741671964526,2.426190495491028,102,7,3
L75,ENTRY_TO_ATWRITE,NS,1000,870,853,-1.7000000000000002,22,5,848,125,870,130,-0.3255399409076199,-0.14429235458374023,0.2704983711242677,0.5267770290374753,1.3331882667541493,-11.366505146026611,8.805907249450684,0.08505369960330426,-0.004595568403601646,0.540274727344513,0.9600697040557855,3.1435387784242605,-2.531693994998932,12.530278742313385,-0.4105936405109242,-0.11842703819274902,0.33099195957183847,0.5688526190817355,1.2527675664424895,-21.96312094386667,5.491700708866119,478,7,
L75,ATWRITE_TO_W10,NS,1000,853,842,-1.0999999999999999,21,10,832,137,853,147,-0.17361144639073608,-0.1371012181043625,0.5845097541809082,1.082611942291259,2.280401020050046,-10.999546334147453,7.71776008605957,0.11380640696897172,-0.02345798909664154,0.7699995279312135,1.3311213135719278,4.360871181488035,-4.601764500141144,13.698151588439941,-0.2874178533597078,-0.08917033672332764,0.6540980644524097,1.0329676195979103,2.02282811447978,-22.411975742194045,6.192799389362335,453,7,3
L75,ENTRY_TO_ATWRITE,RS,100,9,100,91.0,0,91,9,0,9,91,-10.023972537263871,-9.799873275856953,-5.643146098055873,-4.690049611502037,-3.1706837388710003,-19.057542215567082,-0.9030639904085547,8.804930971190334,8.966561794281006,14.931237560510635,16.948367515206336,19.49061767578128,-5.484301567077637,25.274160861968994,18.828903508454204,17.465357602923177,28.27586427115021,29.444097546115515,34.321380386191045,6.2982060494832695,40.29504577131593,0,8,
L75,ATWRITE_TO_W10,RS,100,100,100,0.0,0,0,100,0,100,0,0.14556111429043084,6.256532287807204e-06,0.0019109378103166835,0.004188024066388607,0.15999139582425564,-0.006218111142516136,14.529858030989999,-0.10055745601654052,-0.00450897216796875,0.29705686569213874,0.35386133193969727,0.7613252449035648,-8.751964569091797,0.8186702728271484,-0.24611857030697137,-0.005303771904436871,0.30267776865512136,0.3561927281785756,0.7613292779665792,-23.281822600081796,0.8217630544677377,50,8,2
L75,ENTRY_TO_ATWRITE,PS,200,24,193,84.5,0,169,24,7,24,176,-7.605781753944029,-7.311917252838612,-3.1842720270156866,-1.1464172959327705,-0.04274729251863076,-20.061231821775436,2.2163190841674805,5.385593795247842,5.0760239362716675,11.64811280965805,13.242952454090105,16.263153407573657,-7.632315158843994,21.175058841705322,12.99137554919187,12.52258150652051,22.04924093456939,24.45845884601585,30.422950705397053,-2.0663554668426514,35.245836892718216,2,8,
L75,ATWRITE_TO_W10,PS,200,193,193,0.0,0,0,193,7,193,7,0.009912017977694632,3.329219180159271e-05,0.15167524814605712,0.33853545486927,0.8581627099215972,-0.7863378524780273,1.427651205653092,0.01986100722104311,0.06230759620666504,0.5487136840820312,0.7034709215164172,1.079550127983092,-9.56784439086914,1.2346858978271484,0.009948989243348479,0.0665682926774025,0.5577801179140804,0.8465606927871698,1.1114935597032296,-10.995495596522233,1.2994513660669327,100,8,2
L75,ENTRY_TO_ATWRITE,NS,1000,866,846,-2.0,24,4,842,130,866,134,-0.306602625354426,-0.09293127059936523,0.23222637176513672,0.3714776039123535,0.7556292152404783,-17.44507835805416,1.6769390106201172,0.10128914679354056,-0.006977677345275879,0.38958272933959964,0.6600857973098753,4.139287263154977,-2.007622241973877,12.985399007797241,-0.40789177214796657,-0.07357287406921387,0.29655957221984863,0.4690868854522703,0.9027168276906012,-30.430477365851402,1.7624265551567078,468,8,
L75,ATWRITE_TO_W10,NS,1000,846,834,-1.2,22,10,824,144,846,154,-0.12772578580095434,-0.06642603874206543,0.40859766006469733,0.6288582801818838,1.5376173400878905,-7.242060899734497,17.997007831931114,-0.002733224826399237,-0.029804345220327377,0.4548657298088074,0.7455643653869618,2.2117441093921646,-2.029309034347534,7.125938773155212,-0.12499256097455509,-0.012471117079257965,0.5736989021301271,0.8523045182228084,1.5269241142272942,-14.206725001335144,16.462923511862755,420,8,2
L75,ENTRY_TO_ATWRITE,RS,100,11,100,89.0,0,89,11,0,11,89,-10.228116196350825,-9.801110367523506,-4.949762892001305,-3.913329365279061,-1.4128104570257645,-21.292924724402837,-0.13771606917725876,9.685251583773642,9.43119701743126,15.540892425552016,18.675622196868062,19.4676257300377,-5.457615375518799,21.447540521621704,19.913367780124467,19.689794149402587,27.80978730991483,30.990443945546573,33.11947441717147,4.903687645681202,37.977532766526565,0,9,
L75,ATWRITE_TO_W10,RS,100,100,100,0.0,0,0,100,0,100,0,0.0011000946368903896,-2.490473707439378e-05,0.0007301357109099629,0.0012492430862039296,0.01828202543780258,-0.012902393937110901,0.11585065349936485,0.07189560413360596,0.007314205169677734,0.33085975646972665,0.39230070114135734,1.244100275039683,-0.5229578018188477,3.2285537719726562,0.07079550949671556,0.007195025391411036,0.3312385034514592,0.3926994859968544,1.2462322880234666,-0.5234691430814564,3.1127031184732914,38,9,1
L75,ENTRY_TO_ATWRITE,PS,200,25,196,85.5,0,171,25,4,25,175,-8.641604452790926,-8.496785415103659,-3.496037632972003,-2.1881589004769957,-0.3444802177697425,-21.246772672981024,-0.1763458561617881,6.247610755478963,5.680992364883423,12.889917273260654,14.459139537811279,17.742754311580196,-9.610343217849731,22.00324249267578,14.889215208269889,14.429310631006956,23.720108105428512,27.519962160801512,32.39329906322409,-0.5672942399978638,36.231504329276504,0,9,
L75,ATWRITE_TO_W10,PS,200,196,198,1.0,0,2,196,2,196,4,-0.04225124648175552,-5.8820005506277084e-05,0.11953404545783994,0.1605640172958371,0.4498789262771602,-6.512405872344971,0.5887031555175781,0.009561076015233993,0.025878190994262695,0.28641033172607416,0.4373452186584459,0.7108271193504287,-4.490065574645996,2.3475223779678345,0.051812322496989506,0.0414714515209198,0.30287078619003294,0.4495267858263093,1.305806588828557,-1.4375102519989014,4.937721461057663,96,9,1
L75,ENTRY_TO_ATWRITE,NS,1000,868,840,-2.8000000000000003,36,8,832,124,868,132,-0.525457923391019,-0.13752210140228271,0.2658004760742188,0.5137392044067381,1.084025373458861,-22.65694361401256,1.9592084884643555,0.20461919992021285,0.006021611392498016,0.5663229942321781,1.3396068222820756,5.433689147233955,-3.2759361267089844,15.64945287257433,-0.7300771233112319,-0.13308417797088623,0.27596945166587833,0.4427970349788664,0.9994605064392089,-27.707364397705533,1.7694473266601562,530,9,
L75,ATWRITE_TO_W10,NS,1000,840,831,-0.8999999999999999,16,7,824,153,840,160,-0.06639636610407615,-0.04663980007171631,0.28513941764831546,0.481507587432861,1.015689608156681,-5.684211730957031,3.9296836853027344,-0.018844627382466568,-0.014682870358228683,0.31569371223449716,0.5383192539215088,1.2346307134628292,-4.669825077056885,4.915268898010254,-0.04755173872160958,-0.03651702404022217,0.4111140787601471,0.6124704837799069,1.2602892747521397,-10.599480628967285,7.518146991729736,452,9,1
