arm,batch,state,metric,numerator,denominator,percent,ties,desired_TF_strict,desired_token_correct,desired_token_count,new_nll_mean,new_nll_median,new_nll_p90,new_nll_p95,new_nll_p99,new_nll_min,new_nll_max,true_nll_mean,true_nll_median,true_nll_p90,true_nll_p95,true_nll_p99,true_nll_min,true_nll_max,desired_margin_mean,desired_margin_median,desired_margin_p90,desired_margin_p95,desired_margin_p99,desired_margin_min,desired_margin_max,two_P_strict,two_P_denominator
N4,2,selected,PS,183,200,91.5,0,132,136,204,1.790091061926796,0.25531837344169617,6.965985298156738,7.820165467262263,10.703405265808103,0.0008715168805792928,13.968002319335938,9.72195050932467,9.89570951461792,15.017702674865722,16.820895099639888,18.89801830291747,0.2071107178926468,20.001052856445312,7.931859447397874,8.21423364058137,14.594523879140615,16.47492891314905,18.895386847823385,-10.578042447566986,20.000098207441624,54,100
N4,2,selected,RS,100,100,100.0,0,100,102,102,0.006550880679860711,0.0006678853824269027,0.0024775514379143737,0.007113244524225592,0.1215853514522326,0.00011276562872808427,0.3540442883968353,14.796576995849609,14.31551742553711,20.637735557556155,22.034510231018064,23.610924034118657,4.060751438140869,24.408180236816406,14.790026115169749,14.315068469950347,20.63705577802612,22.034263653784727,23.609711258596512,3.706707149744034,24.40745463478379,,
N4,3,entry,NS,880,1000,88.0,0,164,194,1030,10.532356438457965,10.545504570007324,15.248653221130372,16.78390951156616,20.452598438262932,0.8988519310951233,24.935413360595703,5.2189405240246565,4.7713775634765625,10.147609901428224,11.607541704177855,14.506246786117554,0.0008925982983782887,19.412527084350586,5.3134159144333095,5.274303317070007,11.320661240816117,12.412557055288925,14.188955149650571,-7.956724166870117,19.373995225294493,,
N4,3,entry,PS,24,200,12.0,0,2,6,204,10.073886891305447,10.112915992736816,13.963701725006104,15.254580402374266,18.37220796585083,0.515693724155426,18.7915096282959,4.934483698960394,4.510379076004028,9.261966514587401,10.430179071426387,11.877069978713985,0.004763208329677582,13.793558120727539,-5.139403192345053,-4.914260387420654,0.4117399215698228,1.12593586444854,3.221485179662697,-15.145433589816093,6.743192672729492,0,100
N4,3,entry,RS,8,100,8.0,0,1,3,102,10.305409260392189,10.10120677947998,15.062286853790283,16.289362144470214,18.41352834701539,0.02320200204849243,19.905067443847656,4.550780292500276,4.470883131027222,8.851758003234865,10.359640550613403,11.651932172775295,0.0009667966514825821,16.776657104492188,-5.754628967891913,-5.569367676973343,-0.5169074058532711,0.8171049594879127,3.6168447369337478,-16.601850032806396,11.268639504909515,,
N4,3,selected,NS,861,1000,86.1,0,171,201,1030,10.005471333563328,9.981317520141602,14.834092998504639,16.253708934783933,19.46930521011352,0.5539530515670776,24.261606216430664,5.173036858623266,4.73225212097168,10.062838172912599,11.570193004608152,14.41599419593811,0.0009806115413084626,19.146657943725586,4.8324344749400625,4.751250326633453,10.782825964689255,12.066425973176955,13.527641184790989,-9.25070333480835,18.96556387061719,,
N4,3,selected,PS,190,200,95.0,0,126,130,204,1.671447601339678,0.528417706489563,5.249227905273438,6.69509618282318,9.359334239959708,0.00013684290752280504,10.803008079528809,10.139908123277127,10.039403438568115,15.876496410369873,18.02086896896362,20.891732292175288,0.05577855557203293,21.95586395263672,8.46846052193745,8.417124941479415,15.460777260083704,18.009575475868765,20.891059653777624,-5.970521874725819,21.91646871715784,45,100
N4,3,selected,RS,100,100,100.0,0,100,102,102,0.0016508737414551433,0.0006519814196508378,0.00327991561498493,0.006242760340683157,0.009560675388202195,2.3007127310847864e-05,0.033706627786159515,14.839247713088989,14.974984169006348,20.085818099975587,21.39257287979126,24.42192161560059,5.766578674316406,24.962051391601562,14.837596839347533,14.974262147617992,20.08458145732002,21.392513616824907,24.42161653180083,5.758667729794979,24.96191597901634,,
N4,4,entry,NS,843,1000,84.3,0,200,200,1000,10.115054806002881,10.045472145080566,14.826682376861573,16.62901611328125,20.868642807006832,0.004036375787109137,22.46758460998535,5.355355873651919,4.968271732330322,10.891564941406251,12.161071014404294,14.548205652236936,0.0019462230848148465,18.104076385498047,4.759698932350963,4.333589553833008,11.219297301769256,13.192094859667113,16.686324571371077,-9.443110466003418,20.827828753739595,,
N4,4,entry,PS,32,200,16.0,0,1,3,202,9.074945721626282,8.871500015258789,13.845924282073973,14.904849529266354,17.467039508819575,0.7815401554107666,18.97614860534668,4.565787726294948,4.135059118270874,8.768031501770018,11.3653043270111,12.806930255889883,0.0023606547620147467,16.714466094970703,-4.509157995331334,-4.28979566693306,1.2476407051086422,3.0214817047119134,5.195579161643952,-18.738731250166893,8.751771926879883,0,100
N4,4,entry,RS,13,100,13.0,0,1,2,101,9.855315418243409,10.08629560470581,14.645642280578615,16.403242874145505,18.349705009460465,2.2744197845458984,21.359453201293945,4.755172038590535,4.010544419288635,10.441735839843751,11.40878458023071,14.203686466217045,0.011434614658355713,15.044699668884277,-5.100143379652873,-5.048891484737396,1.6890971183776862,3.1505808353424065,4.325958852767964,-16.843302562832832,8.121262550354004,,
N4,4,selected,NS,811,1000,81.1,0,188,188,1000,9.71600754449633,9.678689956665039,14.541279220581055,16.262613105773926,20.54682334899902,0.001998928841203451,26.635025024414062,5.49454720687028,5.056464672088623,11.163685894012453,12.423574256896968,15.28430652618408,0.002300951164215803,18.118967056274414,4.221460337626049,3.9824960231781006,10.592863488197327,12.283037341968155,16.461648124605418,-14.027406454086304,20.49547240510583,,
N4,4,selected,PS,196,200,98.0,0,150,152,202,1.320231317259968,0.11126188561320305,4.624132108688353,7.1516387939453105,10.967513399124146,0.00014828535495325923,11.923820495605469,10.765101370811463,10.402281284332275,15.979493141174316,17.305985832214354,24.33630628585815,1.1050677299499512,25.702646255493164,9.444870053551494,9.008668169379234,15.680601037293671,17.25239100540057,24.137025217574546,-9.179571628570557,25.6988915449474,59,100
N4,4,selected,RS,100,100,100.0,0,100,101,101,0.0013220222789095714,0.0007687234319746494,0.002712137438356882,0.004883272526785731,0.009172180257737646,8.928377064876258e-05,0.010783258825540543,15.166733617782592,15.276818752288818,19.589520454406742,22.34269981384277,26.3418427848816,5.320904731750488,28.06131935119629,15.165411595503683,15.275623502326198,19.588121951662472,22.342449631338237,26.341292164674098,5.310121472924948,28.06094319742988,,
N4,5,entry,NS,866,1000,86.6,0,251,251,1000,10.025283066809177,9.889228343963623,14.630835628509521,16.06605815887451,18.766465396881095,0.1367037296295166,21.66663360595703,4.8086724422879055,4.0960400104522705,10.359707927703857,11.768317317962644,15.597747831344604,0.0007637205999344587,18.282649993896484,5.216610624521272,5.267423510551453,10.998566162586213,12.297810125630344,15.142137844897805,-8.722646474838257,19.498677730560303,,
