arm,batch,fit,dtype,shape,finite,raw_sha256,header_bytes_sha256,norm,bytes,layer,readout_layer,compute_z,solve,history_append
TD,3,own-N4,torch.float32,"[4096, 14336]",True,0ed824558d37d6894138834dc7a9a380e2e02fcb3be305abb327ac7abafce255,700cab33630a70c898e9db19c1c2323c7de57eaa674e188fce4d9d86895cbe9c,78.14794921875,234881024,4,4,100,1,0
TD,3,terminal4,torch.float32,"[4096, 14336]",True,d8cd6aae44fbfb36cf7c76df88d3acedc8592c3f3ac444ae18c1526bee0b9300,81ff2a8885ac1432b4a4f4a0e9daa700aff233a3ec61e92aba4ee39428425a49,79.07228088378906,234881024,4,8,0,1,0
TD,3,terminal8-a4-0.75,torch.float32,"[4096, 14336]",True,49914bad857d7b14947b8c324c7675c40f6a16403aeaaa3e7e2cdfaa4f64d5d4,88d1f98a59f094349deb92b672c7ad3b0affe19dc685a4ec5b472cb8ffc98094,79.24979400634766,234881024,8,8,0,1,0
TD,3,terminal8-a4-1,torch.float32,"[4096, 14336]",True,919ab9ffcb1b74523c07e907c10feaf16b52306f6d10e2e0b09076ced883389b,058a2b0795fcbe2e1b06a3d4961e50682ed530c5d0544ab70e3096e3511ff07f,79.34481811523438,234881024,8,8,0,1,0
TD,4,own-N4,torch.float32,"[4096, 14336]",True,084270597dad22018690f1d811b13c0b0754f1cbbeade4f625e1509263daf1c6,c75249f575e8eb90dde93ac24ef36681104a730bcd51062000fd88b8b3e62042,78.52861785888672,234881024,4,4,100,1,0
TD,4,terminal4,torch.float32,"[4096, 14336]",True,f5339c4714cae79b013600bb0da69b075e8b8a777767f044c10edeb36a420365,a74b9db4aa9a7eb1c963e153534830200e56c4781fb15ea44b06b267077e08bb,79.4107666015625,234881024,4,8,0,1,0
TD,4,terminal8-a4-0.75,torch.float32,"[4096, 14336]",True,6e19d6a7df6e8ac61ac54205cad1eb6ef4685fbf5d8fdf60bd9314b1c2ffb6b2,1f2e22ae5d32ddc84aad536db600adfb9555a7c8c6a8e1bdf9004b32f441acab,79.24032592773438,234881024,8,8,0,1,0
TD,4,terminal8-a4-1,torch.float32,"[4096, 14336]",True,e6ef7e9d2a8040c59c4959f7565ffc47488e32fa292ffd0dbcf38a84ace6bd49,8b32d00a532aed579af3bffb21228bd649ce53b50037fef859e4121748ca1f71,79.35179138183594,234881024,8,8,0,1,0
TD,5,own-N4,torch.float32,"[4096, 14336]",True,a9e896b8f71f4c15373daa22ec18c44e212e5c1ce13cc4e0b654299d2c81bbb7,bb8a6ac1ad6bf648e159dd79d555fd932b2ad8604be1fbea7730a2efa88d793a,78.90921020507812,234881024,4,4,100,1,0
TD,5,terminal4,torch.float32,"[4096, 14336]",True,84e3c303d0fcb89e5320d09798ea4fe49f384d2f2586879694fe03b392e4bf85,39bc838c70034fedc5d1f915f316a53986d3d4733cf9e051d6ea400c8ff6fa89,79.80223083496094,234881024,4,8,0,1,0
TD,5,terminal8-a4-0.75,torch.float32,"[4096, 14336]",True,774ab0fc913feed3f0d7efe1e2a1b65f06ab519b03813b0218a7455cc8764602,7039372c38dfe74b03d4f3b901d39591f153fc1dc944b37ba4744e52c4344cea,79.2613754272461,234881024,8,8,0,1,0
TD,5,terminal8-a4-1,torch.float32,"[4096, 14336]",True,673eefb22615dbd87748b5a1e84c2b083a641cb3623a18d7dfabdf202912d38c,35461621cf0e8e4bc64e10e549359454c34b3fb6f6a1c34780a1fdaf198499bd,79.38130950927734,234881024,8,8,0,1,0
TD,6,own-N4,torch.float32,"[4096, 14336]",True,f85b66a4596bc26ffc2d2ef4be2f3a5c6c06acf13a3ff75131af6c79eedc16e7,6925eef70e1d3e0bbec8d98057df5e48d88ec294523c70553f33f6b49cc36183,79.32546997070312,234881024,4,4,100,1,0
TD,6,terminal4,torch.float32,"[4096, 14336]",True,7e71c4fa524b900e2175cfbc03a63b3cb55239928b310e61f86983daf569830a,34b643e0440a07cb7410f639924eb207fe7fb210eaab2ed57f45f761c75224e2,80.191650390625,234881024,4,8,0,1,0
TD,6,terminal8-a4-0.75,torch.float32,"[4096, 14336]",True,f8b90e9c851d817c56686a3a4579801ac1d1e7f92f8cac20c87a7b1617198877,6e14458283924b82e71bbee88f8f28528a4b40736bb230dc98658cba597da361,79.21913146972656,234881024,8,8,0,1,0
TD,6,terminal8-a4-1,torch.float32,"[4096, 14336]",True,522d156611ef143a9778e5ef6ba7606389ebdaa0670b22142e22bc964dd66fe4,3b30f0e292113e7b55ea87f2d428f752685ebc3ccdf2428e2ad900c7373bb41c,79.3368148803711,234881024,8,8,0,1,0
TD,7,own-N4,torch.float32,"[4096, 14336]",True,17c1d94aef604a39a99c5fd0904ceecd8db515cadd06b1b28e8311ac973c7b48,699c5394f71ea48a68a8fd65a3b424cd672ef043421b4d5bc4f6930b60741485,79.74244689941406,234881024,4,4,100,1,0
TD,7,terminal4,torch.float32,"[4096, 14336]",True,40ae74f04c974a0f2247ae07d35d1c88a3de9dd90407cbc461144150571ce235,9c6363c287d2935a0e537f5a23f0208448886a76f078bf004494a695f70de11b,80.5724868774414,234881024,4,8,0,1,0
TD,7,terminal8-a4-0.75,torch.float32,"[4096, 14336]",True,e4c85c64b70448ea48216e3415ef069435912dc97934758e7af32703bdf43abf,d62c5894d9b34518b6603624fa07cf532e0d4c3da32ab63716954489145ec101,79.22490692138672,234881024,8,8,0,1,0
TD,7,terminal8-a4-1,torch.float32,"[4096, 14336]",True,0cf304145ab26184152ff981e489839c6116f16b90b4dd3b38d406dcf8ed10c1,0c31b929fec6c5a9f065230e26012c421e064be5d84f1eea1e5eca440e8a317a,79.33834838867188,234881024,8,8,0,1,0
TD,8,own-N4,torch.float32,"[4096, 14336]",True,d18272a65363621841a0913a0d4eb85fa89066ce9fe196a822d18ecf9a575edf,c273cf0958c61a44c1356e44116a83e1f450bd3a6856e127a05a583693e7c31d,80.14673614501953,234881024,4,4,100,1,0
TD,8,terminal4,torch.float32,"[4096, 14336]",True,44f3bcb8f3024e818041eba95b18f3999a1514800acf11166568c59e2d60d535,8d864cfbaa844187e0b4e51a8b8de72c61701987a55c3cab1892f651e4fb5c49,81.00367736816406,234881024,4,8,0,1,0
TD,8,terminal8-a4-0.75,torch.float32,"[4096, 14336]",True,d558c8d9bc65906bb145c4e6c08119fbaae16e11deb286567a89cea85079f962,c90f46481e1a24cb8de78a10224111c8c4501391a734e33e71b2b6dcccfa15fc,79.25171661376953,234881024,8,8,0,1,0
TD,8,terminal8-a4-1,torch.float32,"[4096, 14336]",True,b6edc527cc7d7e676db5a12958a60cf7c30cbdb45ef4deb780bef7fa23448371,0f0c192f9b6d1266e45ee67786b1ed1993107fbb121e8ddc13cd3cceba34500c,79.3736801147461,234881024,8,8,0,1,0
TD,9,own-N4,torch.float32,"[4096, 14336]",True,9e330ea907c7904ca09db2eeb6e9683bd0523914925d0e9fe65a4ea81ffb8cc9,1178524821cf5d7a2f513cb34568ff76ec82a70d02987bb94ab1aa1ab952dc8c,80.6005859375,234881024,4,4,100,1,0
TD,9,terminal4,torch.float32,"[4096, 14336]",True,8b2999c683e5bceb05b3befb313b2888ea8662ac50a723f85ab90cdd00148dd3,9893336db8b9d8ca7b147aea46c76e919d01e99d1c745eb790726993580ba83b,81.44393157958984,234881024,4,8,0,1,0
TD,9,terminal8-a4-0.75,torch.float32,"[4096, 14336]",True,d416b91ecf4cb3e224a9113a1b6e17633864e0f62ef0e7895c7a7afa0d7a0aeb,83f64db216cb98e71a0706e2de68edc82f3072b3d5fad4aecc338c0a12407e86,79.24008178710938,234881024,8,8,0,1,0
TD,9,terminal8-a4-1,torch.float32,"[4096, 14336]",True,54771aae6d5dda702c8e9b7b08739eb653acf2dc6dcc7da2801ed1dd1284d625,373e25087088b6a16502312342157077ed833c2d1114d785ab7e7ce9dcab987b,79.36260986328125,234881024,8,8,0,1,0
TD,10,own-N4,torch.float32,"[4096, 14336]",True,4d54868d1222ff9b92cc5249fe81b78429fddaa572af4fff1dbb78d5b938e1dc,838b7e15bc2ad3062a8053c72d44a2ff12ce4f85a066bb207c73f840c2ce8bd2,81.04903411865234,234881024,4,4,100,1,0
TD,10,terminal4,torch.float32,"[4096, 14336]",True,19f47b92647f5e3e0775562bea5fe73770efd3fd068dbb28df791b62d8313eb5,98b62e60e224d518bab1badc0f90925823321bd2bb00b59731efae4d18eb4cdb,81.86859893798828,234881024,4,8,0,1,0
TD,10,terminal8-a4-0.75,torch.float32,"[4096, 14336]",True,f32b0e0d9235a3f68379f62532d40add2d45b86c1710b3657347fab9891e9c64,889ef2f509e1133593ba3722eddf3eef7ccd0d8bee34f0bbbd5248f768f3e206,79.2761459350586,234881024,8,8,0,1,0
TD,10,terminal8-a4-1,torch.float32,"[4096, 14336]",True,5c13cbf76e4d9396f8a170f7f05036313e9c859be274db8140229bd1dd431ac8,1e0c26c6b75eef923aa3a76c6b01fb527b42a132c69c4a771f00fb2a8bc65fc2,79.38481140136719,234881024,8,8,0,1,0
