arm,batch,tensor,dtype,shape,finite,raw_sha256,header_bytes_sha256,norm,bytes,checkpoint_sha256
N4,10,M4,torch.float32,"[1, 14336, 14336]",True,f38200b937fcae3d15d5fa760210f31fe65f48a1613f6ba4a1caac56bf7ec0bd,8ea5e8de6f0e61adfb59988dc9f148e92f6873e78099ab42d7d1d12b585aa9a9,581.373779296875,822083584,50d791b30dc4f5ff16e996ca9d920f9cec8dd8c73af6fee2f645f2a42fcc076d
N4,10,M8,torch.float32,"[1, 14336, 14336]",True,1acbc6ad9de5fde58c6faa370d25575a69e6d5fa78a5333762e896801edd812a,a0b024ce0ae354fae9fa2b049333132184fa800a2439396c0caf9d5b09e47025,0.0,822083584,50d791b30dc4f5ff16e996ca9d920f9cec8dd8c73af6fee2f645f2a42fcc076d
REFIT4,1,W4,torch.float32,"[4096, 14336]",True,003aa852809330a272af9ac09923b14f4557907598c810000d81f6333839cddc,c1063857c3868f83ba561df340108becb0a13fbeba945749bdbeb3a6a9716083,77.44097900390625,234881024,816ef53b21549ac1833dc61be3f65af6e0b96652de36c644522aed8afce41686
REFIT4,1,W8,torch.float32,"[4096, 14336]",True,6b460ccfec10ba9e477dda71ee2ba634d374e3150103516f543a0d199f98d5b2,25561ed3fa92c403f3b3609356ee3b79887139c61b0efba81e151172db44b900,78.18721008300781,234881024,816ef53b21549ac1833dc61be3f65af6e0b96652de36c644522aed8afce41686
REFIT4,1,M4,torch.float32,"[1, 14336, 14336]",True,fa7d22b6e67cda36232c747d31b81cb9bf2b2196082bcad61664926284f6811e,16367d6c364439016b6c296b7c44108d559be918e6fa02fa64c69768c1b5a7e5,93.57093048095703,822083584,816ef53b21549ac1833dc61be3f65af6e0b96652de36c644522aed8afce41686
REFIT4,1,M8,torch.float32,"[1, 14336, 14336]",True,1acbc6ad9de5fde58c6faa370d25575a69e6d5fa78a5333762e896801edd812a,a0b024ce0ae354fae9fa2b049333132184fa800a2439396c0caf9d5b09e47025,0.0,822083584,816ef53b21549ac1833dc61be3f65af6e0b96652de36c644522aed8afce41686
REFIT4,5,W4,torch.float32,"[4096, 14336]",True,e1b578383d9653b7b7dc2dfd84598c27350f0dba647b9069279d2eeb53412759,c5329613acb5951e73bb90f79113edd8acd1e83e79462ddc38ec84880b6b5c80,78.74244689941406,234881024,555680fd819d676819bfa005d08d7eeea755aaef5f851341f08a543dd77b5e97
REFIT4,5,W8,torch.float32,"[4096, 14336]",True,6b460ccfec10ba9e477dda71ee2ba634d374e3150103516f543a0d199f98d5b2,25561ed3fa92c403f3b3609356ee3b79887139c61b0efba81e151172db44b900,78.18721008300781,234881024,555680fd819d676819bfa005d08d7eeea755aaef5f851341f08a543dd77b5e97
REFIT4,5,M4,torch.float32,"[1, 14336, 14336]",True,85652ee2cef8a9271e5ba5db7f765c89c2af1137f92daed20ebbf78cc88ed34b,f4f0fa77465e5b8045ef5928842acac87e9d86f225e800198c230bc104a8bd93,316.3362121582031,822083584,555680fd819d676819bfa005d08d7eeea755aaef5f851341f08a543dd77b5e97
REFIT4,5,M8,torch.float32,"[1, 14336, 14336]",True,1acbc6ad9de5fde58c6faa370d25575a69e6d5fa78a5333762e896801edd812a,a0b024ce0ae354fae9fa2b049333132184fa800a2439396c0caf9d5b09e47025,0.0,822083584,555680fd819d676819bfa005d08d7eeea755aaef5f851341f08a543dd77b5e97
REFIT4,10,W4,torch.float32,"[4096, 14336]",True,a63916e25d0acb98c22e7512c968d87f2a521b1c3e78547599190ad14827a2c0,11cddd0b5e1e8ab8a9101cf4b366d374866e88a9335e3b9c5c648bdea29426b4,80.4049072265625,234881024,94abb7b1642c399fa8512ea0f413729addf8a653cabf23b971abe21c3c786f56
REFIT4,10,W8,torch.float32,"[4096, 14336]",True,6b460ccfec10ba9e477dda71ee2ba634d374e3150103516f543a0d199f98d5b2,25561ed3fa92c403f3b3609356ee3b79887139c61b0efba81e151172db44b900,78.18721008300781,234881024,94abb7b1642c399fa8512ea0f413729addf8a653cabf23b971abe21c3c786f56
REFIT4,10,M4,torch.float32,"[1, 14336, 14336]",True,f38200b937fcae3d15d5fa760210f31fe65f48a1613f6ba4a1caac56bf7ec0bd,8ea5e8de6f0e61adfb59988dc9f148e92f6873e78099ab42d7d1d12b585aa9a9,581.373779296875,822083584,94abb7b1642c399fa8512ea0f413729addf8a653cabf23b971abe21c3c786f56
REFIT4,10,M8,torch.float32,"[1, 14336, 14336]",True,1acbc6ad9de5fde58c6faa370d25575a69e6d5fa78a5333762e896801edd812a,a0b024ce0ae354fae9fa2b049333132184fa800a2439396c0caf9d5b09e47025,0.0,822083584,94abb7b1642c399fa8512ea0f413729addf8a653cabf23b971abe21c3c786f56
L75,1,W4,torch.float32,"[4096, 14336]",True,a66a269ab92ea91a99b02125511812bd03e9e5ea958c76eb8d6b144c28c5e692,ddf4f5f662f21e02eb5e6ddf5b602a54ad2d02f7dd7f8895945adccbbb1645cf,77.22563934326172,234881024,189700959e0397be6e764650beca572c495c62c8ecbcf33371e0d9fe64ac34b2
L75,1,W8,torch.float32,"[4096, 14336]",True,8506d371af3f4231e26c3cfefecd193960c2cb61508fbd53478f9d99be98d0e6,ecd3b8107f102a0cec364a87be528e1e88856518ed6372f9a821e2ad69f3f902,78.53854370117188,234881024,189700959e0397be6e764650beca572c495c62c8ecbcf33371e0d9fe64ac34b2
L75,1,M4,torch.float32,"[1, 14336, 14336]",True,fa7d22b6e67cda36232c747d31b81cb9bf2b2196082bcad61664926284f6811e,16367d6c364439016b6c296b7c44108d559be918e6fa02fa64c69768c1b5a7e5,93.57093048095703,822083584,189700959e0397be6e764650beca572c495c62c8ecbcf33371e0d9fe64ac34b2
L75,1,M8,torch.float32,"[1, 14336, 14336]",True,084e1430167e3504623c275c858444209b96cd694a936c875ca0449ab51fbfdd,4c5edfd993c66638be2ff6b91c14e6bdabb4513bdd51805d4a3818432db70237,208.9862518310547,822083584,189700959e0397be6e764650beca572c495c62c8ecbcf33371e0d9fe64ac34b2
L75,5,W4,torch.float32,"[4096, 14336]",True,565c8cc9a04dd92b5ac4a2dbfc7ce53d1c2632941ede31dc1ce6b048503b6ad0,5e450e7c07ef485d9d4a55fb133886538a44e37f69b1273eddadc5533418373b,78.0640640258789,234881024,731ef65c70e5229c84c86025c718ad30237251256c8c803145f20002961089d0
L75,5,W8,torch.float32,"[4096, 14336]",True,e8b5bc2944f3ed200f64892877cc67c125249c1f1dc9148b3ed5b04dbd2a936d,5c6a5489c597c75a0ff8ae15babba242597ee073755cff08be73994ef5dc85e8,79.17423248291016,234881024,731ef65c70e5229c84c86025c718ad30237251256c8c803145f20002961089d0
L75,5,M4,torch.float32,"[1, 14336, 14336]",True,85652ee2cef8a9271e5ba5db7f765c89c2af1137f92daed20ebbf78cc88ed34b,f4f0fa77465e5b8045ef5928842acac87e9d86f225e800198c230bc104a8bd93,316.3362121582031,822083584,731ef65c70e5229c84c86025c718ad30237251256c8c803145f20002961089d0
L75,5,M8,torch.float32,"[1, 14336, 14336]",True,c6fb92742370c70469ad0870bacb8c0edfe3ace76163157a2a813aabbab89f41,7b556ff96cc4dbea323fd1bc18a3f04a1ab9e91c86f6ead9368133cb456a8616,906.7022094726562,822083584,731ef65c70e5229c84c86025c718ad30237251256c8c803145f20002961089d0
L75,10,W4,torch.float32,"[4096, 14336]",True,b9a0330d9070d103973562de47cd71e1779f6f08628d8deada56fc0ff563347b,e53762edb0808e0a22c23aa44c8bfe8ae6f1bc092b6b75cfd6b94e2654bb0b25,79.22111511230469,234881024,789c021574ace2809e460c24651615e50b7dbd17558a67ad84353f0f1fff918e
L75,10,W8,torch.float32,"[4096, 14336]",True,b557a152de23d72a74ab9aecc8f27eb800ee7fc3d378918adca92f4151025fc6,55e6a4529335009bd836992fde93094d32517421cb8b887be4fabe1bb44187b9,79.94731903076172,234881024,789c021574ace2809e460c24651615e50b7dbd17558a67ad84353f0f1fff918e
L75,10,M4,torch.float32,"[1, 14336, 14336]",True,f38200b937fcae3d15d5fa760210f31fe65f48a1613f6ba4a1caac56bf7ec0bd,8ea5e8de6f0e61adfb59988dc9f148e92f6873e78099ab42d7d1d12b585aa9a9,581.373779296875,822083584,789c021574ace2809e460c24651615e50b7dbd17558a67ad84353f0f1fff918e
L75,10,M8,torch.float32,"[1, 14336, 14336]",True,e17a74cfd6629439b982330d6a1a7710fee600c9beab461d664425a01b73c358,e54032143c88d4ce32070bfaed3795d0da4ca65339198d74b50584755c2aa276,1770.3089599609375,822083584,789c021574ace2809e460c24651615e50b7dbd17558a67ad84353f0f1fff918e
T75,1,W4,torch.float32,"[4096, 14336]",True,f83bebedb37f09404be2093dfeb072b11d2c311974633fec13ed96561af07b8b,7d5ad466d1796053267c09f47e7a3fe1452538af89ee32fadc906cae94f90be2,77.81742858886719,234881024,0e655416d11fef273d86c4f0d8b988af3a362f90ec50245808efdd4b016d619b
T75,1,W8,torch.float32,"[4096, 14336]",True,5382a724a713c6e63bee30557e159239c1314085734519233db27494dfa46179,38929dab841593b854e795971515eb055fc0a318eb7cf51d029919c7ad915829,79.29190063476562,234881024,0e655416d11fef273d86c4f0d8b988af3a362f90ec50245808efdd4b016d619b
T75,1,M4,torch.float32,"[1, 14336, 14336]",True,fa7d22b6e67cda36232c747d31b81cb9bf2b2196082bcad61664926284f6811e,16367d6c364439016b6c296b7c44108d559be918e6fa02fa64c69768c1b5a7e5,93.57093048095703,822083584,0e655416d11fef273d86c4f0d8b988af3a362f90ec50245808efdd4b016d619b
T75,1,M8,torch.float32,"[1, 14336, 14336]",True,0008456093bff36b701104e3969a85a9c691f1f624fe0e941d3c63d29340ca04,2732742712f7ac369e7b35b00235137c2e872ee49e81c01c286974c4c28ca028,189.27401733398438,822083584,0e655416d11fef273d86c4f0d8b988af3a362f90ec50245808efdd4b016d619b
T75,5,W4,torch.float32,"[4096, 14336]",True,67159126d6110ba3c44237478134e84fd1cd5a091276ec7869e5e293771a5b5a,7c0c28701039d1294c2e1dd8d02f3a3d0529258a483dc0c851c78b95857e91ff,81.94483184814453,234881024,c2f04dcb7789cf72bf7709097667d8a71d4ea6e51bb185d9032da016ec193a51
T75,5,W8,torch.float32,"[4096, 14336]",True,7ae7c609b43f8b3c90221399def8c98191125eb7e4bff54fe04369b98eadb452,e45a38ef4155ce0bfa0d0361744a07a8fd5023a7643bca476dae3620a45d6bb7,84.83358001708984,234881024,c2f04dcb7789cf72bf7709097667d8a71d4ea6e51bb185d9032da016ec193a51
T75,5,M4,torch.float32,"[1, 14336, 14336]",True,85652ee2cef8a9271e5ba5db7f765c89c2af1137f92daed20ebbf78cc88ed34b,f4f0fa77465e5b8045ef5928842acac87e9d86f225e800198c230bc104a8bd93,316.3362121582031,822083584,c2f04dcb7789cf72bf7709097667d8a71d4ea6e51bb185d9032da016ec193a51
T75,5,M8,torch.float32,"[1, 14336, 14336]",True,f0eafc18b755a159d8b9e4c55d370ff9496c503e886758205869b7ee8fe11ce7,6e196c0425d60079419b7182656f7a9034f93d3f15ef9773ee4ecbae7b242376,857.320556640625,822083584,c2f04dcb7789cf72bf7709097667d8a71d4ea6e51bb185d9032da016ec193a51
T75,10,W4,torch.float32,"[4096, 14336]",True,8621c690ec3adf451c9887e4bca18982ac10460af4105c54be21126eb732fd73,f21618cad3c2a443c72c2ddf8b0103b821beafd4972dc1e21af18afbb3c280e9,87.91056060791016,234881024,932a8ac5a7509e629501b8d57b019ac4a5bc34c8f14226ca9c1c28183c8d5453
T75,10,W8,torch.float32,"[4096, 14336]",True,f6cbbc25d19d55e8b081a550513a8d1450acca74819661528a576b688c676d5d,61bb961d240783cf6c3d461934a0b26397b2674b61c1e541386ac2787b140e2e,92.22659301757812,234881024,932a8ac5a7509e629501b8d57b019ac4a5bc34c8f14226ca9c1c28183c8d5453
T75,10,M4,torch.float32,"[1, 14336, 14336]",True,f38200b937fcae3d15d5fa760210f31fe65f48a1613f6ba4a1caac56bf7ec0bd,8ea5e8de6f0e61adfb59988dc9f148e92f6873e78099ab42d7d1d12b585aa9a9,581.373779296875,822083584,932a8ac5a7509e629501b8d57b019ac4a5bc34c8f14226ca9c1c28183c8d5453
T75,10,M8,torch.float32,"[1, 14336, 14336]",True,ab362757940c659323926da92c337252947eafc1a958964223fdb51d42e2a2eb,7a169e5bd3d009667cac28a8a083f3735a3dca3f37c17f77d444689c7072a2d4,1755.22119140625,822083584,932a8ac5a7509e629501b8d57b019ac4a5bc34c8f14226ca9c1c28183c8d5453
L4D,1,W4,torch.float32,"[4096, 14336]",True,3d33f44b13688fb3c18db8eb4d8be5cc6509aea161c96bed254e89240f265015,92ddb99bf22538d28efa4e24ab157338a967a4f257fde072d398894b44b15a48,77.38563537597656,234881024,b9dd31e1dd90005ad1b3300c4c2a28db74b10d73ee4c29b61133ae8d8e532891
L4D,1,W8,torch.float32,"[4096, 14336]",True,6b460ccfec10ba9e477dda71ee2ba634d374e3150103516f543a0d199f98d5b2,25561ed3fa92c403f3b3609356ee3b79887139c61b0efba81e151172db44b900,78.18721008300781,234881024,b9dd31e1dd90005ad1b3300c4c2a28db74b10d73ee4c29b61133ae8d8e532891
L4D,1,M4,torch.float32,"[1, 14336, 14336]",True,fa7d22b6e67cda36232c747d31b81cb9bf2b2196082bcad61664926284f6811e,16367d6c364439016b6c296b7c44108d559be918e6fa02fa64c69768c1b5a7e5,93.57093048095703,822083584,b9dd31e1dd90005ad1b3300c4c2a28db74b10d73ee4c29b61133ae8d8e532891
L4D,1,M8,torch.float32,"[1, 14336, 14336]",True,1acbc6ad9de5fde58c6faa370d25575a69e6d5fa78a5333762e896801edd812a,a0b024ce0ae354fae9fa2b049333132184fa800a2439396c0caf9d5b09e47025,0.0,822083584,b9dd31e1dd90005ad1b3300c4c2a28db74b10d73ee4c29b61133ae8d8e532891
L4D,5,W4,torch.float32,"[4096, 14336]",True,a9e896b8f71f4c15373daa22ec18c44e212e5c1ce13cc4e0b654299d2c81bbb7,bb8a6ac1ad6bf648e159dd79d555fd932b2ad8604be1fbea7730a2efa88d793a,78.90921020507812,234881024,69da2868a6ff8bcbd15e76e14cb022ad3a1793de3312ad8af8969656f90c5110
L4D,5,W8,torch.float32,"[4096, 14336]",True,6b460ccfec10ba9e477dda71ee2ba634d374e3150103516f543a0d199f98d5b2,25561ed3fa92c403f3b3609356ee3b79887139c61b0efba81e151172db44b900,78.18721008300781,234881024,69da2868a6ff8bcbd15e76e14cb022ad3a1793de3312ad8af8969656f90c5110
L4D,5,M4,torch.float32,"[1, 14336, 14336]",True,85652ee2cef8a9271e5ba5db7f765c89c2af1137f92daed20ebbf78cc88ed34b,f4f0fa77465e5b8045ef5928842acac87e9d86f225e800198c230bc104a8bd93,316.3362121582031,822083584,69da2868a6ff8bcbd15e76e14cb022ad3a1793de3312ad8af8969656f90c5110
L4D,5,M8,torch.float32,"[1, 14336, 14336]",True,1acbc6ad9de5fde58c6faa370d25575a69e6d5fa78a5333762e896801edd812a,a0b024ce0ae354fae9fa2b049333132184fa800a2439396c0caf9d5b09e47025,0.0,822083584,69da2868a6ff8bcbd15e76e14cb022ad3a1793de3312ad8af8969656f90c5110
L4D,10,W4,torch.float32,"[4096, 14336]",True,90c4c65e16474f742eca4cfa8191bfa3bf4c7879c9a2815e82ff296c61594938,db7f6d882251db37c827e2dcba5afbcf85fd9981edfa27208d3c0ef581497626,80.86711883544922,234881024,adf80f77a533866148936b2bb46d66db32e93940aced4d76d5ecd9a8cbf0416c
L4D,10,W8,torch.float32,"[4096, 14336]",True,6b460ccfec10ba9e477dda71ee2ba634d374e3150103516f543a0d199f98d5b2,25561ed3fa92c403f3b3609356ee3b79887139c61b0efba81e151172db44b900,78.18721008300781,234881024,adf80f77a533866148936b2bb46d66db32e93940aced4d76d5ecd9a8cbf0416c
L4D,10,M4,torch.float32,"[1, 14336, 14336]",True,f38200b937fcae3d15d5fa760210f31fe65f48a1613f6ba4a1caac56bf7ec0bd,8ea5e8de6f0e61adfb59988dc9f148e92f6873e78099ab42d7d1d12b585aa9a9,581.373779296875,822083584,adf80f77a533866148936b2bb46d66db32e93940aced4d76d5ecd9a8cbf0416c
L4D,10,M8,torch.float32,"[1, 14336, 14336]",True,1acbc6ad9de5fde58c6faa370d25575a69e6d5fa78a5333762e896801edd812a,a0b024ce0ae354fae9fa2b049333132184fa800a2439396c0caf9d5b09e47025,0.0,822083584,adf80f77a533866148936b2bb46d66db32e93940aced4d76d5ecd9a8cbf0416c
LD,1,W4,torch.float32,"[4096, 14336]",True,a66a269ab92ea91a99b02125511812bd03e9e5ea958c76eb8d6b144c28c5e692,ddf4f5f662f21e02eb5e6ddf5b602a54ad2d02f7dd7f8895945adccbbb1645cf,77.22563934326172,234881024,596320b71080a5ac395bf189009eaf407cca427326086d7e37b54fd1b00d9ceb
LD,1,W8,torch.float32,"[4096, 14336]",True,cad73c78ed34b2bc21a8445a431fc35977651f6850a7994d869a40edc05e6b1f,e3ff863218bb5b7df5e74caf77a0be1b939e754c063f63290872ddbf72892cc5,78.27790832519531,234881024,596320b71080a5ac395bf189009eaf407cca427326086d7e37b54fd1b00d9ceb
LD,1,M4,torch.float32,"[1, 14336, 14336]",True,fa7d22b6e67cda36232c747d31b81cb9bf2b2196082bcad61664926284f6811e,16367d6c364439016b6c296b7c44108d559be918e6fa02fa64c69768c1b5a7e5,93.57093048095703,822083584,596320b71080a5ac395bf189009eaf407cca427326086d7e37b54fd1b00d9ceb
LD,1,M8,torch.float32,"[1, 14336, 14336]",True,084e1430167e3504623c275c858444209b96cd694a936c875ca0449ab51fbfdd,4c5edfd993c66638be2ff6b91c14e6bdabb4513bdd51805d4a3818432db70237,208.9862518310547,822083584,596320b71080a5ac395bf189009eaf407cca427326086d7e37b54fd1b00d9ceb
LD,5,W4,torch.float32,"[4096, 14336]",True,2d944a7b3093ed5877e64713b2662baedac7d36ec1d388c9505faf9bda597907,5418321069f98b6a260d8ba8f85aecb58f00ee7ed9ebd7f89c1487697f670236,78.22589874267578,234881024,0228b7382cc1bee6f7172e1c26c5aa1959d70807b88af78bf7f077a2960c641b
LD,5,W8,torch.float32,"[4096, 14336]",True,1bf01ff20b9c48557bc38843b1e88d4116eb31afef3815967dcb0563fd1a9032,af4d00781ad844fdab51927f8dbf9cc1858dc17f10e49779033fad878fe90765,78.41960144042969,234881024,0228b7382cc1bee6f7172e1c26c5aa1959d70807b88af78bf7f077a2960c641b
LD,5,M4,torch.float32,"[1, 14336, 14336]",True,85652ee2cef8a9271e5ba5db7f765c89c2af1137f92daed20ebbf78cc88ed34b,f4f0fa77465e5b8045ef5928842acac87e9d86f225e800198c230bc104a8bd93,316.3362121582031,822083584,0228b7382cc1bee6f7172e1c26c5aa1959d70807b88af78bf7f077a2960c641b
LD,5,M8,torch.float32,"[1, 14336, 14336]",True,6dfa245f61a602beffd06bdf31eb80506913a0cae793d46c55bdb16ac0924a21,41ae17f01a706c98b1a6c2472d4c8534ee0f3cfb8b74f0e8272610730e878f53,882.5444946289062,822083584,0228b7382cc1bee6f7172e1c26c5aa1959d70807b88af78bf7f077a2960c641b
LD,10,W4,torch.float32,"[4096, 14336]",True,86ae57a004734df5a0c98e744122910e8327ee5c8897fd1d48d2dcc979518c5d,70bf7ab1f0f08b7382d07e87199f16c820de83b9fdf79bf5f40df7657b8205eb,79.3870849609375,234881024,9b20a171260b1e7d8c5c47e5741f4b6b1f27f80e7e6c046449e5be4e406723eb
LD,10,W8,torch.float32,"[4096, 14336]",True,d67a185671e6c9aab7ea55b9ae44582fe2eaaf63e66e6d37f81555de45f5e80f,8c030f3e15842a6ce8e3da12ee569efae3543cb661df2edb620628b41d5e6157,78.62808990478516,234881024,9b20a171260b1e7d8c5c47e5741f4b6b1f27f80e7e6c046449e5be4e406723eb
LD,10,M4,torch.float32,"[1, 14336, 14336]",True,f38200b937fcae3d15d5fa760210f31fe65f48a1613f6ba4a1caac56bf7ec0bd,8ea5e8de6f0e61adfb59988dc9f148e92f6873e78099ab42d7d1d12b585aa9a9,581.373779296875,822083584,9b20a171260b1e7d8c5c47e5741f4b6b1f27f80e7e6c046449e5be4e406723eb
LD,10,M8,torch.float32,"[1, 14336, 14336]",True,0710e84257ae210b5bc8327bf888bf8741545f59998f1e7aae6f90848a03c5ea,f9fff43b10cd208a66add926d90840b9239617c0bba4f97251a4d39dee7f1251,1793.0269775390625,822083584,9b20a171260b1e7d8c5c47e5741f4b6b1f27f80e7e6c046449e5be4e406723eb
TD,1,W4,torch.float32,"[4096, 14336]",True,3d33f44b13688fb3c18db8eb4d8be5cc6509aea161c96bed254e89240f265015,92ddb99bf22538d28efa4e24ab157338a967a4f257fde072d398894b44b15a48,77.38563537597656,234881024,2bc37b506acc3e546f5de3ed928bd72c7bccc5ab8d57c6f5185c717ebaeec236
TD,1,W8,torch.float32,"[4096, 14336]",True,6b460ccfec10ba9e477dda71ee2ba634d374e3150103516f543a0d199f98d5b2,25561ed3fa92c403f3b3609356ee3b79887139c61b0efba81e151172db44b900,78.18721008300781,234881024,2bc37b506acc3e546f5de3ed928bd72c7bccc5ab8d57c6f5185c717ebaeec236
TD,1,M4,torch.float32,"[1, 14336, 14336]",True,fa7d22b6e67cda36232c747d31b81cb9bf2b2196082bcad61664926284f6811e,16367d6c364439016b6c296b7c44108d559be918e6fa02fa64c69768c1b5a7e5,93.57093048095703,822083584,2bc37b506acc3e546f5de3ed928bd72c7bccc5ab8d57c6f5185c717ebaeec236
TD,1,M8,torch.float32,"[1, 14336, 14336]",True,211b572e1e268359001125f96f23264a65ba39b75904ff517d46d2fd055eac5f,1ff589da2c66db4563b25de275241434e6d560b9ad4ea526bb36dcc237f156fe,207.71836853027344,822083584,2bc37b506acc3e546f5de3ed928bd72c7bccc5ab8d57c6f5185c717ebaeec236
TD,5,W4,torch.float32,"[4096, 14336]",True,a9e896b8f71f4c15373daa22ec18c44e212e5c1ce13cc4e0b654299d2c81bbb7,bb8a6ac1ad6bf648e159dd79d555fd932b2ad8604be1fbea7730a2efa88d793a,78.90921020507812,234881024,e78e00c871f6fa3eee7253961b4008c87c4d37ef4d09324d4fbd2a87d8760b94
TD,5,W8,torch.float32,"[4096, 14336]",True,6b460ccfec10ba9e477dda71ee2ba634d374e3150103516f543a0d199f98d5b2,25561ed3fa92c403f3b3609356ee3b79887139c61b0efba81e151172db44b900,78.18721008300781,234881024,e78e00c871f6fa3eee7253961b4008c87c4d37ef4d09324d4fbd2a87d8760b94
TD,5,M4,torch.float32,"[1, 14336, 14336]",True,85652ee2cef8a9271e5ba5db7f765c89c2af1137f92daed20ebbf78cc88ed34b,f4f0fa77465e5b8045ef5928842acac87e9d86f225e800198c230bc104a8bd93,316.3362121582031,822083584,e78e00c871f6fa3eee7253961b4008c87c4d37ef4d09324d4fbd2a87d8760b94
TD,5,M8,torch.float32,"[1, 14336, 14336]",True,bc103e19a5beedcbfd22c119c507716fe3071fe2cbc7de4939f07ba7fd706353,48129a570be0ed4218bd70009a3e90c20cf41141d3bef968239497cda15abc0b,818.9769897460938,822083584,e78e00c871f6fa3eee7253961b4008c87c4d37ef4d09324d4fbd2a87d8760b94
TD,10,W4,torch.float32,"[4096, 14336]",True,4d54868d1222ff9b92cc5249fe81b78429fddaa572af4fff1dbb78d5b938e1dc,838b7e15bc2ad3062a8053c72d44a2ff12ce4f85a066bb207c73f840c2ce8bd2,81.04903411865234,234881024,078fc69d941a765729a36dcb2fad0d493b36eea68dba45b49553735218c793fd
TD,10,W8,torch.float32,"[4096, 14336]",True,6b460ccfec10ba9e477dda71ee2ba634d374e3150103516f543a0d199f98d5b2,25561ed3fa92c403f3b3609356ee3b79887139c61b0efba81e151172db44b900,78.18721008300781,234881024,078fc69d941a765729a36dcb2fad0d493b36eea68dba45b49553735218c793fd
TD,10,M4,torch.float32,"[1, 14336, 14336]",True,f38200b937fcae3d15d5fa760210f31fe65f48a1613f6ba4a1caac56bf7ec0bd,8ea5e8de6f0e61adfb59988dc9f148e92f6873e78099ab42d7d1d12b585aa9a9,581.373779296875,822083584,078fc69d941a765729a36dcb2fad0d493b36eea68dba45b49553735218c793fd
