comparison,left_arm,right_arm,accepted_edit_count,metric,left_value,right_value,delta_left_minus_right
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,1000,rs,0.999,0.947,0.052000000000000046
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,1000,ps,0.9565,0.8815,0.07500000000000007
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,1000,ns,0.778,0.7266,0.0514
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,1000,rewrite_acc,0.994,0.835,0.15900000000000003
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,1000,rephrase_acc,0.725,0.6225,0.10249999999999992
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,1000,neighborhood_target_true_teacher_forced_acc,0.213,0.1912,0.021799999999999986
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,1500,rs,0.9966666666666667,0.71,0.28666666666666674
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,1500,ps,0.9556666666666667,0.674,0.2816666666666666
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,1500,ns,0.7514,0.6507333333333334,0.10066666666666657
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,1500,rewrite_acc,0.992,0.4073333333333333,0.5846666666666667
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,1500,rephrase_acc,0.7473333333333333,0.33166666666666667,0.41566666666666663
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,1500,neighborhood_target_true_teacher_forced_acc,0.196,0.16613333333333333,0.02986666666666668
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,2000,rs,0.997,0.6305,0.36650000000000005
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,2000,ps,0.9555,0.5985,0.357
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,2000,ns,0.7247,0.5156,0.20910000000000006
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,2000,rewrite_acc,0.9865,0.178,0.8085
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,2000,rephrase_acc,0.75475,0.13225,0.6225
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,2000,neighborhood_target_true_teacher_forced_acc,0.17455,0.0314,0.14315
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,3000,rs,0.9923333333333333,0.672,0.32033333333333325
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,3000,ps,0.9495,0.622,0.3275
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,3000,ns,0.6775,0.494,0.1835
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,3000,rewrite_acc,0.96,0.209,0.751
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,3000,rephrase_acc,0.7305,0.07616666666666666,0.6543333333333334
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,3000,neighborhood_target_true_teacher_forced_acc,0.15096666666666667,0.028366666666666665,0.1226
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,5000,rs,0.9142,0.5842,0.32999999999999996
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,5000,ps,0.8417,0.5413,0.3004
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,5000,ns,0.6065,0.48344,0.12306000000000006
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,5000,rewrite_acc,0.6586,0.0162,0.6424
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,5000,rephrase_acc,0.4476,0.0036,0.444
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,5000,neighborhood_target_true_teacher_forced_acc,0.0763,0.00078,0.07552
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,7500,rs,0.6708,0.6698666666666667,0.0009333333333332305
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,7500,ps,0.6064,0.5930666666666666,0.01333333333333342
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,7500,ns,0.5395466666666666,0.50252,0.03702666666666665
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,7500,rewrite_acc,0.19573333333333334,0.09333333333333334,0.1024
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,7500,rephrase_acc,0.09326666666666666,0.031733333333333336,0.06153333333333333
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,7500,neighborhood_target_true_teacher_forced_acc,0.016746666666666667,0.01776,-0.0010133333333333348
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,10000,rs,0.6785,0.6021,0.07640000000000002
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,10000,ps,0.61425,0.54905,0.06519999999999992
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,10000,ns,0.50918,0.49895,0.010229999999999961
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,10000,rewrite_acc,0.2013,0.0357,0.1656
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,10000,rephrase_acc,0.08635,0.01675,0.0696
ALPHAEDIT_MINUS_MEMIT_LLAMA,LA,LM,10000,neighborhood_target_true_teacher_forced_acc,0.01413,0.00648,0.0076500000000000005
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,1000,rs,0.999,0.985,0.014000000000000012
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,1000,ps,0.9835,0.9685,0.015000000000000013
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,1000,ns,0.7139,0.6948,0.019100000000000006
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,1000,rewrite_acc,0.988,0.93,0.05799999999999994
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,1000,rephrase_acc,0.701,0.7,0.0010000000000000009
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,1000,neighborhood_target_true_teacher_forced_acc,0.0948,0.1235,-0.028700000000000003
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,1500,rs,0.998,0.8626666666666667,0.1353333333333333
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,1500,ps,0.9853333333333333,0.8063333333333333,0.17899999999999994
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,1500,ns,0.6742,0.6200666666666667,0.05413333333333337
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,1500,rewrite_acc,0.982,0.56,0.42199999999999993
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,1500,rephrase_acc,0.7143333333333334,0.37166666666666665,0.34266666666666673
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,1500,neighborhood_target_true_teacher_forced_acc,0.0786,0.07946666666666667,-0.0008666666666666684
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,2000,rs,0.995,0.7065,0.2885
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,2000,ps,0.982,0.6805,0.3015
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,2000,ns,0.64505,0.54325,0.1018
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,2000,rewrite_acc,0.968,0.267,0.701
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,2000,rephrase_acc,0.7,0.1965,0.5035
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,2000,neighborhood_target_true_teacher_forced_acc,0.07005,0.0312,0.03885
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,3000,rs,0.9683333333333334,0.565,0.40333333333333343
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,3000,ps,0.9081666666666667,0.5555,0.3526666666666667
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,3000,ns,0.6021333333333333,0.48513333333333336,0.11699999999999994
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,3000,rewrite_acc,0.8766666666666667,0.015333333333333332,0.8613333333333334
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,3000,rephrase_acc,0.5561666666666667,0.006333333333333333,0.5498333333333334
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,3000,neighborhood_target_true_teacher_forced_acc,0.053066666666666665,0.0006333333333333333,0.05243333333333333
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,5000,rs,0.8542,0.5392,0.31499999999999995
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,5000,ps,0.7317,0.5334,0.19830000000000003
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,5000,ns,0.5614,0.4769,0.08450000000000002
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,5000,rewrite_acc,0.4306,0.0002,0.4304
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,5000,rephrase_acc,0.2231,0.0001,0.223
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,5000,neighborhood_target_true_teacher_forced_acc,0.0135,0.0,0.0135
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,7500,rs,0.6521333333333333,0.5289333333333334,0.12319999999999998
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,7500,ps,0.5609333333333333,0.5243333333333333,0.036599999999999966
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,7500,ns,0.5200266666666666,0.48428,0.03574666666666665
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,7500,rewrite_acc,0.12613333333333332,0.00013333333333333334,0.12599999999999997
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,7500,rephrase_acc,0.046,6.666666666666667e-05,0.04593333333333333
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,7500,neighborhood_target_true_teacher_forced_acc,0.003533333333333333,0.0,0.003533333333333333
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,10000,rs,0.6653,0.5037,0.16159999999999997
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,10000,ps,0.56455,0.5103,0.05425000000000002
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,10000,ns,0.51934,0.49843,0.02091000000000004
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,10000,rewrite_acc,0.1084,0.0,0.1084
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,10000,rephrase_acc,0.0343,0.0,0.0343
ALPHAEDIT_MINUS_MEMIT_QWEN,QA,QM,10000,neighborhood_target_true_teacher_forced_acc,0.00246,0.0,0.00246
LLAMA_MINUS_QWEN_MEMIT,LM,QM,1000,rs,0.947,0.985,-0.038000000000000034
LLAMA_MINUS_QWEN_MEMIT,LM,QM,1000,ps,0.8815,0.9685,-0.08700000000000008
LLAMA_MINUS_QWEN_MEMIT,LM,QM,1000,ns,0.7266,0.6948,0.03180000000000005
LLAMA_MINUS_QWEN_MEMIT,LM,QM,1000,rewrite_acc,0.835,0.93,-0.09500000000000008
LLAMA_MINUS_QWEN_MEMIT,LM,QM,1000,rephrase_acc,0.6225,0.7,-0.0774999999999999
LLAMA_MINUS_QWEN_MEMIT,LM,QM,1000,neighborhood_target_true_teacher_forced_acc,0.1912,0.1235,0.06770000000000001
LLAMA_MINUS_QWEN_MEMIT,LM,QM,1500,rs,0.71,0.8626666666666667,-0.15266666666666673
LLAMA_MINUS_QWEN_MEMIT,LM,QM,1500,ps,0.674,0.8063333333333333,-0.1323333333333333
LLAMA_MINUS_QWEN_MEMIT,LM,QM,1500,ns,0.6507333333333334,0.6200666666666667,0.03066666666666673
LLAMA_MINUS_QWEN_MEMIT,LM,QM,1500,rewrite_acc,0.4073333333333333,0.56,-0.15266666666666673
LLAMA_MINUS_QWEN_MEMIT,LM,QM,1500,rephrase_acc,0.33166666666666667,0.37166666666666665,-0.03999999999999998
LLAMA_MINUS_QWEN_MEMIT,LM,QM,1500,neighborhood_target_true_teacher_forced_acc,0.16613333333333333,0.07946666666666667,0.08666666666666666
LLAMA_MINUS_QWEN_MEMIT,LM,QM,2000,rs,0.6305,0.7065,-0.07600000000000007
LLAMA_MINUS_QWEN_MEMIT,LM,QM,2000,ps,0.5985,0.6805,-0.08199999999999996
LLAMA_MINUS_QWEN_MEMIT,LM,QM,2000,ns,0.5156,0.54325,-0.027650000000000063
LLAMA_MINUS_QWEN_MEMIT,LM,QM,2000,rewrite_acc,0.178,0.267,-0.08900000000000002
LLAMA_MINUS_QWEN_MEMIT,LM,QM,2000,rephrase_acc,0.13225,0.1965,-0.06425
LLAMA_MINUS_QWEN_MEMIT,LM,QM,2000,neighborhood_target_true_teacher_forced_acc,0.0314,0.0312,0.0001999999999999988
LLAMA_MINUS_QWEN_MEMIT,LM,QM,3000,rs,0.672,0.565,0.1070000000000001
LLAMA_MINUS_QWEN_MEMIT,LM,QM,3000,ps,0.622,0.5555,0.0665
LLAMA_MINUS_QWEN_MEMIT,LM,QM,3000,ns,0.494,0.48513333333333336,0.008866666666666634
LLAMA_MINUS_QWEN_MEMIT,LM,QM,3000,rewrite_acc,0.209,0.015333333333333332,0.19366666666666665
LLAMA_MINUS_QWEN_MEMIT,LM,QM,3000,rephrase_acc,0.07616666666666666,0.006333333333333333,0.06983333333333333
LLAMA_MINUS_QWEN_MEMIT,LM,QM,3000,neighborhood_target_true_teacher_forced_acc,0.028366666666666665,0.0006333333333333333,0.027733333333333332
LLAMA_MINUS_QWEN_MEMIT,LM,QM,5000,rs,0.5842,0.5392,0.04500000000000004
LLAMA_MINUS_QWEN_MEMIT,LM,QM,5000,ps,0.5413,0.5334,0.007900000000000018
LLAMA_MINUS_QWEN_MEMIT,LM,QM,5000,ns,0.48344,0.4769,0.00653999999999999
LLAMA_MINUS_QWEN_MEMIT,LM,QM,5000,rewrite_acc,0.0162,0.0002,0.016
LLAMA_MINUS_QWEN_MEMIT,LM,QM,5000,rephrase_acc,0.0036,0.0001,0.0035
LLAMA_MINUS_QWEN_MEMIT,LM,QM,5000,neighborhood_target_true_teacher_forced_acc,0.00078,0.0,0.00078
LLAMA_MINUS_QWEN_MEMIT,LM,QM,7500,rs,0.6698666666666667,0.5289333333333334,0.14093333333333335
LLAMA_MINUS_QWEN_MEMIT,LM,QM,7500,ps,0.5930666666666666,0.5243333333333333,0.06873333333333331
LLAMA_MINUS_QWEN_MEMIT,LM,QM,7500,ns,0.50252,0.48428,0.01823999999999998
LLAMA_MINUS_QWEN_MEMIT,LM,QM,7500,rewrite_acc,0.09333333333333334,0.00013333333333333334,0.0932
LLAMA_MINUS_QWEN_MEMIT,LM,QM,7500,rephrase_acc,0.031733333333333336,6.666666666666667e-05,0.03166666666666667
LLAMA_MINUS_QWEN_MEMIT,LM,QM,7500,neighborhood_target_true_teacher_forced_acc,0.01776,0.0,0.01776
LLAMA_MINUS_QWEN_MEMIT,LM,QM,10000,rs,0.6021,0.5037,0.09839999999999993
LLAMA_MINUS_QWEN_MEMIT,LM,QM,10000,ps,0.54905,0.5103,0.03875000000000006
LLAMA_MINUS_QWEN_MEMIT,LM,QM,10000,ns,0.49895,0.49843,0.0005200000000000204
LLAMA_MINUS_QWEN_MEMIT,LM,QM,10000,rewrite_acc,0.0357,0.0,0.0357
LLAMA_MINUS_QWEN_MEMIT,LM,QM,10000,rephrase_acc,0.01675,0.0,0.01675
LLAMA_MINUS_QWEN_MEMIT,LM,QM,10000,neighborhood_target_true_teacher_forced_acc,0.00648,0.0,0.00648
LLAMA_MINUS_QWEN_ALPHAEDIT,LA,QA,1000,rs,0.999,0.999,0.0
LLAMA_MINUS_QWEN_ALPHAEDIT,LA,QA,1000,ps,0.9565,0.9835,-0.027000000000000024
LLAMA_MINUS_QWEN_ALPHAEDIT,LA,QA,1000,ns,0.778,0.7139,0.06410000000000005
LLAMA_MINUS_QWEN_ALPHAEDIT,LA,QA,1000,rewrite_acc,0.994,0.988,0.006000000000000005
LLAMA_MINUS_QWEN_ALPHAEDIT,LA,QA,1000,rephrase_acc,0.725,0.701,0.02400000000000002
LLAMA_MINUS_QWEN_ALPHAEDIT,LA,QA,1000,neighborhood_target_true_teacher_forced_acc,0.213,0.0948,0.1182
LLAMA_MINUS_QWEN_ALPHAEDIT,LA,QA,1500,rs,0.9966666666666667,0.998,-0.0013333333333332975
LLAMA_MINUS_QWEN_ALPHAEDIT,LA,QA,1500,ps,0.9556666666666667,0.9853333333333333,-0.02966666666666662
LLAMA_MINUS_QWEN_ALPHAEDIT,LA,QA,1500,ns,0.7514,0.6742,0.07719999999999994
LLAMA_MINUS_QWEN_ALPHAEDIT,LA,QA,1500,rewrite_acc,0.992,0.982,0.010000000000000009
LLAMA_MINUS_QWEN_ALPHAEDIT,LA,QA,1500,rephrase_acc,0.7473333333333333,0.7143333333333334,0.03299999999999992
LLAMA_MINUS_QWEN_ALPHAEDIT,LA,QA,1500,neighborhood_target_true_teacher_forced_acc,0.196,0.0786,0.1174
