P_terminal,W0_restore_bytes,W0_restore_pointer,accepted_steps,action_freeze_sha256,actual_sum,alias,arm,backwards,capacity_terminal,case,cross_case_state_count,edit_core_wall,eff_correct,eff_denominator,eff_margin_mean,eff_nll_mean,eff_old_nll_mean,energy_terminal,finite_demand_sum,functional_p_mean,gen_correct,gen_denominator,gen_margin_mean,gen_nll_mean,gen_old_nll_mean,held_request_steps,loc_correct,loc_denominator,loc_margin_mean,loc_nll_mean,loc_old_nll_mean,manifest_sha256,materializations,model_forwards,negative_actual_steps,official_eff_correct,official_eff_margin_mean,official_eff_nll_mean,official_gen_correct,official_loc_correct,official_matched,old_rho_sum,p1r36_P_terminal,p1r36_capacity_terminal,p1r36_eff_correct,p1r36_eff_nll_mean,p1r36_energy_terminal,p1r36_gen_correct,p1r36_loc_correct,p1r36_status,p1r36_w8_full6_nll,p1r36_z8_full6_nll,p1r36_z_w_full6_gap,p1r38_P_terminal,p1r38_capacity_terminal,p1r38_eff_correct,p1r38_eff_nll_mean,p1r38_energy_terminal,p1r38_gen_correct,p1r38_loc_correct,p1r38_status,p1r38_w8_full6_nll,p1r38_z8_full6_nll,p1r38_z_w_full6_gap,peak_gpu_memory,peak_host_memory,predicted_sum,reactivated_request_steps,realization_mean,rejected_request_steps,status,target_terminal_count_lt_005,target_terminal_mean,target_terminal_median,target_terminal_p90,target_terminal_worst,terminal_evaluator_wall,terminal_sha256,tokens,w8_full6_nll,z8_full6_nll,z_w_full6_gap
0.006464477134289432,True,True,8,38fb636cfb03e8f31d4e634e9ed29b57203c8cdc6a0c56956d61f42ad27994a2,11.60723805705784,llama3-8b-inst,Soft,125,0.049710391363741946,1,0,114.34275382943451,10,10,13.069480895996094,0.08676910400390625,13.15625,0.08040115138816681,14.148371298832354,0.006997815698327939,19,20,7.022907257080078,2.4802177429199217,9.503125,4,92,100,7.100258636474609,12.334375,5.2341163635253904,b0622d45b0eff18586543cb4147673ab55390fdb9faa681004fe2bc177e456bb,8,220,0,10,15.473342132568359,0.001657867431640625,19,92,True,19.33165184109636,0.005804717557449652,0.045129751027790606,10,0.027561664581298828,0.07487284684802475,18,92,SUCCESS,0.07737802951596677,0.01438890517456457,0.0629891243414022,0.014599856199279249,0.12168604190041371,10,0.21199951171875,0.18304905517556327,20,89,CASE_COMPLETE,0.25885671749711037,0.1682445652782917,0.09061215221881866,NOT_RECORDED,NOT_RECORDED,14.148371298832355,0,0.7582212430718147,20,SUCCESS,6,0.0679110101889819,0.012644767761230469,0.1296749174594878,0.4172850251197815,19.00331354048103,d8014256c50fa1fdcce4f881dc1758d71a2b66e205236ebdbd3c5daba148066d,36472,0.08905343731166795,0.0679110101889819,0.02114242712268606
0.005915151869214457,True,True,8,d6e6915b6449acd1e6797b71cfa431808d25865f815e2063de4004e98a5d340c,11.139598207408563,llama3-8b-inst,Soft,125,0.017720270828565955,2,0,110.42404796462506,10,10,12.089221954345703,0.07327804565429688,12.1625,0.029532071333546493,14.514198984124233,0.11592711198324561,16,20,4.8473876953125,2.7963623046875,7.64375,6,86,100,5.805976104736328,10.930625000000001,5.124648895263672,1579400524e6b03eda7f2ae95b18725182f5c4ff134c42fd5f63c1c3f92b8059,8,220,0,10,16.574385702610016,0.0006142973899841309,20,84,True,19.501433654252477,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,TYPED_CASE_FAILURE,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,0.018481798921795186,0.13407506302524272,10,0.4471221923828125,0.1962966478908463,19,85,CASE_COMPLETE,0.35676125874742864,0.21511451895348727,0.14164673979394138,NOT_RECORDED,NOT_RECORDED,14.514198984124233,0,0.7207145293254618,14,SUCCESS,9,0.0309270809055306,0.0041338379960507154,0.04733165167272084,0.21274571120738983,19.163044570945203,127eba2060a6cb9f27e8ccad012508a0dea2226f8e0148929a84170def95d429,37595,0.07671906477771699,0.0309270809055306,0.04579198387218639
0.006400467464188846,True,True,8,64bc06127f7e7f2591ef21af17840f099d40e582196b25a89772b25c01307907,9.452956134639681,llama3-8b-inst,Soft,125,0.018668967907931346,3,0,100.89373104274273,10,10,12.667451858520508,0.020048141479492188,12.6875,0.030207829291435857,11.850824333610946,0.004605954768795846,19,20,4.820904922485352,3.2142513275146483,8.03515625,9,87,100,4.719460906982421,9.28559097290039,4.566130065917969,c79bf6488d7a127d11da8e432779f06db4979e3f4a418acc325c3bec82591633,8,220,0,10,16.13064832687378,0.0006016731262207031,18,87,True,14.42099876615847,0.006293158624616438,0.015297032593745152,10,0.02351722717285156,0.024614656361081688,19,87,SUCCESS,0.038646987080574034,0.008378130657365545,0.03026885642320849,0.01393937045505513,0.013810906182455633,10,1.2384613037109375,0.019330315945371258,18,87,CASE_COMPLETE,1.3312362289987505,0.9792964467778802,0.3519397822208703,NOT_RECORDED,NOT_RECORDED,11.850824333610946,0,0.7606289943225252,4,SUCCESS,10,0.005064284853870049,0.003565243328921497,0.011808696947991849,0.011960357427597046,19.036801517009735,c60c11cc56235a5964751c02379554e8e13d069edda064cca52891c101956668,37967,0.033701770938932896,0.005064284853870049,0.028637486085062846
0.006083989803617342,True,True,8,03af13e22eb9a02705ebec056162e1d5c34da8bba47505a2394c1b3b074b3f43,9.917978592042346,llama3-8b-inst,Soft,125,0.013503790472642765,4,0,92.73626367747784,10,10,10.857465648651123,0.051909351348876955,10.909375,0.02188236948855345,12.951492952462287,0.043432428979601936,16,20,3.197265625,3.269775390625,6.467041015625,6,92,100,6.16115966796875,10.462421875,4.30126220703125,35e75f29a8e216332114e9b26ca619a6532efdcd612d9cd5178f260ef179b183,8,220,0,10,12.604396271705628,0.0018537282943725587,15,91,True,21.572857922869584,0.006084609131235976,0.016664350350051867,10,0.053249025344848634,0.027202624564634285,16,92,SUCCESS,0.06626817968790419,0.017460249084979295,0.04880793060292489,0.018284178521629765,0.13855839822540952,10,0.31976318359375,0.18961695996357764,16,82,CASE_COMPLETE,0.3135869484394789,0.21065135300159454,0.10293559543788433,NOT_RECORDED,NOT_RECORDED,12.951492952462287,0,0.7564585319723104,5,SUCCESS,9,0.015768942004069687,0.0033175803255289793,0.0275501191616058,0.11923636496067047,19.011844463646412,714c4247fd0f4709e7ba0d462eb29711e485016ae838c823c46baae82740e4cc,37270,0.06110389697132632,0.015768942004069687,0.04533495496725663
0.005531196496233847,True,True,8,3f5109bc102e18d88449d1c691aa5bb2a88624aba4e97e2188fbf6a8984f588b,9.722290879534556,llama3-8b-inst,Soft,125,0.08054644148217475,5,0,112.46639823075384,10,10,10.697703552246093,0.24604644775390624,10.94375,0.13799602643432976,12.957196884043514,0.0038397771227133503,18,20,6.107911682128906,1.9979476928710938,8.105859375,7,86,100,4.2143115234375,9.7367578125,5.5224462890625,a51e5a63eac8c0de8e932c78b7fff9ea0aa26bc6d125789944172ce5e3fa4d84,8,220,0,10,13.643117809295655,0.0006321907043457031,17,84,True,20.555293295505006,0.005406010580695397,0.0873565466785959,10,0.24385986328125,0.14955883050193278,18,86,SUCCESS,0.3010021338239312,0.17303231998812407,0.12796981383580713,0.01586061985881079,0.16511535393363477,10,0.43157806396484377,0.23587522992906362,18,77,CASE_COMPLETE,0.5427326216595247,0.38484355688560756,0.15788906477391718,NOT_RECORDED,NOT_RECORDED,12.957196884043515,0,0.7305313670714538,12,SUCCESS,8,0.18740617148578168,0.012085230555385351,0.2984757110476488,1.6541106700897217,18.97568030282855,ac59d16dc0e67aa4e796a3e732a1f1d6fbafe9ff513a3363da003fc62ae87873,35474,0.3034696280490607,0.18740617148578168,0.11606345656327902
0.006493269176931213,True,True,8,38864c99b49e009b5230c202e9180c106f7716cd8f883bae36bdcac9e431d11e,9.381508433725685,llama3-8b-inst,Soft,125,0.027721659522006798,6,0,94.00608036573976,10,10,13.678558158874512,0.01519184112548828,13.69375,0.04457467043587522,11.554688365064797,0.0048777883502361015,17,20,7.1647216796875,1.8360595703125,9.00078125,4,83,100,5.911262664794922,9.94984375,4.038581085205078,63e860d27962eb2b5ec91328e508e34de990228bf450bf6e390c6e417c30b718,8,220,0,10,15.993104386329652,0.0006456136703491211,19,82,True,15.41335001702973,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,TYPED_CASE_FAILURE,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,0.01624154972804396,0.149697608876919,10,0.22415237426757811,0.21567524562597487,18,82,CASE_COMPLETE,0.3031252097338438,0.21000710395164787,0.09311810578219595,NOT_RECORDED,NOT_RECORDED,11.554688365064797,0,0.7365389578311473,11,SUCCESS,9,0.011836134048644453,0.0023462484823539853,0.01647607032209632,0.08796535432338715,18.889512763358653,50df34260e4b13b05d08aa33e48ce385a7a3c2d0e19e041cfd266c2354dfa80e,36515,0.03780790576711297,0.011836134048644453,0.02597177171846852
0.0055757728035511715,True,True,8,10e22c29100022d3a9562ecca973a2984c9f51fb13f57ea774418214c166b5a3,11.30117795157712,llama3-8b-inst,Soft,125,0.027930344755482554,7,0,134.90009652264416,10,10,10.646638107299804,0.112738037109375,10.75937614440918,0.04487256478609008,15.01085448281956,0.004975424302640421,19,20,7.142196273803711,1.4185043334960938,8.560700607299804,4,95,100,6.229240493774414,10.654375,4.425134506225586,881ee9fa4718cea9fba412f55a97581a1a5a0db092752adfa5d073216ef4a318,8,220,0,10,14.62691354751587,0.0012120246887207032,20,94,True,20.34555146616349,0.005187214015457603,0.006278744576926701,10,0.09080543518066406,0.01013335570124874,19,95,SUCCESS,0.1266894050873816,0.10963870219420642,0.017050702893175188,0.016108554441133675,0.155854024134764,10,0.7957565307617187,0.21239701521035576,19,89,CASE_COMPLETE,0.8949834438972175,0.7421799952164292,0.15280344868078832,NOT_RECORDED,NOT_RECORDED,15.01085448281956,0,0.7013171587035794,7,SUCCESS,8,0.047156779962824656,0.0047563433181494474,0.17404966503381727,0.25960251688957214,19.121831170283258,45e2390f92b9dfc93336c22d3307a517ca1366d53571933e26fef3dbf7f6c98f,39406,0.1089032442541793,0.047156779962824656,0.06174646429135464
0.00571198458438686,True,True,8,9b88812c124f68acfab2ddf97cdca07f3420e59e7853b270954ddd5271799c49,10.012990528764204,llama3-8b-inst,Soft,125,0.016087935123273684,8,0,105.98147178348154,10,10,10.169781494140626,0.142718505859375,10.3125,0.026577879530806616,13.038505391334185,0.0021885241283920174,20,20,5.84774169921875,2.72725830078125,8.575,12,80,100,5.159498596191407,10.00015625,4.840657653808593,09014312839c1407d56d5d1ab300c24d798ccefb293b75b5574da4ed83aac327,8,220,0,10,12.060680198669434,0.0018198013305664063,20,77,True,16.936523227257126,0.005585366385163765,0.02190996326756453,10,0.26435279846191406,0.037379940294676665,20,80,SUCCESS,0.11477374946698546,0.007150029027252458,0.107623720439733,0.019404980015486174,0.062266090564075185,10,0.2083984375,0.08632508090121194,20,73,CASE_COMPLETE,0.15785214770585299,0.09828941728919745,0.05956273041665554,NOT_RECORDED,NOT_RECORDED,13.038505391334185,0,0.6822355026456073,11,SUCCESS,9,0.056064837181475015,0.007541347295045853,0.06178035046905262,0.502867579460144,19.270015572197735,5585930a6bc2abffd0068ba79b7a3c6d5c05034d60da17c584356ef33c253e33,36464,0.08735868292860687,0.056064837181475015,0.03129384574713185
0.005681965957417933,True,True,8,505c0632ffb5e2abe3eefcb2bcafe8784101333b5f8fd9dba50971e7c71771db,10.01046764071798,llama3-8b-inst,Soft,125,0.01726250994893058,9,0,78.90188677795231,10,10,11.100519561767578,0.08385543823242188,11.184375,0.02893001646703186,12.01117198499851,0.008759911323379012,18,20,5.251497268676758,1.5383464813232421,6.78984375,7,94,100,5.758804626464844,9.754999999999999,3.9961953735351563,8f55cf37e6ac0ae9e9398f94eb3cd04bb565fb5b59dfd66f8edd253a5e65100c,8,220,0,10,14.924441719055176,0.0005582809448242187,18,89,True,15.832502156188982,0.00558311863335373,0.013492988714303322,10,0.020423507690429686,0.022630767808466495,18,93,SUCCESS,0.021293602406512947,0.005266606132499874,0.01602699627401307,0.016872800715466228,0.11503701811426775,10,0.25113677978515625,0.17321767189359358,18,84,CASE_COMPLETE,0.3072316965088248,0.2069847249891609,0.10024697151966391,NOT_RECORDED,NOT_RECORDED,12.011171984998512,0,0.7585833430690787,15,SUCCESS,9,0.12654711146606132,0.005936208181083202,0.13872819449752527,1.2051019668579102,19.085436989553273,41ae113f3f5cd16744fda7d0690a0f78c9fbf32b12f26f9add3fcb798bc8d83b,36488,0.14593976322794333,0.12654711146606132,0.019392651761882013
0.008884557153644805,True,True,8,f6dd1892ae3bd70f2d3fd80b31a44aee7a29c94098542ddfca7d8d24fcf28d21,10.0501619686489,llama3-8b-inst,Soft,125,0.08895731975489196,10,0,94.66907716076821,10,10,14.476338195800782,0.42366180419921873,14.9,0.13581949511354444,12.998246613473748,0.006315131341120689,19,20,8.71092414855957,1.7156383514404296,10.4265625,0,80,100,4.940609893798827,10.8617822265625,5.921172332763672,8281ce7c36284b49a651159fb42bb416d256d69b9166d652feea08ad10b2603b,8,220,0,10,15.485404753684998,0.0020952463150024415,19,79,True,17.46376502054963,0.008590747293193961,0.07953521705022443,10,0.4340663909912109,0.12521469164920618,17,80,SUCCESS,0.3554046812467277,0.2230843785277102,0.13232030271901749,0.017675332269552316,0.11407026909539991,9,1.06796875,0.16476611951637857,18,79,CASE_COMPLETE,1.0631353922188282,0.9485583191737532,0.11457707304507503,NOT_RECORDED,NOT_RECORDED,12.998246613473748,0,0.747895092610329,9,SUCCESS,8,0.2731324157328345,0.004099292564205825,0.35735394507646473,2.588468551635742,19.090716957114637,d555a8b30b9458fbf2a485efa3ae633490f489ef1bd6b5adc1d8bdbcbb718ce7,38127,0.344541944086086,0.2731324157328345,0.07140952835325154
