arm,request_ordinal,T_z,M5_h,M5_new_nll,M5_true_nll,M5_margin,M10_h,M10_new_nll,M10_true_nll,M10_margin,new_nll_delta_M10_minus_M5,both_positive_margin,both_new_nll_below_1_observation,cutoff_note
Z+,0,1.25,0.25,0.8183536529541016,9.398092269897461,8.57973861694336,0.125,0.050529029220342636,12.383849143981934,12.333320617675781,-0.7678246237337589,True,True,DESCRIPTIVE_NOT_PREDECLARED_GATE
Z+,1,1.25,0.25,0.0721098929643631,10.835001945495605,10.76289176940918,0.125,0.02836998552083969,13.621932029724121,13.593562126159668,-0.04373990744352341,True,True,DESCRIPTIVE_NOT_PREDECLARED_GATE
Z+,2,1.25,0.25,0.10862412303686142,12.420924186706543,12.312299728393555,0.125,0.029045915231108665,14.80725383758545,14.778207778930664,-0.07957820780575275,True,True,DESCRIPTIVE_NOT_PREDECLARED_GATE
Z+,3,1.25,0.25,0.005163679830729961,11.76655101776123,11.761388778686523,0.125,0.006624794565141201,8.531035423278809,8.524410247802734,0.0014611147344112396,True,True,DESCRIPTIVE_NOT_PREDECLARED_GATE
Z+,4,1.25,0.25,0.30789685249328613,11.028521537780762,10.720624923706055,0.125,0.1184995025396347,12.762721061706543,12.644221305847168,-0.18939734995365143,True,True,DESCRIPTIVE_NOT_PREDECLARED_GATE
Z+,5,1.25,0.25,0.21640488505363464,7.405446529388428,7.1890411376953125,0.125,0.1575644165277481,7.761861324310303,7.604297637939453,-0.058840468525886536,True,True,DESCRIPTIVE_NOT_PREDECLARED_GATE
Z+,6,1.25,0.25,0.9183434844017029,13.566825866699219,12.648482322692871,0.125,0.04065506532788277,14.34653091430664,14.305875778198242,-0.8776884190738201,True,True,DESCRIPTIVE_NOT_PREDECLARED_GATE
Z+,7,1.25,0.25,0.020597565919160843,13.266534805297852,13.245936393737793,0.125,0.02299739047884941,11.634272575378418,11.611274719238281,0.002399824559688568,True,True,DESCRIPTIVE_NOT_PREDECLARED_GATE
Z+,8,1.25,0.25,0.03688506782054901,7.694516658782959,7.657631874084473,0.125,0.018071182072162628,7.838613033294678,7.820542335510254,-0.018813885748386383,True,True,DESCRIPTIVE_NOT_PREDECLARED_GATE
Z+,9,1.25,0.25,0.11101160943508148,6.562116622924805,6.451105117797852,0.125,0.041241616010665894,7.853017330169678,7.811776638031006,-0.06976999342441559,True,True,DESCRIPTIVE_NOT_PREDECLARED_GATE
Z±,0,1.25,0.25,0.8731083869934082,9.234298706054688,8.361190795898438,0.125,0.05465869605541229,12.518692016601562,12.464033126831055,-0.8184496909379959,True,True,DESCRIPTIVE_NOT_PREDECLARED_GATE
Z±,1,1.25,0.25,0.11736216396093369,12.791114807128906,12.67375373840332,0.125,0.07195577025413513,13.516371726989746,13.444415092468262,-0.04540639370679855,True,True,DESCRIPTIVE_NOT_PREDECLARED_GATE
Z±,2,1.25,0.25,0.13959558308124542,11.998663902282715,11.859067916870117,0.125,0.03352401778101921,14.997686386108398,14.964162826538086,-0.10607156530022621,True,True,DESCRIPTIVE_NOT_PREDECLARED_GATE
Z±,3,1.25,0.25,0.08813062310218811,12.77203369140625,12.683902740478516,0.125,0.0262497216463089,9.83244800567627,9.806198120117188,-0.06188090145587921,True,True,DESCRIPTIVE_NOT_PREDECLARED_GATE
Z±,4,1.25,0.25,0.34046846628189087,11.119230270385742,10.77876091003418,0.125,0.18896625936031342,12.069038391113281,11.880072593688965,-0.15150220692157745,True,True,DESCRIPTIVE_NOT_PREDECLARED_GATE
Z±,5,1.25,0.25,0.19895999133586884,9.185209274291992,8.986249923706055,0.125,0.12721914052963257,8.558380126953125,8.431160926818848,-0.07174085080623627,True,True,DESCRIPTIVE_NOT_PREDECLARED_GATE
Z±,6,1.25,0.25,0.9252386093139648,12.139147758483887,11.213909149169922,0.125,0.07830512523651123,13.512996673583984,13.4346923828125,-0.8469334840774536,True,True,DESCRIPTIVE_NOT_PREDECLARED_GATE
Z±,7,1.25,0.25,0.042411766946315765,12.827228546142578,12.784818649291992,0.125,0.02166588231921196,12.43269157409668,12.411026000976562,-0.020745884627103806,True,True,DESCRIPTIVE_NOT_PREDECLARED_GATE
Z±,8,1.25,0.25,0.039326995611190796,7.757698059082031,7.71837043762207,0.125,0.016871582716703415,7.942920684814453,7.926049709320068,-0.02245541289448738,True,True,DESCRIPTIVE_NOT_PREDECLARED_GATE
Z±,9,1.25,0.25,0.09942591190338135,9.784767150878906,9.685340881347656,0.125,0.06301161646842957,10.76547908782959,10.70246696472168,-0.03641429543495178,True,True,DESCRIPTIVE_NOT_PREDECLARED_GATE
