state,family,variant,edits,task,branch,label,support,predicted,tp,fp,fn,f1
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,sst2,generation,0,50,40,38,2,12,0.8444444444444444
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,sst2,generation,1,50,32,32,0,18,0.7804878048780488
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,sst2,alternative,0,50,53,50,3,0,0.970873786407767
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,sst2,alternative,1,50,47,47,0,3,0.9690721649484536
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,mrpc,generation,0,50,34,28,6,22,0.6666666666666666
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,mrpc,generation,1,50,66,44,22,6,0.7586206896551724
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,mrpc,alternative,0,50,34,28,6,22,0.6666666666666666
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,mrpc,alternative,1,50,66,44,22,6,0.7586206896551724
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,cola,generation,-1,0,2,0,2,0,0.0
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,cola,generation,0,50,53,40,13,10,0.7766990291262136
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,cola,generation,1,50,45,36,9,14,0.7578947368421053
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,cola,alternative,0,50,59,43,16,7,0.7889908256880734
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,cola,alternative,1,50,41,34,7,16,0.7472527472527473
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,rte,generation,0,50,76,46,30,4,0.7301587301587301
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,rte,generation,1,50,24,20,4,30,0.5405405405405406
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,rte,alternative,0,50,76,46,30,4,0.7301587301587301
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,rte,alternative,1,50,24,20,4,30,0.5405405405405406
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,mmlu,generation,-1,0,14,0,14,0,0.0
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,mmlu,generation,0,25,20,9,11,16,0.4
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,mmlu,generation,1,25,18,10,8,15,0.46511627906976744
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,mmlu,generation,2,25,28,12,16,13,0.4528301886792453
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,mmlu,generation,3,25,20,12,8,13,0.5333333333333333
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,mmlu,alternative,0,25,25,12,13,13,0.48
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,mmlu,alternative,1,25,21,13,8,12,0.5652173913043478
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,mmlu,alternative,2,25,30,13,17,12,0.4727272727272727
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,mmlu,alternative,3,25,24,15,9,10,0.6122448979591837
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,nli,generation,0,50,40,24,16,26,0.5333333333333333
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,nli,generation,1,50,60,34,26,16,0.6181818181818182
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,nli,alternative,0,50,39,23,16,27,0.5168539325842697
AlphaEdit_L8_ONLY-edits01000,AlphaEdit,L8_ONLY,1000,nli,alternative,1,50,61,34,27,16,0.6126126126126126
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,sst2,generation,-1,0,38,0,38,0,0.0
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,sst2,generation,0,50,33,30,3,20,0.7228915662650602
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,sst2,generation,1,50,29,29,0,21,0.7341772151898734
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,sst2,alternative,0,50,55,50,5,0,0.9523809523809523
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,sst2,alternative,1,50,45,45,0,5,0.9473684210526315
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,mrpc,generation,0,50,16,13,3,37,0.3939393939393939
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,mrpc,generation,1,50,84,47,37,3,0.7014925373134329
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,mrpc,alternative,0,50,16,13,3,37,0.3939393939393939
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,mrpc,alternative,1,50,84,47,37,3,0.7014925373134329
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,cola,generation,-1,0,2,0,2,0,0.0
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,cola,generation,0,50,40,30,10,20,0.6666666666666666
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,cola,generation,1,50,58,39,19,11,0.7222222222222222
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,cola,alternative,0,50,49,36,13,14,0.7272727272727273
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,cola,alternative,1,50,51,37,14,13,0.7326732673267327
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,rte,generation,0,50,80,47,33,3,0.7230769230769231
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,rte,generation,1,50,20,17,3,33,0.4857142857142857
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,rte,alternative,0,50,81,47,34,3,0.7175572519083969
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,rte,alternative,1,50,19,16,3,34,0.463768115942029
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,mmlu,generation,-1,0,8,0,8,0,0.0
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,mmlu,generation,0,25,26,10,16,15,0.39215686274509803
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,mmlu,generation,1,25,22,12,10,13,0.5106382978723404
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,mmlu,generation,2,25,26,15,11,10,0.5882352941176471
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,mmlu,generation,3,25,18,12,6,13,0.5581395348837209
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,mmlu,alternative,0,25,30,14,16,11,0.509090909090909
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,mmlu,alternative,1,25,23,13,10,12,0.5416666666666666
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,mmlu,alternative,2,25,27,15,12,10,0.5769230769230769
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,mmlu,alternative,3,25,20,14,6,11,0.6222222222222222
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,nli,generation,0,50,44,26,18,24,0.5531914893617021
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,nli,generation,1,50,56,32,24,18,0.6037735849056604
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,nli,alternative,0,50,41,26,15,24,0.5714285714285714
AlphaEdit_L8_ONLY-edits02000,AlphaEdit,L8_ONLY,2000,nli,alternative,1,50,59,35,24,15,0.6422018348623854
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,sst2,generation,-1,0,48,0,48,0,0.0
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,sst2,generation,0,50,27,26,1,24,0.6753246753246753
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,sst2,generation,1,50,25,25,0,25,0.6666666666666666
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,sst2,alternative,0,50,50,45,5,5,0.9
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,sst2,alternative,1,50,50,45,5,5,0.9
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,mrpc,generation,0,50,10,7,3,43,0.23333333333333334
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,mrpc,generation,1,50,90,47,43,3,0.6714285714285714
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,mrpc,alternative,0,50,10,7,3,43,0.23333333333333334
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,mrpc,alternative,1,50,90,47,43,3,0.6714285714285714
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,cola,generation,-1,0,7,0,7,0,0.0
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,cola,generation,0,50,41,32,9,18,0.7032967032967034
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,cola,generation,1,50,52,36,16,14,0.7058823529411765
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,cola,alternative,0,50,58,39,19,11,0.7222222222222222
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,cola,alternative,1,50,42,31,11,19,0.6739130434782609
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,rte,generation,0,50,85,48,37,2,0.7111111111111111
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,rte,generation,1,50,15,13,2,37,0.4
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,rte,alternative,0,50,85,48,37,2,0.7111111111111111
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,rte,alternative,1,50,15,13,2,37,0.4
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,mmlu,generation,-1,0,17,0,17,0,0.0
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,mmlu,generation,0,25,23,10,13,15,0.4166666666666667
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,mmlu,generation,1,25,21,13,8,12,0.5652173913043478
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,mmlu,generation,2,25,25,14,11,11,0.56
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,mmlu,generation,3,25,14,9,5,16,0.46153846153846156
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,mmlu,alternative,0,25,26,13,13,12,0.5098039215686274
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,mmlu,alternative,1,25,24,14,10,11,0.5714285714285714
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,mmlu,alternative,2,25,31,16,15,9,0.5714285714285714
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,mmlu,alternative,3,25,19,13,6,12,0.5909090909090909
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,nli,generation,0,50,33,18,15,32,0.43373493975903615
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,nli,generation,1,50,67,35,32,15,0.5982905982905983
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,nli,alternative,0,50,33,18,15,32,0.43373493975903615
AlphaEdit_L8_ONLY-edits03000,AlphaEdit,L8_ONLY,3000,nli,alternative,1,50,67,35,32,15,0.5982905982905983
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,sst2,generation,-1,0,62,0,62,0,0.0
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,sst2,generation,0,50,12,12,0,38,0.3870967741935484
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,sst2,generation,1,50,26,24,2,26,0.631578947368421
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,sst2,alternative,0,50,42,40,2,10,0.8695652173913043
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,sst2,alternative,1,50,58,48,10,2,0.8888888888888888
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,mrpc,generation,0,50,13,12,1,38,0.38095238095238093
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,mrpc,generation,1,50,87,49,38,1,0.7153284671532847
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,mrpc,alternative,0,50,13,12,1,38,0.38095238095238093
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,mrpc,alternative,1,50,87,49,38,1,0.7153284671532847
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,cola,generation,-1,0,4,0,4,0,0.0
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,cola,generation,0,50,71,44,27,6,0.7272727272727273
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,cola,generation,1,50,25,20,5,30,0.5333333333333333
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,cola,alternative,0,50,81,47,34,3,0.7175572519083969
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,cola,alternative,1,50,19,16,3,34,0.463768115942029
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,rte,generation,0,50,78,42,36,8,0.65625
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,rte,generation,1,50,22,14,8,36,0.3888888888888889
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,rte,alternative,0,50,78,42,36,8,0.65625
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,rte,alternative,1,50,22,14,8,36,0.3888888888888889
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,mmlu,generation,-1,0,46,0,46,0,0.0
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,mmlu,generation,0,25,11,2,9,23,0.1111111111111111
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,mmlu,generation,1,25,18,9,9,16,0.4186046511627907
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,mmlu,generation,2,25,17,6,11,19,0.2857142857142857
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,mmlu,generation,3,25,8,5,3,20,0.30303030303030304
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,mmlu,alternative,0,25,32,10,22,15,0.3508771929824561
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,mmlu,alternative,1,25,24,11,13,14,0.4489795918367347
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,mmlu,alternative,2,25,31,12,19,13,0.42857142857142855
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,mmlu,alternative,3,25,13,7,6,18,0.3684210526315789
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,nli,generation,0,50,31,19,12,31,0.4691358024691358
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,nli,generation,1,50,69,38,31,12,0.6386554621848739
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,nli,alternative,0,50,31,19,12,31,0.4691358024691358
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,nli,alternative,1,50,69,38,31,12,0.6386554621848739
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,sst2,generation,-1,0,65,0,65,0,0.0
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,sst2,generation,0,50,10,9,1,41,0.3
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,sst2,generation,1,50,25,22,3,28,0.5866666666666667
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,sst2,alternative,0,50,41,38,3,12,0.8351648351648352
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,sst2,alternative,1,50,59,47,12,3,0.8623853211009175
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,mrpc,generation,0,50,7,5,2,45,0.17543859649122806
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,mrpc,generation,1,50,93,48,45,2,0.6713286713286714
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,mrpc,alternative,0,50,7,5,2,45,0.17543859649122806
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,mrpc,alternative,1,50,93,48,45,2,0.6713286713286714
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,cola,generation,-1,0,45,0,45,0,0.0
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,cola,generation,0,50,49,33,16,17,0.6666666666666666
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,cola,generation,1,50,6,4,2,46,0.14285714285714285
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,cola,alternative,0,50,90,48,42,2,0.6857142857142857
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,cola,alternative,1,50,10,8,2,42,0.26666666666666666
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,rte,generation,0,50,69,37,32,13,0.6218487394957983
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,rte,generation,1,50,31,18,13,32,0.4444444444444444
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,rte,alternative,0,50,69,37,32,13,0.6218487394957983
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,rte,alternative,1,50,31,18,13,32,0.4444444444444444
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,mmlu,generation,-1,0,55,0,55,0,0.0
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,mmlu,generation,0,25,2,1,1,24,0.07407407407407407
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,mmlu,generation,1,25,14,7,7,18,0.358974358974359
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,mmlu,generation,2,25,21,8,13,17,0.34782608695652173
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,mmlu,generation,3,25,8,5,3,20,0.30303030303030304
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,mmlu,alternative,0,25,39,13,26,12,0.40625
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,mmlu,alternative,1,25,21,9,12,16,0.391304347826087
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,mmlu,alternative,2,25,28,10,18,15,0.37735849056603776
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,mmlu,alternative,3,25,12,5,7,20,0.2702702702702703
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,nli,generation,0,50,51,29,22,21,0.5742574257425742
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,nli,generation,1,50,49,28,21,22,0.5656565656565656
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,nli,alternative,0,50,51,29,22,21,0.5742574257425742
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,nli,alternative,1,50,49,28,21,22,0.5656565656565656
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,sst2,generation,-1,0,96,0,96,0,0.0
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,sst2,generation,0,50,2,2,0,48,0.07692307692307693
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,sst2,generation,1,50,2,1,1,49,0.038461538461538464
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,sst2,alternative,0,50,40,36,4,14,0.8
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,sst2,alternative,1,50,60,46,14,4,0.8363636363636363
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,mrpc,generation,0,50,7,3,4,47,0.10526315789473684
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,mrpc,generation,1,50,93,46,47,4,0.6433566433566433
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,mrpc,alternative,0,50,7,3,4,47,0.10526315789473684
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,mrpc,alternative,1,50,93,46,47,4,0.6433566433566433
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,cola,generation,-1,0,11,0,11,0,0.0
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,cola,generation,0,50,85,44,41,6,0.6518518518518519
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,cola,generation,1,50,4,2,2,48,0.07407407407407407
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,cola,alternative,0,50,96,47,49,3,0.6438356164383562
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,cola,alternative,1,50,4,1,3,49,0.037037037037037035
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,rte,generation,0,50,61,32,29,18,0.5765765765765766
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,rte,generation,1,50,39,21,18,29,0.47191011235955055
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,rte,alternative,0,50,61,32,29,18,0.5765765765765766
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,rte,alternative,1,50,39,21,18,29,0.47191011235955055
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,mmlu,generation,-1,0,48,0,48,0,0.0
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,mmlu,generation,0,25,8,2,6,23,0.12121212121212122
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,mmlu,generation,1,25,13,4,9,21,0.21052631578947367
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,mmlu,generation,2,25,15,8,7,17,0.4
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,mmlu,generation,3,25,16,7,9,18,0.34146341463414637
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,mmlu,alternative,0,25,42,12,30,13,0.3582089552238806
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,mmlu,alternative,1,25,17,7,10,18,0.3333333333333333
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,mmlu,alternative,2,25,19,10,9,15,0.45454545454545453
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,mmlu,alternative,3,25,22,9,13,16,0.3829787234042553
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,nli,generation,0,50,79,39,40,11,0.6046511627906976
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,nli,generation,1,50,21,10,11,40,0.28169014084507044
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,nli,alternative,0,50,79,39,40,11,0.6046511627906976
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,nli,alternative,1,50,21,10,11,40,0.28169014084507044
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,sst2,generation,-1,0,99,0,99,0,0.0
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,sst2,generation,0,50,0,0,0,50,0.0
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,sst2,generation,1,50,1,1,0,49,0.0392156862745098
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,sst2,alternative,0,50,33,29,4,21,0.6987951807228916
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,sst2,alternative,1,50,67,46,21,4,0.7863247863247863
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,mrpc,generation,0,50,93,47,46,3,0.6573426573426573
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,mrpc,generation,1,50,7,4,3,46,0.14035087719298245
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,mrpc,alternative,0,50,93,47,46,3,0.6573426573426573
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,mrpc,alternative,1,50,7,4,3,46,0.14035087719298245
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,cola,generation,-1,0,9,0,9,0,0.0
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,cola,generation,0,50,89,44,45,6,0.6330935251798561
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,cola,generation,1,50,2,0,2,50,0.0
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,cola,alternative,0,50,98,48,50,2,0.6486486486486487
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,cola,alternative,1,50,2,0,2,50,0.0
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,rte,generation,-1,0,2,0,2,0,0.0
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,rte,generation,0,50,37,21,16,29,0.4827586206896552
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,rte,generation,1,50,61,32,29,18,0.5765765765765766
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,rte,alternative,0,50,38,21,17,29,0.4772727272727273
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,rte,alternative,1,50,62,33,29,17,0.5892857142857143
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,mmlu,generation,-1,0,75,0,75,0,0.0
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,mmlu,generation,0,25,4,2,2,23,0.13793103448275862
