state,family,variant,edits,task,branch,label,support,predicted,tp,fp,fn,f1
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,mrpc,alternative,1,50,68,39,29,11,0.6610169491525424
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,cola,generation,-1,0,3,0,3,0,0.0
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,cola,generation,0,50,69,44,25,6,0.7394957983193278
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,cola,generation,1,50,28,24,4,26,0.6153846153846154
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,cola,alternative,0,50,72,46,26,4,0.7540983606557377
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,cola,alternative,1,50,28,24,4,26,0.6153846153846154
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,rte,generation,0,50,77,44,33,6,0.6929133858267716
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,rte,generation,1,50,23,17,6,33,0.4657534246575342
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,rte,alternative,0,50,77,44,33,6,0.6929133858267716
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,rte,alternative,1,50,23,17,6,33,0.4657534246575342
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,mmlu,generation,-1,0,27,0,27,0,0.0
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,mmlu,generation,0,25,24,14,10,11,0.5714285714285714
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,mmlu,generation,1,25,17,12,5,13,0.5714285714285714
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,mmlu,generation,2,25,16,8,8,17,0.3902439024390244
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,mmlu,generation,3,25,16,9,7,16,0.43902439024390244
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,mmlu,alternative,0,25,33,18,15,7,0.6206896551724138
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,mmlu,alternative,1,25,21,13,8,12,0.5652173913043478
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,mmlu,alternative,2,25,26,14,12,11,0.5490196078431373
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,mmlu,alternative,3,25,20,12,8,13,0.5333333333333333
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,nli,generation,0,50,51,30,21,20,0.594059405940594
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,nli,generation,1,50,49,29,20,21,0.5858585858585859
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,nli,alternative,0,50,49,29,20,21,0.5858585858585859
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,nli,alternative,1,50,51,30,21,20,0.594059405940594
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,sst2,generation,-1,0,32,0,32,0,0.0
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,sst2,generation,0,50,37,32,5,18,0.735632183908046
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,sst2,generation,1,50,31,28,3,22,0.691358024691358
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,sst2,alternative,0,50,45,42,3,8,0.8842105263157894
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,sst2,alternative,1,50,55,47,8,3,0.8952380952380953
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,mrpc,generation,-1,0,5,0,5,0,0.0
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,mrpc,generation,0,50,35,21,14,29,0.49411764705882355
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,mrpc,generation,1,50,60,34,26,16,0.6181818181818182
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,mrpc,alternative,0,50,38,24,14,26,0.5454545454545454
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,mrpc,alternative,1,50,62,36,26,14,0.6428571428571429
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,cola,generation,-1,0,2,0,2,0,0.0
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,cola,generation,0,50,60,38,22,12,0.6909090909090909
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,cola,generation,1,50,38,27,11,23,0.6136363636363636
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,cola,alternative,0,50,62,42,20,8,0.75
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,cola,alternative,1,50,38,30,8,20,0.6818181818181818
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,rte,generation,0,50,81,46,35,4,0.7022900763358778
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,rte,generation,1,50,19,15,4,35,0.43478260869565216
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,rte,alternative,0,50,81,46,35,4,0.7022900763358778
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,rte,alternative,1,50,19,15,4,35,0.43478260869565216
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,mmlu,generation,-1,0,57,0,57,0,0.0
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,mmlu,generation,0,25,13,6,7,19,0.3157894736842105
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,mmlu,generation,1,25,12,6,6,19,0.32432432432432434
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,mmlu,generation,2,25,10,3,7,22,0.17142857142857143
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,mmlu,generation,3,25,8,3,5,22,0.18181818181818182
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,mmlu,alternative,0,25,29,15,14,10,0.5555555555555556
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,mmlu,alternative,1,25,24,12,12,13,0.4897959183673469
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,mmlu,alternative,2,25,28,13,15,12,0.49056603773584906
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,mmlu,alternative,3,25,19,8,11,17,0.36363636363636365
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,nli,generation,0,50,67,39,28,11,0.6666666666666666
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,nli,generation,1,50,33,22,11,28,0.5301204819277109
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,nli,alternative,0,50,65,39,26,11,0.6782608695652174
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,nli,alternative,1,50,35,24,11,26,0.5647058823529412
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,sst2,generation,-1,0,64,0,64,0,0.0
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,sst2,generation,0,50,18,15,3,35,0.4411764705882353
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,sst2,generation,1,50,18,16,2,34,0.47058823529411764
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,sst2,alternative,0,50,37,33,4,17,0.7586206896551724
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,sst2,alternative,1,50,63,46,17,4,0.8141592920353983
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,mrpc,generation,-1,0,5,0,5,0,0.0
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,mrpc,generation,0,50,52,30,22,20,0.5882352941176471
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,mrpc,generation,1,50,43,28,15,22,0.6021505376344086
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,mrpc,alternative,0,50,57,35,22,15,0.6542056074766355
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,mrpc,alternative,1,50,43,28,15,22,0.6021505376344086
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,cola,generation,-1,0,2,0,2,0,0.0
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,cola,generation,0,50,85,47,38,3,0.6962962962962963
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,cola,generation,1,50,13,11,2,39,0.3492063492063492
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,cola,alternative,0,50,84,48,36,2,0.7164179104477612
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,cola,alternative,1,50,16,14,2,36,0.42424242424242425
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,rte,generation,0,50,82,46,36,4,0.696969696969697
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,rte,generation,1,50,18,14,4,36,0.4117647058823529
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,rte,alternative,0,50,82,46,36,4,0.696969696969697
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,rte,alternative,1,50,18,14,4,36,0.4117647058823529
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,mmlu,generation,-1,0,76,0,76,0,0.0
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,mmlu,generation,0,25,10,6,4,19,0.34285714285714286
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,mmlu,generation,1,25,7,4,3,21,0.25
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,mmlu,generation,2,25,6,2,4,23,0.12903225806451613
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,mmlu,generation,3,25,1,0,1,25,0.0
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,mmlu,alternative,0,25,30,14,16,11,0.509090909090909
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,mmlu,alternative,1,25,21,12,9,13,0.5217391304347826
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,mmlu,alternative,2,25,26,12,14,13,0.47058823529411764
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,mmlu,alternative,3,25,23,12,11,13,0.5
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,nli,generation,0,50,52,26,26,24,0.5098039215686274
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,nli,generation,1,50,48,24,24,26,0.4897959183673469
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,nli,alternative,0,50,49,24,25,26,0.48484848484848486
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,nli,alternative,1,50,51,25,26,25,0.49504950495049505
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,sst2,generation,-1,0,26,0,26,0,0.0
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,sst2,generation,0,50,42,40,2,10,0.8695652173913043
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,sst2,generation,1,50,32,32,0,18,0.7804878048780488
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,sst2,alternative,0,50,52,50,2,0,0.9803921568627451
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,sst2,alternative,1,50,48,48,0,2,0.9795918367346939
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,mrpc,generation,0,50,30,24,6,26,0.6
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,mrpc,generation,1,50,70,44,26,6,0.7333333333333333
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,mrpc,alternative,0,50,30,24,6,26,0.6
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,mrpc,alternative,1,50,70,44,26,6,0.7333333333333333
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,cola,generation,-1,0,1,0,1,0,0.0
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,cola,generation,0,50,63,45,18,5,0.7964601769911505
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,cola,generation,1,50,36,32,4,18,0.7441860465116279
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,cola,alternative,0,50,68,46,22,4,0.7796610169491526
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,cola,alternative,1,50,32,28,4,22,0.6829268292682927
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,rte,generation,0,50,79,47,32,3,0.7286821705426356
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,rte,generation,1,50,21,18,3,32,0.5070422535211268
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,rte,alternative,0,50,79,47,32,3,0.7286821705426356
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,rte,alternative,1,50,21,18,3,32,0.5070422535211268
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,mmlu,generation,-1,0,12,0,12,0,0.0
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,mmlu,generation,0,25,18,9,9,16,0.4186046511627907
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,mmlu,generation,1,25,20,16,4,9,0.7111111111111111
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,mmlu,generation,2,25,32,14,18,11,0.49122807017543857
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,mmlu,generation,3,25,18,13,5,12,0.6046511627906976
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,mmlu,alternative,0,25,20,10,10,15,0.4444444444444444
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,mmlu,alternative,1,25,23,18,5,7,0.75
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,mmlu,alternative,2,25,37,17,20,8,0.5483870967741935
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,mmlu,alternative,3,25,20,15,5,10,0.6666666666666666
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,nli,generation,0,50,39,28,11,22,0.6292134831460674
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,nli,generation,1,50,61,39,22,11,0.7027027027027027
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,nli,alternative,0,50,39,28,11,22,0.6292134831460674
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,nli,alternative,1,50,61,39,22,11,0.7027027027027027
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,sst2,generation,-1,0,24,0,24,0,0.0
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,sst2,generation,0,50,43,41,2,9,0.8817204301075269
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,sst2,generation,1,50,33,33,0,17,0.7951807228915663
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,sst2,alternative,0,50,51,49,2,1,0.9702970297029703
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,sst2,alternative,1,50,49,48,1,2,0.9696969696969697
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,mrpc,generation,0,50,31,24,7,26,0.5925925925925926
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,mrpc,generation,1,50,69,43,26,7,0.7226890756302521
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,mrpc,alternative,0,50,31,24,7,26,0.5925925925925926
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,mrpc,alternative,1,50,69,43,26,7,0.7226890756302521
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,cola,generation,-1,0,1,0,1,0,0.0
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,cola,generation,0,50,64,45,19,5,0.7894736842105263
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,cola,generation,1,50,35,31,4,19,0.7294117647058823
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,cola,alternative,0,50,67,46,21,4,0.7863247863247863
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,cola,alternative,1,50,33,29,4,21,0.6987951807228916
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,rte,generation,0,50,79,47,32,3,0.7286821705426356
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,rte,generation,1,50,21,18,3,32,0.5070422535211268
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,rte,alternative,0,50,79,47,32,3,0.7286821705426356
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,rte,alternative,1,50,21,18,3,32,0.5070422535211268
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,mmlu,generation,-1,0,11,0,11,0,0.0
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,mmlu,generation,0,25,19,10,9,15,0.45454545454545453
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,mmlu,generation,1,25,19,16,3,9,0.7272727272727273
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,mmlu,generation,2,25,33,14,19,11,0.4827586206896552
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,mmlu,generation,3,25,18,13,5,12,0.6046511627906976
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,mmlu,alternative,0,25,21,11,10,14,0.4782608695652174
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,mmlu,alternative,1,25,22,18,4,7,0.7659574468085106
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,mmlu,alternative,2,25,37,16,21,9,0.5161290322580645
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,mmlu,alternative,3,25,20,15,5,10,0.6666666666666666
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,nli,generation,0,50,37,27,10,23,0.6206896551724138
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,nli,generation,1,50,63,40,23,10,0.7079646017699115
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,nli,alternative,0,50,37,27,10,23,0.6206896551724138
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,nli,alternative,1,50,63,40,23,10,0.7079646017699115
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,sst2,generation,-1,0,22,0,22,0,0.0
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,sst2,generation,0,50,42,40,2,10,0.8695652173913043
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,sst2,generation,1,50,36,36,0,14,0.8372093023255814
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,sst2,alternative,0,50,52,50,2,0,0.9803921568627451
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,sst2,alternative,1,50,48,48,0,2,0.9795918367346939
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,mrpc,generation,0,50,25,20,5,30,0.5333333333333333
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,mrpc,generation,1,50,75,45,30,5,0.72
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,mrpc,alternative,0,50,25,20,5,30,0.5333333333333333
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,mrpc,alternative,1,50,75,45,30,5,0.72
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,cola,generation,-1,0,1,0,1,0,0.0
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,cola,generation,0,50,60,43,17,7,0.7818181818181819
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,cola,generation,1,50,39,33,6,17,0.7415730337078652
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,cola,alternative,0,50,67,45,22,5,0.7692307692307693
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,cola,alternative,1,50,33,28,5,22,0.6746987951807228
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,rte,generation,0,50,81,48,33,2,0.732824427480916
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,rte,generation,1,50,19,17,2,33,0.4927536231884058
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,rte,alternative,0,50,81,48,33,2,0.732824427480916
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,rte,alternative,1,50,19,17,2,33,0.4927536231884058
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,mmlu,generation,-1,0,13,0,13,0,0.0
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,mmlu,generation,0,25,17,10,7,15,0.47619047619047616
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,mmlu,generation,1,25,21,17,4,8,0.7391304347826086
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,mmlu,generation,2,25,32,13,19,12,0.45614035087719296
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,mmlu,generation,3,25,17,11,6,14,0.5238095238095238
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,mmlu,alternative,0,25,19,11,8,14,0.5
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,mmlu,alternative,1,25,24,19,5,6,0.7755102040816326
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,mmlu,alternative,2,25,36,15,21,10,0.4918032786885246
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,mmlu,alternative,3,25,21,14,7,11,0.6086956521739131
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,nli,generation,0,50,36,27,9,23,0.627906976744186
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,nli,generation,1,50,64,41,23,9,0.7192982456140351
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,nli,alternative,0,50,36,27,9,23,0.627906976744186
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,nli,alternative,1,50,64,41,23,9,0.7192982456140351
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,sst2,generation,-1,0,24,0,24,0,0.0
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,sst2,generation,0,50,44,41,3,9,0.8723404255319149
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,sst2,generation,1,50,32,32,0,18,0.7804878048780488
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,sst2,alternative,0,50,52,49,3,1,0.9607843137254902
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,sst2,alternative,1,50,48,47,1,3,0.9591836734693877
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,mrpc,generation,0,50,18,16,2,34,0.47058823529411764
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,mrpc,generation,1,50,82,48,34,2,0.7272727272727273
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,mrpc,alternative,0,50,18,16,2,34,0.47058823529411764
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,mrpc,alternative,1,50,82,48,34,2,0.7272727272727273
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,cola,generation,-1,0,1,0,1,0,0.0
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,cola,generation,0,50,61,42,19,8,0.7567567567567568
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,cola,generation,1,50,38,31,7,19,0.7045454545454546
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,cola,alternative,0,50,64,44,20,6,0.7719298245614035
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,cola,alternative,1,50,36,30,6,20,0.6976744186046512
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,rte,generation,0,50,80,47,33,3,0.7230769230769231
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,rte,generation,1,50,20,17,3,33,0.4857142857142857
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,rte,alternative,0,50,80,47,33,3,0.7230769230769231
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,rte,alternative,1,50,20,17,3,33,0.4857142857142857
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,mmlu,generation,-1,0,17,0,17,0,0.0
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,mmlu,generation,0,25,14,7,7,18,0.358974358974359
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,mmlu,generation,1,25,19,17,2,8,0.7727272727272727
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,mmlu,generation,2,25,35,15,20,10,0.5
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,mmlu,generation,3,25,15,11,4,14,0.55
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,mmlu,alternative,0,25,16,9,7,16,0.43902439024390244
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,mmlu,alternative,1,25,24,19,5,6,0.7755102040816326
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,mmlu,alternative,2,25,39,17,22,8,0.53125
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,mmlu,alternative,3,25,21,15,6,10,0.6521739130434783
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,nli,generation,0,50,40,29,11,21,0.6444444444444445
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,nli,generation,1,50,60,39,21,11,0.7090909090909091
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,nli,alternative,0,50,40,29,11,21,0.6444444444444445
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,nli,alternative,1,50,60,39,21,11,0.7090909090909091
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,sst2,generation,-1,0,28,0,28,0,0.0
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,sst2,generation,0,50,43,40,3,10,0.8602150537634409
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,sst2,generation,1,50,29,29,0,21,0.7341772151898734
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,sst2,alternative,0,50,53,49,4,1,0.9514563106796117
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,sst2,alternative,1,50,47,46,1,4,0.9484536082474226
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,mrpc,generation,0,50,20,17,3,33,0.4857142857142857
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,mrpc,generation,1,50,80,47,33,3,0.7230769230769231
