state,family,variant,edits,task,wall_seconds,forwards,input_tokens
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,rte,48.86493046209216,700,21237
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,mmlu,93.78306213952601,900,62465
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,nli,51.89696273487061,700,23670
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,sst2,36.90045526344329,700,9378
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,mrpc,53.704213600605726,700,21741
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,cola,35.8123530941084,700,7332
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,rte,48.79184307064861,700,21237
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,mmlu,93.71738832816482,900,62465
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,nli,51.8493825243786,700,23670
MEMIT_L4_ONLY-edits06000,MEMIT,L4_ONLY,6000,sst2,36.886636978946626,700,9378
MEMIT_L4_ONLY-edits06000,MEMIT,L4_ONLY,6000,mrpc,53.70143402274698,700,21741
MEMIT_L4_ONLY-edits06000,MEMIT,L4_ONLY,6000,cola,35.81440403871238,700,7332
MEMIT_L4_ONLY-edits06000,MEMIT,L4_ONLY,6000,rte,48.796229772269726,700,21237
MEMIT_L4_ONLY-edits06000,MEMIT,L4_ONLY,6000,mmlu,93.7363841123879,900,62465
MEMIT_L4_ONLY-edits06000,MEMIT,L4_ONLY,6000,nli,51.8437304161489,700,23670
MEMIT_L4_ONLY-edits07000,MEMIT,L4_ONLY,7000,sst2,36.85677450802177,700,9378
MEMIT_L4_ONLY-edits07000,MEMIT,L4_ONLY,7000,mrpc,53.58703091274947,700,21741
MEMIT_L4_ONLY-edits07000,MEMIT,L4_ONLY,7000,cola,35.7886709831655,700,7332
MEMIT_L4_ONLY-edits07000,MEMIT,L4_ONLY,7000,rte,48.66563494782895,700,21237
MEMIT_L4_ONLY-edits07000,MEMIT,L4_ONLY,7000,mmlu,93.35911429673433,900,62465
MEMIT_L4_ONLY-edits07000,MEMIT,L4_ONLY,7000,nli,51.68765995837748,700,23670
MEMIT_L4_ONLY-edits08000,MEMIT,L4_ONLY,8000,sst2,36.85758606903255,700,9378
MEMIT_L4_ONLY-edits08000,MEMIT,L4_ONLY,8000,mrpc,53.569021738134325,700,21741
MEMIT_L4_ONLY-edits08000,MEMIT,L4_ONLY,8000,cola,35.770974384620786,700,7332
MEMIT_L4_ONLY-edits08000,MEMIT,L4_ONLY,8000,rte,48.62588616460562,700,21237
MEMIT_L4_ONLY-edits08000,MEMIT,L4_ONLY,8000,mmlu,93.28174717072397,900,62465
MEMIT_L4_ONLY-edits08000,MEMIT,L4_ONLY,8000,nli,51.61720342747867,700,23670
MEMIT_L4_ONLY-edits09000,MEMIT,L4_ONLY,9000,sst2,36.85423086490482,700,9378
MEMIT_L4_ONLY-edits09000,MEMIT,L4_ONLY,9000,mrpc,53.565342066809535,700,21741
MEMIT_L4_ONLY-edits09000,MEMIT,L4_ONLY,9000,cola,35.8157055163756,700,7332
MEMIT_L4_ONLY-edits09000,MEMIT,L4_ONLY,9000,rte,48.61081586405635,700,21237
MEMIT_L4_ONLY-edits09000,MEMIT,L4_ONLY,9000,mmlu,93.23467410542071,900,62465
MEMIT_L4_ONLY-edits09000,MEMIT,L4_ONLY,9000,nli,51.66363097075373,700,23670
MEMIT_L4_ONLY-edits10000,MEMIT,L4_ONLY,10000,sst2,36.859074865467846,700,9378
MEMIT_L4_ONLY-edits10000,MEMIT,L4_ONLY,10000,mrpc,53.62160382326692,700,21741
MEMIT_L4_ONLY-edits10000,MEMIT,L4_ONLY,10000,cola,35.77465433627367,700,7332
MEMIT_L4_ONLY-edits10000,MEMIT,L4_ONLY,10000,rte,48.68882704246789,700,21237
MEMIT_L4_ONLY-edits10000,MEMIT,L4_ONLY,10000,mmlu,93.497568028979,900,62465
MEMIT_L4_ONLY-edits10000,MEMIT,L4_ONLY,10000,nli,51.7275878302753,700,23670
MEMIT_L8_ONLY-edits00100,MEMIT,L8_ONLY,100,sst2,36.84081613551825,700,9378
MEMIT_L8_ONLY-edits00100,MEMIT,L8_ONLY,100,mrpc,53.48836705368012,700,21741
MEMIT_L8_ONLY-edits00100,MEMIT,L8_ONLY,100,cola,35.761657539755106,700,7332
MEMIT_L8_ONLY-edits00100,MEMIT,L8_ONLY,100,rte,48.56387659814209,700,21237
MEMIT_L8_ONLY-edits00100,MEMIT,L8_ONLY,100,mmlu,93.12977413646877,900,62465
MEMIT_L8_ONLY-edits00100,MEMIT,L8_ONLY,100,nli,51.6088520437479,700,23670
MEMIT_L8_ONLY-edits00500,MEMIT,L8_ONLY,500,sst2,36.8474301667884,700,9378
MEMIT_L8_ONLY-edits00500,MEMIT,L8_ONLY,500,mrpc,53.53661349136382,700,21741
MEMIT_L8_ONLY-edits00500,MEMIT,L8_ONLY,500,cola,35.79311031103134,700,7332
MEMIT_L8_ONLY-edits00500,MEMIT,L8_ONLY,500,rte,48.647632010281086,700,21237
MEMIT_L8_ONLY-edits00500,MEMIT,L8_ONLY,500,mmlu,93.39734371565282,900,62465
MEMIT_L8_ONLY-edits00500,MEMIT,L8_ONLY,500,nli,51.73088219296187,700,23670
MEMIT_L8_ONLY-edits01000,MEMIT,L8_ONLY,1000,sst2,36.86519777774811,700,9378
MEMIT_L8_ONLY-edits01000,MEMIT,L8_ONLY,1000,mrpc,53.6506188577041,700,21741
MEMIT_L8_ONLY-edits01000,MEMIT,L8_ONLY,1000,cola,35.80006063077599,700,7332
MEMIT_L8_ONLY-edits01000,MEMIT,L8_ONLY,1000,rte,48.70692046917975,700,21237
MEMIT_L8_ONLY-edits01000,MEMIT,L8_ONLY,1000,mmlu,93.46275646146387,900,62465
MEMIT_L8_ONLY-edits01000,MEMIT,L8_ONLY,1000,nli,51.757932586595416,700,23670
MEMIT_L8_ONLY-edits02000,MEMIT,L8_ONLY,2000,sst2,36.869069416075945,700,9378
MEMIT_L8_ONLY-edits02000,MEMIT,L8_ONLY,2000,mrpc,53.62244642805308,700,21741
MEMIT_L8_ONLY-edits02000,MEMIT,L8_ONLY,2000,cola,35.7793545210734,700,7332
MEMIT_L8_ONLY-edits02000,MEMIT,L8_ONLY,2000,rte,48.717554030008614,700,21237
MEMIT_L8_ONLY-edits02000,MEMIT,L8_ONLY,2000,mmlu,93.53548349626362,900,62465
MEMIT_L8_ONLY-edits02000,MEMIT,L8_ONLY,2000,nli,51.67885971721262,698,23668
MEMIT_L8_ONLY-edits03000,MEMIT,L8_ONLY,3000,sst2,36.86205187160522,700,9378
MEMIT_L8_ONLY-edits03000,MEMIT,L8_ONLY,3000,mrpc,53.6663217311725,700,21741
MEMIT_L8_ONLY-edits03000,MEMIT,L8_ONLY,3000,cola,35.81175511609763,700,7332
MEMIT_L8_ONLY-edits03000,MEMIT,L8_ONLY,3000,rte,48.72122548799962,700,21237
MEMIT_L8_ONLY-edits03000,MEMIT,L8_ONLY,3000,mmlu,93.52813666779548,900,62465
MEMIT_L8_ONLY-edits03000,MEMIT,L8_ONLY,3000,nli,51.76923047751188,700,23670
MEMIT_L8_ONLY-edits04000,MEMIT,L8_ONLY,4000,sst2,36.86700631957501,700,9378
MEMIT_L8_ONLY-edits04000,MEMIT,L8_ONLY,4000,mrpc,53.6779810776934,700,21741
MEMIT_L8_ONLY-edits04000,MEMIT,L8_ONLY,4000,cola,35.802580585703254,700,7332
MEMIT_L8_ONLY-edits04000,MEMIT,L8_ONLY,4000,rte,48.883889423683286,700,21237
MEMIT_L8_ONLY-edits04000,MEMIT,L8_ONLY,4000,mmlu,93.60036911908537,900,62465
MEMIT_L8_ONLY-edits04000,MEMIT,L8_ONLY,4000,nli,51.73088719509542,698,23668
MEMIT_L8_ONLY-edits05000,MEMIT,L8_ONLY,5000,sst2,36.86388414539397,700,9378
MEMIT_L8_ONLY-edits05000,MEMIT,L8_ONLY,5000,mrpc,53.66253927350044,700,21741
MEMIT_L8_ONLY-edits05000,MEMIT,L8_ONLY,5000,cola,35.82201186101884,700,7332
MEMIT_L8_ONLY-edits05000,MEMIT,L8_ONLY,5000,rte,48.699767955578864,698,21235
MEMIT_L8_ONLY-edits05000,MEMIT,L8_ONLY,5000,mmlu,93.6010879939422,900,62465
MEMIT_L8_ONLY-edits05000,MEMIT,L8_ONLY,5000,nli,51.086714192293584,684,23654
MEMIT_L8_ONLY-edits06000,MEMIT,L8_ONLY,6000,sst2,36.88547634985298,700,9378
MEMIT_L8_ONLY-edits06000,MEMIT,L8_ONLY,6000,mrpc,53.65048989467323,700,21741
MEMIT_L8_ONLY-edits06000,MEMIT,L8_ONLY,6000,cola,35.80366467963904,700,7332
MEMIT_L8_ONLY-edits06000,MEMIT,L8_ONLY,6000,rte,48.811328989453614,700,21237
MEMIT_L8_ONLY-edits06000,MEMIT,L8_ONLY,6000,mmlu,93.62494450621307,900,62465
MEMIT_L8_ONLY-edits06000,MEMIT,L8_ONLY,6000,nli,51.654430808499455,696,23666
MEMIT_L8_ONLY-edits07000,MEMIT,L8_ONLY,7000,sst2,36.882694653235376,700,9378
MEMIT_L8_ONLY-edits07000,MEMIT,L8_ONLY,7000,mrpc,53.65206274949014,700,21741
MEMIT_L8_ONLY-edits07000,MEMIT,L8_ONLY,7000,cola,35.81266021821648,700,7332
MEMIT_L8_ONLY-edits07000,MEMIT,L8_ONLY,7000,rte,48.81544450018555,700,21237
MEMIT_L8_ONLY-edits07000,MEMIT,L8_ONLY,7000,mmlu,93.65170547552407,900,62465
MEMIT_L8_ONLY-edits07000,MEMIT,L8_ONLY,7000,nli,51.84486747533083,700,23670
MEMIT_L8_ONLY-edits08000,MEMIT,L8_ONLY,8000,sst2,36.87940418627113,700,9378
MEMIT_L8_ONLY-edits08000,MEMIT,L8_ONLY,8000,mrpc,53.626459126360714,700,21741
MEMIT_L8_ONLY-edits08000,MEMIT,L8_ONLY,8000,cola,35.81286865193397,700,7332
MEMIT_L8_ONLY-edits08000,MEMIT,L8_ONLY,8000,rte,48.72664494626224,700,21237
MEMIT_L8_ONLY-edits08000,MEMIT,L8_ONLY,8000,mmlu,93.59706387855113,900,62465
MEMIT_L8_ONLY-edits08000,MEMIT,L8_ONLY,8000,nli,51.80028640665114,700,23670
MEMIT_L8_ONLY-edits09000,MEMIT,L8_ONLY,9000,sst2,36.877614942379296,700,9378
MEMIT_L8_ONLY-edits09000,MEMIT,L8_ONLY,9000,mrpc,53.67572093382478,700,21741
MEMIT_L8_ONLY-edits09000,MEMIT,L8_ONLY,9000,cola,35.7990604583174,700,7332
MEMIT_L8_ONLY-edits09000,MEMIT,L8_ONLY,9000,rte,48.75068652909249,700,21237
MEMIT_L8_ONLY-edits09000,MEMIT,L8_ONLY,9000,mmlu,93.60206644237041,900,62465
MEMIT_L8_ONLY-edits09000,MEMIT,L8_ONLY,9000,nli,51.79594026133418,700,23670
MEMIT_L8_ONLY-edits10000,MEMIT,L8_ONLY,10000,sst2,36.861035481095314,700,9378
MEMIT_L8_ONLY-edits10000,MEMIT,L8_ONLY,10000,mrpc,53.66562695428729,700,21741
MEMIT_L8_ONLY-edits10000,MEMIT,L8_ONLY,10000,cola,35.797278966754675,700,7332
MEMIT_L8_ONLY-edits10000,MEMIT,L8_ONLY,10000,rte,48.734569679014385,700,21237
MEMIT_L8_ONLY-edits10000,MEMIT,L8_ONLY,10000,mmlu,93.51893228571862,899,62464
MEMIT_L8_ONLY-edits10000,MEMIT,L8_ONLY,10000,nli,51.790068726055324,700,23670
MEMIT_ORIGINAL-edits00100,MEMIT,BLUE,100,sst2,36.88418839126825,700,9378
MEMIT_ORIGINAL-edits00100,MEMIT,BLUE,100,mrpc,53.66099826712161,700,21741
MEMIT_ORIGINAL-edits00100,MEMIT,BLUE,100,cola,35.803935091011226,700,7332
MEMIT_ORIGINAL-edits00100,MEMIT,BLUE,100,rte,48.80502228438854,700,21237
MEMIT_ORIGINAL-edits00100,MEMIT,BLUE,100,mmlu,93.65886118356138,900,62465
MEMIT_ORIGINAL-edits00100,MEMIT,BLUE,100,nli,51.87010589055717,700,23670
MEMIT_ORIGINAL-edits00500,MEMIT,BLUE,500,sst2,36.872306644916534,700,9378
MEMIT_ORIGINAL-edits00500,MEMIT,BLUE,500,mrpc,53.66478054970503,700,21741
MEMIT_ORIGINAL-edits00500,MEMIT,BLUE,500,cola,35.81041551567614,700,7332
MEMIT_ORIGINAL-edits00500,MEMIT,BLUE,500,rte,48.801803396083415,700,21237
MEMIT_ORIGINAL-edits00500,MEMIT,BLUE,500,mmlu,93.61037012003362,900,62465
MEMIT_ORIGINAL-edits00500,MEMIT,BLUE,500,nli,51.81068934313953,700,23670
MEMIT_ORIGINAL-edits01000,MEMIT,BLUE,1000,sst2,36.892426362261176,700,9378
MEMIT_ORIGINAL-edits01000,MEMIT,BLUE,1000,mrpc,53.756512232124805,700,21741
MEMIT_ORIGINAL-edits01000,MEMIT,BLUE,1000,cola,35.812469160184264,700,7332
MEMIT_ORIGINAL-edits01000,MEMIT,BLUE,1000,rte,48.775048214010894,700,21237
MEMIT_ORIGINAL-edits01000,MEMIT,BLUE,1000,mmlu,93.65288346912712,900,62465
MEMIT_ORIGINAL-edits01000,MEMIT,BLUE,1000,nli,51.80713463854045,700,23670
MEMIT_ORIGINAL-edits02000,MEMIT,BLUE,2000,sst2,36.876047999598086,700,9378
MEMIT_ORIGINAL-edits02000,MEMIT,BLUE,2000,mrpc,53.69211720023304,700,21741
MEMIT_ORIGINAL-edits02000,MEMIT,BLUE,2000,cola,35.81289613991976,700,7332
MEMIT_ORIGINAL-edits02000,MEMIT,BLUE,2000,rte,48.761868263594806,700,21237
MEMIT_ORIGINAL-edits02000,MEMIT,BLUE,2000,mmlu,93.60247704945505,900,62465
MEMIT_ORIGINAL-edits02000,MEMIT,BLUE,2000,nli,51.79543034080416,700,23670
MEMIT_ORIGINAL-edits03000,MEMIT,BLUE,3000,sst2,36.84096732363105,700,9378
MEMIT_ORIGINAL-edits03000,MEMIT,BLUE,3000,mrpc,53.66619442589581,700,21741
MEMIT_ORIGINAL-edits03000,MEMIT,BLUE,3000,cola,35.789855741895735,700,7332
MEMIT_ORIGINAL-edits03000,MEMIT,BLUE,3000,rte,48.7038089428097,700,21237
MEMIT_ORIGINAL-edits03000,MEMIT,BLUE,3000,mmlu,93.51911136321723,900,62465
MEMIT_ORIGINAL-edits03000,MEMIT,BLUE,3000,nli,51.75987288914621,700,23670
MEMIT_ORIGINAL-edits04000,MEMIT,BLUE,4000,sst2,37.137459410354495,700,9378
MEMIT_ORIGINAL-edits04000,MEMIT,BLUE,4000,mrpc,53.653361280448735,700,21741
MEMIT_ORIGINAL-edits04000,MEMIT,BLUE,4000,cola,35.79659448005259,700,7332
MEMIT_ORIGINAL-edits04000,MEMIT,BLUE,4000,rte,48.791744598187506,700,21237
MEMIT_ORIGINAL-edits04000,MEMIT,BLUE,4000,mmlu,93.59753756597638,900,62465
MEMIT_ORIGINAL-edits04000,MEMIT,BLUE,4000,nli,51.820572236552835,700,23670
MEMIT_ORIGINAL-edits05000,MEMIT,BLUE,5000,sst2,36.8723193788901,700,9378
MEMIT_ORIGINAL-edits05000,MEMIT,BLUE,5000,mrpc,53.63833271153271,700,21741
MEMIT_ORIGINAL-edits05000,MEMIT,BLUE,5000,cola,35.79363145213574,700,7332
MEMIT_ORIGINAL-edits05000,MEMIT,BLUE,5000,rte,48.80582682136446,700,21237
MEMIT_ORIGINAL-edits05000,MEMIT,BLUE,5000,mmlu,93.53492093645036,900,62465
MEMIT_ORIGINAL-edits05000,MEMIT,BLUE,5000,nli,51.831457540392876,700,23670
MEMIT_ORIGINAL-edits06000,MEMIT,BLUE,6000,sst2,36.86270635109395,700,9378
MEMIT_ORIGINAL-edits06000,MEMIT,BLUE,6000,mrpc,53.6510976664722,700,21741
MEMIT_ORIGINAL-edits06000,MEMIT,BLUE,6000,cola,35.794534276239574,700,7332
MEMIT_ORIGINAL-edits06000,MEMIT,BLUE,6000,rte,48.77350399363786,700,21237
MEMIT_ORIGINAL-edits06000,MEMIT,BLUE,6000,mmlu,93.52384838555008,900,62465
MEMIT_ORIGINAL-edits06000,MEMIT,BLUE,6000,nli,51.78820446040481,700,23670
MEMIT_ORIGINAL-edits07000,MEMIT,BLUE,7000,sst2,36.874334276653826,700,9378
MEMIT_ORIGINAL-edits07000,MEMIT,BLUE,7000,mrpc,53.62549038603902,700,21741
MEMIT_ORIGINAL-edits07000,MEMIT,BLUE,7000,cola,35.79752841964364,700,7332
MEMIT_ORIGINAL-edits07000,MEMIT,BLUE,7000,rte,48.75694754719734,700,21237
MEMIT_ORIGINAL-edits07000,MEMIT,BLUE,7000,mmlu,93.54656009562314,900,62465
MEMIT_ORIGINAL-edits07000,MEMIT,BLUE,7000,nli,51.7872946402058,700,23670
MEMIT_ORIGINAL-edits08000,MEMIT,BLUE,8000,sst2,36.86656479164958,700,9378
MEMIT_ORIGINAL-edits08000,MEMIT,BLUE,8000,mrpc,53.62705616466701,700,21741
MEMIT_ORIGINAL-edits08000,MEMIT,BLUE,8000,cola,35.79904336575419,700,7332
MEMIT_ORIGINAL-edits08000,MEMIT,BLUE,8000,rte,48.750013852491975,700,21237
MEMIT_ORIGINAL-edits08000,MEMIT,BLUE,8000,mmlu,93.50612789671868,900,62465
MEMIT_ORIGINAL-edits08000,MEMIT,BLUE,8000,nli,51.76582754496485,700,23670
MEMIT_ORIGINAL-edits09000,MEMIT,BLUE,9000,sst2,36.882998884655535,700,9378
MEMIT_ORIGINAL-edits09000,MEMIT,BLUE,9000,mrpc,53.672906204126775,700,21741
MEMIT_ORIGINAL-edits09000,MEMIT,BLUE,9000,cola,35.792324964888394,700,7332
MEMIT_ORIGINAL-edits09000,MEMIT,BLUE,9000,rte,48.725320901721716,700,21237
MEMIT_ORIGINAL-edits09000,MEMIT,BLUE,9000,mmlu,93.51642687898129,900,62465
MEMIT_ORIGINAL-edits09000,MEMIT,BLUE,9000,nli,51.7825271692127,700,23670
MEMIT_ORIGINAL-edits10000,MEMIT,BLUE,10000,sst2,36.8850223030895,700,9378
MEMIT_ORIGINAL-edits10000,MEMIT,BLUE,10000,mrpc,53.607077272608876,700,21741
MEMIT_ORIGINAL-edits10000,MEMIT,BLUE,10000,cola,35.80018214136362,700,7332
MEMIT_ORIGINAL-edits10000,MEMIT,BLUE,10000,rte,48.67302404716611,700,21237
MEMIT_ORIGINAL-edits10000,MEMIT,BLUE,10000,mmlu,93.54639890324324,900,62465
MEMIT_ORIGINAL-edits10000,MEMIT,BLUE,10000,nli,51.773302828893065,700,23670
