state,family,variant,edits,task,branch,correct,denominator,invalid,accuracy,weighted_f1,mcc,delta_accuracy_pp,delta_f1_pp,probability_ties,prompt_order_sha256,parameter_root,source_head
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,sst2,generation,74,100,24,0.74,0.8384505764995466,0.6321629317256102,1.0000000000000009,0.7346459006758788,0,58281b251b2f3602437328044925c3cc5be1005c310e0061467b5a9bb39398bb,051225d2cd88f05bdcdd992404f2cec057c47abf42db87a083d0c80a5efe12a4,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,sst2,alternative,97,100,0,0.97,0.96999699969997,0.9401880564188067,-1.0000000000000009,-0.9994997098749403,0,58281b251b2f3602437328044925c3cc5be1005c310e0061467b5a9bb39398bb,051225d2cd88f05bdcdd992404f2cec057c47abf42db87a083d0c80a5efe12a4,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,mrpc,generation,67,100,0,0.67,0.6576408341114223,0.367572937554749,0.0,0.0,0,f6d9aefa402108b411d5f0eaede49359dbc0ad6c222dba27a3db59e784c61db3,051225d2cd88f05bdcdd992404f2cec057c47abf42db87a083d0c80a5efe12a4,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,mrpc,alternative,67,100,0,0.67,0.6576408341114223,0.367572937554749,0.0,0.0,0,f6d9aefa402108b411d5f0eaede49359dbc0ad6c222dba27a3db59e784c61db3,051225d2cd88f05bdcdd992404f2cec057c47abf42db87a083d0c80a5efe12a4,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,cola,generation,76,100,1,0.76,0.7594427244582043,0.5479371708723546,0.0,-0.12305103529615113,0,777b214fad96fab17e8286e57fb93df326943fded99956c0fcbc1addba8e46d1,051225d2cd88f05bdcdd992404f2cec057c47abf42db87a083d0c80a5efe12a4,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,cola,alternative,75,100,0,0.75,0.742559983523839,0.5316742625738917,1.0000000000000009,1.1266060415116352,0,777b214fad96fab17e8286e57fb93df326943fded99956c0fcbc1addba8e46d1,051225d2cd88f05bdcdd992404f2cec057c47abf42db87a083d0c80a5efe12a4,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,rte,generation,65,100,0,0.65,0.6178622120318812,0.3682714621051772,-1.0000000000000009,-1.3214176857007653,0,d8018f2d287374ec2c0abc7fb97f9c3d96b340afc900e54ab6476460e468be95,051225d2cd88f05bdcdd992404f2cec057c47abf42db87a083d0c80a5efe12a4,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,rte,alternative,65,100,0,0.65,0.6178622120318812,0.3682714621051772,-1.0000000000000009,-1.3214176857007653,0,d8018f2d287374ec2c0abc7fb97f9c3d96b340afc900e54ab6476460e468be95,051225d2cd88f05bdcdd992404f2cec057c47abf42db87a083d0c80a5efe12a4,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,mmlu,generation,53,100,11,0.53,0.5673069913246337,0.4034891085813862,1.0000000000000009,0.4911142210863084,0,d2d3d7d816b173c156c4524a7efab0e01d4f1cb974ad64c2bc34de1c504caee3,051225d2cd88f05bdcdd992404f2cec057c47abf42db87a083d0c80a5efe12a4,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,mmlu,alternative,60,100,0,0.6,0.6067535038246148,0.4728218944224573,-1.0000000000000009,-0.4246087268653054,0,d2d3d7d816b173c156c4524a7efab0e01d4f1cb974ad64c2bc34de1c504caee3,051225d2cd88f05bdcdd992404f2cec057c47abf42db87a083d0c80a5efe12a4,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,nli,generation,67,100,0,0.67,0.6643271284711626,0.3521095340673467,0.0,-0.16309644532224166,0,fc5b20e122a4b2c25b398e6ab558ebc396c25d9f2fe107e36bb1eb0fbe1e4713,051225d2cd88f05bdcdd992404f2cec057c47abf42db87a083d0c80a5efe12a4,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,nli,alternative,67,100,0,0.67,0.6643271284711626,0.3521095340673467,0.0,-0.16309644532224166,0,fc5b20e122a4b2c25b398e6ab558ebc396c25d9f2fe107e36bb1eb0fbe1e4713,051225d2cd88f05bdcdd992404f2cec057c47abf42db87a083d0c80a5efe12a4,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,sst2,generation,76,100,22,0.76,0.8533872598584429,0.6512308430231056,3.0000000000000027,2.2283142365655095,0,58281b251b2f3602437328044925c3cc5be1005c310e0061467b5a9bb39398bb,41ad300d0803bac0a1efb441b37e7cf9cb3ec0423ebc0f5e15a939f0b725e671,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,sst2,alternative,98,100,0,0.98,0.9799919967987194,0.9607689228305227,0.0,0.0,0,58281b251b2f3602437328044925c3cc5be1005c310e0061467b5a9bb39398bb,41ad300d0803bac0a1efb441b37e7cf9cb3ec0423ebc0f5e15a939f0b725e671,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,mrpc,generation,65,100,0,0.65,0.6266666666666667,0.34641016151377546,-2.0000000000000018,-3.0974167444755563,0,f6d9aefa402108b411d5f0eaede49359dbc0ad6c222dba27a3db59e784c61db3,41ad300d0803bac0a1efb441b37e7cf9cb3ec0423ebc0f5e15a939f0b725e671,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,mrpc,alternative,65,100,0,0.65,0.6266666666666667,0.34641016151377546,-2.0000000000000018,-3.0974167444755563,0,f6d9aefa402108b411d5f0eaede49359dbc0ad6c222dba27a3db59e784c61db3,41ad300d0803bac0a1efb441b37e7cf9cb3ec0423ebc0f5e15a939f0b725e671,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,cola,generation,76,100,1,0.76,0.7616956077630235,0.5365867863205285,0.0,0.10223729518576974,0,777b214fad96fab17e8286e57fb93df326943fded99956c0fcbc1addba8e46d1,41ad300d0803bac0a1efb441b37e7cf9cb3ec0423ebc0f5e15a939f0b725e671,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,cola,alternative,73,100,0,0.73,0.7219647822057462,0.48914032156798043,-1.0000000000000009,-0.9329140902976429,0,777b214fad96fab17e8286e57fb93df326943fded99956c0fcbc1addba8e46d1,41ad300d0803bac0a1efb441b37e7cf9cb3ec0423ebc0f5e15a939f0b725e671,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,rte,generation,65,100,0,0.65,0.612789025334661,0.3823595564509363,-1.0000000000000009,-1.8287363554227887,0,d8018f2d287374ec2c0abc7fb97f9c3d96b340afc900e54ab6476460e468be95,41ad300d0803bac0a1efb441b37e7cf9cb3ec0423ebc0f5e15a939f0b725e671,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,rte,alternative,65,100,0,0.65,0.612789025334661,0.3823595564509363,-1.0000000000000009,-1.8287363554227887,0,d8018f2d287374ec2c0abc7fb97f9c3d96b340afc900e54ab6476460e468be95,41ad300d0803bac0a1efb441b37e7cf9cb3ec0423ebc0f5e15a939f0b725e671,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,mmlu,generation,51,100,13,0.51,0.5488176964149504,0.38272097758969403,-1.0000000000000009,-1.3578152698820234,0,d2d3d7d816b173c156c4524a7efab0e01d4f1cb974ad64c2bc34de1c504caee3,41ad300d0803bac0a1efb441b37e7cf9cb3ec0423ebc0f5e15a939f0b725e671,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,mmlu,alternative,59,100,0,0.59,0.5940022837360176,0.4586853064926,-2.0000000000000018,-1.6997307357250246,0,d2d3d7d816b173c156c4524a7efab0e01d4f1cb974ad64c2bc34de1c504caee3,41ad300d0803bac0a1efb441b37e7cf9cb3ec0423ebc0f5e15a939f0b725e671,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,nli,generation,68,100,0,0.68,0.6736026111791105,0.375,1.0000000000000009,0.7644518254725452,0,fc5b20e122a4b2c25b398e6ab558ebc396c25d9f2fe107e36bb1eb0fbe1e4713,41ad300d0803bac0a1efb441b37e7cf9cb3ec0423ebc0f5e15a939f0b725e671,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,nli,alternative,68,100,0,0.68,0.6736026111791105,0.375,1.0000000000000009,0.7644518254725452,0,fc5b20e122a4b2c25b398e6ab558ebc396c25d9f2fe107e36bb1eb0fbe1e4713,41ad300d0803bac0a1efb441b37e7cf9cb3ec0423ebc0f5e15a939f0b725e671,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,sst2,generation,73,100,24,0.73,0.826414115204982,0.6156478516390054,0.0,-0.46900022878058056,0,58281b251b2f3602437328044925c3cc5be1005c310e0061467b5a9bb39398bb,1c9348c8ce52e22fcb821a66c0d6da2a6414920911296d1148b32625392b8699,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,sst2,alternative,96,100,0,0.96,0.959983993597439,0.9207368843792509,-2.0000000000000018,-2.0008003201280378,0,58281b251b2f3602437328044925c3cc5be1005c310e0061467b5a9bb39398bb,1c9348c8ce52e22fcb821a66c0d6da2a6414920911296d1148b32625392b8699,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,mrpc,generation,64,100,0,0.64,0.5989304812834224,0.3644054444067475,-3.0000000000000027,-5.871035282799985,0,f6d9aefa402108b411d5f0eaede49359dbc0ad6c222dba27a3db59e784c61db3,1c9348c8ce52e22fcb821a66c0d6da2a6414920911296d1148b32625392b8699,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,mrpc,alternative,64,100,0,0.64,0.5989304812834224,0.3644054444067475,-3.0000000000000027,-5.871035282799985,0,f6d9aefa402108b411d5f0eaede49359dbc0ad6c222dba27a3db59e784c61db3,1c9348c8ce52e22fcb821a66c0d6da2a6414920911296d1148b32625392b8699,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,cola,generation,73,100,1,0.73,0.7306511056511056,0.47800180554757726,-3.0000000000000027,-3.0022129160060196,0,777b214fad96fab17e8286e57fb93df326943fded99956c0fcbc1addba8e46d1,1c9348c8ce52e22fcb821a66c0d6da2a6414920911296d1148b32625392b8699,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,cola,alternative,74,100,0,0.74,0.7348021215830272,0.5,0.0,0.35081984743045025,0,777b214fad96fab17e8286e57fb93df326943fded99956c0fcbc1addba8e46d1,1c9348c8ce52e22fcb821a66c0d6da2a6414920911296d1148b32625392b8699,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,rte,generation,64,100,0,0.64,0.6043956043956044,0.35,-2.0000000000000018,-2.668078449328448,0,d8018f2d287374ec2c0abc7fb97f9c3d96b340afc900e54ab6476460e468be95,1c9348c8ce52e22fcb821a66c0d6da2a6414920911296d1148b32625392b8699,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,rte,alternative,64,100,0,0.64,0.6043956043956044,0.35,-2.0000000000000018,-2.668078449328448,0,d8018f2d287374ec2c0abc7fb97f9c3d96b340afc900e54ab6476460e468be95,1c9348c8ce52e22fcb821a66c0d6da2a6414920911296d1148b32625392b8699,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,mmlu,generation,50,100,17,0.5,0.545425407925408,0.38480180600738095,-2.0000000000000018,-1.6970441188362662,0,d2d3d7d816b173c156c4524a7efab0e01d4f1cb974ad64c2bc34de1c504caee3,1c9348c8ce52e22fcb821a66c0d6da2a6414920911296d1148b32625392b8699,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,mmlu,alternative,60,100,0,0.6,0.5994896268422534,0.4760913421254506,-1.0000000000000009,-1.150996425101447,0,d2d3d7d816b173c156c4524a7efab0e01d4f1cb974ad64c2bc34de1c504caee3,1c9348c8ce52e22fcb821a66c0d6da2a6414920911296d1148b32625392b8699,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,nli,generation,68,100,0,0.68,0.6767676767676767,0.3674234614174767,1.0000000000000009,1.080958384329167,0,fc5b20e122a4b2c25b398e6ab558ebc396c25d9f2fe107e36bb1eb0fbe1e4713,1c9348c8ce52e22fcb821a66c0d6da2a6414920911296d1148b32625392b8699,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits02000,MEMIT,L4_ONLY,2000,nli,alternative,68,100,0,0.68,0.6767676767676767,0.3674234614174767,1.0000000000000009,1.080958384329167,0,fc5b20e122a4b2c25b398e6ab558ebc396c25d9f2fe107e36bb1eb0fbe1e4713,1c9348c8ce52e22fcb821a66c0d6da2a6414920911296d1148b32625392b8699,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,sst2,generation,69,100,28,0.69,0.7971961344766573,0.5777040377701194,-4.0000000000000036,-3.3907983016130516,0,58281b251b2f3602437328044925c3cc5be1005c310e0061467b5a9bb39398bb,8eb1a349a0006e80a09e6e1737ffdf7c0a1583b60200ae6c46a613637155d415,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,sst2,alternative,95,100,0,0.95,0.949954959463517,0.9016243871634686,-3.0000000000000027,-3.0037037335202355,0,58281b251b2f3602437328044925c3cc5be1005c310e0061467b5a9bb39398bb,8eb1a349a0006e80a09e6e1737ffdf7c0a1583b60200ae6c46a613637155d415,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,mrpc,generation,64,100,0,0.64,0.6043956043956044,0.35,-3.0000000000000027,-5.324522971581791,0,f6d9aefa402108b411d5f0eaede49359dbc0ad6c222dba27a3db59e784c61db3,8eb1a349a0006e80a09e6e1737ffdf7c0a1583b60200ae6c46a613637155d415,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,mrpc,alternative,64,100,0,0.64,0.6043956043956044,0.35,-3.0000000000000027,-5.324522971581791,0,f6d9aefa402108b411d5f0eaede49359dbc0ad6c222dba27a3db59e784c61db3,8eb1a349a0006e80a09e6e1737ffdf7c0a1583b60200ae6c46a613637155d415,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,cola,generation,74,100,1,0.74,0.7413687436159347,0.4960896703718094,-2.0000000000000018,-1.9304491195231033,0,777b214fad96fab17e8286e57fb93df326943fded99956c0fcbc1addba8e46d1,8eb1a349a0006e80a09e6e1737ffdf7c0a1583b60200ae6c46a613637155d415,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,cola,alternative,74,100,0,0.74,0.7348021215830272,0.5,0.0,0.35081984743045025,0,777b214fad96fab17e8286e57fb93df326943fded99956c0fcbc1addba8e46d1,8eb1a349a0006e80a09e6e1737ffdf7c0a1583b60200ae6c46a613637155d415,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,rte,generation,66,100,0,0.66,0.6310763888888888,0.38624363966821407,0.0,0.0,0,d8018f2d287374ec2c0abc7fb97f9c3d96b340afc900e54ab6476460e468be95,8eb1a349a0006e80a09e6e1737ffdf7c0a1583b60200ae6c46a613637155d415,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,rte,alternative,66,100,0,0.66,0.6310763888888888,0.38624363966821407,0.0,0.0,0,d8018f2d287374ec2c0abc7fb97f9c3d96b340afc900e54ab6476460e468be95,8eb1a349a0006e80a09e6e1737ffdf7c0a1583b60200ae6c46a613637155d415,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,mmlu,generation,42,100,20,0.42,0.47046170883380184,0.2851976555199177,-10.000000000000004,-9.193414027996877,0,d2d3d7d816b173c156c4524a7efab0e01d4f1cb974ad64c2bc34de1c504caee3,8eb1a349a0006e80a09e6e1737ffdf7c0a1583b60200ae6c46a613637155d415,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,mmlu,alternative,56,100,0,0.56,0.5621427986571687,0.41673668879415315,-4.999999999999993,-4.8856792436099195,0,d2d3d7d816b173c156c4524a7efab0e01d4f1cb974ad64c2bc34de1c504caee3,8eb1a349a0006e80a09e6e1737ffdf7c0a1583b60200ae6c46a613637155d415,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,nli,generation,71,100,0,0.71,0.70997099709971,0.420084025208403,3.9999999999999925,4.4012904175325,0,fc5b20e122a4b2c25b398e6ab558ebc396c25d9f2fe107e36bb1eb0fbe1e4713,8eb1a349a0006e80a09e6e1737ffdf7c0a1583b60200ae6c46a613637155d415,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits03000,MEMIT,L4_ONLY,3000,nli,alternative,71,100,0,0.71,0.70997099709971,0.420084025208403,3.9999999999999925,4.4012904175325,0,fc5b20e122a4b2c25b398e6ab558ebc396c25d9f2fe107e36bb1eb0fbe1e4713,8eb1a349a0006e80a09e6e1737ffdf7c0a1583b60200ae6c46a613637155d415,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,sst2,generation,68,100,29,0.68,0.7910016510731975,0.5677343093002815,-4.999999999999993,-4.010246641959025,0,58281b251b2f3602437328044925c3cc5be1005c310e0061467b5a9bb39398bb,176ff37487fd71c8f9e176f0a7037280ea738f36133fa605080d82ecdaf44764,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,sst2,alternative,94,100,0,0.94,0.9399759903961583,0.8807048459279792,-4.0000000000000036,-4.001600640256109,0,58281b251b2f3602437328044925c3cc5be1005c310e0061467b5a9bb39398bb,176ff37487fd71c8f9e176f0a7037280ea738f36133fa605080d82ecdaf44764,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,mrpc,generation,61,100,0,0.61,0.5481404240528329,0.3270855683975289,-6.000000000000005,-10.950041005858935,0,f6d9aefa402108b411d5f0eaede49359dbc0ad6c222dba27a3db59e784c61db3,176ff37487fd71c8f9e176f0a7037280ea738f36133fa605080d82ecdaf44764,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,mrpc,alternative,61,100,0,0.61,0.5481404240528329,0.3270855683975289,-6.000000000000005,-10.950041005858935,0,f6d9aefa402108b411d5f0eaede49359dbc0ad6c222dba27a3db59e784c61db3,176ff37487fd71c8f9e176f0a7037280ea738f36133fa605080d82ecdaf44764,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,cola,generation,69,100,1,0.69,0.6884132537559168,0.4008071703858348,-7.000000000000006,-7.2259981055249,0,777b214fad96fab17e8286e57fb93df326943fded99956c0fcbc1addba8e46d1,176ff37487fd71c8f9e176f0a7037280ea738f36133fa605080d82ecdaf44764,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,cola,alternative,70,100,0,0.7,0.6940024479804161,0.4166666666666667,-4.0000000000000036,-3.729147512830655,0,777b214fad96fab17e8286e57fb93df326943fded99956c0fcbc1addba8e46d1,176ff37487fd71c8f9e176f0a7037280ea738f36133fa605080d82ecdaf44764,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,rte,generation,68,100,0,0.68,0.6567996567996568,0.4214636152117623,2.0000000000000018,2.5723267910767955,0,d8018f2d287374ec2c0abc7fb97f9c3d96b340afc900e54ab6476460e468be95,176ff37487fd71c8f9e176f0a7037280ea738f36133fa605080d82ecdaf44764,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,rte,alternative,68,100,0,0.68,0.6567996567996568,0.4214636152117623,2.0000000000000018,2.5723267910767955,0,d8018f2d287374ec2c0abc7fb97f9c3d96b340afc900e54ab6476460e468be95,176ff37487fd71c8f9e176f0a7037280ea738f36133fa605080d82ecdaf44764,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,mmlu,generation,39,100,25,0.39,0.45038804576310326,0.2639122610426852,-13.0,-11.200780335066735,0,d2d3d7d816b173c156c4524a7efab0e01d4f1cb974ad64c2bc34de1c504caee3,176ff37487fd71c8f9e176f0a7037280ea738f36133fa605080d82ecdaf44764,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,mmlu,alternative,55,100,0,0.55,0.5508028792912514,0.40417101129449406,-5.999999999999995,-6.019671180201646,0,d2d3d7d816b173c156c4524a7efab0e01d4f1cb974ad64c2bc34de1c504caee3,176ff37487fd71c8f9e176f0a7037280ea738f36133fa605080d82ecdaf44764,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,nli,generation,69,100,0,0.69,0.6899689968996898,0.3800760228076027,1.9999999999999907,2.401090397530481,0,fc5b20e122a4b2c25b398e6ab558ebc396c25d9f2fe107e36bb1eb0fbe1e4713,176ff37487fd71c8f9e176f0a7037280ea738f36133fa605080d82ecdaf44764,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits04000,MEMIT,L4_ONLY,4000,nli,alternative,69,100,0,0.69,0.6899689968996898,0.3800760228076027,1.9999999999999907,2.401090397530481,0,fc5b20e122a4b2c25b398e6ab558ebc396c25d9f2fe107e36bb1eb0fbe1e4713,176ff37487fd71c8f9e176f0a7037280ea738f36133fa605080d82ecdaf44764,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,sst2,generation,68,100,29,0.68,0.7890818858560794,0.5689509462887539,-4.999999999999993,-4.202223163670837,0,58281b251b2f3602437328044925c3cc5be1005c310e0061467b5a9bb39398bb,18e9b9df1cb61b0d4b35f965cf45f18bbc07457918aba234ab26e958202d92af,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,sst2,alternative,93,100,0,0.93,0.9299369432489241,0.8615521921784256,-4.999999999999993,-5.005505354979533,0,58281b251b2f3602437328044925c3cc5be1005c310e0061467b5a9bb39398bb,18e9b9df1cb61b0d4b35f965cf45f18bbc07457918aba234ab26e958202d92af,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,mrpc,generation,58,100,0,0.58,0.4900437105390967,0.29488391230979427,-9.000000000000007,-16.75971235723256,0,f6d9aefa402108b411d5f0eaede49359dbc0ad6c222dba27a3db59e784c61db3,18e9b9df1cb61b0d4b35f965cf45f18bbc07457918aba234ab26e958202d92af,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,mrpc,alternative,58,100,0,0.58,0.4900437105390967,0.29488391230979427,-9.000000000000007,-16.75971235723256,0,f6d9aefa402108b411d5f0eaede49359dbc0ad6c222dba27a3db59e784c61db3,18e9b9df1cb61b0d4b35f965cf45f18bbc07457918aba234ab26e958202d92af,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,cola,generation,71,100,1,0.71,0.7072463768115941,0.44743143559944604,-5.000000000000004,-5.34268579995717,0,777b214fad96fab17e8286e57fb93df326943fded99956c0fcbc1addba8e46d1,18e9b9df1cb61b0d4b35f965cf45f18bbc07457918aba234ab26e958202d92af,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,cola,alternative,70,100,0,0.7,0.6899545266639108,0.4287464628562721,-4.0000000000000036,-4.133939644481188,0,777b214fad96fab17e8286e57fb93df326943fded99956c0fcbc1addba8e46d1,18e9b9df1cb61b0d4b35f965cf45f18bbc07457918aba234ab26e958202d92af,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,rte,generation,67,100,0,0.67,0.6396986570586308,0.41737432371920086,1.0000000000000009,0.8622268169741987,0,d8018f2d287374ec2c0abc7fb97f9c3d96b340afc900e54ab6476460e468be95,18e9b9df1cb61b0d4b35f965cf45f18bbc07457918aba234ab26e958202d92af,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,rte,alternative,67,100,0,0.67,0.6396986570586308,0.41737432371920086,1.0000000000000009,0.8622268169741987,0,d8018f2d287374ec2c0abc7fb97f9c3d96b340afc900e54ab6476460e468be95,18e9b9df1cb61b0d4b35f965cf45f18bbc07457918aba234ab26e958202d92af,257fe5483dc3407690fec9c9bb45cc7dcda91215
MEMIT_L4_ONLY-edits05000,MEMIT,L4_ONLY,5000,mmlu,generation,37,100,34,0.37,0.44374057315233784,0.27106586378398995,-15.000000000000002,-11.865527596143277,0,d2d3d7d816b173c156c4524a7efab0e01d4f1cb974ad64c2bc34de1c504caee3,18e9b9df1cb61b0d4b35f965cf45f18bbc07457918aba234ab26e958202d92af,257fe5483dc3407690fec9c9bb45cc7dcda91215
