figure,bytes,sha256,plot_source_path,plot_source_sha256,input_table,input_table_sha256,command,backend,dpi,missing_policy
finalw-full10k-performance.png,60841,4be2e819a254479a2792a63fc1e65df95f398d067d3145cdb5ac1fce706bec88,/data/janghj/ODE-edit/local/worktrees/lifelong-finalw-full10k-v4-report/project/run_scripts/official_layer_realization_debt/lifelong_finalw_figures.py,62df08c7d14088f13d224c1c47982f084a17f3d4503f5e34fbf149da23570338,finalw-full10k-arm-summary.csv,13f782afa93d4312ed48da61eaf24c4d6d1b5e17a194fcba0f9386bc3f557ed4,MPLCONFIGDIR=/tmp/odeedit-finalw-v4-mpl python -m project.run_scripts.official_layer_realization_debt.lifelong_finalw_figures --tables /data/janghj/ODE-edit/local/worktrees/lifelong-finalw-full10k-v4-report/experiment-reports/servers/server4/official-layer-realization-debt-lifelong-b100x100-2026-09-03-v4-r2 --output CREATE_ONCE_OUTPUT,Agg,180,NO_INTERPOLATION_NO_IMPUTATION
cumulative-seen-prefix-performance.png,233039,7f81f4737505c264b341d50bdcd15703013f73f2d026cf5d1abd680365d8a596,/data/janghj/ODE-edit/local/worktrees/lifelong-finalw-full10k-v4-report/project/run_scripts/official_layer_realization_debt/lifelong_finalw_figures.py,62df08c7d14088f13d224c1c47982f084a17f3d4503f5e34fbf149da23570338,cumulative-seen-prefix-arm-summary.csv,940abeaf2406ad84a1f1303d70c6de0fa5d3710113eb7004f0a2ff8e8206a50f,MPLCONFIGDIR=/tmp/odeedit-finalw-v4-mpl python -m project.run_scripts.official_layer_realization_debt.lifelong_finalw_figures --tables /data/janghj/ODE-edit/local/worktrees/lifelong-finalw-full10k-v4-report/experiment-reports/servers/server4/official-layer-realization-debt-lifelong-b100x100-2026-09-03-v4-r2 --output CREATE_ONCE_OUTPUT,Agg,180,NO_INTERPOLATION_NO_IMPUTATION
finalw-full10k-edit-age-retention.png,90865,6e752f1a3a3fd901322b3c2b0bd4b83bc2f0db33944f1129d3c937704dc6b2bb,/data/janghj/ODE-edit/local/worktrees/lifelong-finalw-full10k-v4-report/project/run_scripts/official_layer_realization_debt/lifelong_finalw_figures.py,62df08c7d14088f13d224c1c47982f084a17f3d4503f5e34fbf149da23570338,edit-age-strata-summary.csv,118d2410729cf5409d7a0876a23525ee14ed3e8ffd038912defce053bd2c1ab7,MPLCONFIGDIR=/tmp/odeedit-finalw-v4-mpl python -m project.run_scripts.official_layer_realization_debt.lifelong_finalw_figures --tables /data/janghj/ODE-edit/local/worktrees/lifelong-finalw-full10k-v4-report/experiment-reports/servers/server4/official-layer-realization-debt-lifelong-b100x100-2026-09-03-v4-r2 --output CREATE_ONCE_OUTPUT,Agg,180,NO_INTERPOLATION_NO_IMPUTATION
finalw-full10k-target-nll.png,76542,cb7197f9df71a65f9ad8148082c8ab58e7c568be037f42edb7d2fdb7e932b0cb,/data/janghj/ODE-edit/local/worktrees/lifelong-finalw-full10k-v4-report/project/run_scripts/official_layer_realization_debt/lifelong_finalw_figures.py,62df08c7d14088f13d224c1c47982f084a17f3d4503f5e34fbf149da23570338,finalw-full10k-arm-summary.csv,13f782afa93d4312ed48da61eaf24c4d6d1b5e17a194fcba0f9386bc3f557ed4,MPLCONFIGDIR=/tmp/odeedit-finalw-v4-mpl python -m project.run_scripts.official_layer_realization_debt.lifelong_finalw_figures --tables /data/janghj/ODE-edit/local/worktrees/lifelong-finalw-full10k-v4-report/experiment-reports/servers/server4/official-layer-realization-debt-lifelong-b100x100-2026-09-03-v4-r2 --output CREATE_ONCE_OUTPUT,Agg,180,NO_INTERPOLATION_NO_IMPUTATION
