cell,batch,arm,reference,RS_delta_pp,PS_delta_pp,PS_strict_delta_pp,NS_delta_pp,rewrite_acc_delta_pp,rephrase_acc_delta_pp
QM,10,ORBFH,JAC,-0.60000000000000053,-0.20000000000000018,-0.40000000000000036,3.1200000000000006,-1.2999999999999901,-3.8000000000000034
QA,1,QCL,O,0,0,0,0.60000000000000053,0,-1.0000000000000009
QA,1,NQFIX,O,0,-0.50000000000000044,0,-0.30000000000000027,0,0.50000000000000044
QA,1,ORBFH,O,0,0,0,0.50000000000000044,0,1.0000000000000009
QA,1,JAC,O,0,-0.50000000000000044,0,0.30000000000000027,1.0000000000000009,0
QA,1,NQFIX,QCL,0,-0.50000000000000044,0,-0.9000000000000008,0,1.5000000000000013
QA,1,ORBFH,NQFIX,0,0.50000000000000044,0,0.80000000000000071,0,0.50000000000000044
QA,1,ORBFH,JAC,0,0.50000000000000044,0,0.20000000000000018,-1.0000000000000009,1.0000000000000009
QA,2,QCL,O,0,-0.50000000000000044,-1.0000000000000009,0.80000000000000071,-0.50000000000000044,-0.74999999999999512
QA,2,NQFIX,O,-0.50000000000000044,-0.24999999999999467,-0.50000000000000044,-1.8499999999999961,-1.5000000000000013,2.2500000000000075
QA,2,ORBFH,O,0,-0.24999999999999467,-0.50000000000000044,0.40000000000000036,-0.50000000000000044,0
QA,2,JAC,O,0,0,0,-0.50000000000000044,0,0.50000000000000044
QA,2,NQFIX,QCL,-0.50000000000000044,0.25000000000000577,0.50000000000000044,-2.6499999999999968,-1.0000000000000009,3.0000000000000027
QA,2,ORBFH,NQFIX,0.50000000000000044,0,0,2.2499999999999964,1.0000000000000009,-2.2500000000000075
QA,2,ORBFH,JAC,0,-0.24999999999999467,-0.50000000000000044,0.9000000000000008,-0.50000000000000044,-0.50000000000000044
QA,3,QCL,O,0,-0.33333333333332993,0.33333333333332993,1.5666666666666607,1.0000000000000009,-0.66666666666667096
QA,3,NQFIX,O,-47.666666666666671,-46.666666666666664,-62.000000000000014,-32.233333333333334,-98.333333333333329,-65.833333333333329
QA,3,ORBFH,O,0.33333333333332993,0.16666666666667052,0.66666666666665986,1.6666666666666607,1.3333333333333419,0.33333333333332993
QA,3,JAC,O,0.33333333333332993,0.66666666666667096,1.6666666666666607,0.53333333333333011,1.6666666666666718,0.83333333333333037
QA,3,NQFIX,QCL,-47.666666666666671,-46.333333333333336,-62.333333333333329,-33.799999999999997,-99.333333333333329,-65.166666666666657
QA,3,ORBFH,NQFIX,48,46.833333333333336,62.666666666666671,33.899999999999999,99.666666666666671,66.166666666666657
QA,3,ORBFH,JAC,0,-0.50000000000000044,-1.0000000000000009,1.1333333333333306,-0.33333333333332993,-0.50000000000000044
QA,4,QCL,O,0.25000000000000577,-1.0000000000000009,-1.7500000000000071,2.5499999999999967,1.0000000000000009,-2.1249999999999991
QA,4,NQFIX,O,-42.75,-44.624999999999993,-59.25,-27.449999999999996,-97.75,-68
QA,4,ORBFH,O,0.50000000000000044,-0.24999999999999467,-0.75000000000000622,2.4000000000000021,0.75000000000000622,-2.0000000000000018
QA,4,JAC,O,0.50000000000000044,0,0,1.4750000000000041,1.2500000000000067,-0.12499999999999734
QA,4,NQFIX,QCL,-43.000000000000007,-43.624999999999993,-57.499999999999993,-29.999999999999993,-98.75,-65.875
QA,4,ORBFH,NQFIX,43.25,44.375,58.5,29.849999999999998,98.500000000000014,65.999999999999986
QA,4,ORBFH,JAC,0,-0.24999999999999467,-0.75000000000000622,0.92499999999999805,-0.50000000000000044,-1.8750000000000044
QA,5,QCL,O,0.20000000000000018,-0.60000000000000053,-1.0000000000000009,2.5000000000000022,1.0000000000000009,-2.0999999999999908
QA,5,NQFIX,O,-42.000000000000007,-43.699999999999996,-60.600000000000001,-26.739999999999998,-96,-67.299999999999997
QA,5,ORBFH,O,0.40000000000000036,0,-0.40000000000000036,2.6000000000000023,0.60000000000000053,-0.79999999999998961
QA,5,JAC,O,0.40000000000000036,-0.30000000000000027,-0.80000000000000071,1.5000000000000013,1.0000000000000009,0.30000000000000027
QA,5,NQFIX,QCL,-42.200000000000003,-43.099999999999994,-59.599999999999994,-29.239999999999998,-97,-65.200000000000003
QA,5,ORBFH,NQFIX,42.400000000000006,43.699999999999996,60.199999999999996,29.34,96.599999999999994,66.5
QA,5,ORBFH,JAC,0,0.30000000000000027,0.40000000000000036,1.100000000000001,-0.40000000000000036,-1.0999999999999899
QA,6,QCL,O,0,-0.33333333333334103,-0.83333333333334147,3.8166666666666682,0.33333333333334103,-2.416666666666667
QA,6,NQFIX,O,-39.833333333333329,-41.750000000000007,-58.166666666666679,-23.116666666666664,-95.166666666666671,-67.083333333333343
QA,6,ORBFH,O,0.16666666666667052,0.33333333333332993,0.33333333333332993,2.8166666666666673,0,-0.41666666666666519
QA,6,JAC,O,0.16666666666667052,0.083333333333324155,-0.33333333333334103,1.2833333333333363,0.50000000000000044,-0.5833333333333357
QA,6,NQFIX,QCL,-39.833333333333329,-41.416666666666671,-57.333333333333329,-26.93333333333333,-95.5,-64.666666666666671
QA,6,ORBFH,NQFIX,40,42.083333333333343,58.5,25.93333333333333,95.166666666666671,66.666666666666671
QA,6,ORBFH,JAC,0,0.25000000000000577,0.66666666666667096,1.533333333333331,-0.50000000000000044,0.16666666666667052
QA,7,QCL,O,6.7142857142857171,4.7142857142857153,7.8571428571428514,8.3142857142857185,27.714285714285715,17.071428571428569
QA,7,NQFIX,O,-34.857142857142854,-38.214285714285722,-52.285714285714292,-13.114285714285712,-62.142857142857146,-45.571428571428577
QA,7,ORBFH,O,7.2857142857142847,5.4999999999999938,8.9999999999999964,13.928571428571434,35.571428571428577,23.214285714285708
QA,7,JAC,O,7.4285714285714288,5.1428571428571379,8.2857142857142847,12.528571428571434,35.857142857142854,22.857142857142854
QA,7,NQFIX,QCL,-41.571428571428569,-42.928571428571438,-60.142857142857139,-21.428571428571431,-89.857142857142861,-62.642857142857146
QA,7,ORBFH,NQFIX,42.142857142857139,43.714285714285715,61.285714285714278,27.042857142857144,97.714285714285722,68.785714285714278
QA,7,ORBFH,JAC,-0.14285714285714457,0.35714285714285587,0.71428571428571175,1.4000000000000012,-0.28571428571427804,0.35714285714285587
QA,8,QCL,O,-5.3749999999999964,-13.124999999999998,-16.625,4.2124999999999968,-3.2500000000000084,-15.437499999999998
QA,8,NQFIX,O,-30.374999999999996,-31.937499999999996,-42.500000000000007,-8.4625000000000057,-56.000000000000007,-35.3125
QA,8,ORBFH,O,6.75,0.43750000000000178,1.0000000000000009,13.724999999999998,22.124999999999993,-1.5625
QA,8,JAC,O,2.2499999999999964,3.9375000000000049,11.375000000000002,16.737499999999994,29.874999999999996,25.187499999999996
QA,8,NQFIX,QCL,-25,-18.8125,-25.875000000000004,-12.675000000000002,-52.75,-19.875
QA,8,ORBFH,NQFIX,37.125,32.375,43.500000000000007,22.187500000000004,78.125,33.75
QA,8,ORBFH,JAC,4.5000000000000036,-3.5000000000000031,-10.375,-3.0124999999999957,-7.7500000000000018,-26.749999999999996
QA,9,QCL,O,-3.4444444444444389,-19.111111111111111,-24.444444444444446,5.9999999999999947,4.8888888888888928,-14.333333333333332
QA,9,NQFIX,O,-28.333333333333332,-31.888888888888889,-41.111111111111107,-4.0555555555555571,-47.333333333333336,-29.944444444444446
QA,9,ORBFH,O,12.333333333333341,1.388888888888884,0.44444444444444731,16.455555555555556,35.44444444444445,11.611111111111111
QA,9,JAC,O,7.2222222222222303,7.1111111111111125,14.666666666666661,18.733333333333334,40.444444444444443,30.555555555555554
QA,9,NQFIX,QCL,-24.888888888888893,-12.777777777777777,-16.666666666666664,-10.05555555555555,-52.222222222222229,-15.611111111111112
QA,9,ORBFH,NQFIX,40.666666666666671,33.277777777777771,41.555555555555557,20.511111111111113,82.777777777777786,41.555555555555557
QA,9,ORBFH,JAC,5.1111111111111107,-5.7222222222222285,-14.222222222222214,-2.2777777777777786,-4.9999999999999929,-18.944444444444443
QA,10,QCL,O,-4.6999999999999931,-20.650000000000002,-24.000000000000004,4.1300000000000008,4.4999999999999982,-14.600000000000001
QA,10,NQFIX,O,-24.399999999999999,-28.200000000000003,-38.200000000000003,-5.7699999999999978,-44.5,-24.75
QA,10,ORBFH,O,11.899999999999999,-6.5500000000000007,-11.000000000000011,14.760000000000007,34.200000000000003,1.3000000000000012
QA,10,JAC,O,10.000000000000009,11.299999999999999,19.099999999999994,17.659999999999997,44,34.650000000000006
QA,10,NQFIX,QCL,-19.700000000000006,-7.5500000000000007,-14.200000000000001,-9.8999999999999986,-49,-10.149999999999999
QA,10,ORBFH,NQFIX,36.299999999999997,21.650000000000002,27.199999999999996,20.530000000000005,78.700000000000003,26.050000000000001
QA,10,ORBFH,JAC,1.8999999999999906,-17.849999999999998,-30.100000000000005,-2.8999999999999915,-9.7999999999999972,-33.350000000000001
