cell,arm,batch,stage,cohort,requests,at_write_success,now_success,initial_failure,success_to_loss,initial_failure_to_recovery,loss_conditional_den,order_hash
LA,O,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,99,0,1,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,O,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,100,0,0,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,O,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,100,100,0,0,0,100,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LA,O,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LA,O,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LA,O,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,99,0,1,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,O,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,100,0,0,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,O,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,100,100,0,0,0,100,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LA,O,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LA,O,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LA,O,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,100,100,0,0,0,100,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LA,O,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,99,0,1,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,O,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,100,0,0,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,O,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,100,100,0,0,0,100,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LA,O,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LA,O,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LA,O,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,100,100,0,0,0,100,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LA,O,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,7,100,100,100,0,0,0,100,a28cc6e64ca39af8a47682e1abd766540949c54b9e90041fd650feb06be8526c
LA,O,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,99,0,1,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,O,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,100,0,0,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,O,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,100,100,0,0,0,100,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LA,O,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LA,O,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LA,O,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,100,100,0,0,0,100,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LA,O,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,7,100,100,100,0,0,0,100,a28cc6e64ca39af8a47682e1abd766540949c54b9e90041fd650feb06be8526c
LA,O,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,8,100,100,100,0,0,0,100,cc73d095fa564000f0d13227bfac250a7ca57d576ec703b6088ef9f4f1c63df5
LA,O,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,99,0,1,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,O,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,100,0,0,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,O,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,100,100,0,0,0,100,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LA,O,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LA,O,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LA,O,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,100,100,0,0,0,100,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LA,O,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,7,100,100,100,0,0,0,100,a28cc6e64ca39af8a47682e1abd766540949c54b9e90041fd650feb06be8526c
LA,O,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,8,100,100,100,0,0,0,100,cc73d095fa564000f0d13227bfac250a7ca57d576ec703b6088ef9f4f1c63df5
LA,O,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,9,100,100,100,0,0,0,100,7293ef9417e4e34eb1088856900e4cee2d94e4c35aed9c54cf061bf63c1872c1
LA,O,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,99,0,1,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,O,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,100,0,0,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,O,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,100,100,0,0,0,100,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LA,O,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,99,0,1,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LA,O,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LA,O,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,100,100,0,0,0,100,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LA,O,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,7,100,100,100,0,0,0,100,a28cc6e64ca39af8a47682e1abd766540949c54b9e90041fd650feb06be8526c
LA,O,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,8,100,100,100,0,0,0,100,cc73d095fa564000f0d13227bfac250a7ca57d576ec703b6088ef9f4f1c63df5
LA,O,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,9,100,100,100,0,0,0,100,7293ef9417e4e34eb1088856900e4cee2d94e4c35aed9c54cf061bf63c1872c1
LA,O,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,10,100,100,100,0,0,0,100,5d0a044d9bd072653d046a529444df5feb60f7727f463ddd517406cb52378f51
LA,QCL,1,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,100,0,0,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,QCL,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,99,0,1,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,QCL,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,100,0,0,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,QCL,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,98,0,2,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,QCL,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,100,0,0,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,QCL,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,100,100,0,0,0,100,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LA,QCL,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,98,0,2,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,QCL,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,100,0,0,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,QCL,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,100,100,0,0,0,100,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LA,QCL,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LA,QCL,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,98,0,2,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,QCL,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,100,0,0,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,QCL,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,100,100,0,0,0,100,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LA,QCL,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LA,QCL,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LA,QCL,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,98,0,2,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,QCL,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,100,0,0,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,QCL,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,100,100,0,0,0,100,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LA,QCL,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LA,QCL,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LA,QCL,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,100,100,0,0,0,100,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LA,QCL,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,98,0,2,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,QCL,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,99,0,1,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,QCL,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,100,100,0,0,0,100,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LA,QCL,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LA,QCL,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LA,QCL,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,100,100,0,0,0,100,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LA,QCL,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,7,100,100,100,0,0,0,100,a28cc6e64ca39af8a47682e1abd766540949c54b9e90041fd650feb06be8526c
LA,QCL,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,98,0,2,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,QCL,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,100,0,0,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,QCL,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,100,100,0,0,0,100,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LA,QCL,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LA,QCL,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LA,QCL,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,100,100,0,0,0,100,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LA,QCL,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,7,100,100,100,0,0,0,100,a28cc6e64ca39af8a47682e1abd766540949c54b9e90041fd650feb06be8526c
LA,QCL,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,8,100,100,100,0,0,0,100,cc73d095fa564000f0d13227bfac250a7ca57d576ec703b6088ef9f4f1c63df5
LA,QCL,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,98,0,2,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,QCL,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,99,0,1,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,QCL,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,100,100,0,0,0,100,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LA,QCL,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LA,QCL,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LA,QCL,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,100,100,0,0,0,100,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LA,QCL,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,7,100,100,100,0,0,0,100,a28cc6e64ca39af8a47682e1abd766540949c54b9e90041fd650feb06be8526c
LA,QCL,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,8,100,100,100,0,0,0,100,cc73d095fa564000f0d13227bfac250a7ca57d576ec703b6088ef9f4f1c63df5
LA,QCL,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,9,100,100,100,0,0,0,100,7293ef9417e4e34eb1088856900e4cee2d94e4c35aed9c54cf061bf63c1872c1
LA,QCL,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,98,0,2,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,QCL,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,99,0,1,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,QCL,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,100,100,0,0,0,100,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LA,QCL,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LA,QCL,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LA,QCL,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,100,100,0,0,0,100,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LA,QCL,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,7,100,100,100,0,0,0,100,a28cc6e64ca39af8a47682e1abd766540949c54b9e90041fd650feb06be8526c
LA,QCL,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,8,100,100,100,0,0,0,100,cc73d095fa564000f0d13227bfac250a7ca57d576ec703b6088ef9f4f1c63df5
LA,QCL,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,9,100,100,100,0,0,0,100,7293ef9417e4e34eb1088856900e4cee2d94e4c35aed9c54cf061bf63c1872c1
LA,QCL,10,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,10,100,100,100,0,0,0,100,5d0a044d9bd072653d046a529444df5feb60f7727f463ddd517406cb52378f51
LA,NQFIX,1,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,100,0,0,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,NQFIX,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,100,0,0,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,NQFIX,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,100,0,0,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,NQFIX,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,100,0,0,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,NQFIX,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,100,0,0,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,NQFIX,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,100,100,0,0,0,100,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LA,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,100,0,0,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,100,0,0,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,100,100,0,0,0,100,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LA,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LA,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,99,0,1,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,99,0,1,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,100,100,0,0,0,100,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LA,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LA,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LA,NQFIX,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,98,0,2,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,NQFIX,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,99,0,1,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,NQFIX,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,100,100,0,0,0,100,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LA,NQFIX,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LA,NQFIX,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LA,NQFIX,6,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,100,100,0,0,0,100,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LA,NQFIX,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,98,0,2,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,NQFIX,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,99,0,1,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,NQFIX,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,100,100,0,0,0,100,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LA,NQFIX,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,100,0,0,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LA,NQFIX,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LA,NQFIX,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,100,100,0,0,0,100,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LA,NQFIX,7,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,7,100,100,100,0,0,0,100,a28cc6e64ca39af8a47682e1abd766540949c54b9e90041fd650feb06be8526c
LA,NQFIX,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,98,0,2,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,NQFIX,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,99,0,1,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,NQFIX,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,100,100,0,0,0,100,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LA,NQFIX,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,99,0,1,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LA,NQFIX,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LA,NQFIX,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,100,100,0,0,0,100,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LA,NQFIX,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,7,100,100,100,0,0,0,100,a28cc6e64ca39af8a47682e1abd766540949c54b9e90041fd650feb06be8526c
LA,NQFIX,8,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,8,100,100,100,0,0,0,100,cc73d095fa564000f0d13227bfac250a7ca57d576ec703b6088ef9f4f1c63df5
LA,NQFIX,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,1,100,100,98,0,2,0,100,abe62c071168789b4a1e5ff57d2645ea16a328946362ea7bff166d6d5c76cd5c
LA,NQFIX,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,2,100,100,96,0,4,0,100,c7d6f557fe4a0a5ef2278085188098a9668ec627913ee69ec39850980186a871
LA,NQFIX,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,3,100,100,100,0,0,0,100,4b822c2819eb937cc51597c85523065df1921d01c95ce241ec497b3bdaa4391c
LA,NQFIX,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,4,100,100,99,0,1,0,100,39cd10292a3141adf71ed2fa6b0d48e42978dd7df06854dd4c76f36767b5092b
LA,NQFIX,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,5,100,100,100,0,0,0,100,dc3eac20b5141818a4852f0ec65f14666cd12b3d47bb7cfc1c9aec0bfa9c3b9c
LA,NQFIX,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,6,100,100,100,0,0,0,100,29005c8ae69ea3402bcf71d514ce5da328d27faedc84817005d71eb4af9431fd
LA,NQFIX,9,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,7,100,100,100,0,0,0,100,a28cc6e64ca39af8a47682e1abd766540949c54b9e90041fd650feb06be8526c
