cell,arm,batch,stage,category,target,unit,prompt_den,strict_num,correct_token_num,target_token_den,nll_n,nll_mean,nll_median,nll_q25,nll_q75,nll_p90,nll_max,margin_true_minus_new_n,margin_true_minus_new_mean,margin_true_minus_new_median,margin_true_minus_new_q25,margin_true_minus_new_q75,margin_true_minus_new_p90,margin_true_minus_new_max
LM,ORBFH,3,CURRENT_B100,locality,true,request_cluster,1000,246,276,1030,100,4.335117783655587,3.6989515513181686,2.776154296658933,5.3975407719612125,7.4100755047798197,13.1791166305542,100,-5.294874513971445,-5.3338883347809318,-7.5140434237197038,-2.7479578716680408,-0.99962947368621724,4.3224509954452515
LM,ORBFH,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rewrite,new,prompt,300,291,295,304,300,0.17089551160909952,0.0016463545616716146,0.00066136292298324406,0.0043300372781231999,0.025865971855819233,15.035653114318848,300,12.891512232688036,12.929866913153091,10.283233623951674,15.52575601022545,19.247753208671931,25.86621596410987
LM,ORBFH,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rewrite,new,request_cluster,300,291,295,304,300,0.17089551160909952,0.0016463545616716146,0.00066136292298324406,0.0043300372781231999,0.025865971855819233,15.035653114318848,300,12.891512232688036,12.929866913153091,10.283233623951674,15.52575601022545,19.247753208671931,25.86621596410987
LM,ORBFH,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rewrite,true,prompt,300,2,7,306,300,13.062407744297136,12.964584827423096,10.298140048980713,15.526443243026733,19.248378372192384,25.866415023803711,300,12.891512232688036,12.929866913153091,10.283233623951674,15.52575601022545,19.247753208671931,25.86621596410987
LM,ORBFH,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rewrite,true,request_cluster,300,2,7,306,300,13.062407744297136,12.964584827423096,10.298140048980713,15.526443243026733,19.248378372192384,25.866415023803711,300,12.891512232688036,12.929866913153091,10.283233623951674,15.52575601022545,19.247753208671931,25.86621596410987
LM,ORBFH,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rephrase,new,prompt,600,353,360,608,600,2.4018112822856588,0.6421535313129425,0.027815060690045357,3.6837689876556396,7.5201277732849121,19.063747406005859,600,6.2957298283393657,6.5218402445316315,3.0484404880553484,10.079634857247584,13.777221278753133,22.445089580840431
LM,ORBFH,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rephrase,new,request_cluster,600,353,360,608,300,2.4018112822856588,1.4513422953896224,0.10343256453052163,3.4453130986075848,6.03888317346573,17.891507148742676,300,6.2957298283393657,6.650338776409626,3.5029261708259583,9.5806589990970679,12.828768878066333,21.210909341447405
LM,ORBFH,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rephrase,true,prompt,600,24,34,612,600,8.6975411106250249,8.7529335021972656,5.4634809494018555,11.434852838516235,14.581529045104981,22.445156097412109,600,6.2957298283393657,6.5218402445316315,3.0484404880553484,10.079634857247584,13.777221278753133,22.445089580840431
LM,ORBFH,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rephrase,true,request_cluster,600,24,34,612,300,8.6975411106250249,8.5863609313964844,5.9360790848731995,11.038287580013275,13.58656599521637,21.211254119873047,300,6.2957298283393657,6.650338776409626,3.5029261708259583,9.5806589990970679,12.828768878066333,21.210909341447405
LM,ORBFH,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,locality,new,prompt,3000,45,75,3040,3000,9.8243564295681818,9.8681364059448242,7.1822202205657959,12.413715600967407,14.786658763885498,22.902046203613281,3000,-5.3034219027852041,-5.1661276817321777,-8.5224164128303528,-2.0821420550346375,0.58059101104736321,13.690444987267256
LM,ORBFH,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,locality,new,request_cluster,3000,45,75,3040,300,9.8243564295681818,9.9357286214828484,7.8688762724399561,11.685026633739472,13.895043640136723,17.314450168609618,300,-5.3034219027852032,-5.1039896033704277,-7.1748094891197978,-2.9410309731960296,-1.2200638037174938,4.3224509954452515
LM,ORBFH,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,locality,true,prompt,3000,674,730,3060,3000,4.5209345267829777,3.8626022338867188,1.6051440238952637,6.6676973104476929,9.7187216758727999,20.821615219116211,3000,-5.3034219027852041,-5.1661276817321777,-8.5224164128303528,-2.0821420550346375,0.58059101104736321,13.690444987267256
LM,ORBFH,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,locality,true,request_cluster,3000,674,730,3060,300,4.5209345267829777,4.1346579023171213,2.9200797498226163,5.6673432201147085,7.7327813476324101,13.1791166305542,300,-5.3034219027852032,-5.1039896033704277,-7.1748094891197978,-2.9410309731960296,-1.2200638037174938,4.3224509954452515
LM,ORBFH,4,ENTRY_CURRENT,rewrite,new,prompt,100,3,5,102,100,10.246261022090913,10.112504005432129,7.3425145149230957,13.43927001953125,15.741008090972903,21.338649749755859,100,-6.4108004414848985,-6.2634208202362061,-10.028901040554047,-3.1375371217727661,0.94537113904953318,4.9045448303222656
LM,ORBFH,4,ENTRY_CURRENT,rewrite,new,request_cluster,100,3,5,102,100,10.246261022090913,10.112504005432129,7.3425145149230957,13.43927001953125,15.741008090972903,21.338649749755859,100,-6.4108004414848985,-6.2634208202362061,-10.028901040554047,-3.1375371217727661,0.94537113904953318,4.9045448303222656
LM,ORBFH,4,ENTRY_CURRENT,rewrite,true,prompt,100,30,32,102,100,3.8354605806060134,3.0439218282699585,0.80766153335571289,6.0491795539855957,8.6559826850891159,12.755387306213379,100,-6.4108004414848985,-6.2634208202362061,-10.028901040554047,-3.1375371217727661,0.94537113904953318,4.9045448303222656
LM,ORBFH,4,ENTRY_CURRENT,rewrite,true,request_cluster,100,30,32,102,100,3.8354605806060134,3.0439218282699585,0.80766153335571289,6.0491795539855957,8.6559826850891159,12.755387306213379,100,-6.4108004414848985,-6.2634208202362061,-10.028901040554047,-3.1375371217727661,0.94537113904953318,4.9045448303222656
LM,ORBFH,4,ENTRY_CURRENT,rephrase,new,prompt,200,3,6,204,200,9.785281777381897,9.6586623191833496,7.4362572431564331,12.637943267822266,14.816273403167724,19.703990936279297,200,-5.7941008270997552,-5.6166384220123291,-9.1016920134425163,-2.4997207671403885,1.2566590309143064,7.7511177062988281
LM,ORBFH,4,ENTRY_CURRENT,rephrase,new,request_cluster,200,3,6,204,100,9.785281777381897,9.6418123245239258,7.5725916624069214,12.167494893074036,14.315384149551392,17.937878608703613,100,-5.7941008270997552,-5.3426352962851524,-8.7985547771677375,-2.5894848704338074,0.8482867002487241,5.0784765481948853
LM,ORBFH,4,ENTRY_CURRENT,rephrase,true,prompt,200,59,62,204,200,3.9911809502821414,3.0207792520523071,1.0421421527862549,6.2796827554702759,8.4776359558105465,17.442913055419922,200,-5.7941008270997552,-5.6166384220123291,-9.1016920134425163,-2.4997207671403885,1.2566590309143064,7.7511177062988281
LM,ORBFH,4,ENTRY_CURRENT,rephrase,true,request_cluster,200,59,62,204,100,3.9911809502821414,3.3297646045684814,1.4428460747003555,6.0183936357498169,8.3086570978164698,13.161135196685791,100,-5.7941008270997552,-5.3426352962851524,-8.7985547771677375,-2.5894848704338074,0.8482867002487241,5.0784765481948853
LM,ORBFH,4,ENTRY_CURRENT,locality,new,prompt,1000,12,32,1020,1000,10.414687478480628,10.268773555755615,7.801069974899292,13.209356069564819,15.710381317138673,21.641210556030273,1000,-5.6356162369134548,-5.5290799140930176,-9.1010311916470528,-1.8572242259979248,1.4330058574676523,11.671221407363191
LM,ORBFH,4,ENTRY_CURRENT,locality,new,request_cluster,1000,12,32,1020,100,10.414687478480628,10.28249022960663,8.1637159943580624,12.628561055660247,14.898027057647708,18.088346481323242,100,-5.6356162369134548,-5.398466161638499,-8.1869478487817098,-2.5985431581735612,0.19794281721115464,4.5541085004806519
LM,ORBFH,4,ENTRY_CURRENT,locality,true,prompt,1000,224,244,1020,1000,4.7790712415671734,4.2104713916778564,1.6362482309341431,7.3248851299285889,10.253823471069337,16.760519027709961,1000,-5.6356162369134548,-5.5290799140930176,-9.1010311916470528,-1.8572242259979248,1.4330058574676523,11.671221407363191
LM,ORBFH,4,ENTRY_CURRENT,locality,true,request_cluster,1000,224,244,1020,100,4.7790712415671726,4.5122659429907799,3.2175387471914294,6.4682887494564056,7.9640741884708408,11.248200178146362,100,-5.6356162369134548,-5.398466161638499,-8.1869478487817098,-2.5985431581735612,0.19794281721115464,4.5541085004806519
LM,ORBFH,4,CURRENT_B100,rewrite,new,prompt,100,100,102,102,100,0.0045279626677802295,0.0025411114329472184,0.00086493600974790752,0.0057949265465140343,0.010123750288039447,0.037657469511032104,100,12.962957694070502,12.787692540223361,9.168907068145927,15.514225520426407,18.771050480866695,24.789721382549033
LM,ORBFH,4,CURRENT_B100,rewrite,new,request_cluster,100,100,102,102,100,0.0045279626677802295,0.0025411114329472184,0.00086493600974790752,0.0057949265465140343,0.010123750288039447,0.037657469511032104,100,12.962957694070502,12.787692540223361,9.168907068145927,15.514225520426407,18.771050480866695,24.789721382549033
LM,ORBFH,4,CURRENT_B100,rewrite,true,prompt,100,0,2,102,100,12.967485656738281,12.788380146026611,9.1699709892272949,15.518763542175293,18.771605300903325,24.790927886962891,100,12.962957694070502,12.787692540223361,9.168907068145927,15.514225520426407,18.771050480866695,24.789721382549033
LM,ORBFH,4,CURRENT_B100,rewrite,true,request_cluster,100,0,2,102,100,12.967485656738281,12.788380146026611,9.1699709892272949,15.518763542175293,18.771605300903325,24.790927886962891,100,12.962957694070502,12.787692540223361,9.168907068145927,15.514225520426407,18.771050480866695,24.789721382549033
LM,ORBFH,4,CURRENT_B100,rephrase,new,prompt,200,127,130,204,200,1.6385169121562648,0.44001077115535736,0.025957920122891665,2.7090528607368469,4.7456201553344712,13.366451263427734,200,6.8853334349454238,6.7962667942047119,3.4153656959533691,10.629383606719784,13.128984200628475,20.888120288960636
LM,ORBFH,4,CURRENT_B100,rephrase,new,request_cluster,200,127,130,204,100,1.6385169121562648,0.93052764050662518,0.15778218660852872,2.4730817079544067,4.1148439884185803,7.1135863065719604,100,6.8853334349454238,6.7853978374623694,3.6654367335140705,9.6065053017809987,12.568037994159386,18.152026893571019
LM,ORBFH,4,CURRENT_B100,rephrase,true,prompt,200,4,7,204,200,8.5238503471016891,8.2143087387084961,5.7708773612976074,11.557642936706543,13.401616191864013,20.900909423828125,200,6.8853334349454238,6.7962667942047119,3.4153656959533691,10.629383606719784,13.128984200628475,20.888120288960636
LM,ORBFH,4,CURRENT_B100,rephrase,true,request_cluster,200,4,7,204,100,8.5238503471016891,8.2897862792015076,5.92710942029953,11.114985942840576,12.804467391967775,19.468613624572754,100,6.8853334349454238,6.7853978374623694,3.6654367335140705,9.6065053017809987,12.568037994159386,18.152026893571019
LM,ORBFH,4,CURRENT_B100,locality,new,prompt,1000,27,47,1020,1000,9.8359285483398704,9.7098116874694824,7.2050324678421021,12.604690551757812,15.396547508239747,21.670600891113281,1000,-5.1994723617134149,-5.1445183753967285,-8.789129376411438,-1.490251898765564,1.7673008203506482,12.629623520071618
LM,ORBFH,4,CURRENT_B100,locality,new,request_cluster,1000,27,47,1020,100,9.8359285483398704,9.8352188587188714,7.1723527312278748,11.936933970451356,14.244966516494754,18.022352409362792,100,-5.1994723617134149,-5.1206984221935272,-7.612828966230154,-2.4815101344138384,0.3048886656761195,4.5676536798477176
LM,ORBFH,4,CURRENT_B100,locality,true,prompt,1000,234,254,1020,1000,4.6364561866264555,4.1788570880889893,1.500030517578125,7.1623741388320923,9.9989233016967773,16.355201721191406,1000,-5.1994723617134149,-5.1445183753967285,-8.789129376411438,-1.490251898765564,1.7673008203506482,12.629623520071618
LM,ORBFH,4,CURRENT_B100,locality,true,request_cluster,1000,234,254,1020,100,4.6364561866264555,4.4315820336341858,2.9555168382823469,6.0161451160907751,7.8582703733444239,10.774554061889649,100,-5.1994723617134149,-5.1206984221935272,-7.612828966230154,-2.4815101344138384,0.3048886656761195,4.5676536798477176
LM,ORBFH,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rewrite,new,prompt,400,391,397,406,400,0.12705646404811888,0.0016473068972118199,0.00061659874336328357,0.0047344069462269545,0.011935156024992469,15.419203758239746,400,13.081168467944472,13.019533675978892,10.100396777197602,15.66052777452569,19.170175555683091,25.510090868599946
LM,ORBFH,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rewrite,new,request_cluster,400,391,397,406,400,0.12705646404811888,0.0016473068972118199,0.00061659874336328357,0.0047344069462269545,0.011935156024992469,15.419203758239746,400,13.081168467944472,13.019533675978892,10.100396777197602,15.66052777452569,19.170175555683091,25.510090868599946
LM,ORBFH,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rewrite,true,prompt,400,3,10,408,400,13.208224931992591,13.020564556121826,10.163383007049561,15.661839008331299,19.17134075164795,25.5103759765625,400,13.081168467944472,13.019533675978892,10.100396777197602,15.66052777452569,19.170175555683091,25.510090868599946
LM,ORBFH,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rewrite,true,request_cluster,400,3,10,408,400,13.208224931992591,13.020564556121826,10.163383007049561,15.661839008331299,19.17134075164795,25.5103759765625,400,13.081168467944472,13.019533675978892,10.100396777197602,15.66052777452569,19.170175555683091,25.510090868599946
LM,ORBFH,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rephrase,new,prompt,800,488,499,812,800,2.0804932571268817,0.42189604043960571,0.022600117139518261,3.0724644660949707,6.3283316612243672,18.205389022827148,800,6.7039500881700134,6.8618276417255402,3.3439651317894459,10.489024575799704,14.040027200197802,22.265822087414563
LM,ORBFH,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rephrase,new,request_cluster,800,488,499,812,400,2.0804932571268817,1.2158499816432595,0.09907189104706049,3.172751029022038,5.3567823092744256,17.534523963928223,400,6.7039500881700134,6.8226037119748071,3.782576959580183,9.6988603345998854,12.702304381574503,20.819664529444708
LM,ORBFH,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rephrase,true,prompt,800,26,40,816,800,8.7844433452968946,8.6417942047119141,5.636864185333252,11.618775844573975,14.3805401802063,22.268020629882812,800,6.7039500881700134,6.8618276417255402,3.3439651317894459,10.489024575799704,14.040027200197802,22.265822087414563
LM,ORBFH,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rephrase,true,request_cluster,800,26,40,816,400,8.7844433452968946,8.6405308246612549,6.2487131208181381,11.144417643547058,13.902749109268189,20.819968223571777,400,6.7039500881700134,6.8226037119748071,3.782576959580183,9.6988603345998854,12.702304381574503,20.819664529444708
LM,ORBFH,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,locality,new,prompt,4000,84,134,4060,4000,9.6325207739635665,9.6609530448913574,7.0354673862457275,12.288750171661377,14.759899330139159,22.432758331298828,4000,-5.145587900308179,-5.1656488180160522,-8.4906588196754456,-1.82159423828125,1.1750254631042478,14.899955585598946
LM,ORBFH,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,locality,new,request_cluster,4000,84,134,4060,400,9.6325207739635665,9.6957840681076064,7.4493408203125,11.433517909049989,13.910051546096803,18.022352409362792,400,-5.1455879003081781,-5.0124203920364376,-7.1978098914027218,-2.7432739831507207,-0.66978861510753451,4.7744341373443602
LM,ORBFH,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,locality,true,prompt,4000,913,989,4080,4000,4.4869328736553875,3.8524616956710815,1.5273318588733673,6.7346063852310181,9.6891201972961412,21.282917022705078,4000,-5.145587900308179,-5.1656488180160522,-8.4906588196754456,-1.82159423828125,1.1750254631042478,14.899955585598946
LM,ORBFH,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,locality,true,request_cluster,4000,913,989,4080,400,4.4869328736553875,4.1246663689613339,2.8914900060743092,5.6976470381021507,7.5571850931644455,13.714242267608643,400,-5.1455879003081781,-5.0124203920364376,-7.1978098914027218,-2.7432739831507207,-0.66978861510753451,4.7744341373443602
LM,ORBFH,5,ENTRY_CURRENT,rewrite,new,prompt,100,2,3,101,100,9.8981547939777368,10.02441930770874,7.1434537172317505,12.794500589370728,14.425429344177248,17.542823791503906,100,-5.8495173184201121,-6.0071796774864197,-9.0620798766613007,-2.454978346824646,0.97953367233276467,5.5785742998123169
LM,ORBFH,5,ENTRY_CURRENT,rewrite,new,request_cluster,100,2,3,101,100,9.8981547939777368,10.02441930770874,7.1434537172317505,12.794500589370728,14.425429344177248,17.542823791503906,100,-5.8495173184201121,-6.0071796774864197,-9.0620798766613007,-2.454978346824646,0.97953367233276467,5.5785742998123169
LM,ORBFH,5,ENTRY_CURRENT,rewrite,true,prompt,100,23,23,100,100,4.0486374755576255,3.3689126968383789,1.5291390120983124,6.1332188844680786,8.1090190887451179,11.235313415527344,100,-5.8495173184201121,-6.0071796774864197,-9.0620798766613007,-2.454978346824646,0.97953367233276467,5.5785742998123169
LM,ORBFH,5,ENTRY_CURRENT,rewrite,true,request_cluster,100,23,23,100,100,4.0486374755576255,3.3689126968383789,1.5291390120983124,6.1332188844680786,8.1090190887451179,11.235313415527344,100,-5.8495173184201121,-6.0071796774864197,-9.0620798766613007,-2.454978346824646,0.97953367233276467,5.5785742998123169
LM,ORBFH,5,ENTRY_CURRENT,rephrase,new,prompt,200,2,4,202,200,9.6849866562522955,9.5169143676757812,7.4109871387481689,11.911597490310669,14.9262770652771,19.193511962890625,200,-5.7212797184847295,-5.7821704149246216,-8.7623187303543091,-2.6766131520271301,0.40105037689208967,6.2784199714660645
LM,ORBFH,5,ENTRY_CURRENT,rephrase,new,request_cluster,200,2,4,202,100,9.6849866562522955,9.7897638082504272,7.198488175868988,12.183922648429871,13.683785390853883,16.451507091522217,100,-5.7212797184847295,-5.4693312048912048,-8.9423575727269053,-3.1380891650915146,0.32363096475601438,6.0454826354980469
LM,ORBFH,5,ENTRY_CURRENT,rephrase,true,prompt,200,52,52,200,200,3.9637069377675651,3.3829258680343628,1.3904290199279785,5.6673544645309448,8.3178874015808084,17.926336288452148,200,-5.7212797184847295,-5.7821704149246216,-8.7623187303543091,-2.6766131520271301,0.40105037689208967,6.2784199714660645
LM,ORBFH,5,ENTRY_CURRENT,rephrase,true,request_cluster,200,52,52,200,100,3.9637069377675651,3.4999842643737793,1.4658818542957306,5.865138828754425,8.1968473911285411,14.277773857116699,100,-5.7212797184847295,-5.4693312048912048,-8.9423575727269053,-3.1380891650915146,0.32363096475601438,6.0454826354980469
LM,ORBFH,5,ENTRY_CURRENT,locality,new,prompt,1000,13,23,1010,1000,10.340195634072064,10.471911907196045,8.0274231433868408,12.908109426498413,15.151731491088869,25.206195831298828,1000,-5.8585243098040225,-5.9005557298660278,-9.562369093298912,-2.1096698045730591,0.71040754318237309,9.4753417918691412
LM,ORBFH,5,ENTRY_CURRENT,locality,new,request_cluster,1000,13,23,1010,100,10.340195634072066,10.527516055107117,8.5702230378985398,12.080371475219728,14.069447746276856,17.642116737365722,100,-5.8585243098040234,-5.7946696028113358,-8.4789103313698426,-3.19118490871042,-1.3575090885162333,3.3860895097255708
LM,ORBFH,5,ENTRY_CURRENT,locality,true,prompt,1000,239,239,1000,1000,4.4816713242680413,3.8592451810836792,1.4460492432117462,6.9503450393676758,9.6855024337768558,18.479576110839844,1000,-5.8585243098040225,-5.9005557298660278,-9.562369093298912,-2.1096698045730591,0.71040754318237309,9.4753417918691412
LM,ORBFH,5,ENTRY_CURRENT,locality,true,request_cluster,1000,239,239,1000,100,4.4816713242680404,4.2676481604576111,2.6746255102247232,6.1392601847648614,7.4695120835304269,10.131301963329316,100,-5.8585243098040234,-5.7946696028113358,-8.4789103313698426,-3.19118490871042,-1.3575090885162333,3.3860895097255708
LM,ORBFH,5,CURRENT_B100,rewrite,new,prompt,100,100,101,101,100,0.0059697985673119545,0.0019666869193315506,0.00091460233670659363,0.0048487756866961718,0.014834143407642856,0.066665872931480408,100,12.953796012399179,13.081630532746203,10.28559729992412,15.301531495613744,17.691906644125996,21.79936350567732
LM,ORBFH,5,CURRENT_B100,rewrite,new,request_cluster,100,100,101,101,100,0.0059697985673119545,0.0019666869193315506,0.00091460233670659363,0.0048487756866961718,0.014834143407642856,0.066665872931480408,100,12.953796012399179,13.081630532746203,10.28559729992412,15.301531495613744,17.691906644125996,21.79936350567732
LM,ORBFH,5,CURRENT_B100,rewrite,true,prompt,100,0,0,100,100,12.959765810966491,13.085120677947998,10.290368556976318,15.304862976074219,17.692125511169436,21.799875259399414,100,12.953796012399179,13.081630532746203,10.28559729992412,15.301531495613744,17.691906644125996,21.79936350567732
LM,ORBFH,5,CURRENT_B100,rewrite,true,request_cluster,100,0,0,100,100,12.959765810966491,13.085120677947998,10.290368556976318,15.304862976074219,17.692125511169436,21.799875259399414,100,12.953796012399179,13.081630532746203,10.28559729992412,15.301531495613744,17.691906644125996,21.79936350567732
LM,ORBFH,5,CURRENT_B100,rephrase,new,prompt,200,123,125,202,200,2.0688903292184295,0.46947209537029266,0.029045782517641783,3.2132251262664795,6.4186296939849852,13.932829856872559,200,6.3456643615747268,5.9922084640711546,2.5343595743179321,10.211799919605255,13.48774772407487,20.170487100840546
LM,ORBFH,5,CURRENT_B100,rephrase,new,request_cluster,200,123,125,202,100,2.0688903292184295,1.0806224718689919,0.10588729195296764,2.9936893811682239,6.298661351203922,9.0560202598571777,100,6.3456643615747268,6.2467740634456277,2.9095100341364741,9.5361867170722689,12.939382940501675,18.85907614446478
LM,ORBFH,5,CURRENT_B100,rephrase,true,prompt,200,6,6,200,200,8.4145546907931568,8.2957720756530762,4.9664304256439209,11.284849405288696,14.112368297576904,20.172065734863281,200,6.3456643615747268,5.9922084640711546,2.5343595743179321,10.211799919605255,13.48774772407487,20.170487100840546
LM,ORBFH,5,CURRENT_B100,rephrase,true,request_cluster,200,6,6,200,100,8.4145546907931568,8.3500841856002808,5.4518110603094101,11.308380126953125,13.848454380035401,18.871323585510254,100,6.3456643615747268,6.2467740634456277,2.9095100341364741,9.5361867170722689,12.939382940501675,18.85907614446478
LM,ORBFH,5,CURRENT_B100,locality,new,prompt,1000,27,37,1010,1000,9.525144738475559,9.5722470283508301,7.1551303863525391,12.240724086761475,14.384365749359132,24.162239074707031,1000,-5.1192453203615731,-5.3123102188110352,-8.8649829775094986,-1.4346137046813965,1.5453500747680666,10.387877285480499
LM,ORBFH,5,CURRENT_B100,locality,new,request_cluster,1000,27,37,1010,100,9.5251447384755572,9.4667718887329109,7.4709344446659083,11.534015285968781,13.495219907760623,17.064670658111574,100,-5.1192453203615731,-5.3210141986608503,-7.7524617725983269,-2.2020666778087614,-0.23103769928216858,5.5329645633697506
LM,ORBFH,5,CURRENT_B100,locality,true,prompt,1000,240,240,1000,1000,4.4058994181139859,3.8198627233505249,1.464527815580368,6.5646810531616211,9.4555059432983413,17.787750244140625,1000,-5.1192453203615731,-5.3123102188110352,-8.8649829775094986,-1.4346137046813965,1.5453500747680666,10.387877285480499
LM,ORBFH,5,CURRENT_B100,locality,true,request_cluster,1000,240,240,1000,100,4.4058994181139859,4.2339811959769573,2.7187024548649785,5.9190043829381462,7.5799814581871034,10.015010881423951,100,-5.1192453203615731,-5.3210141986608503,-7.7524617725983269,-2.2020666778087614,-0.23103769928216858,5.5329645633697506
LM,ORBFH,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rewrite,new,prompt,500,485,492,507,500,0.16634309919043153,0.0018989283707924187,0.00072863965760916471,0.0054588951170444489,0.027794944681227212,14.810513496398926,500,12.832309740902346,12.869719607755542,9.9372467182693072,15.515927594213281,18.555558736081004,25.07515935660922
LM,ORBFH,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rewrite,new,request_cluster,500,485,492,507,500,0.16634309919043153,0.0018989283707924187,0.00072863965760916471,0.0054588951170444489,0.027794944681227212,14.810513496398926,500,12.832309740902346,12.869719607755542,9.9372467182693072,15.515927594213281,18.555558736081004,25.07515935660922
LM,ORBFH,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rewrite,true,prompt,500,3,10,508,500,12.998652840092777,12.87174654006958,9.9481439590454102,15.536775588989258,18.55601978302002,25.075460433959961,500,12.832309740902346,12.869719607755542,9.9372467182693072,15.515927594213281,18.555558736081004,25.07515935660922
LM,ORBFH,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rewrite,true,request_cluster,500,3,10,508,500,12.998652840092777,12.87174654006958,9.9481439590454102,15.536775588989258,18.55601978302002,25.075460433959961,500,12.832309740902346,12.869719607755542,9.9372467182693072,15.515927594213281,18.555558736081004,25.07515935660922
LM,ORBFH,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rephrase,new,prompt,1000,608,621,1014,1000,2.0816169550676022,0.47448940575122833,0.026006920728832483,2.9068996906280518,6.5147889137268065,17.568742752075195,1000,6.6051606842264405,6.5691527277231216,3.036775603890419,10.478079196531326,13.839467224478723,23.568424885743298
LM,ORBFH,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rephrase,new,request_cluster,1000,608,621,1014,500,2.0816169550676022,1.1054024025797844,0.10282477259170264,3.1289133131504059,5.5479286670684838,15.681694507598877,500,6.6051606842264405,6.6717395037412643,3.3665831983089447,9.6894844609778374,12.951029651606223,20.516526957038877
LM,ORBFH,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rephrase,true,prompt,1000,30,45,1016,1000,8.6867776392940428,8.4845499992370605,5.5704280138015747,11.437595367431641,14.196121883392335,23.569574356079102,1000,6.6051606842264405,6.5691527277231216,3.036775603890419,10.478079196531326,13.839467224478723,23.568424885743298
LM,ORBFH,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,rephrase,true,request_cluster,1000,30,45,1016,500,8.6867776392940428,8.6560143232345581,6.0153471529483795,11.000554800033569,13.458025264739991,20.516694068908691,500,6.6051606842264405,6.6717395037412643,3.3665831983089447,9.6894844609778374,12.951029651606223,20.516526957038877
LM,ORBFH,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,locality,new,prompt,5000,125,185,5070,5000,9.3144497423976667,9.3261003494262695,6.6854046583175659,11.952961444854736,14.397001934051515,24.162239074707031,5000,-4.8389571558335858,-4.8316302299499512,-8.2331827580928802,-1.451500415802002,1.4618345022201547,15.102026097476482
LM,ORBFH,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,locality,new,request_cluster,5000,125,185,5070,500,9.3144497423976667,9.3007065445184711,7.1744181752204899,11.181692361831665,13.481882514953616,17.870371437072755,500,-4.8389571558335858,-4.8060055315494541,-7.114870558376424,-2.454718022048473,-0.22003591626882382,5.5801150321960451
LM,ORBFH,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,locality,true,prompt,5000,1128,1205,5080,5000,4.4754925865640809,3.8344014883041382,1.5347428321838379,6.7473846673965454,9.5247470855712901,20.960000991821289,5000,-4.8389571558335858,-4.8316302299499512,-8.2331827580928802,-1.451500415802002,1.4618345022201547,15.102026097476482
LM,ORBFH,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,locality,true,request_cluster,5000,1128,1205,5080,500,4.47549258656408,4.1847644507884976,2.8826484829187393,5.7912322714924818,7.604766650199891,13.556283760070801,500,-4.8389571558335858,-4.8060055315494541,-7.114870558376424,-2.454718022048473,-0.22003591626882382,5.5801150321960451
LM,ORBFH,6,ENTRY_CURRENT,rewrite,new,prompt,100,3,10,107,100,9.7861953008547431,9.5101003646850586,6.6089591979980469,13.138405799865723,15.608114337921142,18.582260131835938,100,-5.8093680130131542,-6.0142297744750977,-9.6511544920504093,-1.706777811050415,0.95544629096985223,7.8182957135140896
