cell,arm,previous_batch,batch,RS_delta_pp,PS_delta_pp,PS_strict_delta_pp,NS_delta_pp
LM,O,1,2,0.50000000000000044,3.0000000000000027,2.0000000000000018,0.64999999999999503
LM,O,2,3,0.83333333333333037,0.83333333333333037,0.66666666666665986,-0.88333333333332487
LM,O,3,4,-0.083333333333324155,2.1666666666666723,2.3333333333333317,-2.2416666666666751
LM,O,4,5,-0.25000000000000577,0.80000000000000071,1.2000000000000011,-1.1849999999999916
LM,O,5,6,-0.16666666666667052,0.61666666666666536,0.6333333333333413,-4.2900000000000045
LM,O,6,7,0.16666666666667052,1.0119047619047583,1.595238095238094,-2.5499999999999967
LM,O,7,8,-0.87500000000000355,0.82142857142857295,1.3214285714285734,-2.387499999999998
LM,O,8,9,-1.0138888888888808,-0.24999999999999467,-0.30555555555555891,-2.0902777777777826
LM,O,9,10,-2.1111111111111192,-2.200000000000002,-2.344444444444449,-0.96222222222221987
LM,QCL,1,2,2.0000000000000018,2.0000000000000018,2.5000000000000022,0.9000000000000008
LM,QCL,2,3,0,2.1666666666666612,3.5000000000000031,-1.5000000000000013
LM,QCL,3,4,0.25000000000000577,2.083333333333337,2.0000000000000018,-2.2249999999999992
LM,QCL,4,5,-0.65000000000000613,0.94999999999999529,0.60000000000000053,-1.155000000000006
LM,QCL,5,6,0.23333333333334094,0.21666666666666501,0.56666666666665977,-3.5699999999999954
LM,QCL,6,7,0.88095238095237116,1.5833333333333366,2.261904761904765,-1.5642857142857181
LM,QCL,7,8,0.1607142857142918,1.0000000000000009,0.57142857142857828,-1.5357142857142847
LM,QCL,8,9,0.23611111111111471,0.94444444444444775,1.8888888888888844,-1.2055555555555486
LM,QCL,9,10,-0.51111111111111773,-1.1944444444444535,-1.7888888888888843,-0.5144444444444507
LM,NQFIX,1,2,0,1.2499999999999956,1.0000000000000009,0.34999999999999476
LM,NQFIX,2,3,-0.33333333333332993,-0.91666666666666563,0.33333333333332993,-1.5166666666666662
LM,NQFIX,3,4,0.083333333333335258,2.7916666666666701,3.1666666666666732,-2.1083333333333343
LM,NQFIX,4,5,-0.95000000000000639,-0.4250000000000087,-0.70000000000000062,-2.9449999999999976
LM,NQFIX,5,6,-0.30000000000000027,-0.53333333333333011,0.20000000000000018,-6.5133333333333265
LM,NQFIX,6,7,-1.5000000000000013,-1.3095238095238049,-2.2857142857142909,-2.7380952380952395
LM,NQFIX,7,8,-5.2499999999999991,-3.857142857142859,-4.7142857142857153,-2.6785714285714302
LM,NQFIX,8,9,-6.0833333333333295,-6.0000000000000053,-8.333333333333325,-3.7055555555555619
LM,NQFIX,9,10,-10.066666666666668,-9.3999999999999968,-11.266666666666669,-3.8244444444444414
LM,ORBFH,1,2,1.0000000000000009,3.9999999999999925,2.0000000000000018,0.80000000000000071
LM,ORBFH,2,3,-0.33333333333332993,0.66666666666667096,1.6666666666666607,-1.7000000000000015
LM,ORBFH,3,4,0.33333333333332993,2.8333333333333321,3.0833333333333379,-2.6249999999999996
LM,ORBFH,4,5,0,0.50000000000000044,1.4499999999999957,-1.8349999999999977
LM,ORBFH,5,6,-0.33333333333332993,0.33333333333332993,0.6333333333333413,-5.3566666666666656
LM,ORBFH,6,7,-0.38095238095238182,0.59523809523809312,0.73809523809523769,-1.8119047619047701
LM,ORBFH,7,8,0.2142857142857113,0.25892857142857384,-0.32142857142857251,-2.396428571428566
LM,ORBFH,8,9,-9.05555555555555,-7.8541666666666625,-8.0277777777777786,0.64722222222222126
LM,ORBFH,9,10,0.3555555555555534,0.56666666666665977,0.77777777777777724,-1.1222222222222245
LM,JAC,1,2,1.0000000000000009,3.5000000000000031,1.5000000000000013,0.54999999999999494
LM,JAC,2,3,-0.66666666666667096,0.33333333333334103,1.8333333333333313,-2.0499999999999963
LM,JAC,3,4,0.91666666666667673,4.1666666666666625,4.1666666666666625,-2.674999999999994
LM,JAC,4,5,-0.25000000000000577,-0.20000000000000018,0.30000000000000027,-2.1850000000000036
LM,JAC,5,6,-13.666666666666661,-11.799999999999999,-12.133333333333329,-0.42333333333333112
LM,JAC,6,7,2.6666666666666616,2.6428571428571357,2.7619047619047654,-1.4023809523809549
LM,JAC,7,8,1.2499999999999956,1.6071428571428625,1.5714285714285681,-2.7517857142857149
LM,JAC,8,9,1.5277777777777835,1.9722222222222197,1.5555555555555545,-3.0069444444444482
LM,JAC,9,10,0.52222222222222392,-0.77222222222221859,-1.055555555555554,-1.925555555555547
LA,O,1,2,0,0,-1.0000000000000009,-0.50000000000000044
LA,O,2,3,0,-0.50000000000000044,0.33333333333332993,-1.2666666666666604
LA,O,3,4,0,1.8749999999999933,1.6666666666666718,-1.0833333333333361
LA,O,4,5,-0.20000000000000018,0.62499999999999778,1.2000000000000011,-0.75000000000000622
LA,O,5,6,0.033333333333329662,-0.24999999999999467,-0.70000000000000062,-2.7333333333333321
LA,O,6,7,0.023809523809525945,0.60714285714286165,0.50000000000000044,-1.0952380952380936
LA,O,7,8,0.017857142857147235,0.64285714285713391,0.87499999999999245,-0.82142857142857295
LA,O,8,9,0.01388888888889106,0.27777777777777679,0.45833333333333837,-0.20555555555554772
LA,O,9,10,-0.088888888888893902,-0.2277777777777712,-0.23333333333332984,-0.27444444444445493
LA,QCL,1,2,-0.50000000000000044,2.750000000000008,2.4999999999999911,-0.44999999999999485
LA,QCL,2,3,-0.16666666666667052,1.2499999999999956,1.8333333333333424,-1.5166666666666773
LA,QCL,3,4,0.16666666666667052,2.2499999999999964,2.6666666666666616,-1.6333333333333311
LA,QCL,4,5,0.10000000000000009,-0.44999999999999485,-0.80000000000000071,-1.1399999999999966
LA,QCL,5,6,0.066666666666670427,0.11666666666666492,0.30000000000000027,-1.9933333333333358
LA,QCL,6,7,-0.095238095238103782,0.72619047619048027,0.78571428571428958,-1.138095238095238
LA,QCL,7,8,0.17857142857143904,0.54464285714285188,0.58928571428571441,-1.6160714285714306
LA,QCL,8,9,-0.083333333333335258,0.59027777777778123,1.2361111111111045,-0.14583333333333393
LA,QCL,9,10,0.033333333333329662,-0.2277777777777823,-0.71111111111110681,0.12333333333334195
LA,NQFIX,1,2,0,0,-0.50000000000000044,-0.94999999999999529
LA,NQFIX,2,3,0,-0.16666666666665941,0.16666666666665941,-2.0166666666666666
LA,NQFIX,3,4,0,0.79166666666666829,0.83333333333334147,-2.25833333333334
LA,NQFIX,4,5,-0.40000000000000036,-0.025000000000008349,-0.50000000000000044,-1.8749999999999933
LA,NQFIX,5,6,-0.10000000000000009,0.56666666666667087,1.3333333333333308,-4.9333333333333336
LA,NQFIX,6,7,0.071428571428566734,0.047619047619051891,0.095238095238092679,-0.40952380952381517
LA,NQFIX,7,8,-0.071428571428566734,-0.026785714285715301,-0.30357142857142527,-2.2321428571428492
LA,NQFIX,8,9,-0.27777777777777679,-0.29861111111111338,-0.79166666666666829,-0.69166666666666821
LA,NQFIX,9,10,-0.12222222222222356,-0.088888888888893902,-0.43333333333333002,-0.5633333333333379
LA,ORBFH,1,2,-0.50000000000000044,3.0000000000000027,2.4999999999999911,-0.8499999999999952
LA,ORBFH,2,3,-0.16666666666667052,1.1666666666666714,0.83333333333334147,-1.4833333333333365
LA,ORBFH,3,4,0.16666666666667052,1.7083333333333339,2.1666666666666612,-1.3416666666666632
LA,ORBFH,4,5,0.10000000000000009,0.12499999999999734,0.30000000000000027,-1.045000000000007
LA,ORBFH,5,6,-0.10000000000000009,0,-0.13333333333332975,-2.0466666666666633
LA,ORBFH,6,7,0.071428571428566734,0.71428571428571175,0.61904761904761907,-1.5761904761904755
