cell,arm,reference,batch,category,prompt_n,arm_success,O_success,loss,recovery,both_success,both_failure,delta_rate,order_hash,nll_new_delta_n,nll_new_delta_mean,nll_new_delta_median,nll_new_delta_q25,nll_new_delta_q75,nll_new_delta_p90,nll_new_delta_max,nll_true_delta_n,nll_true_delta_mean,nll_true_delta_median,nll_true_delta_q25,nll_true_delta_q75,nll_true_delta_p90,nll_true_delta_max,margin_true_minus_new_delta_n,margin_true_minus_new_delta_mean,margin_true_minus_new_delta_median,margin_true_minus_new_delta_q25,margin_true_minus_new_delta_q75,margin_true_minus_new_delta_p90,margin_true_minus_new_delta_max
LM,JAC,O,10,rephrase,2000,1659,1776,203,86,1573,138,-0.058499999999999996,a3823c1152b8c58e06b253520a4573e568d4931fe65430431bb9636ea4e07965,2000,0.68522389723545707,0.0035219714045524597,-0.2314722971059382,0.85592140257358551,3.3159123063087477,19.273367438465357,2000,0.022536903652828188,0.14548778533935547,-1.358629584312439,1.7140355110168457,3.3580208301544197,11.016687393188477,2000,-0.66268699358262895,0.02849222719669342,-2.1915556981693953,1.8557276949286461,3.7395197543315626,13.139746129512787
LM,JAC,O,10,locality,10000,7243,7276,672,639,6604,2085,-0.0032999999999999696,f242d5a845845202ac0ec162d1ea5b8afd7a76ca49651e644af9f449b1a74b51,10000,0.37706713255280044,0.27917838096618652,-0.69233846664428711,1.4339281320571899,2.7149617835879329,11.321165084838867,10000,0.22865741680334906,0.13975913822650909,-0.64656424522399902,1.115264356136322,2.3251069068908694,9.3092803955078125,10000,-0.14840971574945142,-0.080256462097167969,-1.478762149810791,1.2270254194736481,2.7132461041212084,12.164199352264404
LA,QCL,O,1,rewrite,100,100,100,0,0,100,0,0,298068f542b909f5b29e65c4ba0b3ed60151fa2ba5c5ba6f1aa58675f06b9360,100,0.031579343364901431,0.00096075405599549413,0.00030298438468889799,0.0020100850088056177,0.0061612901277840167,2.5670819468796253,100,-1.649153561592102,-1.3050007820129395,-2.0548355579376221,-0.80684781074523926,-0.50311555862426749,0.0034093856811523438,100,-1.6807329049570034,-1.3286677420255728,-2.0555839706430561,-0.8083959667783347,-0.50454530474380577,0.003352683677803725
LA,QCL,O,1,rephrase,200,169,184,15,0,169,16,-0.075000000000000067,19a636f32d2a39c328f0e55ff8081d8e70ef9fed8b1026566378b2aa3259057d,200,0.5543334169365699,0.121473029255867,0.0053192960331216455,0.48047477006912231,1.8244740486145017,9.3273186683654785,200,-0.98186410002410407,-0.8279719352722168,-1.4655085802078247,-0.23279023170471191,0.13767201900482173,2.0819807052612305,200,-1.5361975169606739,-1.0817677211016417,-2.0085176262655295,-0.59495773911476135,-0.21250874996185309,1.3555822372436523
LA,QCL,O,1,locality,1000,874,866,3,11,863,123,0.0080000000000000071,16c8f78d0ea668ffeb657e666a4006c6360e59bb716e5cb3e4ae154d85487577,1000,0.03851765607856214,0.014837026596069336,-0.12686419486999512,0.16604948043823242,0.36416797637939463,7.8011194467544556,1000,-0.015779158344201277,0.0079856514930725098,-0.07645764946937561,0.10712331533432007,0.25645709633827213,1.64361572265625,1000,-0.05429681442276342,0.00032520294189453125,-0.17005127668380737,0.14846104383468628,0.36591286361217501,1.5828626155853271
LA,NQFIX,O,1,rewrite,100,100,100,0,0,100,0,0,298068f542b909f5b29e65c4ba0b3ed60151fa2ba5c5ba6f1aa58675f06b9360,100,0.00079296466621599389,3.4735898225335404e-05,-1.0876896340050735e-05,0.00018253750022267923,0.00068858348531648534,0.028467949479818344,100,-0.18778764724731445,-0.048139572143554688,-0.42198634147644043,0.13559675216674805,0.39219560623168964,0.92232131958007812,100,-0.18858061191353045,-0.04815250335377641,-0.42212646132247755,0.13561242500145454,0.39323249869048615,0.92243728046014439
LA,NQFIX,O,1,rephrase,200,190,184,0,6,184,10,0.029999999999999916,19a636f32d2a39c328f0e55ff8081d8e70ef9fed8b1026566378b2aa3259057d,200,-0.18194248196814441,-0.0014529558829963207,-0.22525462415069342,0.025190558284521103,0.23781365454196926,2.5442206859588623,200,0.22207114316523074,0.1546943187713623,-0.21597957611083984,0.61066162586212158,1.120361614227295,3.2652463912963867,200,0.40401362513337519,0.2731355227297172,-0.20249519098433666,0.82058464363217354,1.6575124651193618,4.8916932940483093
LA,NQFIX,O,1,locality,1000,859,866,14,7,852,127,-0.0070000000000000062,16c8f78d0ea668ffeb657e666a4006c6360e59bb716e5cb3e4ae154d85487577,1000,-0.13023588157817723,-0.077002525329589844,-0.2781062126159668,0.097095012664794922,0.28524503707885746,2.65948486328125,1000,0.055397816619719376,0.0050612222403287888,-0.10205554962158203,0.16087424755096436,0.41562318801879888,3.9682073593139648,1000,0.1856336981978966,0.089653253555297852,-0.093124546110630035,0.34070062637329102,0.6962860584259033,8.1892300844192505
LA,ORBFH,O,1,rewrite,100,100,100,0,0,100,0,0,298068f542b909f5b29e65c4ba0b3ed60151fa2ba5c5ba6f1aa58675f06b9360,100,0.033783734737990019,0.00088122555462177843,0.00029767021624138579,0.0019697088864631951,0.0066651138011366183,2.7622983641922474,100,-1.7213402223587035,-1.4280428886413574,-2.0552463531494141,-0.84858131408691406,-0.54486293792724594,-0.03694915771484375,100,-1.7551239570966937,-1.428399435870233,-2.0588734931516228,-0.84881020939792506,-0.54493235518093552,-0.037009909749031067
LA,ORBFH,O,1,rephrase,200,168,184,16,0,168,16,-0.080000000000000071,19a636f32d2a39c328f0e55ff8081d8e70ef9fed8b1026566378b2aa3259057d,200,0.61282347854721597,0.14619765244424343,0.0053380808094516397,0.5848783552646637,2.0498103380203245,9.9009947776794434,200,-1.0608528412133456,-0.90191149711608887,-1.6141352653503418,-0.29366230964660645,0.10910761803388591,2.6390752792358398,200,-1.6736763197605615,-1.1836927477270365,-2.2698656972497702,-0.62066502380184829,-0.24640302658081056,2.0695428848266602
LA,ORBFH,O,1,locality,1000,875,866,3,12,863,122,0.009000000000000008,16c8f78d0ea668ffeb657e666a4006c6360e59bb716e5cb3e4ae154d85487577,1000,0.042421262424439193,0.013346314430236816,-0.1436842679977417,0.16749680042266846,0.40548048019409183,12.045484185218811,1000,-0.024685108986246634,0.0037985127419233322,-0.08721613883972168,0.10671740770339966,0.27129583358764653,1.5729656219482422,1000,-0.067106371410685831,0.00011110305786132812,-0.19170844554901123,0.16388409584760666,0.3794829249382019,1.9296322464942932
LA,JAC,O,1,rewrite,100,100,100,0,0,100,0,0,298068f542b909f5b29e65c4ba0b3ed60151fa2ba5c5ba6f1aa58675f06b9360,100,0.023361035084271863,0.00084795139264315367,0.00032274376644636504,0.0018072760722134262,0.0061447923188097933,1.7898785062134266,100,-1.6428836631774901,-1.3154287338256836,-2.0220649242401123,-0.81725883483886719,-0.53610725402831994,-0.027935981750488281,100,-1.666244698261762,-1.3165122250647983,-2.0253262739643105,-0.81760750548164651,-0.53718361957944538,-0.027983988111373037
LA,JAC,O,1,rephrase,200,169,184,15,0,169,16,-0.075000000000000067,19a636f32d2a39c328f0e55ff8081d8e70ef9fed8b1026566378b2aa3259057d,200,0.56142049468675392,0.097284279763698578,0.0038374158320948482,0.55204242467880249,1.9929754257202144,9.689058780670166,200,-0.98863182105123992,-0.80464804172515869,-1.5576527714729309,-0.1652294397354126,0.1245236873626705,2.6581382751464844,200,-1.550052315737994,-1.1115243793465197,-2.1481984844431281,-0.52422374486923218,-0.043239164352417307,2.3486847877502441
LA,JAC,O,1,locality,1000,872,866,4,10,862,124,0.0060000000000000053,16c8f78d0ea668ffeb657e666a4006c6360e59bb716e5cb3e4ae154d85487577,1000,-0.057012823050841689,-0.052953243255615234,-0.2708432674407959,0.14612150192260742,0.39299583435058594,13.500111222267151,1000,-0.016536937921249772,0.0047547481954097748,-0.12030309438705444,0.13742940872907639,0.31718344688415528,2.6235198974609375,1000,0.040475885129591917,0.050906479358673096,-0.17186266183853149,0.26887577772140503,0.62877335548400881,3.5923748016357422
LA,QCL,O,2,rewrite,200,199,200,1,0,199,0,-0.0050000000000000044,7c847772552a0e205ec228c158d169f6b7671906497a366d68664872a9006145,200,0.036869604923631415,0.00063924930873326957,0.000196104432689026,0.0016322240408044308,0.0056681711634155359,6.5654420964419842,200,-1.2667812728881835,-1.1622047424316406,-1.9129958152770996,-0.57112693786621094,0.23864955902099549,4.2857809066772461,200,-1.303650877811815,-1.1627896475984016,-1.9177313245309051,-0.57152599248001934,0.2385599951609032,4.2888786407420412
LA,QCL,O,2,rephrase,400,349,368,22,3,346,29,-0.047499999999999987,acf6a8968ec41dcbbcd16062c95602f7f7ad4b2612cd84d27328a40d03bb3e7b,400,0.45317922792961324,0.083007188513875008,0.0025878358283080161,0.54305100440979004,1.7360726565122606,7.8393391370773315,400,-0.81424717119487466,-0.69649457931518555,-1.5159511566162109,-0.12239933013916016,0.35498225688934376,13.834731221199036,400,-1.2674263991244878,-1.0049760262481868,-1.975079279683996,-0.40732449293136597,0.21024846709333378,14.655181222595274
LA,QCL,O,2,locality,2000,1739,1722,18,35,1704,243,0.0085000000000000631,30b6ebdd51432bf6257597f4e190f637c7308b58669f2d2d9a057f811b79c723,2000,0.047446202140010427,0.037029266357421875,-0.25164616107940674,0.31691193580627441,0.64457674026489331,9.0630195140838623,2000,0.013071372575475835,0.019333131611347198,-0.17042958736419678,0.2205851674079895,0.50882062911987314,3.1442689895629883,2000,-0.034374829564534595,-0.0034539699554443359,-0.31172814965248108,0.27618251740932465,0.70498218536377011,4.0579020977020264
LA,NQFIX,O,2,rewrite,200,200,200,0,0,200,0,0,7c847772552a0e205ec228c158d169f6b7671906497a366d68664872a9006145,200,0.0011383534011793017,2.6636203983798623e-05,-5.4309435654431581e-05,0.00030136205168673769,0.00071904404321685431,0.094667878001928329,200,-0.2337015986442566,-0.1795649528503418,-0.86724758148193359,0.20019054412841797,0.94560852050781252,7.6350069046020508,200,-0.2348399520454359,-0.17954143481620122,-0.86786473821848631,0.20023459531512344,0.94550853019463821,7.6365730896504829
LA,NQFIX,O,2,rephrase,400,380,368,1,13,367,19,0.029999999999999916,acf6a8968ec41dcbbcd16062c95602f7f7ad4b2612cd84d27328a40d03bb3e7b,400,-0.21825718771333413,-0.00100728590041399,-0.17732389271259308,0.019420083612203598,0.44909740388393421,5.1154902577400208,400,0.24318129265622701,0.13564968109130859,-0.44645226001739502,0.71023285388946533,1.5640138149261484,11.946135172387585,400,0.46143848036956114,0.14352740719914436,-0.49809691868722439,0.90405529737472534,2.1217075323365862,21.49229491665028
LA,NQFIX,O,2,locality,2000,1699,1722,51,28,1671,250,-0.011499999999999955,30b6ebdd51432bf6257597f4e190f637c7308b58669f2d2d9a057f811b79c723,2000,-0.32783150660857791,-0.24959206581115723,-0.69553446769714355,0.10134777426719666,0.43201074600219741,3.7446837425231934,2000,0.036950773371761898,0.00037885637721046805,-0.29127967357635498,0.27328431606292725,0.75463709831237791,8.5663962364196777,2000,0.3647822799803398,0.22211277484893799,-0.14375066757202148,0.73600375652313232,1.4312237784266477,9.7091229557991028
LA,ORBFH,O,2,rewrite,200,199,200,1,0,199,0,-0.0050000000000000044,7c847772552a0e205ec228c158d169f6b7671906497a366d68664872a9006145,200,0.042489974539494144,0.00059711738140322268,0.00017750937695382163,0.0016094065213110298,0.0038155671441927499,7.7323932759463787,200,-1.2427430272102356,-1.1338138580322266,-1.8982894420623779,-0.63492584228515625,0.43634157180786037,4.8047571182250977,200,-1.2852330017497298,-1.135145486357942,-1.9267562820459716,-0.63690132771807839,0.43546874061575996,4.8012987499241717
LA,ORBFH,O,2,rephrase,400,348,368,23,3,345,29,-0.050000000000000044,acf6a8968ec41dcbbcd16062c95602f7f7ad4b2612cd84d27328a40d03bb3e7b,400,0.46966053021726112,0.067339435219764709,0.0021358628728194162,0.58306577801704407,1.7408542156219484,9.2194846272468567,400,-0.8786039940133924,-0.70190334320068359,-1.6193840503692627,-0.13172435760498047,0.3714890956878667,12.770557522773743,400,-1.3482645242306535,-1.1253516674041748,-2.1764113144599833,-0.41102339327335358,0.24635056257247942,13.595806959085166
LA,ORBFH,O,2,locality,2000,1733,1722,21,32,1701,246,0.0055000000000000604,30b6ebdd51432bf6257597f4e190f637c7308b58669f2d2d9a057f811b79c723,2000,0.042189646796497983,0.038022518157958984,-0.26852130889892578,0.32877683639526367,0.66974525451660161,10.366603136062622,2000,0.0076904482379613909,0.020616739988327026,-0.18642169237136841,0.23736594617366791,0.53476443290710463,3.1574554443359375,2000,-0.034499198558536594,0.0046114325523376465,-0.33305297046899796,0.31054931879043579,0.7969473779201508,4.1399307250976562
LA,JAC,O,2,rewrite,200,199,200,1,0,199,0,-0.0050000000000000044,7c847772552a0e205ec228c158d169f6b7671906497a366d68664872a9006145,200,0.032369408134545669,0.00056020209740381688,0.00017025160923367366,0.0015621182683389634,0.0045147132419515396,5.5720205418765545,200,-1.30049311876297,-1.0927133560180664,-2.069495677947998,-0.47221994400024414,0.19888839721679658,11.009707450866699,200,-1.3328625268975156,-1.0945057132630609,-2.0707711346440192,-0.47236248743502074,0.19889295850443856,11.009909617248923
LA,JAC,O,2,rephrase,400,350,368,22,4,346,28,-0.04500000000000004,acf6a8968ec41dcbbcd16062c95602f7f7ad4b2612cd84d27328a40d03bb3e7b,400,0.4486348031630405,0.047103017568588257,0.00094153331156121567,0.55403262376785278,1.7088015437126174,8.9379637837409973,400,-0.89679480369261,-0.72735238075256348,-1.6073191165924072,-0.090410947799682617,0.45517940521240241,16.071036458015442,400,-1.3454296068556504,-1.1217872574925423,-2.1495074480772018,-0.30787983216578141,0.41794415055774159,16.896279271692038
LA,JAC,O,2,locality,2000,1707,1722,44,29,1678,249,-0.0074999999999999512,30b6ebdd51432bf6257597f4e190f637c7308b58669f2d2d9a057f811b79c723,2000,-0.13107428633800008,-0.089621543884277344,-0.48846092820167542,0.25199317932128906,0.68844337463378913,12.888747453689575,2000,0.065817003593198017,0.016816943883895874,-0.20462822914123535,0.29826390743255615,0.78321048021316531,6.0395959615707397,2000,0.19689128993119812,0.11713409423828125,-0.22464567422866821,0.55775940418243408,1.3514271646738067,7.9781930446624756
LA,QCL,O,3,rewrite,300,298,300,2,0,298,0,-0.0066666666666667096,178470986f4797ae7498278967614c8794e93d1d03fddb3b34e4e4750fc93a0a,300,0.048740912777636064,0.00055898813297972083,0.00017873375145427417,0.0015307656285585836,0.004801187419798225,8.0529263578355312,300,-1.2243249114602803,-1.0527384281158447,-1.9978501796722412,-0.25814318656921387,0.43358078002929856,5.5214986801147461,300,-1.2730658242379165,-1.0540364098269492,-2.0015981731849024,-0.2584456365875667,0.43330549937964119,5.5288661058293656
LA,QCL,O,3,rephrase,600,531,549,26,8,523,43,-0.030000000000000027,681c93f9742be4595ab4e18b18c4f9fc01d82f48756baeb59c4aab951adf4c79,600,0.41570080714255409,0.051679031923413277,0.00078899609798099846,0.49580118060112,1.8014077186584487,9.3377149105072021,600,-0.85842946165784573,-0.73415827751159668,-1.5343358516693115,-0.045019626617431641,0.63994836807250988,14.476899862289429,600,-1.2741302688003997,-1.0056843938073143,-2.1477500558830798,-0.35085165500640869,0.45006054937839524,15.3890136545524
LA,QCL,O,3,locality,3000,2563,2545,39,57,2506,398,0.0059999999999998943,4a35eea27a0d118419714a9e1054945b435b65e6ae33dc3c9cafab396db01a2f,3000,0.013555182328040247,0.012426853179931641,-0.37260794639587402,0.38855743408203125,0.863251399993896,10.029698371887207,3000,-0.0046985992077485817,0.0093566626310348511,-0.25203633308410645,0.27123254537582397,0.68048427104949916,4.2541265487670898,3000,-0.018253781535788827,0.020288467407226562,-0.41537338495254517,0.41165852546691895,1.0290977478027339,6.1007184982299805
LA,NQFIX,O,3,rewrite,300,300,300,0,0,300,0,0,178470986f4797ae7498278967614c8794e93d1d03fddb3b34e4e4750fc93a0a,300,0.016038297326140309,4.7609726607333869e-05,-6.6255342971999198e-05,0.00041409621917409822,0.00092789925402030353,4.0064947158098221,300,-0.36734597921371459,-0.26717710494995117,-1.1669082641601562,0.34135627746582031,1.2143057823181154,8.3433976173400879,300,-0.38338427653985491,-0.27611075391178019,-1.1827102925017243,0.32952075457433239,1.2152812833723148,8.3465515363641316
LA,NQFIX,O,3,rephrase,600,569,549,4,24,545,27,0.033333333333333326,681c93f9742be4595ab4e18b18c4f9fc01d82f48756baeb59c4aab951adf4c79,600,-0.17787105194129255,-0.0011018471559509635,-0.20388315804302692,0.027191102504730225,0.4650152444839481,5.8248848915100098,600,0.16675523871323095,0.087599039077758789,-0.68266141414642334,0.80975037813186646,1.8631453037261962,12.502004627604038,600,0.34462629065452349,0.09872853197157383,-0.75638986632111482,1.0719426944851875,2.5174127291887998,20.759924892801791
LA,NQFIX,O,3,locality,3000,2488,2545,106,49,2439,406,-0.019000000000000017,4a35eea27a0d118419714a9e1054945b435b65e6ae33dc3c9cafab396db01a2f,3000,-0.61383385378419186,-0.47744369506835938,-1.2093546390533447,0.065442606806755066,0.62859153747558594,5.0966877937316895,3000,-0.017815891236939933,-0.014220088720321655,-0.47183310985565186,0.38827377557754517,1.0893409252166746,5.6632592678070068,3000,0.59601796254725192,0.43210127949714661,-0.15710562840104103,1.2223351001739502,2.2362334907054895,7.8919477462768555
LA,ORBFH,O,3,rewrite,300,298,300,2,0,298,0,-0.0066666666666667096,178470986f4797ae7498278967614c8794e93d1d03fddb3b34e4e4750fc93a0a,300,0.056240803180674752,0.00053543855028692633,0.00012765665269398596,0.0015344653802458197,0.0043886653904337504,8.3717692457139492,300,-1.1430164460279046,-0.98228645324707031,-1.943594217300415,-0.3021082878112793,0.74016418457031252,4.8442139625549316,300,-1.1992572492085796,-0.98318731760082301,-1.9438201149732777,-0.30204804763343418,0.74057060290360821,4.8390995115041733
LA,ORBFH,O,3,rephrase,600,529,549,31,11,518,40,-0.033333333333333326,681c93f9742be4595ab4e18b18c4f9fc01d82f48756baeb59c4aab951adf4c79,600,0.42523202197741433,0.041834219824522734,0.0003959869864047505,0.56738096475601196,1.76328616142273,9.2619583606719971,600,-0.91198287717299531,-0.72015810012817383,-1.6501522958278656,-0.040889739990234375,0.61507277488708567,13.109166860580444,600,-1.3372148991504098,-1.0614978314843029,-2.2020668759942055,-0.23057168163359165,0.46410857737064376,14.025188630912453
LA,ORBFH,O,3,locality,3000,2555,2545,44,54,2501,401,0.0033333333333332993,4a35eea27a0d118419714a9e1054945b435b65e6ae33dc3c9cafab396db01a2f,3000,0.010696237405665063,0.0091426577419042587,-0.40572547912597656,0.41275107860565186,0.8947625160217284,11.854777336120605,3000,-0.0064244041408140521,0.0083140162751078606,-0.25678694806993008,0.29109632968902588,0.72943034172058052,3.8573341369628906,3000,-0.017120641546479114,0.01992267370223999,-0.42900276184082031,0.44542980194091797,1.0999818086624142,5.3174839019775391
LA,JAC,O,3,rewrite,300,298,300,2,0,298,0,-0.0066666666666667096,178470986f4797ae7498278967614c8794e93d1d03fddb3b34e4e4750fc93a0a,300,0.059019695455887512,0.0005328413681127131,0.0001310174266109243,0.0016160350933205336,0.004373853252036518,10.569417048740434,300,-1.2165703160315753,-1.0039148330688477,-2.1058852672576904,-0.35929322242736816,0.78407402038574414,10.738855361938477,300,-1.2755900114874628,-1.0044443682272686,-2.1065639458902297,-0.35942049544246402,0.78322619051323472,10.739070872368757
LA,JAC,O,3,rephrase,600,529,549,30,10,519,41,-0.033333333333333326,681c93f9742be4595ab4e18b18c4f9fc01d82f48756baeb59c4aab951adf4c79,600,0.4207090263695985,0.032870939001441002,-0.00067081465385854244,0.52853302098810673,1.8037932634353639,9.7771594524383545,600,-0.91691356092924248,-0.70601940155029297,-1.6378512680530548,0.072897434234619141,0.91538385152816826,16.099195241928101,600,-1.337622587298841,-1.0081447325646877,-2.1506148939952254,-0.17584940791130066,0.73180824376177056,17.012992561794817
LA,JAC,O,3,locality,3000,2502,2545,92,49,2453,406,-0.01433333333333342,4a35eea27a0d118419714a9e1054945b435b65e6ae33dc3c9cafab396db01a2f,3000,-0.25153376447310438,-0.17021560668945312,-0.77534353733062744,0.28788471221923828,0.85202894210815416,12.417155265808105,3000,0.067542009827884608,0.016259808093309402,-0.30536586046218872,0.37236946821212769,1.0376202344894405,6.7569234371185303,3000,0.31907577430098899,0.19464683176192921,-0.31257271766662598,0.86040306091308594,1.8025936186313625,7.949216365814209
LA,QCL,O,4,rewrite,400,398,400,2,0,398,0,-0.0050000000000000044,e954118a9a97d7273772a5ce2713b9e575c001fd2659b91973a0ef8d7bfb46ce,400,0.043875652238912155,0.00052120909094810486,0.0001088115677703172,0.0014185916006681509,0.0036261199798900716,9.3222207224462181,400,-1.1407711458159611,-1.0512714385986328,-2.0745201110839844,-0.11877346038818359,0.88984384536743177,7.2519803047180176,400,-1.1846467980548732,-1.0516208506305702,-2.0872428990114713,-0.11901091990876012,0.88979308285779568,7.2583258674712852
LA,QCL,O,4,rephrase,800,726,747,30,9,717,44,-0.026249999999999996,27baf8ae6a8b697ad4774527a24dbb86e4ae62c193911e0cec9958a836967012,800,0.37905768687785896,0.042588511481881142,0.00065872282721102238,0.52003747224807739,1.6208325266838075,10.360297501087189,800,-0.88859425389760871,-0.71287012100219727,-1.7222229540348053,0.026628613471984863,0.9264498710632324,13.895971298217773,800,-1.2676519407754676,-1.0685090362094343,-2.1981563685694709,-0.23589284718036652,0.76186645585112289,14.945420821197331
LA,QCL,O,4,locality,4000,3352,3350,72,74,3278,576,0.00049999999999994493,07a7e22b335fdb3a05f20556e1fa5ffa3d48c3bbfab8ec580bd0438a582a4d92,4000,0.016716428539395565,0.021997928619384766,-0.4657893180847168,0.50122565031051636,1.0636990547180174,9.7373223304748535,4000,0.016903545674962515,0.021806567907333374,-0.30288934707641602,0.35661232471466064,0.85441555976867678,5.1482882499694824,4000,0.00018711713556695032,0.014254093170166016,-0.5530560314655304,0.54325275123119354,1.2349140465259552,6.4386181831359863
LA,NQFIX,O,4,rewrite,400,400,400,0,0,400,0,0,e954118a9a97d7273772a5ce2713b9e575c001fd2659b91973a0ef8d7bfb46ce,400,0.029314148255390363,7.3361221438972279e-05,-0.00010252054198645055,0.00049929469241760671,0.0013604177336674185,5.0356592535972595,400,-0.49912430405616759,-0.36620283126831055,-1.4720010757446289,0.49374103546142578,1.715952873229982,11.607966899871826,400,-0.52843845231155795,-0.36834497590461979,-1.47792331733217,0.48691589066584129,1.7098213519224372,11.615177129628137
LA,NQFIX,O,4,rephrase,800,765,747,6,24,741,29,0.022500000000000075,27baf8ae6a8b697ad4774527a24dbb86e4ae62c193911e0cec9958a836967012,800,-0.2140207735691729,-0.0017199715366587043,-0.22404765710234642,0.015475889667868614,0.44332760572433477,5.526116281747818,800,0.23016019747970859,0.11156177520751953,-0.83019125461578369,1.0399901866912842,2.5356778383255008,12.474489177810028,800,0.44418097104888149,0.14662661775946617,-0.83085718349320814,1.4661436676979065,2.9885861784219743,20.755045856582001
LA,NQFIX,O,4,locality,4000,3227,3350,209,86,3141,564,-0.030750000000000055,07a7e22b335fdb3a05f20556e1fa5ffa3d48c3bbfab8ec580bd0438a582a4d92,4000,-0.74170440430491003,-0.58909702301025391,-1.538793683052063,0.1391761302947998,1.0158575057983394,8.1952981948852539,4000,0.029418730049721488,-0.024317316710948944,-0.68161621689796448,0.57041621208190918,1.672973012924194,10.060561180114746,4000,0.77112313435463142,0.53827236592769623,-0.31803297996520996,1.6456831693649292,3.0417886853218077,19.706743829417974
LA,ORBFH,O,4,rewrite,400,398,400,2,0,398,0,-0.0050000000000000044,e954118a9a97d7273772a5ce2713b9e575c001fd2659b91973a0ef8d7bfb46ce,400,0.046192042485909045,0.0003729016607394442,5.1939699915237725e-05,0.0011925642538699321,0.003036255890037867,10.216016689548269,400,-1.0468460619356483,-1.0211915969848633,-2.0295498371124268,-0.11535882949829102,1.2367976188659713,5.138613224029541,400,-1.0930381044215574,-1.0216671682719607,-2.0449780576163903,-0.11518862048978917,1.2373188883633748,5.1278146402910352
LA,ORBFH,O,4,rephrase,800,719,747,39,11,708,42,-0.03499999999999992,27baf8ae6a8b697ad4774527a24dbb86e4ae62c193911e0cec9958a836967012,800,0.36199135919046965,0.030668616644106805,0.00010426546214148402,0.5331789031624794,1.6233519673347474,8.4254411607980728,800,-0.93881904512265468,-0.75355863571166992,-1.831059455871582,0.014087177813053131,0.92243776321411175,12.122047424316406,800,-1.3008104043131243,-1.1013804683461785,-2.2602869644761086,-0.18832230567932129,0.87016811911016712,13.175223802216351
LA,ORBFH,O,4,locality,4000,3353,3350,76,79,3274,571,0.00075000000000002842,07a7e22b335fdb3a05f20556e1fa5ffa3d48c3bbfab8ec580bd0438a582a4d92,4000,0.019534872974356403,0.016941353678703308,-0.49798822402954102,0.53684663772583008,1.1301605701446533,11.082526683807373,4000,0.012019977266070783,0.019935846328735352,-0.31141161918640137,0.37594039738178253,0.89657811522483821,4.9667658805847168,4000,-0.0075148957082856217,0.0072040557861328125,-0.568156898021698,0.5681881383061409,1.3271929502487183,5.9256472587585449
LA,JAC,O,4,rewrite,400,398,400,2,0,398,0,-0.0050000000000000044,e954118a9a97d7273772a5ce2713b9e575c001fd2659b91973a0ef8d7bfb46ce,400,0.052267194129635756,0.00044005493691656739,6.2446895753964782e-05,0.0012829223269363865,0.0034058015909977264,12.623627582797781,400,-1.0450119580794126,-0.96099376678466797,-2.0357367992401123,-0.1392359733581543,1.2817029953002943,11.270456314086914,400,-1.0972791522090484,-0.96093376896169502,-2.0494934695634583,-0.14010744295956101,1.2813448953849744,11.270851730107097
LA,JAC,O,4,rephrase,800,729,747,26,8,721,45,-0.022499999999999964,27baf8ae6a8b697ad4774527a24dbb86e4ae62c193911e0cec9958a836967012,800,0.34999047560078905,0.01846271101385355,-0.0030124281765893102,0.46512742340564728,1.6318032074719673,8.714796781539917,800,-0.89575740597298137,-0.72560596466064453,-1.8570073843002319,0.15256357192993164,1.2021980285644531,15.453357696533203,800,-1.2457478815737704,-1.0230689274612814,-2.2669106088578701,-0.03508723559207283,1.1092815653886652,16.506043871864676
LA,JAC,O,4,locality,4000,3297,3350,126,73,3224,577,-0.013249999999999984,07a7e22b335fdb3a05f20556e1fa5ffa3d48c3bbfab8ec580bd0438a582a4d92,4000,-0.24645573173626326,-0.17028284072875977,-0.86033082008361816,0.42123496532440186,1.0867905616760254,11.293479442596436,4000,0.076813151400892815,0.029681704938411713,-0.38439011573791504,0.50188744068145752,1.2648220211267471,5.7373347282409668,4000,0.32326888313715607,0.20554131269454956,-0.44473341107368469,0.99585700035095215,2.0876657962799072,9.1651334017515182
LA,QCL,O,5,rewrite,500,498,499,1,0,498,1,-0.0020000000000000018,b936f7714654c1836f77b3311ec85d082997f6b398fe5e8ecd8afbb1a5b797cc,500,0.028529948204257381,0.0004784911943715997,9.2463629698613659e-05,0.0014814211463090032,0.0038280722044874002,13.712723905220628,500,-1.1402669304311275,-1.0028142929077148,-2.1211593151092529,-0.076461374759674072,1.1632868766784668,7.2359218597412109,500,-1.1687968786353848,-1.0143828751897672,-2.1685187282782863,-0.085339596655103378,1.165872652939288,7.2416400637011975
LA,QCL,O,5,rephrase,1000,903,940,47,10,893,50,-0.036999999999999922,52af603c5efefa420f4f351a5f4ca2b2e8119a7c24c17bd1260fc771e73fdcc4,1000,0.40129497898025146,0.040402312763035297,0.00018481484585208818,0.55402565002441406,1.616612452268601,10.646387357264757,1000,-0.95006275027571241,-0.73279571533203125,-1.8580482006072998,0.077584028244018555,1.0777971267700197,14.281193166971207,1000,-1.351357729255964,-1.1231674030423164,-2.4294012412428856,-0.11031391168944538,0.93079817295074474,15.771362413652241
