V_after,V_before,V_ratio,W_sha256,alias,arm,batch,best_single_layer,finite_step_dissipation_defect,joint_minus_l8_improvement,joint_objective_improvement,l8_objective_improvement,l8_shadow_native_cosine,l8_shadow_status,materialization_discrepancy_normalized,model_error_normalized,model_error_raw_activation,node,qN_ref
0.009336042887297386,0.03510842434526953,0.01867208227510524,cb5d6a959cfe0b8e530c495fc2c1f56af64cd3ffef9000ebdea5e4a483a3e9ea,llama3-8b-inst,JV_NATIVE,3,8,1.1905253052106601e-06,1.9703451328435817e-05,0.03410487976967565,0.03408517631834721,0.9996418605189392,FINITE,2.0304019065759663e-06,0.0001293418260319409,0.006134623496228336,2,1060.4852141373892
0.002490331259062519,0.009336042887297386,0.004980661584658014,cb5d6a959cfe0b8e530c495fc2c1f56af64cd3ffef9000ebdea5e4a483a3e9ea,llama3-8b-inst,JV_NATIVE,3,8,1.273205262348337e-07,5.180799739486902e-06,0.009055295887486114,0.009050115087746627,0.9996530537738294,FINITE,2.0304019065759663e-06,3.456258408612571e-05,0.0016381306294166091,3,1060.4852141373892
0.1323277612344083,0.5000000687642492,0.264655486071145,72939d22ec3e439e55385a04f61344e2fa062f8b27e174ba2910e8c99c7a2cb0,llama3-8b-inst,JV_NATIVE,4,8,0.00012165940860736635,0.0003072359505113531,0.4869047623810893,0.48659752643057796,0.9996196621480099,FINITE,2.3881136494623596e-06,0.0019224842165575986,0.09332130518471006,0,1097.5862904082865
0.035072607454641795,0.1323277612344083,0.07014520526231885,72939d22ec3e439e55385a04f61344e2fa062f8b27e174ba2910e8c99c7a2cb0,llama3-8b-inst,JV_NATIVE,4,8,1.5279828444125787e-05,8.162858944757434e-05,0.1287351269454633,0.12865349835601572,0.9996196725215272,FINITE,2.3881136494623596e-06,0.0005039578092850838,0.02445773678005674,1,1097.5862904082865
0.00931407542410874,0.035072607454641795,0.018628148286316218,72939d22ec3e439e55385a04f61344e2fa062f8b27e174ba2910e8c99c7a2cb0,llama3-8b-inst,JV_NATIVE,4,8,1.9519190499282107e-06,2.1779454790822605e-05,0.03408303473582204,0.03406125528103122,0.9996326618445487,FINITE,2.3881136494623596e-06,0.00013280016409693206,0.006442608019865539,2,1097.5862904082865
0.0024793476737490607,0.00931407542410874,0.00495869466553629,72939d22ec3e439e55385a04f61344e2fa062f8b27e174ba2910e8c99c7a2cb0,llama3-8b-inst,JV_NATIVE,4,8,2.665183402770187e-07,5.9634425973540545e-06,0.0090402622362098,0.009034298793612446,0.9996369604907289,FINITE,2.3881136494623596e-06,3.602157943298216e-05,0.0017466275307308568,3,1097.5862904082865
0.13219613225479687,0.5000000495490046,0.2643922383088493,b4580ec60ed824cb7093d344c592e50b2008be8e1c39efea09e710dfe1355d00,llama3-8b-inst,JV_NATIVE,5,8,8.01294043369094e-05,0.00027822584647319015,0.48696946883175607,0.4866912429852829,0.9996934168052746,FINITE,2.4258668677101686e-06,0.0017940169409288087,0.08941201750072199,0,1183.797879429017
0.03500556076695751,0.13219613225479687,0.07001111459595294,b4580ec60ed824cb7093d344c592e50b2008be8e1c39efea09e710dfe1355d00,llama3-8b-inst,JV_NATIVE,5,8,8.551463808931237e-06,7.379060622886291e-05,0.12862895403375074,0.12855516342752188,0.9997087013584445,FINITE,2.4258668677101686e-06,0.0004690360907618645,0.02338404870336532,1,1183.797879429017
0.00928766594023632,0.03500556076695751,0.018575330039694415,b4580ec60ed824cb7093d344c592e50b2008be8e1c39efea09e710dfe1355d00,llama3-8b-inst,JV_NATIVE,5,8,8.575011089424767e-07,1.9822011536878292e-05,0.03402542443196439,0.034005602420427515,0.9997179027887458,FINITE,2.4258668677101686e-06,0.00012407823748061578,0.006186380360775131,2,1183.797879429017
0.002469873102522161,0.00928766594023632,0.004939745715525356,b4580ec60ed824cb7093d344c592e50b2008be8e1c39efea09e710dfe1355d00,llama3-8b-inst,JV_NATIVE,5,8,8.253065003627214e-08,5.46471734732927e-06,0.009017180137060016,0.009011715419712686,0.9997160382426163,FINITE,2.4258668677101686e-06,3.3758639445387405e-05,0.0016827758268914595,3,1183.797879429017
0.13237224381345636,0.5000000118309571,0.2647444813625515,e2eff7a117312c3776ad015bd3cfa6ae27228bcbc08e894bb9bdb3820380843b,llama3-8b-inst,JV_NATIVE,6,8,5.33161568614382e-05,0.00031636925007144656,0.4865999904089848,0.4862836211589133,0.9996029129661046,FINITE,2.0495797544685836e-06,0.0017744546316565072,0.08978933626238979,0,1273.8719768463122
0.0350882207026941,0.13237224381345636,0.0701764397448793,e2eff7a117312c3776ad015bd3cfa6ae27228bcbc08e894bb9bdb3820380843b,llama3-8b-inst,JV_NATIVE,6,8,3.148994518212267e-06,8.444615407640632e-05,0.12872214608643753,0.12863769993236113,0.9995982267347587,FINITE,2.0495797544685836e-06,0.0004710320229989381,0.023857203807690873,1,1273.8719768463122
0.009315237713469716,0.0350882207026941,0.018630474986106732,e2eff7a117312c3776ad015bd3cfa6ae27228bcbc08e894bb9bdb3820380843b,llama3-8b-inst,JV_NATIVE,6,8,-8.846071250165344e-08,2.2610901141841e-05,0.034091965717571525,0.034069354816429684,0.9996011533480452,FINITE,2.0495797544685836e-06,0.00012535811391662765,0.006354082514498339,2,1273.8719768463122
0.0024771877170468365,0.009315237713469716,0.004954375316863669,e2eff7a117312c3776ad015bd3cfa6ae27228bcbc08e894bb9bdb3820380843b,llama3-8b-inst,JV_NATIVE,6,8,-8.100099290050608e-08,6.1566000785391595e-06,0.009042783377344585,0.009036626777266046,0.9995976655967461,FINITE,2.0495797544685836e-06,3.401268878697264e-05,0.0017249262064549166,3,1273.8719768463122
0.13313524611380806,0.5000000361308523,0.26627047298645784,649f8349e5e02246073198eb79a7fdbc950238a3d3ff855a95df18c4ed4fe1e9,llama3-8b-inst,JV_NATIVE,7,8,4.519397663721447e-05,0.0002813103649557114,0.48553984236654774,0.485258532001592,0.9997182181551274,FINITE,2.451394852378259e-06,0.0016618871124359873,0.08451355872873079,0,1298.5012486105904
0.03585378148786847,0.13313524611380806,0.07170755779402657,649f8349e5e02246073198eb79a7fdbc950238a3d3ff855a95df18c4ed4fe1e9,llama3-8b-inst,JV_NATIVE,7,8,4.683931287129128e-06,7.485800695478106e-05,0.12868694039428968,0.1286120823873349,0.9997128141056997,FINITE,2.451394852378259e-06,0.0004413896740432754,0.02245276311390167,1,1298.5012486105904
0.009874985758685922,0.03585378148786847,0.01974997009020534,649f8349e5e02246073198eb79a7fdbc950238a3d3ff855a95df18c4ed4fe1e9,llama3-8b-inst,JV_NATIVE,7,8,3.18949968545687e-07,2.2991924140576547e-05,0.03434091621699552,0.03431792429285494,0.999666322002891,FINITE,2.451394852378259e-06,0.0001269567254604792,0.006466249777658347,2,1298.5012486105904
0.0028379824145450365,0.009874985758685922,0.005675964418935209,649f8349e5e02246073198eb79a7fdbc950238a3d3ff855a95df18c4ed4fe1e9,llama3-8b-inst,JV_NATIVE,7,8,-2.1068270743794526e-07,9.144747703351483e-06,0.009290248262860974,0.009281103515157622,0.999487535783371,FINITE,2.451394852378259e-06,4.359477746962749e-05,0.0022317603363207817,3,1298.5012486105904
0.13225692175171597,0.5000000196309662,0.2645138331181077,8389f08a39286091e9582eb064dc702d2d639f875ffb9072546d0e9bbf13c0c3,llama3-8b-inst,JV_NATIVE,8,8,-7.992812850354802e-06,0.00025788683960420444,0.4866400829506449,0.4863821961110407,0.9997280176359153,FINITE,1.6925483976723737e-06,0.0016113853218477471,0.08331352300107352,0,1347.0843456155026
0.03504193539262967,0.13225692175171597,0.07008386803363124,8389f08a39286091e9582eb064dc702d2d639f875ffb9072546d0e9bbf13c0c3,llama3-8b-inst,JV_NATIVE,8,8,-3.194401640885247e-06,6.649562123778319e-05,0.12861491607214492,0.12854842045090714,0.9997336556746939,FINITE,1.6925483976723737e-06,0.00042180633371677627,0.0218152339141965,1,1347.0843456155026
0.009302451870118002,0.03504193539262967,0.01860490300977156,8389f08a39286091e9582eb064dc702d2d639f875ffb9072546d0e9bbf13c0c3,llama3-8b-inst,JV_NATIVE,8,8,-6.135363525595905e-07,1.7353933492447737e-05,0.03404495943299026,0.034027605499497814,0.9997409952100696,FINITE,1.6925483976723737e-06,0.00011100404466935536,0.00574263203003246,2,1347.0843456155026
0.0024749173061675853,0.009302451870118002,0.004949834417995107,8389f08a39286091e9582eb064dc702d2d639f875ffb9072546d0e9bbf13c0c3,llama3-8b-inst,JV_NATIVE,8,8,-9.68464830925983e-08,4.636011973001286e-06,0.009028233492501024,0.009023597480528023,0.9997429371046498,FINITE,1.6925483976723737e-06,2.985132648524481e-05,0.0015451468875460027,3,1347.0843456155026
0.1327734425565318,0.5000000199206873,0.2655468745333111,cae6f9222d55656c6d3ef863222d4ec1a943d5f55bfbf4841775f5cc124a290b,llama3-8b-inst,JV_NATIVE,9,8,3.1102057149984264e-05,0.0002726271086292975,0.48596799389165235,0.48569536678302305,0.9997381141192228,FINITE,2.0715288203370453e-06,0.001570531109934386,0.08294286228192703,0,1476.089020539835
0.03540262014846674,0.1327734425565318,0.07080523747595549,cae6f9222d55656c6d3ef863222d4ec1a943d5f55bfbf4841775f5cc124a290b,llama3-8b-inst,JV_NATIVE,9,8,2.0122845600795136e-06,7.28644941262735e-05,0.12879902400138407,0.1287261595072578,0.9997408317901632,FINITE,2.0715288203370453e-06,0.00041476060812356606,0.021941747501936976,1,1476.089020539835
0.009493282453214156,0.03540262014846674,0.018986564149977497,cae6f9222d55656c6d3ef863222d4ec1a943d5f55bfbf4841775f5cc124a290b,llama3-8b-inst,JV_NATIVE,9,8,-8.81166279179113e-08,2.0854398072159275e-05,0.034255282270643964,0.034234427872571804,0.9997252889118186,FINITE,2.0715288203370453e-06,0.00011453544905850189,0.006081216566252494,2,1476.089020539835
0.0025652156001902404,0.009493282453214156,0.005130430995977058,cae6f9222d55656c6d3ef863222d4ec1a943d5f55bfbf4841775f5cc124a290b,llama3-8b-inst,JV_NATIVE,9,8,-1.0313848945904536e-07,6.456581581220852e-06,0.009154144388388633,0.009147687806807412,0.9996797794904896,FINITE,2.0715288203370453e-06,3.3788400773325695e-05,0.001809443469621766,3,1476.089020539835
0.5000379362638934,0.5000001263553973,1.0000756197978822,d069813f5e93a26f42331c6b9b9990c5c863c6a064b5cd47661f4ed6a8044d5a,llama3-8b-inst,JV_NATIVE,10,7,4.0103012697645167e-05,2.9920546214072324e-06,3.0574722410905016e-06,6.541761968326902e-08,0.0,FINITE,0.014180362566960526,0.010280962256632373,5.672894179554431e-05,0,1481.5842443864976
0.4999766787736939,0.5000379362638934,0.9999531048484442,d069813f5e93a26f42331c6b9b9990c5c863c6a064b5cd47661f4ed6a8044d5a,llama3-8b-inst,JV_NATIVE,10,7,-6.0085239801415865e-05,1.4848914269046295e-06,1.5630005167739188e-06,7.810908986928942e-08,0.043327283832191914,FINITE,0.014180362566960526,0.010604343568031947,5.297289114154476e-05,1,1481.5842443864976
0.4999372772727731,0.4999766787736939,0.9998743018665169,d069813f5e93a26f42331c6b9b9990c5c863c6a064b5cd47661f4ed6a8044d5a,llama3-8b-inst,JV_NATIVE,10,7,-3.9226123760238765e-05,2.3383621196823068e-07,2.3383621196823068e-07,-0.0,,ZERO_FIELD_ANGLE_NA,0.014180362566960526,0.008752296741039431,4.2395119311368534e-05,2,1481.5842443864976
0.4999737206377607,0.4999372772727731,0.9999471885780729,d069813f5e93a26f42331c6b9b9990c5c863c6a064b5cd47661f4ed6a8044d5a,llama3-8b-inst,JV_NATIVE,10,7,3.6519288512935474e-05,1.0123136620900901e-07,1.0123136620900901e-07,-0.0,,ZERO_FIELD_ANGLE_NA,0.014180362566960526,0.008627449618348973,3.918779336385594e-05,3,1481.5842443864976
0.13004510213090809,0.49999998881982505,0.26009021007752425,f99bf53d133ea23c774753760d9aba1a4305e323982b2e65fa9167558dd8ae83,qwen2.5-7b-inst,JV_NATIVE,1,8,0.0004056370985384694,0.00013288591830484808,0.4915449352914249,0.49141204937312005,0.9997894585943338,FINITE,9.16045567442379e-07,0.00291950485935713,4.1770746973606485,0,49895.00364736392
0.03374188985128741,0.13004510213090809,0.06748378121153578,f99bf53d133ea23c774753760d9aba1a4305e323982b2e65fa9167558dd8ae83,qwen2.5-7b-inst,JV_NATIVE,1,8,4.028478901870608e-05,3.269968123595368e-05,0.12786547080152616,0.1278327711202902,0.9998256612933131,FINITE,9.16045567442379e-07,0.0006803282310723028,0.9581583642753665,1,49895.00364736392
0.00874439893683427,0.03374188985128741,0.01748879826472419,f99bf53d133ea23c774753760d9aba1a4305e323982b2e65fa9167558dd8ae83,qwen2.5-7b-inst,JV_NATIVE,1,8,3.9833869163556634e-06,7.608110108747734e-06,0.03318148720909989,0.033173879098991145,0.9998667627866643,FINITE,9.16045567442379e-07,0.00015455550022754958,0.21516289517871712,2,49895.00364736392
0.0022645718779418676,0.00874439893683427,0.004529143857156977,f99bf53d133ea23c774753760d9aba1a4305e323982b2e65fa9167558dd8ae83,qwen2.5-7b-inst,JV_NATIVE,1,8,4.5196085994960236e-07,1.854497716891057e-06,0.008600627805656087,0.008598773307939196,0.9998866674871021,FINITE,9.16045567442379e-07,3.717850627179549e-05,0.0512972106048913,3,49895.00364736392
0.1337338615760047,0.5000000414963941,0.26746770095411915,336071fceacd1b2352d81b4f5b8df2c8de0c1cfcca03282ec4cdaab62e206003,qwen2.5-7b-inst,JV_NATIVE,2,8,0.0003042195027352923,0.00010587273801210273,0.4866319736953463,0.4865261009573342,0.9998708289779169,FINITE,1.501190033529e-06,0.0023458637165334286,3.1176603748377105,0,57202.71498067471
0.03866380055833842,0.1337338615760047,0.07732759469904416,336071fceacd1b2352d81b4f5b8df2c8de0c1cfcca03282ec4cdaab62e206003,qwen2.5-7b-inst,JV_NATIVE,2,8,3.476668180672077e-05,3.830806919871699e-05,0.12616545530896303,0.12612714723976431,0.999875351068514,FINITE,1.501190033529e-06,0.0006591855041562049,0.8594187787639929,1,57202.71498067471
0.014030503144822834,0.03866380055833842,0.02806100396078471,336071fceacd1b2352d81b4f5b8df2c8de0c1cfcca03282ec4cdaab62e206003,qwen2.5-7b-inst,JV_NATIVE,2,8,1.2332994933970595e-05,4.761312827297054e-05,0.032611950612361724,0.032564337484088754,0.9995812312886289,FINITE,1.501190033529e-06,0.0003740763524664202,0.4747527026252675,2,57202.71498067471
0.007580620592482204,0.014030503144822834,0.015161239926690833,336071fceacd1b2352d81b4f5b8df2c8de0c1cfcca03282ec4cdaab62e206003,qwen2.5-7b-inst,JV_NATIVE,2,8,1.530275064067334e-05,0.0001255581157405209,0.008481444759134142,0.008355886643393621,0.9963786540098255,FINITE,1.501190033529e-06,0.0004831914417033176,0.6220195070977702,3,57202.71498067471
0.1335632104710333,0.5000000644076136,0.26712638653212045,70e8f2f46513c6c429f0ecd307967f846c6d2562663f011aa448a55b2db232b6,qwen2.5-7b-inst,JV_NATIVE,3,8,0.00011153454883344738,3.968827061823221e-05,0.48783966792664596,0.4877999796560277,0.9999636951868045,FINITE,1.2349776426250193e-06,0.0013665382897094663,1.877884302259498,0,162129.60352598925
0.04038453076984288,0.1335632104710333,0.08076905113540209,70e8f2f46513c6c429f0ecd307967f846c6d2562663f011aa448a55b2db232b6,qwen2.5-7b-inst,JV_NATIVE,3,8,2.5785874975464e-05,1.803468928618379e-05,0.12393052265683335,0.12391248796754717,0.9999578478188172,FINITE,1.2349776426250193e-06,0.0005281447732487707,0.7005419345880771,1,162129.60352598925
0.016690178589169113,0.04038453076984288,0.03338035287844049,70e8f2f46513c6c429f0ecd307967f846c6d2562663f011aa448a55b2db232b6,qwen2.5-7b-inst,JV_NATIVE,3,8,1.0841482368018074e-05,1.5976285609051177e-05,0.031410530213841936,0.031394553928232885,0.9998873811185097,FINITE,1.2349776426250193e-06,0.0003403719060716832,0.4389341650794118,2,162129.60352598925
0.010583591426255187,0.016690178589169113,0.021167180125855257,70e8f2f46513c6c429f0ecd307967f846c6d2562663f011aa448a55b2db232b6,qwen2.5-7b-inst,JV_NATIVE,3,8,5.649479189802787e-07,3.4535855463171256e-05,0.008003374678645071,0.0079688388231819,0.9990149699734105,FINITE,1.2349776426250193e-06,0.0004216060362679544,0.5179218249883643,3,162129.60352598925
0.12994226653559585,0.49999996214688314,0.25988455274607236,4edec00e29c8bc37bc75d5ba0b05b334ccc70b95f86958f198a060e39ad5ced0,qwen2.5-7b-inst,JV_NATIVE,4,8,5.047719890821645e-05,6.390686573720661e-05,0.49116438222575565,0.49110047536001844,0.9999571201733279,FINITE,1.3761656252158837e-06,0.0012140634433990883,1.6011397632878936,0,45645.84844257084
0.03371193812202048,0.12994226653559585,0.06742388134844908,4edec00e29c8bc37bc75d5ba0b05b334ccc70b95f86958f198a060e39ad5ced0,qwen2.5-7b-inst,JV_NATIVE,4,8,4.478568301768959e-06,1.4221687725274323e-05,0.12771616747273404,0.12770194578500876,0.9999658997609232,FINITE,1.3761656252158837e-06,0.000285273023664396,0.3759319092505258,1,45645.84844257084
0.008734554333494255,0.03371193812202048,0.017469109989509034,4edec00e29c8bc37bc75d5ba0b05b334ccc70b95f86958f198a060e39ad5ced0,qwen2.5-7b-inst,JV_NATIVE,4,8,4.554427199127131e-07,3.279282527690608e-06,0.03314984807055813,0.03314656878803044,0.9999722442621938,FINITE,1.3761656252158837e-06,6.795607388552858e-05,0.08952016481709459,2,45645.84844257084
0.002260673294901157,0.008734554333494255,0.0045213469320964615,4edec00e29c8bc37bc75d5ba0b05b334ccc70b95f86958f198a060e39ad5ced0,qwen2.5-7b-inst,JV_NATIVE,4,8,5.787605150252978e-08,7.910171716911385e-07,0.00859223953029798,0.00859144851312629,0.999975434844898,FINITE,1.3761656252158837e-06,1.67978249830107e-05,0.022136489711243764,3,45645.84844257084
0.1297742064556696,0.499999994529038,0.2595484157512982,400a5c535d67b782cbc21c72fb77f23cfcd1ec37d8594adbabf0e69daa529948,qwen2.5-7b-inst,JV_NATIVE,5,8,5.321947521624848e-05,7.232774139925846e-05,0.49127328702586076,0.4912009592844615,0.9999585564802543,FINITE,1.5691398878750567e-06,0.0012285384575833986,1.5936623087387487,0,40585.57960084037
0.03365204721780875,0.1297742064556696,0.0673040951720538,400a5c535d67b782cbc21c72fb77f23cfcd1ec37d8594adbabf0e69daa529948,qwen2.5-7b-inst,JV_NATIVE,5,8,5.519795097261304e-06,1.3954989671827178e-05,0.12754023968190265,0.12752628469223082,0.9999688825264885,FINITE,1.5691398878750567e-06,0.00026975276327082507,0.349833403819862,1,40585.57960084037
0.00871971601650862,0.03365204721780875,0.017439432223838182,400a5c535d67b782cbc21c72fb77f23cfcd1ec37d8594adbabf0e69daa529948,qwen2.5-7b-inst,JV_NATIVE,5,8,6.766916072088042e-07,3.01585637114965e-06,0.033081285456214186,0.03307826959984304,0.999975433570327,FINITE,1.5691398878750567e-06,6.246131607252985e-05,0.08103413278691457,2,40585.57960084037
0.002257818304326042,0.00871971601650862,0.004515636658061838,400a5c535d67b782cbc21c72fb77f23cfcd1ec37d8594adbabf0e69daa529948,qwen2.5-7b-inst,JV_NATIVE,5,8,9.406517811633847e-08,7.090561309226057e-07,0.008574048066476058,0.008573339010345135,0.999978536166534,FINITE,1.5691398878750567e-06,1.5267278035247977e-05,0.019765537187100474,3,40585.57960084037
0.12970167236537689,0.5000000784677207,0.2594033040211818,507bce560ecddf35d5e2cd8390c13f7ec60fac8dcafc782e1c540e19d7d1c6af,qwen2.5-7b-inst,JV_NATIVE,6,8,8.481574522951896e-05,4.940293289629194e-05,0.49170021418751114,0.49165081125461485,0.999974232268477,FINITE,1.6021630071942925e-06,0.0010087869728865578,1.290839640406999,0,53203.02001007869
0.033573859588787044,0.12970167236537689,0.0671477086397188,507bce560ecddf35d5e2cd8390c13f7ec60fac8dcafc782e1c540e19d7d1c6af,qwen2.5-7b-inst,JV_NATIVE,6,8,8.867341282303709e-06,1.0263472639354676e-05,0.1276317170053527,0.12762145353271334,0.9999809652113679,FINITE,1.6021630071942925e-06,0.00022996456724626898,0.29238471668958826,1,53203.02001007869
0.00867855096301839,0.033573859588787044,0.017357099202092757,507bce560ecddf35d5e2cd8390c13f7ec60fac8dcafc782e1c540e19d7d1c6af,qwen2.5-7b-inst,JV_NATIVE,6,8,1.0169123290520998e-06,2.331163237022371e-06,0.033054232771243884,0.03305190160800686,0.9999844995444145,FINITE,1.6021630071942925e-06,5.455481098795313e-05,0.06896406101788738,2,53203.02001007869
0.002241071706856856,0.00867855096301839,0.004482142710306667,507bce560ecddf35d5e2cd8390c13f7ec60fac8dcafc782e1c540e19d7d1c6af,qwen2.5-7b-inst,JV_NATIVE,6,8,1.271575678085668e-07,5.695571095309937e-07,0.008547515134985804,0.008546945577876273,0.9999860359116874,FINITE,1.6021630071942925e-06,1.3591171213256259e-05,0.01702905733987105,3,53203.02001007869
0.13443925291323497,0.5000000067488113,0.2688785021972494,e2587ca64f47d9c0f020d20d9899b47189a92a5e1c3f36e8e02dd1d2de3235a6,qwen2.5-7b-inst,JV_NATIVE,7,8,3.24724080018185e-05,5.872777107085447e-05,0.4850482958344057,0.4849895680633348,0.9999674590893501,FINITE,1.4939508110845758e-06,0.0010513462181334066,1.3558509928877334,0,94057.67896502491
0.03981018413163481,0.13443925291323497,0.07962036718858397,e2587ca64f47d9c0f020d20d9899b47189a92a5e1c3f36e8e02dd1d2de3235a6,qwen2.5-7b-inst,JV_NATIVE,7,8,-8.743257058053955e-06,3.6597350909578497e-05,0.12515462923259485,0.12511803188168527,0.9999311899166764,FINITE,1.4939508110845758e-06,0.0005373400517505112,0.7421085181513694,1,94057.67896502491
0.014943347897576273,0.03981018413163481,0.02988669539175321,e2587ca64f47d9c0f020d20d9899b47189a92a5e1c3f36e8e02dd1d2de3235a6,qwen2.5-7b-inst,JV_NATIVE,7,8,-2.3605036839019142e-05,5.7013453864197816e-05,0.03263474035350061,0.032577726899636415,0.9995959062100066,FINITE,1.4939508110845758e-06,0.0008368987045478979,1.2914017985260853,2,94057.67896502491
0.008138786748812406,0.014943347897576273,0.016277573277916273,e2587ca64f47d9c0f020d20d9899b47189a92a5e1c3f36e8e02dd1d2de3235a6,qwen2.5-7b-inst,JV_NATIVE,7,8,-3.32342170852205e-05,9.135569206174428e-05,0.008777112661675681,0.008685756969613937,0.9976660955052666,FINITE,1.4939508110845758e-06,0.001486526477926323,2.3523665227570505,3,94057.67896502491
0.13327293497497894,0.5000000445654267,0.26654584619249916,193d6327f2f55b55983ad6097b0e9021413da7820d3d0527a4e2790635108593,qwen2.5-7b-inst,JV_NATIVE,8,8,3.1114212295388355e-05,4.935979539438806e-05,0.4866684052862748,0.4866190454908804,0.999978178147491,FINITE,1.5975815605477796e-06,0.0008771700016723796,1.1714714857377626,0,52146.55428904557
0.03846381465418054,0.13327293497497894,0.07692762245173644,193d6327f2f55b55983ad6097b0e9021413da7820d3d0527a4e2790635108593,qwen2.5-7b-inst,JV_NATIVE,8,8,3.844222467689479e-06,1.7057066090259143e-05,0.12567915864652854,0.12566210158043828,0.999970376421163,FINITE,1.5975815605477796e-06,0.00027859459479038704,0.3674846441870289,1,52146.55428904557
0.01396199879760052,0.03846381465418054,0.027923995106311526,193d6327f2f55b55983ad6097b0e9021413da7820d3d0527a4e2790635108593,qwen2.5-7b-inst,JV_NATIVE,8,8,1.3348192352581612e-06,1.1714906332276065e-05,0.03235169148106158,0.032339976574729305,0.9999159768163943,FINITE,1.5975815605477796e-06,0.00014515260759203816,0.18708113685092573,2,52146.55428904557
