cell,outer_K,endpoint,prompt,nll_prompt_denominator,target_new_mean,target_new_median,target_new_p90,target_new_min,target_new_max,target_true_mean,target_true_median,target_true_p90,target_true_min,target_true_max,recorded_margin_definition,margin_mean,margin_median,margin_p90,margin_min,margin_max,success_numerator,success_denominator,success_rate,strict_success_numerator,strict_success_denominator,strict_success_rate,accuracy_numerator,accuracy_denominator,accuracy_rate,strict_accuracy_numerator,strict_accuracy_denominator,strict_accuracy_rate
Z1-REFINE,1,pre_writer_W,rephrase,200,9.821012883782387,9.670491218566895,14.684753894805908,0.9807385206222534,20.9183349609375,5.002350515811704,4.228675365447998,9.832116699218748,0.01180661004036665,18.113306045532227,target_new_minus_target_true,4.818662367970683,5.106225490570068,10.252936124801636,-8.869389057159424,16.52924680709839,28,200,0.14,8,100,0.08,1,200,0.005,0,100,0.0
Z1-REFINE,1,post_writer_W,rewrite,100,7.129241669178009,7.109683036804199,11.973258781433112,1.2912802696228027,14.37846851348877,4.665590330585838,4.216480016708374,8.782348155975342,0.09693510830402374,13.766571044921875,target_new_minus_target_true,2.4636513385921717,2.5317938327789307,7.450585143268109,-8.619794845581055,11.905090689659119,23,100,0.23,23,100,0.23,5,100,0.05,5,100,0.05
Z1-REFINE,1,post_writer_W,rephrase,200,7.893989159762859,7.653345823287964,12.354576969146729,0.502784252166748,17.50428009033203,5.096688587917015,4.313644647598267,9.904550266265868,0.016503138467669487,17.941936492919922,target_new_minus_target_true,2.7973005718458444,3.1285915672779083,7.83271996974945,-9.193251132965088,13.991982072591782,49,200,0.245,17,100,0.17,6,200,0.03,0,100,0.0
Z1-REFINE,4,accepted_z,rewrite,100,0.07486279295175337,0.04709230735898018,0.162489527463913,0.00015186110977083445,0.660645604133606,10.337832832336426,9.724472045898438,15.273210334777836,4.371589660644531,20.569873809814453,target_new_minus_target_true,-10.262970039384673,-9.67841168679297,-6.100678537227212,-20.56160764489323,-4.279546737670898,100,100,1.0,100,100,1.0,100,100,1.0,100,100,1.0
Z1-REFINE,4,accepted_z,rephrase,200,1.570407600629842,0.42250093817710876,4.797185325622558,0.002739607123658061,10.822571754455566,8.906625700294972,8.740647315979004,13.456291580200194,0.9044979810714722,18.0561580657959,target_new_minus_target_true,-7.336218099665129,-7.126804828643799,-2.7449098229408264,-17.658501665107906,8.458104252815247,193,200,0.965,95,100,0.95,130,200,0.65,50,100,0.5
Z1-REFINE,4,pre_writer_W,rewrite,100,0.4436577977985144,0.191581629216671,0.765180176496506,0.011794240213930607,5.8384246826171875,8.637841253280639,8.2417893409729,13.101286602020267,1.0868828296661377,19.350566864013672,target_new_minus_target_true,-8.194183455482126,-7.782637909054756,-4.267664158344268,-19.32614855095744,2.7860333919525146,98,100,0.98,98,100,0.98,93,100,0.93,93,100,0.93
Z1-REFINE,4,pre_writer_W,rephrase,200,3.02542797582224,1.9549572467803955,7.096051120758056,0.016317032277584076,14.966377258300781,6.8635276958346365,6.497926235198975,11.497001934051513,0.3722333312034607,16.73517608642578,target_new_minus_target_true,-3.8380997200123965,-3.739361450076103,1.1045535326004021,-14.93747664988041,12.638986647129059,163,200,0.815,70,100,0.7,82,200,0.41,26,100,0.26
Z1-REFINE,4,post_writer_W,rewrite,100,0.0733297094880254,0.0469550434499979,0.16064212471246722,0.00015317220822907984,0.6648421287536621,10.348364863395691,9.72037124633789,15.302869796752935,4.16252326965332,20.822282791137695,target_new_minus_target_true,-10.275035153907666,-9.67330727353692,-6.013918413780629,-20.8153113508597,-4.091606333851814,100,100,1.0,100,100,1.0,100,100,1.0,100,100,1.0
Z1-REFINE,4,post_writer_W,rephrase,200,2.6025894672272263,1.4925392866134644,6.750882863998412,0.0022341071162372828,14.705745697021484,7.473890320137143,7.350888967514038,12.562120532989502,0.18297703564167023,18.032297134399414,target_new_minus_target_true,-4.871300852909917,-4.803448565304279,0.4151344299316392,-17.979221273213625,13.120793029665947,174,200,0.87,78,100,0.78,95,200,0.475,29,100,0.29
Z1-REFINE,8,accepted_z,rewrite,100,0.011388642331148731,0.008624684996902943,0.02485778834670783,0.00013505500101018697,0.07385782152414322,12.369629893302918,11.746949672698975,17.3085750579834,5.631378650665283,21.917741775512695,target_new_minus_target_true,-12.35824125097177,-11.731266363756731,-7.9022753451485155,-21.917213936918415,-5.567939944565296,100,100,1.0,100,100,1.0,100,100,1.0,100,100,1.0
Z1-REFINE,8,accepted_z,rephrase,200,1.3846419972757575,0.16618631035089493,4.586139440536498,0.0012236495967954397,11.199920654296875,9.948373675346375,9.664068698883057,14.974541854858398,0.6810228824615479,21.380517959594727,target_new_minus_target_true,-8.563731678070617,-8.411680848803371,-3.3194403648376465,-21.37929430999793,10.286217451095581,194,200,0.97,96,100,0.96,141,200,0.705,55,100,0.55
Z1-REFINE,8,pre_writer_W,rewrite,100,0.013356893904856407,0.010431049857288599,0.030612850375473503,0.00014399446081370115,0.08639588952064514,12.204626812934876,11.597351551055908,17.09757804870606,5.5294647216796875,21.722047805786133,target_new_minus_target_true,-12.191269919030018,-11.57663249457255,-7.666041894908992,-21.721477432816755,-5.456366300582886,100,100,1.0,100,100,1.0,100,100,1.0,100,100,1.0
Z1-REFINE,8,pre_writer_W,rephrase,200,2.3301999502629043,0.9554338455200195,6.772569894790649,0.001545069506391883,14.85571002960205,8.103730834797025,7.854306936264038,13.533556270599366,0.16746731102466583,20.204099655151367,target_new_minus_target_true,-5.773530884534121,-5.596069693565369,0.08520560264587344,-20.188683034852147,13.346195980906487,178,200,0.89,80,100,0.8,105,200,0.525,33,100,0.33
Z1-REFINE,8,post_writer_W,rewrite,100,0.011345961949409684,0.008638276718556881,0.024815197475254548,0.0001357701694360003,0.07349968701601028,12.371069035530091,11.749495506286621,17.307374382019045,5.640301704406738,21.921281814575195,target_new_minus_target_true,-12.35972307358068,-11.73380304989405,-7.902916670264673,-21.92075480998028,-5.578346189111471,100,100,1.0,100,100,1.0,100,100,1.0,100,100,1.0
Z1-REFINE,8,post_writer_W,rephrase,200,2.315500875944272,0.915909469127655,6.77600793838501,0.001812126487493515,14.872125625610352,8.15449217863381,7.897799730300903,13.598227500915527,0.16625584661960602,20.344663619995117,target_new_minus_target_true,-5.8389913026895375,-5.638538882136345,0.08551688194274874,-20.330642160959542,13.373993024230003,178,200,0.89,80,100,0.8,107,200,0.535,35,100,0.35
