layer,cache_load_mean,cache_load_max,cache_load_share_mean,actual_update_energy
4,356.69918375257623,601.3841286713811,0.08214546335284315,NOT_RECORDED_NATIVE_OFFICIAL_APPLY
5,600.6759239232844,1041.5768848280993,0.13534098725362062,NOT_RECORDED_NATIVE_OFFICIAL_APPLY
6,1015.2301160054376,1808.9127485805984,0.22256422221832603,NOT_RECORDED_NATIVE_OFFICIAL_APPLY
7,1351.1965144729206,2457.749812557225,0.2899201801810049,NOT_RECORDED_NATIVE_OFFICIAL_APPLY
8,1268.6093481793896,2345.2507043912983,0.27002914699420527,NOT_RECORDED_NATIVE_OFFICIAL_APPLY
