W0_restored,alias,case_index,case_net_target_displacement,clamp_hit_count,configured_inner_count,current_selection_count,depth,eff_margin_mean,eff_nll_new_mean,executed_inner_count,gen_margin_mean,gen_nll_new_mean,inner_target_path_length,kl_backward_count,kl_forward_count,locality_nll_new_mean,outer_target_path_length,path_to_net_ratio,primary_endpoint_forward_count,reference_energy_max,reference_energy_min,request_nll_ge_0_05_count,request_nll_max,request_nll_mean,request_nll_median,request_nll_p90,rescue_endpoint_forward_count,selection_slot_count,semantic_backward_count,semantic_forward_count,target_wall_seconds,terminal_evaluator_wall_seconds,terminal_full_six_target_new_nll,terminal_identity_sha256,terminal_sha256,total_wall_seconds,z_eff_denominator,z_eff_numerator,z_gen_denominator,z_gen_numerator
True,llama3-8b-inst,1,9.374415218214994,5,1,0,IL1,11.579866027832031,0.03263397216796875,8,7.8115234375,1.8134765625,17.566792761337894,40,45,12.7309375,17.566792761337894,1.8739081161249045,40,1681.5193498525769,2.263539081237942,4,0.062456827610731125,0.044752513989806175,0.04724968038499355,0.058096719160676,0,80,40,45,30.724693319760263,1.190617024898529,0.044752513989806175,9398921d6152c5a0966da45799178e32f0123e1451ccdccb648885cbb49d9af6,659996b6cebeb5b2aae196750ada542c95c08b3b53b60ef420674107170f16fc,44.84124838002026,10,10,20,20
True,llama3-8b-inst,2,7.927353946743504,0,1,0,IL1,11.759222412109375,0.025152587890625,8,6.4710205078125,1.7906982421875,13.81339331769688,40,45,11.329140625,13.81339331769688,1.7424973592066386,40,810.5402164036948,1.7852993731442899,0,0.03504405915737152,0.025400580558925866,0.024659370072185993,0.03352178819477558,0,80,40,45,29.424244957976043,1.2002428909763694,0.025400580558925866,07591a6b909c2832f6853704aec28babebda59b6aabc11afec3028d24cb82ae4,fab2d66c06926e2327697dec7ce7a7f6b15e1368895aec97d52814a22cf7a80c,39.40943310782313,10,10,20,20
True,llama3-8b-inst,3,7.436040125099119,0,1,0,IL1,10.778209686279297,0.040540313720703124,8,6.243048477172851,2.6803890228271485,12.907228181760052,40,45,9.64318359375,12.907228181760052,1.7357663439972366,40,466.35033388827725,3.874692001788863,3,0.09267455339431763,0.05006677061319351,0.044765373691916466,0.08375984951853752,0,80,40,45,32.458628460299224,1.1496770940721035,0.05006677061319351,8121fe8526dbbe2d7a03a915fbe3b8181a2243922f2f3c63d990a3d747e9cf9a,d284468f8d69cea59f908fb0d73f85d273922ce79ab04f8583d8574324872b1e,42.8337352508679,10,10,20,20
True,llama3-8b-inst,4,8.15436567073576,8,1,0,IL1,10.142937469482423,0.010187530517578125,8,4.71522216796875,2.27403564453125,20.646210854544663,40,45,11.244375,20.646210854544663,2.531921143619964,40,3924.093902254781,380.06428285772324,0,0.02044377475976944,0.011076664226129651,0.00919382506981492,0.018031575344502927,25,80,40,45,32.37328158225864,1.2330861273221672,0.011076664226129651,d8ee2c06c56acbe4b65938395eb74e3902cbd5a848540e9c7663559183e1b484,652aba2bc4c8f3613761498b68300e7d3fecc2a954e2948f05ed88b359eeb673,42.5508298529312,10,10,20,18
True,llama3-8b-inst,5,7.871009899368807,4,1,0,IL1,11.339273071289062,0.0169769287109375,8,7.327655029296875,1.302813720703125,16.899903395432013,40,45,10.306796875,16.899903395432013,2.1471073739581055,40,1548.0476964703576,0.6707497200047372,1,0.053822096437215805,0.020490069035440685,0.015401750337332487,0.037655024603009214,10,80,40,45,31.811302785295993,1.2273520356975496,0.020490069035440685,5115a2496f04b230909a5d41e293c32753e2f3da9befb81d54b3d500a5591147,79af5ad0087192c45b7afdabe2f4c04c01a76659a8a5f2c9c6b6974844f184ba,42.09783107601106,10,10,20,20
True,llama3-8b-inst,6,10.37757584331984,13,1,3,IL1,13.771269989013671,0.016230010986328126,8,8.955978393554688,1.2104278564453126,26.600211096110005,40,45,10.28625,26.600211096110005,2.563239382464533,40,2374.677639266157,53.36940562374483,0,0.04737332463264465,0.02371642499929294,0.023424466140568256,0.0459954034537077,20,80,40,45,38.18435669969767,1.0876269582659006,0.02371642499929294,63fcf8be2c5c776a409c500498d2c1afb10b12af3463d917b03c87631a5e28da,2d7f682877cb78a30283e4e8860cc441fa02a8f5d3a6df6655b1412ad4129451,49.46087030088529,10,10,20,19
True,llama3-8b-inst,7,9.394640241631878,5,1,0,IL1,11.65554757118225,0.016329193115234376,8,8.94646339416504,1.1949058532714845,24.50005062806772,40,45,11.053984375,24.50005062806772,2.6078753414629943,40,1565.2718353179134,348.1566257257716,1,0.11939997971057892,0.028638889035210013,0.019310046918690205,0.04430880248546597,15,80,40,45,30.679269088432193,1.2216269890777767,0.028638889035210013,be62cd9dd39debc2ee34305421811f3c3be23a2f6e235733b8861714a9f8020e,5b3a6d7c99e6e818f3a98d58cee063c01f23e3f0c26cb0dd033350c735e65f26,40.934198930859566,10,10,20,20
True,llama3-8b-inst,8,6.61637161954445,0,1,0,IL1,9.026187133789062,0.0644378662109375,8,6.635101318359375,2.774273681640625,10.95505905160751,40,45,10.51390625,10.95505905160751,1.655750263368941,40,524.5341890537641,1.2109039854609924,7,0.19219407439231873,0.07399772978387772,0.06355870887637138,0.12988896071910855,5,80,40,45,30.58359764609486,1.252383952960372,0.07399772978387772,4a8251a2547481007cffcb75a5adbcb65d33139c6b41d4687fa28197660f493c,21e417a5015a29c5ffa3bf285358104fdc050af5b7f3fc4f30b92113fa9a510a,40.794730303343385,10,10,20,20
True,llama3-8b-inst,9,7.446444479106639,0,1,0,IL1,9.908052062988281,0.03257293701171875,8,6.5980224609375,0.9043212890625,12.38492088357138,40,45,10.45984375,12.38492088357138,1.6631992514442566,40,785.7187147242425,2.3418703550759834,7,0.11414054036140442,0.05554865226149559,0.05200307443737984,0.07646479085087775,0,80,40,45,30.4439604007639,1.2244321089237928,0.05554865226149559,f972d5d0e91d7fb9c63e8b0bd247313c601c23df91e6aae2628694909c2f751e,f31ffad0ab504c472811362de2ec669a6accc9c99288187ad9e404d717b3ada2,40.7051489171572,10,10,20,20
True,llama3-8b-inst,10,8.793906010952655,5,1,0,IL1,12.87855224609375,0.04019775390625,8,9.865029907226562,0.8459075927734375,22.815071814240174,40,45,11.18796875,22.815071814240174,2.594418428605491,40,3413.5470767095535,344.8403675295756,1,0.25246375799179077,0.043066803552210334,0.021846194751560688,0.058416745066642684,10,80,40,45,30.7353121121414,1.3644462400116026,0.043066803552210334,f889cab187d6c56029e719472f45167c608e290c1944f13b0c6af5d0a8862475,9849eaa749eb94d80ba07b90192224a8dcfcc43e628eae146351fc02683d05dd,41.29257838567719,10,10,20,20
