arm,batch,population,metric,group,field,aggregation_unit,n,mean,median,q25,q75,iqr,p90,p95,p99,min,max
N4,55,current,NS,ALL,desired_margin,PROMPT,1000,2.9333564043532823,2.7285884618759155,0.0749058723449707,6.137960255146027,6.063054382801056,8.631758236885071,10.054569277167317,14.189426539032718,-15.576244294643402,16.477890804293565
N4,55,current,NS,ALL,desired_margin,REQUEST_CLUSTER_MEAN,100,2.9333564043532823,3.051111946249148,1.0259159564971925,4.711102029681205,3.685186073184013,6.688464218974114,7.84560327566927,8.992476329550158,-5.848980569839478,11.115600715577603
N4,55,historical,RS,ALL,new_nll,PROMPT,128,0.23370248958067918,0.0026212515076622367,0.0011319957266096026,0.008548269281163812,0.007416273554554209,0.09028708487749086,0.41783809214830353,6.306045570373557,5.4834770708112046e-05,14.087814331054688
N4,55,historical,RS,ALL,new_nll,REQUEST_CLUSTER_MEAN,128,0.23370248958067918,0.0026212515076622367,0.0011319957266096026,0.008548269281163812,0.007416273554554209,0.09028708487749086,0.41783809214830353,6.306045570373557,5.4834770708112046e-05,14.087814331054688
N4,55,historical,RS,ALL,true_nll,PROMPT,128,12.715030891820788,12.015496730804443,9.989045143127441,15.427273988723755,5.4382288455963135,17.379112815856935,18.193918514251706,22.104591159820558,3.088299036026001,23.471206665039062
N4,55,historical,RS,ALL,true_nll,REQUEST_CLUSTER_MEAN,128,12.715030891820788,12.015496730804443,9.989045143127441,15.427273988723755,5.4382288455963135,17.379112815856935,18.193918514251706,22.104591159820558,3.088299036026001,23.471206665039062
N4,55,historical,RS,ALL,desired_margin,PROMPT,128,12.48132840224011,11.988814451149665,9.796460876896163,15.359171128540765,5.562710251644603,17.37593634306977,18.193198853908687,22.104076261542506,2.0929641723632812,23.466287216171622
N4,55,historical,RS,ALL,desired_margin,REQUEST_CLUSTER_MEAN,128,12.48132840224011,11.988814451149665,9.796460876896163,15.359171128540765,5.562710251644603,17.37593634306977,18.193198853908687,22.104076261542506,2.0929641723632812,23.466287216171622
N4,55,historical,RS,ACTIVE_TARGET,new_nll,PROMPT,124,0.09864112271964498,0.0025582341477274895,0.0010728443157859147,0.007342164637520909,0.006269320321734995,0.0230617605149746,0.18292303830385193,1.143621317744254,5.4834770708112046e-05,7.7881178855896
N4,55,historical,RS,ACTIVE_TARGET,new_nll,REQUEST_CLUSTER_MEAN,124,0.09864112271964498,0.0025582341477274895,0.0010728443157859147,0.007342164637520909,0.006269320321734995,0.0230617605149746,0.18292303830385193,1.143621317744254,5.4834770708112046e-05,7.7881178855896
N4,55,historical,RS,ACTIVE_TARGET,true_nll,PROMPT,124,12.821244881999109,12.095831871032715,10.108742237091064,15.427273988723755,5.31853175163269,17.41587963104248,18.229551982879638,22.11851427078247,5.227597713470459,23.471206665039062
N4,55,historical,RS,ACTIVE_TARGET,true_nll,REQUEST_CLUSTER_MEAN,124,12.821244881999109,12.095831871032715,10.108742237091064,15.427273988723755,5.31853175163269,17.41587963104248,18.229551982879638,22.11851427078247,5.227597713470459,23.471206665039062
N4,55,historical,RS,ACTIVE_TARGET,desired_margin,PROMPT,124,12.722603759279464,12.088025242934236,9.986289077001857,15.42376099381363,5.4374719168117736,17.4142814828112,18.228797751993987,22.11802977850544,3.6576476097106934,23.466287216171622
N4,55,historical,RS,ACTIVE_TARGET,desired_margin,REQUEST_CLUSTER_MEAN,124,12.722603759279464,12.088025242934236,9.986289077001857,15.42376099381363,5.4374719168117736,17.4142814828112,18.228797751993987,22.11802977850544,3.6576476097106934,23.466287216171622
N4,55,historical,RS,SUPERSEDED,new_nll,PROMPT,4,4.420604862272739,1.6471480131149292,0.8215784206986427,5.246174454689026,4.424596033990383,10.551158380508426,12.319486355781551,13.734148736000058,0.30030909180641174,14.087814331054688
N4,55,historical,RS,SUPERSEDED,new_nll,REQUEST_CLUSTER_MEAN,4,4.420604862272739,1.6471480131149292,0.8215784206986427,5.246174454689026,4.424596033990383,10.551158380508426,12.319486355781551,13.734148736000058,0.30030909180641174,14.087814331054688
N4,55,historical,RS,SUPERSEDED,true_nll,PROMPT,4,9.422397196292877,8.674986839294434,6.80935674905777,11.288027286529541,4.478670537471771,14.866000556945803,16.058658313751216,17.012784519195556,3.088299036026001,17.25131607055664
N4,55,historical,RS,SUPERSEDED,true_nll,REQUEST_CLUSTER_MEAN,4,9.422397196292877,8.674986839294434,6.80935674905777,11.288027286529541,4.478670537471771,14.866000556945803,16.058658313751216,17.012784519195556,3.088299036026001,17.25131607055664
N4,55,historical,RS,SUPERSEDED,desired_margin,PROMPT,4,5.001792334020138,5.082402467727661,2.895867347717285,7.188327454030514,4.292460106313229,7.524971118569374,7.637185673415661,7.72695731729269,2.0929641723632812,7.749400228261948
N4,55,historical,RS,SUPERSEDED,desired_margin,REQUEST_CLUSTER_MEAN,4,5.001792334020138,5.082402467727661,2.895867347717285,7.188327454030514,4.292460106313229,7.524971118569374,7.637185673415661,7.72695731729269,2.0929641723632812,7.749400228261948
N4,55,historical,RS,UNKNOWN_RELATION,new_nll,PROMPT,0,,,,,,,,,,
N4,55,historical,RS,UNKNOWN_RELATION,new_nll,REQUEST_CLUSTER_MEAN,0,,,,,,,,,,
N4,55,historical,RS,UNKNOWN_RELATION,true_nll,PROMPT,0,,,,,,,,,,
N4,55,historical,RS,UNKNOWN_RELATION,true_nll,REQUEST_CLUSTER_MEAN,0,,,,,,,,,,
N4,55,historical,RS,UNKNOWN_RELATION,desired_margin,PROMPT,0,,,,,,,,,,
N4,55,historical,RS,UNKNOWN_RELATION,desired_margin,REQUEST_CLUSTER_MEAN,0,,,,,,,,,,
N4,55,historical,PS,ALL,new_nll,PROMPT,256,1.5530384489204607,0.23254744708538055,0.04275577515363693,1.7723355889320374,1.7295798137784004,4.957255125045776,7.048481106758118,12.940743160247786,0.0004094000905752182,16.083168029785156
N4,55,historical,PS,ALL,new_nll,REQUEST_CLUSTER_MEAN,128,1.5530384489204607,0.7275887310970575,0.12583592627197504,2.2330060759559274,2.1071701496839523,3.866326393187046,5.690124313533305,10.199488959312443,0.00360086711589247,15.87428903579712
N4,55,historical,PS,ALL,true_nll,PROMPT,256,9.684198906645179,9.213092803955078,7.0305702686309814,11.850978136062622,4.820407867431641,14.217742919921875,16.004756689071655,19.999138641357423,2.4798734188079834,21.168861389160156
N4,55,historical,PS,ALL,true_nll,REQUEST_CLUSTER_MEAN,128,9.684198906645179,9.329931855201721,7.2831501960754395,11.761066198348999,4.47791600227356,13.472868585586546,14.373479986190794,19.52869989395142,3.7289934158325195,20.229517936706543
N4,55,historical,PS,ALL,desired_margin,PROMPT,256,8.131160457724718,7.832290798425674,5.197759926319122,10.851210968801752,5.653451042482629,13.724695431999862,15.522827765671536,19.817124934680756,-5.235901355743408,21.161537235602736
N4,55,historical,PS,ALL,desired_margin,REQUEST_CLUSTER_MEAN,128,8.131160457724718,7.672493799356744,5.796656957769301,10.413025029469281,4.616368071699981,12.71879377104342,13.760791386244815,19.510024770116438,-1.2595903873443604,20.06627087065135
N4,55,historical,PS,ACTIVE_TARGET,new_nll,PROMPT,248,1.3374559387910618,0.20741219818592072,0.04093439504504204,1.557646095752716,1.516711700707674,4.350324201583864,6.287619352340696,11.147354021072388,0.0004094000905752182,13.737913131713867
N4,55,historical,PS,ACTIVE_TARGET,new_nll,REQUEST_CLUSTER_MEAN,124,1.3374559387910618,0.6470153019763529,0.11927235522307456,1.989907116512768,1.8706347612896934,3.417631506919861,4.33407899737358,9.109580900669096,0.00360086711589247,10.551722526550293
N4,55,historical,PS,ACTIVE_TARGET,true_nll,PROMPT,248,9.691880233826176,9.305466651916504,7.046895980834961,11.850978136062622,4.804082155227661,14.082062911987306,15.753301954269405,20.004590911865236,2.4798734188079834,21.168861389160156
N4,55,historical,PS,ACTIVE_TARGET,true_nll,REQUEST_CLUSTER_MEAN,124,9.691880233826176,9.412839889526367,7.347466707229614,11.761066198348999,4.413599491119385,13.384891557693482,14.20418493747711,19.567151050567624,3.7289934158325195,20.229517936706543
N4,55,historical,PS,ACTIVE_TARGET,desired_margin,PROMPT,248,8.354424295035114,7.945549923460931,5.474593779537827,11.021416127681732,5.546822348143905,13.845999219454827,15.55561122293584,19.848167081661522,-5.235901355743408,21.161537235602736
N4,55,historical,PS,ACTIVE_TARGET,desired_margin,REQUEST_CLUSTER_MEAN,124,8.354424295035114,7.881306057795882,5.94925840664655,10.585259409155697,4.636001002509147,12.818560303375126,13.826495384564621,19.5503277960699,-1.2595903873443604,20.06627087065135
N4,55,historical,PS,SUPERSEDED,new_nll,PROMPT,8,8.236096262931824,7.391668796539307,3.4443782567977905,12.391677379608154,8.947299122810364,15.790737438201905,15.93695273399353,16.05392497062683,2.0394444465637207,16.083168029785156
N4,55,historical,PS,SUPERSEDED,new_nll,REQUEST_CLUSTER_MEAN,4,8.236096262931824,6.427144885063171,5.692214787006378,8.971026360988617,3.2788115739822388,13.11298396587372,14.493636500835414,15.598158528804777,4.215806245803833,15.87428903579712
N4,55,historical,PS,SUPERSEDED,true_nll,PROMPT,8,9.446077764034271,8.040333271026611,6.403802871704102,10.371689796447754,3.9678869247436523,17.22236404418945,18.116534042358396,18.831870040893556,3.265585422515869,19.010704040527344
N4,55,historical,PS,SUPERSEDED,true_nll,REQUEST_CLUSTER_MEAN,4,9.446077764034271,7.2190985679626465,6.627414643764496,10.037761688232422,3.410347044467926,14.655095672607423,16.19420700073242,17.42549606323242,5.61279559135437,17.733318328857422
N4,55,historical,PS,SUPERSEDED,desired_margin,PROMPT,8,1.2099815011024475,0.7994527816772461,0.13803648948669434,2.2840583324432373,2.146021842956543,4.203775835037231,5.2053379774093615,6.006587691307067,-3.3404273986816406,6.206900119781494
N4,55,historical,PS,SUPERSEDED,desired_margin,REQUEST_CLUSTER_MEAN,4,1.2099815011024475,1.3201496601104736,0.3216667175292969,2.2084644436836243,1.8867977261543274,2.837447714805603,3.0471088051795956,3.2148376774787897,-1.057143211364746,3.256769895553589
N4,55,historical,PS,UNKNOWN_RELATION,new_nll,PROMPT,0,,,,,,,,,,
N4,55,historical,PS,UNKNOWN_RELATION,new_nll,REQUEST_CLUSTER_MEAN,0,,,,,,,,,,
N4,55,historical,PS,UNKNOWN_RELATION,true_nll,PROMPT,0,,,,,,,,,,
N4,55,historical,PS,UNKNOWN_RELATION,true_nll,REQUEST_CLUSTER_MEAN,0,,,,,,,,,,
N4,55,historical,PS,UNKNOWN_RELATION,desired_margin,PROMPT,0,,,,,,,,,,
N4,55,historical,PS,UNKNOWN_RELATION,desired_margin,REQUEST_CLUSTER_MEAN,0,,,,,,,,,,
N4,55,historical,NS,ALL,new_nll,PROMPT,1280,7.994249867767939,7.982265472412109,5.053990006446838,10.808963060379028,5.75497305393219,13.25965909957886,14.928422069549557,18.143041172027594,0.0008704449282959104,22.559415817260742
N4,55,historical,NS,ALL,new_nll,REQUEST_CLUSTER_MEAN,128,7.994249867767939,7.689207482337952,5.71647112518549,10.005700886249542,4.289229761064052,12.004584884643554,13.170671108365054,15.348039669990543,1.0198290977627038,19.190888977050783
N4,55,historical,NS,ALL,true_nll,PROMPT,1280,5.974413139973694,5.712403297424316,3.287621021270752,8.43932056427002,5.151699542999268,10.838730335235596,11.97298159599304,14.672812738418584,0.007579734083265066,19.522565841674805
N4,55,historical,NS,ALL,true_nll,REQUEST_CLUSTER_MEAN,128,5.974413139973694,5.822871655225754,3.9914523977786303,7.747859841585159,3.7564074438065287,8.978550639152527,9.456135009527205,10.573560096502305,1.55427613183856,11.326942586898804
N4,55,historical,NS,ALL,desired_margin,PROMPT,1280,2.019836727794245,2.0641417503356934,-1.0228748321533203,4.773580551147461,5.796455383300781,7.984985482692723,10.362889194488524,13.722488073110592,-13.652175050228834,16.93739354610443
N4,55,historical,NS,ALL,desired_margin,REQUEST_CLUSTER_MEAN,128,2.019836727794245,1.7162793338298798,-0.14857815504074096,4.482928654924035,4.631506809964776,6.396514963507652,7.3263274393626485,11.161570952519774,-7.999354547634721,13.997348165512085
N4,55,historical,NS,ACTIVE_TARGET,new_nll,PROMPT,1240,7.896946135191096,7.944556713104248,5.0295058488845825,10.735987901687622,5.7064820528030396,13.017995452880863,14.696083164215088,16.96425222396848,0.0008704449282959104,22.559415817260742
N4,55,historical,NS,ACTIVE_TARGET,new_nll,REQUEST_CLUSTER_MEAN,124,7.896946135191096,7.673805499076844,5.60361710190773,10.005700886249542,4.402083784341812,11.853545331954956,12.757690300345422,14.289768377304073,1.0198290977627038,15.676078510284423
N4,55,historical,NS,ACTIVE_TARGET,true_nll,PROMPT,1240,5.910406249420221,5.641747951507568,3.1804290413856506,8.3897225856781,5.20929354429245,10.749151611328132,11.960537672042847,14.630091257095332,0.007579734083265066,19.522565841674805
N4,55,historical,NS,ACTIVE_TARGET,true_nll,REQUEST_CLUSTER_MEAN,124,5.910406249420221,5.743926239013672,3.9401992786675692,7.462266963720322,3.5220676850527526,8.95029970407486,9.48803838610649,10.577001105070114,1.55427613183856,11.326942586898804
N4,55,historical,NS,ACTIVE_TARGET,desired_margin,PROMPT,1240,1.986539885770875,2.1018681451678276,-0.9870074987411499,4.773580551147461,5.760588049888611,7.909849715232851,10.151075291633607,13.161379911303506,-13.652175050228834,16.93739354610443
N4,55,historical,NS,ACTIVE_TARGET,desired_margin,REQUEST_CLUSTER_MEAN,124,1.986539885770875,1.830241148173809,-0.14857815504074096,4.482928654924035,4.631506809964776,6.3321471613645555,7.284983528032899,10.388523304224003,-7.999354547634721,11.215396378934383
N4,55,historical,NS,SUPERSEDED,new_nll,PROMPT,40,11.01066557765007,9.647080898284912,7.118780732154846,15.202654361724854,8.083873629570007,19.387646865844726,19.621536254882812,20.157972164154053,2.4157495498657227,20.397371292114258
N4,55,historical,NS,SUPERSEDED,new_nll,REQUEST_CLUSTER_MEAN,4,11.01066557765007,9.248807978630065,8.41588938832283,11.843584167957307,3.4276947796344768,16.251967053413395,17.721428015232085,18.89699678468704,6.3541573762893675,19.190888977050783
N4,55,historical,NS,SUPERSEDED,true_nll,PROMPT,40,7.958626747131348,7.508935928344727,5.211609840393066,10.055606365203857,4.843996524810791,11.890317440032959,12.68283791542053,15.245772199630736,3.421870708465576,16.227378845214844
N4,55,historical,NS,SUPERSEDED,true_nll,REQUEST_CLUSTER_MEAN,4,7.958626747131348,8.728953194618224,7.764198219776154,8.923381721973419,1.1591835021972647,9.079188561439514,9.131124174594879,9.17267266511917,5.193540811538696,9.183059787750244
N4,55,historical,NS,SUPERSEDED,desired_margin,PROMPT,40,3.0520388305187227,1.4509625434875488,-1.7526359558105469,6.28067684173584,8.033312797546387,14.555157661437988,14.671155714988705,15.82318995475769,-8.456562042236328,15.907839298248291
N4,55,historical,NS,SUPERSEDED,desired_margin,REQUEST_CLUSTER_MEAN,4,3.0520388305187227,0.3467360734939575,-0.6806110441684723,4.0793859481811525,4.759996992349625,10.030163278579714,12.013755722045893,13.600629676818844,-2.4826649904251097,13.997348165512085
N4,55,historical,NS,UNKNOWN_RELATION,new_nll,PROMPT,0,,,,,,,,,,
N4,55,historical,NS,UNKNOWN_RELATION,new_nll,REQUEST_CLUSTER_MEAN,0,,,,,,,,,,
N4,55,historical,NS,UNKNOWN_RELATION,true_nll,PROMPT,0,,,,,,,,,,
N4,55,historical,NS,UNKNOWN_RELATION,true_nll,REQUEST_CLUSTER_MEAN,0,,,,,,,,,,
N4,55,historical,NS,UNKNOWN_RELATION,desired_margin,PROMPT,0,,,,,,,,,,
N4,55,historical,NS,UNKNOWN_RELATION,desired_margin,REQUEST_CLUSTER_MEAN,0,,,,,,,,,,
N4,55,suffix,RS,ALL,new_nll,PROMPT,500,0.02448827849460213,0.001987745286896825,0.0008690752001712099,0.004121886449865997,0.003252811249694787,0.008054981939494619,0.016205745562911003,0.3139710089564298,2.8013790142722428e-05,3.2150719165802
N4,55,suffix,RS,ALL,new_nll,REQUEST_CLUSTER_MEAN,500,0.02448827849460213,0.001987745286896825,0.0008690752001712099,0.004121886449865997,0.003252811249694787,0.008054981939494619,0.016205745562911003,0.3139710089564298,2.8013790142722428e-05,3.2150719165802
N4,55,suffix,RS,ALL,true_nll,PROMPT,500,13.974322273254394,13.836459159851074,11.091839075088501,16.42613697052002,5.3342978954315186,19.095774078369143,20.61861333847045,22.704400215148926,2.887119770050049,26.26506805419922
N4,55,suffix,RS,ALL,true_nll,REQUEST_CLUSTER_MEAN,500,13.974322273254394,13.836459159851074,11.091839075088501,16.42613697052002,5.3342978954315186,19.095774078369143,20.61861333847045,22.704400215148926,2.887119770050049,26.26506805419922
N4,55,suffix,RS,ALL,desired_margin,PROMPT,500,13.949833994759793,13.833983320801053,11.089280287444126,16.424557076068595,5.335276788624469,19.094434247654863,20.618291667182337,22.70184562298935,2.2979212403297424,26.264805470622377
N4,55,suffix,RS,ALL,desired_margin,REQUEST_CLUSTER_MEAN,500,13.949833994759793,13.833983320801053,11.089280287444126,16.424557076068595,5.335276788624469,19.094434247654863,20.618291667182337,22.70184562298935,2.2979212403297424,26.264805470622377
N4,55,suffix,RS,ACTIVE_TARGET,new_nll,PROMPT,499,0.018094323308057842,0.001980844885110855,0.0008677054720465094,0.004092770162969828,0.0032250646909233183,0.007955460250377654,0.01547945169731972,0.22123314976692032,2.8013790142722428e-05,2.6408958435058594
N4,55,suffix,RS,ACTIVE_TARGET,new_nll,REQUEST_CLUSTER_MEAN,499,0.018094323308057842,0.001980844885110855,0.0008677054720465094,0.004092770162969828,0.0032250646909233183,0.007955460250377654,0.01547945169731972,0.22123314976692032,2.8013790142722428e-05,2.6408958435058594
N4,55,suffix,RS,ACTIVE_TARGET,true_nll,PROMPT,499,13.986278942926136,13.838517189025879,11.107175827026367,16.4337215423584,5.326545715332031,19.10002212524414,20.629944038391105,22.704841918945313,2.887119770050049,26.26506805419922
N4,55,suffix,RS,ACTIVE_TARGET,true_nll,REQUEST_CLUSTER_MEAN,499,13.986278942926136,13.838517189025879,11.107175827026367,16.4337215423584,5.326545715332031,19.10002212524414,20.629944038391105,22.704841918945313,2.887119770050049,26.26506805419922
N4,55,suffix,RS,ACTIVE_TARGET,desired_margin,PROMPT,499,13.968184619618077,13.838017350179143,11.105222723272163,16.43164096865803,5.326418245385867,19.098719693627206,20.62959950885851,22.702281754035504,2.2979212403297424,26.264805470622377
N4,55,suffix,RS,ACTIVE_TARGET,desired_margin,REQUEST_CLUSTER_MEAN,499,13.968184619618077,13.838017350179143,11.105222723272163,16.43164096865803,5.326418245385867,19.098719693627206,20.62959950885851,22.702281754035504,2.2979212403297424,26.264805470622377
N4,55,suffix,RS,SUPERSEDED,new_nll,PROMPT,1,3.2150719165802,3.2150719165802,3.2150719165802,3.2150719165802,0.0,3.2150719165802,3.2150719165802,3.2150719165802,3.2150719165802,3.2150719165802
N4,55,suffix,RS,SUPERSEDED,new_nll,REQUEST_CLUSTER_MEAN,1,3.2150719165802,3.2150719165802,3.2150719165802,3.2150719165802,0.0,3.2150719165802,3.2150719165802,3.2150719165802,3.2150719165802,3.2150719165802
N4,55,suffix,RS,SUPERSEDED,true_nll,PROMPT,1,8.007944107055664,8.007944107055664,8.007944107055664,8.007944107055664,0.0,8.007944107055664,8.007944107055664,8.007944107055664,8.007944107055664,8.007944107055664
N4,55,suffix,RS,SUPERSEDED,true_nll,REQUEST_CLUSTER_MEAN,1,8.007944107055664,8.007944107055664,8.007944107055664,8.007944107055664,0.0,8.007944107055664,8.007944107055664,8.007944107055664,8.007944107055664,8.007944107055664
N4,55,suffix,RS,SUPERSEDED,desired_margin,PROMPT,1,4.792872190475464,4.792872190475464,4.792872190475464,4.792872190475464,0.0,4.792872190475464,4.792872190475464,4.792872190475464,4.792872190475464,4.792872190475464
N4,55,suffix,RS,SUPERSEDED,desired_margin,REQUEST_CLUSTER_MEAN,1,4.792872190475464,4.792872190475464,4.792872190475464,4.792872190475464,0.0,4.792872190475464,4.792872190475464,4.792872190475464,4.792872190475464,4.792872190475464
N4,55,suffix,RS,UNKNOWN_RELATION,new_nll,PROMPT,0,,,,,,,,,,
N4,55,suffix,RS,UNKNOWN_RELATION,new_nll,REQUEST_CLUSTER_MEAN,0,,,,,,,,,,
N4,55,suffix,RS,UNKNOWN_RELATION,true_nll,PROMPT,0,,,,,,,,,,
N4,55,suffix,RS,UNKNOWN_RELATION,true_nll,REQUEST_CLUSTER_MEAN,0,,,,,,,,,,
N4,55,suffix,RS,UNKNOWN_RELATION,desired_margin,PROMPT,0,,,,,,,,,,
N4,55,suffix,RS,UNKNOWN_RELATION,desired_margin,REQUEST_CLUSTER_MEAN,0,,,,,,,,,,
N4,55,suffix,PS,ALL,new_nll,PROMPT,1000,1.394546495382281,0.24488936364650726,0.03342487011104822,1.8565054535865784,1.8230805834755301,4.729039144515991,6.5193457126617425,10.005505762100219,0.0002256377338198945,15.531667709350586
N4,55,suffix,PS,ALL,new_nll,REQUEST_CLUSTER_MEAN,500,1.394546495382281,0.49057067433022894,0.08074532309547067,2.1457826639525592,2.0650373408570886,3.744094374775888,5.324634253978726,8.721037578582763,0.00114339345600456,14.20531940460205
N4,55,suffix,PS,ALL,true_nll,PROMPT,1000,10.209872340857983,10.151958465576172,7.6414676904678345,12.735270500183105,5.093802809715271,15.107554244995118,16.368784427642822,18.479792442321774,0.6884209513664246,22.000259399414062
N4,55,suffix,PS,ALL,true_nll,REQUEST_CLUSTER_MEAN,500,10.209872340857983,10.039408922195435,7.952984571456909,12.54320204257965,4.590217471122742,14.65960140228272,15.957594585418697,18.028679189682006,2.006037801504135,20.572704315185547
N4,55,suffix,PS,ALL,desired_margin,PROMPT,1000,8.815325845475702,8.962050423026085,5.805748086422682,11.924370657652617,6.118622571229935,14.563429526239634,15.854864254244603,18.317591092179065,-10.895305156707764,21.975790483877063
N4,55,suffix,PS,ALL,desired_margin,REQUEST_CLUSTER_MEAN,500,8.815325845475702,8.886387863662094,6.264443562133238,11.519663360901177,5.255219798767939,13.843481163660183,15.446180572468437,17.710137657828742,-10.591619491577148,20.564514066907577
N4,55,suffix,PS,ACTIVE_TARGET,new_nll,PROMPT,998,1.3867894389031845,0.24095597118139267,0.033407057635486126,1.8414119184017181,1.808004860766232,4.726579475402832,6.52154574394226,10.007720594406125,0.0002256377338198945,15.531667709350586
N4,55,suffix,PS,ACTIVE_TARGET,new_nll,REQUEST_CLUSTER_MEAN,499,1.3867894389031845,0.49045343446778134,0.07988718431442976,2.131956317462027,2.0520691331475973,3.7128538924735035,5.328393340110776,8.722292089462279,0.00114339345600456,14.20531940460205
N4,55,suffix,PS,ACTIVE_TARGET,true_nll,PROMPT,998,10.219938920530861,10.156780242919922,7.644550085067749,12.743767738342285,5.099217653274536,15.10853614807129,16.372195720672607,18.486237068176262,0.6884209513664246,22.000259399414062
N4,55,suffix,PS,ACTIVE_TARGET,true_nll,REQUEST_CLUSTER_MEAN,499,10.219938920530861,10.055089950561523,7.956727027893066,12.545666933059692,4.588939905166626,14.676159286499022,15.962420845031735,18.02897798538208,2.006037801504135,20.572704315185547
N4,55,suffix,PS,ACTIVE_TARGET,desired_margin,PROMPT,998,8.833149481627677,8.970059394836426,5.814318861812353,11.928373251110315,6.114054389297962,14.566072856634856,15.85650460969191,18.318047479314263,-10.895305156707764,21.975790483877063
N4,55,suffix,PS,ACTIVE_TARGET,desired_margin,REQUEST_CLUSTER_MEAN,499,8.833149481627677,8.892782705835998,6.280102075077593,11.520740551874042,5.240638476796448,13.850398739869705,15.446701149683213,17.71330900654778,-10.591619491577148,20.564514066907577
N4,55,suffix,PS,SUPERSEDED,new_nll,PROMPT,2,5.265317678451538,5.265317678451538,4.733755946159363,5.796879410743713,1.0631234645843506,6.115816450119018,6.222128796577453,6.307178673744202,4.2021942138671875,6.328441143035889
N4,55,suffix,PS,SUPERSEDED,new_nll,REQUEST_CLUSTER_MEAN,1,5.265317678451538,5.265317678451538,5.265317678451538,5.265317678451538,0.0,5.265317678451538,5.265317678451538,5.265317678451538,5.265317678451538,5.265317678451538
N4,55,suffix,PS,SUPERSEDED,true_nll,PROMPT,2,5.1866490840911865,5.1866490840911865,5.062643647193909,5.310654520988464,0.24801087379455566,5.385057783126831,5.409858870506286,5.429699740409851,4.938638210296631,5.434659957885742
N4,55,suffix,PS,SUPERSEDED,true_nll,REQUEST_CLUSTER_MEAN,1,5.1866490840911865,5.1866490840911865,5.1866490840911865,5.1866490840911865,0.0,5.1866490840911865,5.1866490840911865,5.1866490840911865,5.1866490840911865,5.1866490840911865
N4,55,suffix,PS,SUPERSEDED,desired_margin,PROMPT,2,-0.07866859436035156,-0.07866859436035156,-0.7342357635498047,0.5768985748291016,1.3111343383789062,0.9702388763427736,1.1013523101806642,1.2062430572509766,-1.3898029327392578,1.2324657440185547
N4,55,suffix,PS,SUPERSEDED,desired_margin,REQUEST_CLUSTER_MEAN,1,-0.07866859436035156,-0.07866859436035156,-0.07866859436035156,-0.07866859436035156,0.0,-0.07866859436035156,-0.07866859436035156,-0.07866859436035156,-0.07866859436035156,-0.07866859436035156
N4,55,suffix,PS,UNKNOWN_RELATION,new_nll,PROMPT,0,,,,,,,,,,
N4,55,suffix,PS,UNKNOWN_RELATION,new_nll,REQUEST_CLUSTER_MEAN,0,,,,,,,,,,
N4,55,suffix,PS,UNKNOWN_RELATION,true_nll,PROMPT,0,,,,,,,,,,
N4,55,suffix,PS,UNKNOWN_RELATION,true_nll,REQUEST_CLUSTER_MEAN,0,,,,,,,,,,
N4,55,suffix,PS,UNKNOWN_RELATION,desired_margin,PROMPT,0,,,,,,,,,,
N4,55,suffix,PS,UNKNOWN_RELATION,desired_margin,REQUEST_CLUSTER_MEAN,0,,,,,,,,,,
N4,55,suffix,NS,ALL,new_nll,PROMPT,5000,8.405444904964348,8.462113857269287,5.901954531669617,11.045565128326416,5.143610596656799,13.289610767364502,14.67943983078003,17.317817916870126,0.0005323661607690156,25.072206497192383
N4,55,suffix,NS,ALL,new_nll,REQUEST_CLUSTER_MEAN,500,8.405444904964348,8.527950263023376,6.374474125355482,10.42899878025055,4.054524654895069,12.110702600479128,13.019316787719726,14.34398870182037,0.7063815642148257,16.586665153503418
N4,55,suffix,NS,ALL,true_nll,PROMPT,5000,5.929130487656431,5.673355340957642,3.1139092445373535,8.393778562545776,5.279869318008423,10.787650871276858,12.216066646575928,15.18686017036438,0.001929447171278298,20.846994400024414
N4,55,suffix,NS,ALL,true_nll,REQUEST_CLUSTER_MEAN,500,5.92913048765643,5.789838874340058,4.265889173746109,7.486890923976898,3.2210017502307897,9.08616937160492,9.71351167917251,11.452706576824186,0.8736689567565918,14.515181636810302
N4,55,suffix,NS,ALL,desired_margin,PROMPT,5000,2.476314417307917,2.5438051223754883,-0.37491512298583984,5.506294250488281,5.881209373474121,8.35919315814972,10.026201048493387,13.502006444111482,-18.690089881420135,19.94433543086052
N4,55,suffix,NS,ALL,desired_margin,REQUEST_CLUSTER_MEAN,500,2.476314417307917,2.5382575571537016,0.3785671532154083,4.735944905877114,4.357377752661705,6.7415536762168635,8.447321150414643,10.264492902819065,-8.431659598276019,11.115600715577603
N4,55,suffix,NS,ACTIVE_TARGET,new_nll,PROMPT,4990,8.405911729491445,8.462113857269287,5.902227282524109,11.050594806671143,5.148367524147034,13.290935134887697,14.681521701812745,17.32243598937987,0.0005323661607690156,25.072206497192383
N4,55,suffix,NS,ACTIVE_TARGET,new_nll,REQUEST_CLUSTER_MEAN,499,8.405911729491446,8.528294897079467,6.374243651330471,10.431957817077638,4.057714165747167,12.11253526687622,13.020150508880615,14.347468942642205,0.7063815642148257,16.586665153503418
N4,55,suffix,NS,ACTIVE_TARGET,true_nll,PROMPT,4990,5.9281568245561225,5.672333002090454,3.113668918609619,8.39415192604065,5.28048300743103,10.787650871276858,12.21771936416626,15.186861028671265,0.001929447171278298,20.846994400024414
