state,reference,metric,value,threshold,status,unit,denominator,comparator,enforcement,batch
REFIT4,active_historical_P_mean_new_NLL_increase_max_nats,NOT_APPLICABLE,-0.0024741753584220853,0.1,WITHIN,PROMPT_NLL_NATS,248,N4,DESCRIPTIVE_ONLY_NO_REJECTION,55
REFIT4,wiki128_mean_NLL_increase_max_nats,NOT_APPLICABLE,0.0006807451136410236,0.05,WITHIN,NATS_PER_TOKEN_THEN_SEQUENCE_MEAN,128,N4,DESCRIPTIVE_ONLY_NO_REJECTION,55
REFIT4,mmlu32_warning_net_accuracy_loss_count_at_least,NOT_APPLICABLE,2,2,EXCEEDS,INTEGER_CORRECT_COUNT,32,N4,DESCRIPTIVE_ONLY_NO_REJECTION,55
N4,current_R_new_failures_among_native_success_max,NOT_APPLICABLE,0,0,WITHIN,PROMPT_COUNT,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
N4,current_P_net_loss_max_count,NOT_APPLICABLE,0,2,WITHIN,PROMPT_COUNT,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
N4,current_RP_mean_new_NLL_increase_max_nats,RS,0.0,0.1,WITHIN,PROMPT_NLL_NATS,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
N4,current_RP_paired_NLL_harm_q95_max_nats,RS,0.0,0.5,WITHIN,PROMPT_PAIRED_NEW_NLL_DELTA_NATS,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
N4,current_RP_mean_new_NLL_increase_max_nats,PS,0.0,0.1,WITHIN,PROMPT_NLL_NATS,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
N4,current_RP_paired_NLL_harm_q95_max_nats,PS,0.0,0.5,WITHIN,PROMPT_PAIRED_NEW_NLL_DELTA_NATS,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
N4,current_R_strict_net_loss_max_count,NOT_APPLICABLE,0,1,WITHIN,PROMPT_ALL_TARGET_TOKEN_COUNT,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
N4,current_P_strict_net_loss_max_count,NOT_APPLICABLE,0,4,WITHIN,PROMPT_ALL_TARGET_TOKEN_COUNT,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
N4,active_historical_R_new_failures_max,NOT_APPLICABLE,0,0,WITHIN,ACTIVE_PROMPT_COUNT,124,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
N4,active_historical_P_net_loss_max_pp,NOT_APPLICABLE,-0.0,1.0,WITHIN,PP,248,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
N4,active_historical_P_mean_new_NLL_increase_max_nats,NOT_APPLICABLE,0.0,0.1,WITHIN,PROMPT_NLL_NATS,248,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
N4,wiki128_mean_NLL_increase_max_nats,NOT_APPLICABLE,0.0,0.05,WITHIN,NATS_PER_TOKEN_THEN_SEQUENCE_MEAN,128,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
N4,mmlu32_warning_net_accuracy_loss_count_at_least,NOT_APPLICABLE,0,2,WITHIN,INTEGER_CORRECT_COUNT,32,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S875,current_R_new_failures_among_native_success_max,NOT_APPLICABLE,0,0,WITHIN,PROMPT_COUNT,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S875,current_P_net_loss_max_count,NOT_APPLICABLE,3,2,EXCEEDS,PROMPT_COUNT,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S875,current_RP_mean_new_NLL_increase_max_nats,RS,0.04525466497361776,0.1,WITHIN,PROMPT_NLL_NATS,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S875,current_RP_paired_NLL_harm_q95_max_nats,RS,0.04106034496799103,0.5,WITHIN,PROMPT_PAIRED_NEW_NLL_DELTA_NATS,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S875,current_RP_mean_new_NLL_increase_max_nats,PS,0.03288505893287948,0.1,WITHIN,PROMPT_NLL_NATS,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S875,current_RP_paired_NLL_harm_q95_max_nats,PS,0.8669787367805829,0.5,EXCEEDS,PROMPT_PAIRED_NEW_NLL_DELTA_NATS,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S875,current_R_strict_net_loss_max_count,NOT_APPLICABLE,2,1,EXCEEDS,PROMPT_ALL_TARGET_TOKEN_COUNT,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S875,current_P_strict_net_loss_max_count,NOT_APPLICABLE,-2,4,WITHIN,PROMPT_ALL_TARGET_TOKEN_COUNT,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S875,active_historical_R_new_failures_max,NOT_APPLICABLE,0,0,WITHIN,ACTIVE_PROMPT_COUNT,124,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S875,active_historical_P_net_loss_max_pp,NOT_APPLICABLE,-0.0,1.0,WITHIN,PP,248,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S875,active_historical_P_mean_new_NLL_increase_max_nats,NOT_APPLICABLE,-0.016336543960454537,0.1,WITHIN,PROMPT_NLL_NATS,248,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S875,wiki128_mean_NLL_increase_max_nats,NOT_APPLICABLE,-0.0038920254446566105,0.05,WITHIN,NATS_PER_TOKEN_THEN_SEQUENCE_MEAN,128,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S875,mmlu32_warning_net_accuracy_loss_count_at_least,NOT_APPLICABLE,1,2,WITHIN,INTEGER_CORRECT_COUNT,32,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S75,current_R_new_failures_among_native_success_max,NOT_APPLICABLE,0,0,WITHIN,PROMPT_COUNT,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S75,current_P_net_loss_max_count,NOT_APPLICABLE,6,2,EXCEEDS,PROMPT_COUNT,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S75,current_RP_mean_new_NLL_increase_max_nats,RS,0.13184706823660236,0.1,EXCEEDS,PROMPT_NLL_NATS,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S75,current_RP_paired_NLL_harm_q95_max_nats,RS,0.314245447155553,0.5,WITHIN,PROMPT_PAIRED_NEW_NLL_DELTA_NATS,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S75,current_RP_mean_new_NLL_increase_max_nats,PS,0.2583954332327994,0.1,EXCEEDS,PROMPT_NLL_NATS,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S75,current_RP_paired_NLL_harm_q95_max_nats,PS,1.7991383850574467,0.5,EXCEEDS,PROMPT_PAIRED_NEW_NLL_DELTA_NATS,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S75,current_R_strict_net_loss_max_count,NOT_APPLICABLE,2,1,EXCEEDS,PROMPT_ALL_TARGET_TOKEN_COUNT,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S75,current_P_strict_net_loss_max_count,NOT_APPLICABLE,6,4,EXCEEDS,PROMPT_ALL_TARGET_TOKEN_COUNT,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S75,active_historical_R_new_failures_max,NOT_APPLICABLE,0,0,WITHIN,ACTIVE_PROMPT_COUNT,124,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S75,active_historical_P_net_loss_max_pp,NOT_APPLICABLE,-0.0,1.0,WITHIN,PP,248,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S75,active_historical_P_mean_new_NLL_increase_max_nats,NOT_APPLICABLE,-0.015378269010398071,0.1,WITHIN,PROMPT_NLL_NATS,248,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S75,wiki128_mean_NLL_increase_max_nats,NOT_APPLICABLE,-0.007543141487985849,0.05,WITHIN,NATS_PER_TOKEN_THEN_SEQUENCE_MEAN,128,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
S75,mmlu32_warning_net_accuracy_loss_count_at_least,NOT_APPLICABLE,1,2,WITHIN,INTEGER_CORRECT_COUNT,32,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
FULL8,current_R_new_failures_among_native_success_max,NOT_APPLICABLE,0,0,WITHIN,PROMPT_COUNT,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
FULL8,current_P_net_loss_max_count,NOT_APPLICABLE,-5,2,WITHIN,PROMPT_COUNT,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
FULL8,current_RP_mean_new_NLL_increase_max_nats,RS,-0.037797974418645026,0.1,WITHIN,PROMPT_NLL_NATS,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
FULL8,current_RP_paired_NLL_harm_q95_max_nats,RS,0.0021401076344773166,0.5,WITHIN,PROMPT_PAIRED_NEW_NLL_DELTA_NATS,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
FULL8,current_RP_mean_new_NLL_increase_max_nats,PS,-0.2164962503467541,0.1,WITHIN,PROMPT_NLL_NATS,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
FULL8,current_RP_paired_NLL_harm_q95_max_nats,PS,0.685118472576141,0.5,EXCEEDS,PROMPT_PAIRED_NEW_NLL_DELTA_NATS,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
FULL8,current_R_strict_net_loss_max_count,NOT_APPLICABLE,-1,1,WITHIN,PROMPT_ALL_TARGET_TOKEN_COUNT,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
FULL8,current_P_strict_net_loss_max_count,NOT_APPLICABLE,-4,4,WITHIN,PROMPT_ALL_TARGET_TOKEN_COUNT,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
FULL8,active_historical_R_new_failures_max,NOT_APPLICABLE,0,0,WITHIN,ACTIVE_PROMPT_COUNT,124,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
FULL8,active_historical_P_net_loss_max_pp,NOT_APPLICABLE,-0.0,1.0,WITHIN,PP,248,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
FULL8,active_historical_P_mean_new_NLL_increase_max_nats,NOT_APPLICABLE,0.006645423081218107,0.1,WITHIN,PROMPT_NLL_NATS,248,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
FULL8,wiki128_mean_NLL_increase_max_nats,NOT_APPLICABLE,0.0015437686815857887,0.05,WITHIN,NATS_PER_TOKEN_THEN_SEQUENCE_MEAN,128,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
FULL8,mmlu32_warning_net_accuracy_loss_count_at_least,NOT_APPLICABLE,2,2,EXCEEDS,INTEGER_CORRECT_COUNT,32,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
RES8,current_R_new_failures_among_native_success_max,NOT_APPLICABLE,0,0,WITHIN,PROMPT_COUNT,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
RES8,current_P_net_loss_max_count,NOT_APPLICABLE,-3,2,WITHIN,PROMPT_COUNT,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
RES8,current_RP_mean_new_NLL_increase_max_nats,RS,-0.03077589771601197,0.1,WITHIN,PROMPT_NLL_NATS,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
RES8,current_RP_paired_NLL_harm_q95_max_nats,RS,0.023075563815655186,0.5,WITHIN,PROMPT_PAIRED_NEW_NLL_DELTA_NATS,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
RES8,current_RP_mean_new_NLL_increase_max_nats,PS,-0.09146797931723995,0.1,WITHIN,PROMPT_NLL_NATS,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
RES8,current_RP_paired_NLL_harm_q95_max_nats,PS,1.8012151002883905,0.5,EXCEEDS,PROMPT_PAIRED_NEW_NLL_DELTA_NATS,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
RES8,current_R_strict_net_loss_max_count,NOT_APPLICABLE,-1,1,WITHIN,PROMPT_ALL_TARGET_TOKEN_COUNT,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
RES8,current_P_strict_net_loss_max_count,NOT_APPLICABLE,-3,4,WITHIN,PROMPT_ALL_TARGET_TOKEN_COUNT,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
RES8,active_historical_R_new_failures_max,NOT_APPLICABLE,0,0,WITHIN,ACTIVE_PROMPT_COUNT,124,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
RES8,active_historical_P_net_loss_max_pp,NOT_APPLICABLE,0.4032258064516129,1.0,WITHIN,PP,248,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
RES8,active_historical_P_mean_new_NLL_increase_max_nats,NOT_APPLICABLE,0.006820930975311879,0.1,WITHIN,PROMPT_NLL_NATS,248,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
RES8,wiki128_mean_NLL_increase_max_nats,NOT_APPLICABLE,-0.003656392451375723,0.05,WITHIN,NATS_PER_TOKEN_THEN_SEQUENCE_MEAN,128,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
RES8,mmlu32_warning_net_accuracy_loss_count_at_least,NOT_APPLICABLE,-2,2,WITHIN,INTEGER_CORRECT_COUNT,32,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
REFIT4,current_R_new_failures_among_native_success_max,NOT_APPLICABLE,0,0,WITHIN,PROMPT_COUNT,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
REFIT4,current_P_net_loss_max_count,NOT_APPLICABLE,3,2,EXCEEDS,PROMPT_COUNT,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
REFIT4,current_RP_mean_new_NLL_increase_max_nats,RS,-0.03217240523874352,0.1,WITHIN,PROMPT_NLL_NATS,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
REFIT4,current_RP_paired_NLL_harm_q95_max_nats,RS,0.02596308792126364,0.5,WITHIN,PROMPT_PAIRED_NEW_NLL_DELTA_NATS,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
REFIT4,current_RP_mean_new_NLL_increase_max_nats,PS,-0.0831724030575424,0.1,WITHIN,PROMPT_NLL_NATS,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
REFIT4,current_RP_paired_NLL_harm_q95_max_nats,PS,1.3658037215471268,0.5,EXCEEDS,PROMPT_PAIRED_NEW_NLL_DELTA_NATS,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
REFIT4,current_R_strict_net_loss_max_count,NOT_APPLICABLE,-1,1,WITHIN,PROMPT_ALL_TARGET_TOKEN_COUNT,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
REFIT4,current_P_strict_net_loss_max_count,NOT_APPLICABLE,-3,4,WITHIN,PROMPT_ALL_TARGET_TOKEN_COUNT,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
REFIT4,active_historical_R_new_failures_max,NOT_APPLICABLE,0,0,WITHIN,ACTIVE_PROMPT_COUNT,124,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
REFIT4,active_historical_P_net_loss_max_pp,NOT_APPLICABLE,-0.0,1.0,WITHIN,PP,248,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
REFIT4,active_historical_P_mean_new_NLL_increase_max_nats,NOT_APPLICABLE,0.00017282264208563815,0.1,WITHIN,PROMPT_NLL_NATS,248,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
REFIT4,wiki128_mean_NLL_increase_max_nats,NOT_APPLICABLE,0.0008278330788016319,0.05,WITHIN,NATS_PER_TOKEN_THEN_SEQUENCE_MEAN,128,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
REFIT4,mmlu32_warning_net_accuracy_loss_count_at_least,NOT_APPLICABLE,0,2,WITHIN,INTEGER_CORRECT_COUNT,32,N4,DESCRIPTIVE_ONLY_NO_REJECTION,56
N4,current_R_new_failures_among_native_success_max,NOT_APPLICABLE,0,0,WITHIN,PROMPT_COUNT,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
N4,current_P_net_loss_max_count,NOT_APPLICABLE,0,2,WITHIN,PROMPT_COUNT,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
N4,current_RP_mean_new_NLL_increase_max_nats,RS,0.0,0.1,WITHIN,PROMPT_NLL_NATS,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
N4,current_RP_paired_NLL_harm_q95_max_nats,RS,0.0,0.5,WITHIN,PROMPT_PAIRED_NEW_NLL_DELTA_NATS,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
N4,current_RP_mean_new_NLL_increase_max_nats,PS,0.0,0.1,WITHIN,PROMPT_NLL_NATS,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
N4,current_RP_paired_NLL_harm_q95_max_nats,PS,0.0,0.5,WITHIN,PROMPT_PAIRED_NEW_NLL_DELTA_NATS,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
N4,current_R_strict_net_loss_max_count,NOT_APPLICABLE,0,1,WITHIN,PROMPT_ALL_TARGET_TOKEN_COUNT,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
N4,current_P_strict_net_loss_max_count,NOT_APPLICABLE,0,4,WITHIN,PROMPT_ALL_TARGET_TOKEN_COUNT,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
N4,active_historical_R_new_failures_max,NOT_APPLICABLE,0,0,WITHIN,ACTIVE_PROMPT_COUNT,123,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
N4,active_historical_P_net_loss_max_pp,NOT_APPLICABLE,-0.0,1.0,WITHIN,PP,246,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
N4,active_historical_P_mean_new_NLL_increase_max_nats,NOT_APPLICABLE,0.0,0.1,WITHIN,PROMPT_NLL_NATS,246,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
N4,wiki128_mean_NLL_increase_max_nats,NOT_APPLICABLE,0.0,0.05,WITHIN,NATS_PER_TOKEN_THEN_SEQUENCE_MEAN,128,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
N4,mmlu32_warning_net_accuracy_loss_count_at_least,NOT_APPLICABLE,0,2,WITHIN,INTEGER_CORRECT_COUNT,32,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S875,current_R_new_failures_among_native_success_max,NOT_APPLICABLE,0,0,WITHIN,PROMPT_COUNT,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S875,current_P_net_loss_max_count,NOT_APPLICABLE,3,2,EXCEEDS,PROMPT_COUNT,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S875,current_RP_mean_new_NLL_increase_max_nats,RS,0.010833908023414551,0.1,WITHIN,PROMPT_NLL_NATS,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S875,current_RP_paired_NLL_harm_q95_max_nats,RS,0.06494355965405703,0.5,WITHIN,PROMPT_PAIRED_NEW_NLL_DELTA_NATS,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S875,current_RP_mean_new_NLL_increase_max_nats,PS,0.21748697328141134,0.1,EXCEEDS,PROMPT_NLL_NATS,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S875,current_RP_paired_NLL_harm_q95_max_nats,PS,1.1809306293725963,0.5,EXCEEDS,PROMPT_PAIRED_NEW_NLL_DELTA_NATS,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S875,current_R_strict_net_loss_max_count,NOT_APPLICABLE,0,1,WITHIN,PROMPT_ALL_TARGET_TOKEN_COUNT,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S875,current_P_strict_net_loss_max_count,NOT_APPLICABLE,7,4,EXCEEDS,PROMPT_ALL_TARGET_TOKEN_COUNT,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S875,active_historical_R_new_failures_max,NOT_APPLICABLE,0,0,WITHIN,ACTIVE_PROMPT_COUNT,123,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S875,active_historical_P_net_loss_max_pp,NOT_APPLICABLE,-0.0,1.0,WITHIN,PP,246,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S875,active_historical_P_mean_new_NLL_increase_max_nats,NOT_APPLICABLE,-0.014323328121714824,0.1,WITHIN,PROMPT_NLL_NATS,246,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S875,wiki128_mean_NLL_increase_max_nats,NOT_APPLICABLE,-0.004144157748669386,0.05,WITHIN,NATS_PER_TOKEN_THEN_SEQUENCE_MEAN,128,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S875,mmlu32_warning_net_accuracy_loss_count_at_least,NOT_APPLICABLE,1,2,WITHIN,INTEGER_CORRECT_COUNT,32,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S75,current_R_new_failures_among_native_success_max,NOT_APPLICABLE,0,0,WITHIN,PROMPT_COUNT,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S75,current_P_net_loss_max_count,NOT_APPLICABLE,9,2,EXCEEDS,PROMPT_COUNT,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S75,current_RP_mean_new_NLL_increase_max_nats,RS,0.06847256943066896,0.1,WITHIN,PROMPT_NLL_NATS,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S75,current_RP_paired_NLL_harm_q95_max_nats,RS,0.4717453576624391,0.5,WITHIN,PROMPT_PAIRED_NEW_NLL_DELTA_NATS,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S75,current_RP_mean_new_NLL_increase_max_nats,PS,0.4207855065722106,0.1,EXCEEDS,PROMPT_NLL_NATS,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S75,current_RP_paired_NLL_harm_q95_max_nats,PS,2.4162072360515587,0.5,EXCEEDS,PROMPT_PAIRED_NEW_NLL_DELTA_NATS,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S75,current_R_strict_net_loss_max_count,NOT_APPLICABLE,0,1,WITHIN,PROMPT_ALL_TARGET_TOKEN_COUNT,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S75,current_P_strict_net_loss_max_count,NOT_APPLICABLE,17,4,EXCEEDS,PROMPT_ALL_TARGET_TOKEN_COUNT,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S75,active_historical_R_new_failures_max,NOT_APPLICABLE,0,0,WITHIN,ACTIVE_PROMPT_COUNT,123,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S75,active_historical_P_net_loss_max_pp,NOT_APPLICABLE,-0.0,1.0,WITHIN,PP,246,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S75,active_historical_P_mean_new_NLL_increase_max_nats,NOT_APPLICABLE,-0.0033628199343206135,0.1,WITHIN,PROMPT_NLL_NATS,246,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S75,wiki128_mean_NLL_increase_max_nats,NOT_APPLICABLE,-0.007746277842670679,0.05,WITHIN,NATS_PER_TOKEN_THEN_SEQUENCE_MEAN,128,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
S75,mmlu32_warning_net_accuracy_loss_count_at_least,NOT_APPLICABLE,1,2,WITHIN,INTEGER_CORRECT_COUNT,32,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
FULL8,current_R_new_failures_among_native_success_max,NOT_APPLICABLE,0,0,WITHIN,PROMPT_COUNT,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
FULL8,current_P_net_loss_max_count,NOT_APPLICABLE,-3,2,WITHIN,PROMPT_COUNT,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
FULL8,current_RP_mean_new_NLL_increase_max_nats,RS,-0.01016438739719888,0.1,WITHIN,PROMPT_NLL_NATS,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
FULL8,current_RP_paired_NLL_harm_q95_max_nats,RS,0.003817987628281116,0.5,WITHIN,PROMPT_PAIRED_NEW_NLL_DELTA_NATS,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
FULL8,current_RP_mean_new_NLL_increase_max_nats,PS,0.011065504989528564,0.1,WITHIN,PROMPT_NLL_NATS,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
FULL8,current_RP_paired_NLL_harm_q95_max_nats,PS,0.8108701825141865,0.5,EXCEEDS,PROMPT_PAIRED_NEW_NLL_DELTA_NATS,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
FULL8,current_R_strict_net_loss_max_count,NOT_APPLICABLE,0,1,WITHIN,PROMPT_ALL_TARGET_TOKEN_COUNT,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
FULL8,current_P_strict_net_loss_max_count,NOT_APPLICABLE,2,4,WITHIN,PROMPT_ALL_TARGET_TOKEN_COUNT,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
FULL8,active_historical_R_new_failures_max,NOT_APPLICABLE,0,0,WITHIN,ACTIVE_PROMPT_COUNT,123,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
FULL8,active_historical_P_net_loss_max_pp,NOT_APPLICABLE,-0.0,1.0,WITHIN,PP,246,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
FULL8,active_historical_P_mean_new_NLL_increase_max_nats,NOT_APPLICABLE,0.0018467908969803948,0.1,WITHIN,PROMPT_NLL_NATS,246,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
FULL8,wiki128_mean_NLL_increase_max_nats,NOT_APPLICABLE,0.002560524269938469,0.05,WITHIN,NATS_PER_TOKEN_THEN_SEQUENCE_MEAN,128,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
FULL8,mmlu32_warning_net_accuracy_loss_count_at_least,NOT_APPLICABLE,3,2,EXCEEDS,INTEGER_CORRECT_COUNT,32,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
RES8,current_R_new_failures_among_native_success_max,NOT_APPLICABLE,0,0,WITHIN,PROMPT_COUNT,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
RES8,current_P_net_loss_max_count,NOT_APPLICABLE,0,2,WITHIN,PROMPT_COUNT,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
RES8,current_RP_mean_new_NLL_increase_max_nats,RS,-0.00021807137520227115,0.1,WITHIN,PROMPT_NLL_NATS,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
RES8,current_RP_paired_NLL_harm_q95_max_nats,RS,0.05153051828383467,0.5,WITHIN,PROMPT_PAIRED_NEW_NLL_DELTA_NATS,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
RES8,current_RP_mean_new_NLL_increase_max_nats,PS,0.06392503974107967,0.1,WITHIN,PROMPT_NLL_NATS,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
RES8,current_RP_paired_NLL_harm_q95_max_nats,PS,1.6770226154476404,0.5,EXCEEDS,PROMPT_PAIRED_NEW_NLL_DELTA_NATS,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
RES8,current_R_strict_net_loss_max_count,NOT_APPLICABLE,0,1,WITHIN,PROMPT_ALL_TARGET_TOKEN_COUNT,100,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
RES8,current_P_strict_net_loss_max_count,NOT_APPLICABLE,2,4,WITHIN,PROMPT_ALL_TARGET_TOKEN_COUNT,200,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
RES8,active_historical_R_new_failures_max,NOT_APPLICABLE,0,0,WITHIN,ACTIVE_PROMPT_COUNT,123,N4,DESCRIPTIVE_ONLY_NO_REJECTION,57
