arm,batch,cohort_batch,metric,prompt_denominator,request_denominator,numerator,rate,ties,request_all_success_numerator,order_sha256,bit_order_sha256,new_strict_numerator,new_strict_rate,new_request_all_strict_numerator,new_request_all_strict_rate,new_token_correct,new_token_denominator,new_token_accuracy,true_strict_numerator,true_strict_rate,true_request_all_strict_numerator,true_request_all_strict_rate,true_token_correct,true_token_denominator,true_token_accuracy
RES8,60,57,RS,100,100,100,1.0,0,100,7aee12d22eb2fef2e76faa40edcd5a76fa446e3fe63f32d22936839f6e586725,0c701b5e7b1789e559230d5346087f14474c0172988db4962dec0aa96305239c,100,1.0,100,1.0,100,100,1.0,0,0.0,0,0.0,1,101,0.009900990099009901
RES8,60,58,RS,100,100,100,1.0,0,100,6b7d5341651e255659ecb52125cb91ef266370136f40464d32d45a5455c8bbb5,0a0632217c8637d82f19087db7ce5351aa0e004a04fd1f7b3e440beb923b48f0,100,1.0,100,1.0,101,101,1.0,0,0.0,0,0.0,4,104,0.038461538461538464
RES8,60,59,RS,100,100,100,1.0,0,100,b1762585e08c2fed4c5164e290388defa08e04afbc7898c700b8fc1ab4c69a48,426b047740fec0f24eb08d88f6563dab02828b448370e5d0b3b4923fc0d8d14e,100,1.0,100,1.0,103,103,1.0,0,0.0,0,0.0,1,101,0.009900990099009901
RES8,60,60,RS,100,100,100,1.0,0,100,4bbefbfca48174e9b05c32077efdc9b2d4cf4fc8d0d3427fddde13f4a9de57e4,42ff857bdcba0f1327e6a16facd8bbb79664d4d3d5cfe725c9c6be1a207e4938,100,1.0,100,1.0,100,100,1.0,0,0.0,0,0.0,0,101,0.0
RES8,60,1,PS,200,100,195,0.975,0,96,9cc8c31cf6cfe5b4c0348b54aef884f45255fa134c0df591a333b60c179e1e82,f05f1c796632ed2e394a3212b748981a48c251a1247fbd7ea691e7f16274278f,131,0.655,49,0.49,133,202,0.6584158415841584,1,0.005,0,0.0,7,206,0.03398058252427184
RES8,60,2,PS,200,100,190,0.95,0,92,bc1ace9656fb523480c80300a83df6521e9274f30f833fd13222fc49aaeb32da,b53597b68026a90d14a12b4e532c5f44321273315b7710e72bf8cd5e85a63b82,129,0.645,52,0.52,133,204,0.6519607843137255,2,0.01,0,0.0,4,202,0.019801980198019802
RES8,60,3,PS,200,100,190,0.95,0,91,877f5e7a73c9724a96e7ec0d26a41da91a9e96ed4c3cbde676a615f44395c82f,50b5133a39b120abf4ab25b5675885e5937d01911c2a29c40f989d281530222a,130,0.65,48,0.48,134,204,0.6568627450980392,2,0.01,0,0.0,8,206,0.038834951456310676
RES8,60,4,PS,200,100,187,0.935,0,89,2b4bf02a8687d51ad04c7de5b7ff9f90d5f78be46fd9f2dd452b8e4a418d0656,79be7575dc04d4cdd8f4ac2ff0c6c8d48eb4da666d0a2f274a1b77a6050fb855,135,0.675,48,0.48,137,202,0.6782178217821783,3,0.015,0,0.0,3,200,0.015
RES8,60,5,PS,200,100,195,0.975,0,95,ad48772b9c799639c92dc79726ed43f5b42a4c014b8fda7b713d27e604b46ea5,33442fd51f97d28f72d7bcdb6d79c694539d117dd89e689a3304f1c52fcb6fb9,119,0.595,44,0.44,121,202,0.599009900990099,1,0.005,0,0.0,1,200,0.005
RES8,60,6,PS,200,100,191,0.955,0,91,789943eb3f33813bc5227f06f63b07c4422cbb67a1d7cd294265ddd4dfa791d7,98163d1153636329a13cbd11a96c93d2f7d17c8df23aec221a5b70f668fcf9ed,107,0.535,36,0.36,114,208,0.5480769230769231,1,0.005,0,0.0,5,204,0.024509803921568627
RES8,60,7,PS,200,100,192,0.96,0,93,59be3257873bbeea29880747f0ab2015a8b25540c5b7b8c94b5bf2b1c758b860,3fd57ccddab37dea751bfb4df50d3529ac27fdb723fb630158820c9cfe26210c,145,0.725,56,0.56,147,202,0.7277227722772277,3,0.015,0,0.0,5,202,0.024752475247524754
RES8,60,8,PS,200,100,190,0.95,0,93,435466c744612dd01f14335ea02d7e2460e7e4332fdfcec020b08da505333f65,c66ed4fc0b28258fa4af044ce76680761b386eb1ec60d146b70c5ce5f151d18d,126,0.63,45,0.45,130,204,0.6372549019607843,1,0.005,0,0.0,1,200,0.005
RES8,60,9,PS,200,100,190,0.95,0,93,589d21797da49093b4f8acab964eb83ddc008db029e74b3d9003bfcd00005743,8c5004037d72599120f0697fe7eeea933ac3a92fe1b9fc48ceb08fbb64250781,140,0.7,53,0.53,140,200,0.7,4,0.02,1,0.01,6,202,0.0297029702970297
RES8,60,10,PS,200,100,186,0.93,0,89,a4b54a71086efb06a2dfe300af353160653c5835da4f0b8bafbdd26065ec2a19,b996068b1047d01c1b7141052b0c7c608d6c8a4431b00ce79ddc9ff65e236acf,129,0.645,47,0.47,131,202,0.6485148514851485,4,0.02,1,0.01,4,200,0.02
RES8,60,11,PS,200,100,194,0.97,0,95,fc2c803f7b83fb62b02ec3253850b4018e91c855873505e3bf5483932f700efb,5ed5f4eafacd279a46808d27ce0ef5b9d54ef1a10466380851406d1c1963d22b,133,0.665,51,0.51,135,202,0.6683168316831684,0,0.0,0,0.0,5,206,0.024271844660194174
RES8,60,12,PS,200,100,194,0.97,0,96,5433be3e27834169a7a5fcc227cfe2a0dcb97aabacf3dab83872166a1072b486,e3167b23a2681b35e1c23af517cba2987764c5f87f7d67f0933e6525005f161d,144,0.72,59,0.59,152,208,0.7307692307692307,0,0.0,0,0.0,8,208,0.038461538461538464
RES8,60,13,PS,200,100,187,0.935,0,89,73b92251a7f74fd1505dd868d96e3c776554972772770ddf3665e3a606c4905a,c3ec4a575a5938c931fd2f4d3ee09ba68c5aa5fce99032c9f49df2633516f9a7,146,0.73,61,0.61,146,200,0.73,2,0.01,0,0.0,8,206,0.038834951456310676
RES8,60,14,PS,200,100,190,0.95,0,92,3a3af062bc9e26fedf2b025f2c06382b7bd9fcfc1774ffa6748ffde07eab938b,9db4794129360101c0ec310501fc180cc316335eab6752eea9318d5463789278,128,0.64,49,0.49,128,200,0.64,0,0.0,0,0.0,1,202,0.0049504950495049506
RES8,60,15,PS,200,100,198,0.99,0,98,250a14c3f26cb4b96c62a011aa9c0362a917f4c518eae0cc1d69fefd7284bd34,ede4faf6433996100d787395b42f28ffdbba1643b0413ca39ee2227468e0fcf5,133,0.665,49,0.49,137,204,0.6715686274509803,0,0.0,0,0.0,2,202,0.009900990099009901
RES8,60,16,PS,200,100,196,0.98,0,97,208e219893e3fe8cd335f321f7454b4edf2cddc40c7ee48247f19e2fd1ffc91f,9533eb5e41f6467ea411faa94ff491611057870e658bf5f39c213069684251bb,154,0.77,64,0.64,154,200,0.77,1,0.005,0,0.0,3,202,0.01485148514851485
RES8,60,17,PS,200,100,195,0.975,0,96,5e0a2fa400f7e0c0b6acb788db7126183f657c353d07b7ef98994dacfc974875,cabc435e638c05c5c1a91db608008d12d67e016f44d99a45d04c2b2f6f589a7b,145,0.725,62,0.62,149,204,0.7303921568627451,0,0.0,0,0.0,0,200,0.0
RES8,60,18,PS,200,100,192,0.96,0,93,67ceea4c37a063e516c67049d18428f6367cd556d7d2a6d0a1bd0445c4cc87b9,c5242545863b0122a1cedf8e49731279c58bba10fac906fdc3545e60d80b1b75,138,0.69,55,0.55,138,200,0.69,1,0.005,0,0.0,3,202,0.01485148514851485
RES8,60,19,PS,200,100,192,0.96,0,93,fa391c014105476e219b520da7da4026b4158d5987af42a20097db428ef0de85,3a31a9c9791802c9ae1df6df1aa43cfa0188045be9330da440a4b607fd7bd82b,141,0.705,57,0.57,141,200,0.705,2,0.01,0,0.0,2,200,0.01
RES8,60,20,PS,200,100,198,0.99,0,98,8660c3c1b998c93e2e93e88a3ee2a0f5d8c524b6dbccc6c3d92ef9c3ba7498fa,31e2061d7ab6877bee6e618ca48a866b64171186463c83d1a7f44df4f66578ab,144,0.72,57,0.57,144,200,0.72,1,0.005,0,0.0,4,204,0.0196078431372549
RES8,60,21,PS,200,100,193,0.965,0,94,a6d5ff0f2cd96ad1ffd06f5e3caf6183ac1eab8f220bc5caf85c8fd0335f50d3,1bdcd8fe527b2bdd35d97b1e656c7a30feb2e6e0d95c581be82bd514d5e5d137,126,0.63,46,0.46,130,204,0.6372549019607843,1,0.005,0,0.0,5,204,0.024509803921568627
RES8,60,22,PS,200,100,194,0.97,0,96,fbc3bd8592414e46bbcd6496069bb28c38f1901b052c67f6f459f3330d923af1,c0bb8dc963462a27647442088cbebbcd5710a100a9b28cb4419858147d9ce732,142,0.71,57,0.57,144,202,0.7128712871287128,0,0.0,0,0.0,2,202,0.009900990099009901
RES8,60,23,PS,200,100,195,0.975,0,95,0b18c5b369c17c17b7032390f4b1745daeb08c51111fe4448411ebc406496a3a,1ee548a2b8b8a7e0fc3baeca02f094f9d73056ba4f510e460987cb09bd30e361,133,0.665,53,0.53,133,200,0.665,0,0.0,0,0.0,0,202,0.0
RES8,60,24,PS,200,100,188,0.94,0,90,92b4bc1d768a70a61da33840f37b0c7b0dd69e93173fd44ec83cfbd4a45543f3,e0b22b330fc6caa7e39206a5e7d8ac2204a9f6b2548ed41568da6ac7ce3f18a9,124,0.62,49,0.49,130,206,0.6310679611650486,2,0.01,0,0.0,6,204,0.029411764705882353
RES8,60,25,PS,200,100,197,0.985,0,97,ae492affb2cbe0f07412c99fe19d0c42b1c7673e46945da19e5644048dc241b2,1970e01e274c51489b80798520bceefae2efbfe290e562afe25032ddd7132568,143,0.715,53,0.53,145,202,0.7178217821782178,0,0.0,0,0.0,3,204,0.014705882352941176
RES8,60,26,PS,200,100,194,0.97,0,94,64f08fee42dd2a11d997015bd591b6881c7374e2b236647e813856fbc6eb5760,0659861d3e74f019dfbbc7f346acfde584e6673709e9e26218d97bcdde889813,135,0.675,46,0.46,141,206,0.6844660194174758,2,0.01,0,0.0,2,200,0.01
RES8,60,27,PS,200,100,192,0.96,0,94,c0b2ecc03215777810d3d89cb88f6aef6044dc1d43612c5cef6eb1cdf928f3d3,905a6a166fe1204cc27ee3bb3956df7fed2562f691a0d9a5ad1209649b0e6187,145,0.725,60,0.6,146,202,0.7227722772277227,4,0.02,1,0.01,4,200,0.02
RES8,60,28,PS,200,100,191,0.955,0,94,6935a94fe6ef3ccca1d7d190703a8c1adce122175940b3c5bb829f339f0f0101,1c1c563835da2ad37ac37ba621ed61eb7bfa6b120a4192b5afafe92a73002a79,137,0.685,55,0.55,143,206,0.6941747572815534,5,0.025,2,0.02,5,200,0.025
RES8,60,29,PS,200,100,190,0.95,0,92,fc384ddcff64b9fbc2a0cf7b8484a2a34c47f16b60662c5425782a4c9a18d359,3b4479a2fdb141289b17fc58dfa0ceaeb448e57b2dd0f6e7a0de11c215dad1bd,131,0.655,51,0.51,133,202,0.6584158415841584,1,0.005,0,0.0,3,204,0.014705882352941176
RES8,60,30,PS,200,100,187,0.935,0,89,0bcbbceadd66ff7ce3479308c4fb61b21400b22181ee1f372b873e617f6bd891,362552b0111cfedaa676f560e80e4fc686cd1932f587f05bf45faeb61a41ba9c,132,0.66,52,0.52,134,202,0.6633663366336634,3,0.015,1,0.01,7,204,0.03431372549019608
RES8,60,31,PS,200,100,194,0.97,0,95,eff444d91bb44ec7622c7da5f526b0798c588a4f75ac5ae2278468c57ee13226,c81fdb19eb310abb1e23969d2e793c89d8486df9a23bcd308bbb38f2a1bebead,134,0.67,52,0.52,136,202,0.6732673267326733,1,0.005,0,0.0,1,200,0.005
RES8,60,32,PS,200,100,198,0.99,0,98,d026033d27c240794aa121090c1ffe03d18a22dc4c4181a8fb35234307d691ec,7a5958215b67b8ac9f6e9aa9f97ef993facb5becd0bdcf7c2cadcfd506844f14,149,0.745,61,0.61,151,202,0.7475247524752475,0,0.0,0,0.0,0,200,0.0
RES8,60,33,PS,200,100,192,0.96,0,94,6a3ba22e3966e50f2a6481535c2e0b13ebd9bccb00741fe197002077689aa426,923160843b980994cf489497ab91ee8f9d33f133ef739365ed5234a3fb8be53d,142,0.71,57,0.57,146,204,0.7156862745098039,2,0.01,1,0.01,4,202,0.019801980198019802
RES8,60,34,PS,200,100,196,0.98,0,97,64ee6656b74ae83a50cec14db6464920d0de44a130e955c87be550bab87c3f8c,17202a128d375fe6d6a914ea3253bde452e265f3c7b923c471cbead5e1956969,139,0.695,51,0.51,142,204,0.696078431372549,0,0.0,0,0.0,2,202,0.009900990099009901
RES8,60,35,PS,200,100,195,0.975,0,95,fb8f9529ff84cf38b688a2a0dfd98dca406f68e0b4ed6e8467aff858bf4d2edc,8a9428749735419458052bcfbde904caf7c8cd9afdc938c9748c6aef015fb940,136,0.68,52,0.52,140,204,0.6862745098039216,1,0.005,0,0.0,3,202,0.01485148514851485
RES8,60,36,PS,200,100,195,0.975,0,96,dbeb4e3fe719f0ec3a4d9eebaf0dcc2e39c186f11d95e9dac49680319d2c7ab6,1b0a482e0add08740661b1cd029032b60d8c84f02ba710e8a0286b90c6fd3c8a,143,0.715,57,0.57,147,204,0.7205882352941176,0,0.0,0,0.0,2,202,0.009900990099009901
RES8,60,37,PS,200,100,192,0.96,0,93,f0f6018cf4a9e9a537296d0c590bc45829daffcd00b077e9302669389c67cc68,c3247a0ad43c32a48f13827bcde2a221442268d9db20494cda31bb9a28ba97e8,149,0.745,65,0.65,153,204,0.75,1,0.005,0,0.0,3,202,0.01485148514851485
RES8,60,38,PS,200,100,196,0.98,0,96,33cf1c8f40a3d8bfdd2af5201092355faf9e19a7cfa02b9eb5a3dd0a2c272cc5,c0ca4f519e6ef7cfc3b769a5b2fa4a9f3f7646328fc372e3fe41a67db170b75a,134,0.67,56,0.56,134,200,0.67,0,0.0,0,0.0,0,200,0.0
RES8,60,39,PS,200,100,195,0.975,0,95,c2a83b55cf4ec31259bceffc4dc384d7f231cff62a47cb0f8608bcdbf5e5cdf7,d07aa191e3af741499c46d275019b6adb794fa9c86e57dc6fa2bafa1c9edc0ba,149,0.745,59,0.59,151,202,0.7475247524752475,0,0.0,0,0.0,4,204,0.0196078431372549
RES8,60,40,PS,200,100,196,0.98,0,96,4d56dd26fce21818758b90dc347bc4185df16d0821bca2701198115c0091279f,eaf19e0c3a20f719d4ce65ce0d571fa949cfd5ee567fbf4379d98ba88bdc269c,145,0.725,54,0.54,145,200,0.725,0,0.0,0,0.0,2,202,0.009900990099009901
RES8,60,41,PS,200,100,195,0.975,0,96,01e74ee1c08c52a150b9f415d7f13fb230e672cbab001ab3800c69e3306e174b,2a364f022859a86b2a16ecfbf227adf8178fc9496f2e077dcf72df3a6c740e45,150,0.75,62,0.62,154,204,0.7549019607843137,0,0.0,0,0.0,0,200,0.0
RES8,60,42,PS,200,100,196,0.98,0,96,0226b6f10b42cea75de40f062df336e3ac724c7b639ea45db5b85b4b08986556,3be195fb78112e38b456bd0ffb58b9cb1f27207d6efe4ccc0e427ddcb43abb38,142,0.71,53,0.53,144,202,0.7128712871287128,0,0.0,0,0.0,2,202,0.009900990099009901
RES8,60,43,PS,200,100,195,0.975,0,97,026957dc8f26b6c5a19c1a1dcd04c013aae62e536a32aa25722faf3aea8a6684,ee249e7d8a5546d8512a4d5dc55911108127adfa0fb333d3d4100d9e1bc5ce42,144,0.72,60,0.6,148,204,0.7254901960784313,0,0.0,0,0.0,0,200,0.0
RES8,60,44,PS,200,100,194,0.97,0,95,386e80fba971bbb3802b1f0678ebb4a0e12775340650aa017ecf6e9210862ca8,b8f8d4da64506656900801ba52523a2fcf5472e73f5a217043f4900ed1f6e154,153,0.765,63,0.63,157,204,0.7696078431372549,0,0.0,0,0.0,2,204,0.00980392156862745
RES8,60,45,PS,200,100,189,0.945,0,93,efafd347c4320e15095fe3e2f378c2f4492862e29268e92253aac0a1e32cb901,acb098d35a4a5e6b924db1ad04d1231378ace89cdc3c6bd03e295c9d7ee458d0,139,0.695,55,0.55,141,202,0.698019801980198,4,0.02,2,0.02,6,202,0.0297029702970297
RES8,60,46,PS,200,100,194,0.97,0,95,294f2a79c0bc3c0708474bde04344c695bdd54b2171d79b1576922be8746b3ff,83cb64be847adbc13fa9ed093b197f9fd741af25424f31b10eb19a73fb2d8f62,144,0.72,56,0.56,146,202,0.7227722772277227,0,0.0,0,0.0,2,202,0.009900990099009901
RES8,60,47,PS,200,100,192,0.96,0,94,31dd1837223913ba62339680ed3645b9605701e7116b0f7d67c67745510f7175,25962e34a6abef7c4f3ff592a61f798979c5575f88b0d56c4a40569c9a8fd549,135,0.675,55,0.55,137,202,0.6782178217821783,2,0.01,1,0.01,6,204,0.029411764705882353
RES8,60,48,PS,200,100,192,0.96,0,93,faaa4e55a2b09d7fd27bd591fd6256e4d0fd98ac8df7925878f53dc11c594a0c,5a551ebbca2e859706a302b4421b051e4b7789559132314403b32e71a353d5b9,140,0.7,56,0.56,144,204,0.7058823529411765,2,0.01,0,0.0,4,202,0.019801980198019802
RES8,60,49,PS,200,100,195,0.975,0,96,7f04d23814e64b5b95c5566f028dc73e3911c12f66a6fce22058a6abc81a95c5,cb161d47f02303694458ce7abea7bb1e68c1be190459101dbdf666c1b15b4130,140,0.7,58,0.58,140,200,0.7,2,0.01,0,0.0,2,200,0.01
RES8,60,50,PS,200,100,192,0.96,0,94,611bf0fc2556dd974f325d76cdffe47a32487ccd397dcbfaea061e8a5caa44a6,2566d7dec9ecda4815c690c8ca58bf3be8818c586e6e322c74fe30816a4ba51b,138,0.69,55,0.55,146,208,0.7019230769230769,2,0.01,0,0.0,4,202,0.019801980198019802
RES8,60,51,PS,200,100,196,0.98,0,96,de9d62eaaf6dec137fc9195724c4b9b5176d83f7b754ab72ab42dead5cd0ed05,0fa3dccc5f28747e70be0c94c021b336bb1d6cd4548e34327548cd079ecd2c60,142,0.71,58,0.58,143,202,0.7079207920792079,0,0.0,0,0.0,6,206,0.02912621359223301
RES8,60,52,PS,200,100,197,0.985,0,97,a2d3501b7b4add5e26f73ee940339835c6ead2601d4bdaaab4a530aa82132d15,d123b74f0d2343678ef5853598da80176c314ef659104eb7101dfc288a57916e,143,0.715,53,0.53,147,204,0.7205882352941176,1,0.005,0,0.0,5,204,0.024509803921568627
RES8,60,53,PS,200,100,193,0.965,0,95,69838fdc175506fda322d95cb3d281ee33e41fb39d7329c3cd2b2fbc7427e8cd,360b4d8ccb09e6c73d0ed6a81e6e4f472cab134c11cad44a43e86ee4538260b5,130,0.65,45,0.45,134,204,0.6568627450980392,0,0.0,0,0.0,0,200,0.0
RES8,60,54,PS,200,100,198,0.99,0,98,50ceaacb80c9191f982151d07b6f98987df5582543964d9d49363130a24514aa,394a2067ba089e0456707bdf372f0ad5a3eb7892843651adb7444ffc9e3a6366,148,0.74,61,0.61,150,202,0.7425742574257426,0,0.0,0,0.0,2,202,0.009900990099009901
RES8,60,55,PS,200,100,194,0.97,0,95,2ec5397f58ffbcdd16165d21bc9bf38110374bf9a5111fa28592f24012d40ada,b595735580617532663eaaaedce70ba34d489fe68fb7c8582ec1e26f52b1f16f,141,0.705,56,0.56,143,202,0.7079207920792079,0,0.0,0,0.0,0,200,0.0
RES8,60,56,PS,200,100,192,0.96,0,94,dafde2ff55dc7d5f053c964c17c4d7eb217f89f4adc564346ec5337ca3279709,ad2ec5edf04ec486e636f79a0c29eae406a42fa9c4943e68383250979b1de92e,142,0.71,56,0.56,152,210,0.7238095238095238,2,0.01,0,0.0,10,208,0.04807692307692308
RES8,60,57,PS,200,100,197,0.985,0,97,5040fe0bd85ff1b57a9a162dfa313c08220d637955e21b88f756be6aa2aeca23,3878611145bf2d7138b01a2a1c5e63504e9505b297aac96869aa3ff24d65fc93,142,0.71,53,0.53,142,200,0.71,0,0.0,0,0.0,1,202,0.0049504950495049506
RES8,60,58,PS,200,100,197,0.985,0,97,687a45f615977f84eeffdcae47935948a4518122f7d2f1c603dfc3d3e7988e04,a937fad09e236431389bc8acbac5453d90f40f54ff315bbcb53cbd94f826527d,137,0.685,50,0.5,139,202,0.6881188118811881,1,0.005,0,0.0,9,208,0.04326923076923077
RES8,60,59,PS,200,100,197,0.985,0,97,21db778346c335ac09473c556736b090c6cc6dc6ea4db1a6fb9a4fe46d09b4a7,402bb9fe0e559743aff9ec859b1e6b386a5c372fc0b28b2805bea5b71bf72d3a,144,0.72,55,0.55,150,206,0.7281553398058253,0,0.0,0,0.0,2,202,0.009900990099009901
RES8,60,60,PS,200,100,199,0.995,0,99,841dd06b98c1b48d7ef0af7a2ae7d14515ec2128551748c7122856e635e71dae,e2b69b9a03aa3e7d39845abc031f357c2caa889af95b588aceefacb8131976c2,156,0.78,65,0.65,156,200,0.78,0,0.0,0,0.0,1,202,0.0049504950495049506
RES8,60,1,NS,1000,100,692,0.692,0,30,9fba4d0a70c56e8e6dc2bf241ec3a99578c47bee5f5f570bd03b093d6eeccea9,66d62d9a1a579a30ef0efde56de0ec15f2fcabebfa20c6556c53fb42c5bd224d,46,0.046,0,0.0,47,1010,0.046534653465346534,75,0.075,0,0.0,105,1030,0.10194174757281553
RES8,60,2,NS,1000,100,680,0.68,0,23,60be3ef6b8e2e1adfa39f2c73d03a69671892ef989314fea700f726e76fc5e75,fa81a8faef6dad50245ee0ac31777cb85a6e0829d703f8bcd09e7dc995e7b9f6,41,0.041,0,0.0,60,1020,0.058823529411764705,89,0.089,0,0.0,99,1010,0.09801980198019802
RES8,60,3,NS,1000,100,657,0.657,0,22,23863101855d4952e5e474e2106122a3a4a830eb30895336771d965410369276,0d84c89a6d552fcfab8dfaa71218bcb380e8c0473f4bfc85ffb75612515cd474,52,0.052,0,0.0,72,1020,0.07058823529411765,89,0.089,0,0.0,119,1030,0.11553398058252427
RES8,60,4,NS,1000,100,623,0.623,0,21,ea0382077ee7072842909ccf8125ec85104b16990189c60c675873b768ce0f81,1f04d71b768e8d758c849f8284d95552f6030d0cf6ddce14e4d4e04afec85227,72,0.072,0,0.0,82,1010,0.08118811881188119,104,0.104,0,0.0,104,1000,0.104
RES8,60,5,NS,1000,100,664,0.664,0,19,11f9954b740f1675c1c7b12645732444c3da65e748a48ad8b1694e69ba52d1e9,725ab77e1da9f2b25ee8b1aa1970766f61891f40af0310f8c8de72f0b777efda,52,0.052,0,0.0,61,1010,0.060396039603960394,97,0.097,0,0.0,97,1000,0.097
RES8,60,6,NS,1000,100,671,0.671,0,26,e8cb350d75fc07e0b13245f6626c343954a8db0b667c9e2b2c68448cd9e78a70,237ddf494f2072ebaca15a474272cb6b0ad42dbe71bc674e1d4266361dae73b4,41,0.041,0,0.0,79,1040,0.07596153846153846,71,0.071,0,0.0,91,1020,0.0892156862745098
RES8,60,7,NS,1000,100,697,0.697,0,22,d7147db7dc6046114151965ebc3cecca4a4323057b349116b48d753a16ed686b,cf1cf7ee09a7c15912777083770c115f20de93ae8e1333626e09ba1d1c82002b,51,0.051,0,0.0,61,1010,0.060396039603960394,130,0.13,0,0.0,140,1010,0.13861386138613863
RES8,60,8,NS,1000,100,711,0.711,0,28,4b8c5504ce585be1fb02ed64e996f8fb321533efa55c97b23b8a71904ce6e8b8,76c940f9bce502608df4b431766a1af5ec868bddd31f1e8ecf93f07918907f89,59,0.059,0,0.0,79,1020,0.07745098039215687,106,0.106,0,0.0,106,1000,0.106
RES8,60,9,NS,1000,100,657,0.657,0,22,5ac5863ee488066f3580337b3b1517bc364d0fd293c18d4721871c4b91371014,76058c6b37078aae9b6bb217f73037345e54d989e219e327063362f6cb0bad8c,55,0.055,0,0.0,55,1000,0.055,99,0.099,0,0.0,109,1010,0.10792079207920792
RES8,60,10,NS,1000,100,668,0.668,0,20,f2fc896188b29dcb001fe32ba1ea466ac871e9d4c124af2fe9d3de0580d4169b,7ac8080f4634eee5194b406fb1278b30395e467d7da9778c1d5c3f3672a883ff,51,0.051,0,0.0,61,1010,0.060396039603960394,120,0.12,0,0.0,120,1000,0.12
RES8,60,11,NS,1000,100,665,0.665,0,23,ffc7366d640cc9f8df6a8d827f4ec563f7fc71a0f009cb48240103d028dfb98f,06183d8bfea0b6284df428a5d5622be0f34755b9e3556979f1b66341bc484f16,49,0.049,0,0.0,49,1010,0.048514851485148516,106,0.106,0,0.0,136,1030,0.13203883495145632
RES8,60,12,NS,1000,100,741,0.741,0,31,d0d577e5ddcb9d6bafc1ab6973e8a6c60ac98338acfeacfdf34b637c280b8b7a,b70a1dd4bf116b9b2f63159da452748e51ab75e21cb2576ef19ff349edfffd07,27,0.027,0,0.0,64,1040,0.06153846153846154,101,0.101,0,0.0,141,1040,0.13557692307692307
RES8,60,13,NS,1000,100,705,0.705,0,30,7d18d696094c30eea1bdded14bed3eca964b5fed4f74e8dd6344b831c1ab59c7,590643a18398a1bfc90209adfc700f051862787fd32e5fc9c820eb58853f71b3,61,0.061,0,0.0,61,1000,0.061,98,0.098,0,0.0,128,1030,0.12427184466019417
RES8,60,14,NS,1000,100,678,0.678,0,24,4dfe1e9c6cbd8dbcfdf02252861819340ce4530a823fd4bb5197ec7768d1fc3f,4d16f8bdceb5b2872008c2b6c100ca8501e1b66229d5e330d36db691afd3e31c,48,0.048,0,0.0,48,1000,0.048,108,0.108,0,0.0,118,1010,0.11683168316831684
RES8,60,15,NS,1000,100,672,0.672,0,26,3a8826f40b7ae20cabec79f4893c7cadf00ac35ba2999339fb98a5266646d155,d828a98f42b115d9767dcff9b9d1b2b30891e31d05d59aab37ade32c6b258569,47,0.047,0,0.0,62,1020,0.060784313725490195,66,0.066,0,0.0,76,1010,0.07524752475247524
RES8,60,16,NS,1000,100,619,0.619,0,19,8595bb008696371216bd2bd1097ce666061689a04eb4871e6ddf302883c27507,258d159a113528e2f17555254856aa4460a033b24493eb0fd94139928ccdcf6a,64,0.064,0,0.0,64,1000,0.064,112,0.112,0,0.0,121,1010,0.1198019801980198
RES8,60,17,NS,1000,100,694,0.694,0,22,272b5b3b952f19457d90cc160c67ef9d8a1f911948a46fba534ec5563635d377,c745d5c0e88dac6c80b61c838f9784b143623a2a771fc48794498bd5fc7b69e1,53,0.053,0,0.0,73,1020,0.07156862745098039,122,0.122,0,0.0,122,1000,0.122
RES8,60,18,NS,1000,100,707,0.707,0,22,5d9b3d8c44e4630f7e9fdf00ac3dd9b609cc75e053e94bd94d189ead046fa1c2,814e96609a8b33677a987d33a46674a2494d236ada86c40b20fb8d434263a183,35,0.035,0,0.0,35,1000,0.035,98,0.098,0,0.0,108,1010,0.10693069306930693
RES8,60,19,NS,1000,100,718,0.718,0,31,a0329d395f8952f5b2d9cd0b6948bdb459f5357951a5569cdd61633a77818792,b097e3f31b6abfaf3fc6ce67222b68e9855134810c5d3a1a92091285e471e07c,44,0.044,0,0.0,44,1000,0.044,114,0.114,0,0.0,114,1000,0.114
RES8,60,20,NS,1000,100,738,0.738,0,34,6721791dd9958d9dcd14538a804f7e5876bb71ced65a9cd185303377ee833e48,3f6574828085d851b506322ea58b9fca079165406c60e8fd0040f6cee2ca858a,46,0.046,0,0.0,46,1000,0.046,96,0.096,0,0.0,115,1020,0.11274509803921569
RES8,60,21,NS,1000,100,706,0.706,0,29,121244cb4a9fc7f9c090cd27cea665b918734c0054b7c9112602bcaf4a35d5ea,b82dd8575face3f6f34abfd64f9c3cc7d66584653f9b9a812a05812e402c1c09,47,0.047,0,0.0,67,1020,0.06568627450980392,120,0.12,0,0.0,140,1020,0.13725490196078433
RES8,60,22,NS,1000,100,700,0.7,0,20,412109f5cd4bf903890e794764bba81b6e92d24a037d2ec37080919a87c2d32f,3eac84b14f49355d2cfda6cb2f8d48e3108907fa5ef85e4b90fa22111b50d455,41,0.041,0,0.0,51,1010,0.0504950495049505,103,0.103,0,0.0,113,1010,0.11188118811881188
RES8,60,23,NS,1000,100,692,0.692,0,24,41383f07e31e18033fbeb232ce4663ebafad4e7f30272b54c78e95df544c9521,b00d3f4b5f0c61468214e095bfbd2635479e6d1b7bd33caf5f4378add02dfaf9,41,0.041,0,0.0,41,1000,0.041,94,0.094,0,0.0,98,1010,0.09702970297029703
