job,arm,job_name,owner,node,state,exit_code,submit,start,end,elapsed_seconds,allocated_gpu_seconds,allocated_GPUh,queue_seconds,allocated_gpus,cpus,mem_MiB,max_rss_KiB
46475_0,N4,odeedit_lowcost_seq10_s4,janghj,server4,COMPLETED,0:0,2026-09-13T21:05:19,2026-09-13T21:06:30,2026-09-13T22:33:47,5237,5237,1.4547222222222222,71.0,1,8,60416,38041400
46475_1,RES8,odeedit_lowcost_seq10_s4,janghj,server4,COMPLETED,0:0,2026-09-13T21:05:19,2026-09-13T21:06:30,2026-09-13T22:45:43,5953,5953,1.6536111111111111,71.0,1,8,60416,37262076
46475_2,S875,odeedit_lowcost_seq10_s4,janghj,server4,COMPLETED,0:0,2026-09-13T21:05:19,2026-09-13T22:33:51,2026-09-14T00:02:38,5327,5327,1.4797222222222222,5312.0,1,8,60416,37373360
46475_3,S75,odeedit_lowcost_seq10_s4,janghj,server4,COMPLETED,0:0,2026-09-13T21:05:19,2026-09-13T22:45:58,2026-09-14T00:13:53,5275,5275,1.4652777777777777,6039.0,1,8,60416,35121204
46475_4,FULL8,odeedit_lowcost_seq10_s4,janghj,server4,COMPLETED,0:0,2026-09-13T21:05:19,2026-09-14T00:02:39,2026-09-14T01:36:55,5656,5656,1.5711111111111111,10640.0,1,8,60416,35169140
46475_5,REFIT4,odeedit_lowcost_seq10_s4,janghj,server4,COMPLETED,0:0,2026-09-13T21:05:19,2026-09-14T00:13:58,2026-09-14T01:54:25,6027,6027,1.6741666666666666,11319.0,1,8,60416,36370320
