arm,batch,stage,layer,compute_z,compute_z_seconds,compute_ks,compute_ks_seconds,readout_seconds,solve,solve_seconds,fit_receipt_seconds,actual_delta_norm,history_append,loss_evaluations,adam_updates,early_stop_requests
N4,51,first_fit,4,100,273.09963040146977,1,3.510632323101163,0.3759117117151618,1,0.15539253875613213,282.1276771854609,10.7440168052634,0,2500,2400,0
N4,52,first_fit,4,100,274.1115860855207,1,3.8185849227011204,0.4383380878716707,1,0.11968446150422096,283.671190594323,10.678217777123514,0,2500,2400,0
N4,53,first_fit,4,100,274.1448853183538,1,3.5580846490338445,0.37768244836479425,1,0.11970994155853987,283.22328693047166,10.945914739404726,0,2500,2400,0
N4,54,first_fit,4,100,272.8233770625666,1,3.7267767395824194,0.43139667715877295,1,0.11964940465986729,282.19017823878676,11.005944500720352,0,2500,2400,0
N4,55,first_fit,4,100,278.9848201237619,1,3.608363028615713,0.3750181049108505,1,0.11970169562846422,288.3400720600039,10.899640874725288,0,2500,2400,0
N4,56,first_fit,4,100,278.69726042449474,1,3.634575900621712,0.43773046880960464,1,0.11968882195651531,286.57407662738115,10.818380863079888,0,2500,2400,0
N4,57,first_fit,4,100,278.7965135211125,1,3.963525675237179,0.5779820568859577,1,0.11969009041786194,287.38545121625066,10.842677061451717,0,2500,2400,0
N4,58,first_fit,4,100,277.61050993576646,1,3.85541420802474,0.4337585186585784,1,0.11965497676283121,287.7410497702658,10.695830917738617,0,2500,2400,0
N4,59,first_fit,4,100,274.95168213173747,1,3.7352327993139625,0.49181175883859396,1,0.11966567486524582,283.9199526719749,11.001470865117524,0,2500,2400,0
N4,60,first_fit,4,100,279.51738958247006,1,3.6043554916977882,0.4313133070245385,1,0.11974549107253551,288.74738685879856,10.960966344817262,0,2500,2400,0
RES8,51,first_fit,4,100,274.28499226551503,1,3.535758354701102,0.37724159844219685,1,0.14697021059691906,283.4781452585012,10.7440168052634,0,2500,2400,0
RES8,51,second_fit,8,100,27.18713790923357,1,3.4938614778220654,0.3763701906427741,1,0.11992965079843998,35.251105395145714,6.044554162789381,0,316,216,91
RES8,52,first_fit,4,100,275.16940519120544,1,3.818297197110951,0.43754920084029436,1,0.11996430438011885,284.4746031491086,10.66602422123879,0,2500,2400,0
RES8,52,second_fit,8,100,34.57104182522744,1,3.808524889871478,0.4372629001736641,1,0.11998605728149414,42.97441969625652,6.265044650283745,0,388,288,88
RES8,53,first_fit,4,100,274.97355004865676,1,3.5508896047249436,0.376465380191803,1,0.12000705767422915,283.8186391154304,10.924854155537044,0,2500,2400,0
RES8,53,second_fit,8,100,44.805361434817314,1,3.5527008092030883,0.37756924983114004,1,0.12003096845000982,53.59781774505973,6.731512813916222,0,460,360,85
RES8,54,first_fit,4,100,273.02799186110497,1,3.7270200038328767,0.4309264775365591,1,0.12002575676888227,282.3016660436988,10.970801343849166,0,2500,2400,0
RES8,54,second_fit,8,100,38.30105327628553,1,3.721330584026873,0.4330825051292777,1,0.11994805000722408,47.30464829877019,6.829830978863512,0,412,312,87
RES8,55,first_fit,4,100,279.8593066642061,1,3.604011927731335,0.37442607898265123,1,0.12005577329546213,289.03447809256613,10.849490087779479,0,2500,2400,0
