arm,batch,stage,layer,compute_z,compute_z_seconds,compute_ks,compute_ks_seconds,readout_seconds,solve,solve_seconds,fit_receipt_seconds,actual_delta_norm,history_append,loss_evaluations,adam_updates,early_stop_requests
RES8,55,second_fit,8,100,48.43352781236172,1,3.5941495541483164,0.3754363413900137,1,0.1199010070413351,55.97449093405157,7.7710019662387255,0,508,408,83
RES8,56,first_fit,4,100,279.182134703733,1,3.6311362450942397,0.43695278000086546,1,0.11999627482146025,287.19272850453854,10.757573186138343,0,2500,2400,0
RES8,56,second_fit,8,100,42.049516052939,1,3.6292972629889846,0.4370446363463998,1,0.11999926809221506,50.14549285359681,6.858679348490869,0,436,336,86
RES8,57,first_fit,4,100,280.95038215909153,1,3.9667186914011836,0.5784827759489417,1,0.1200303053483367,289.3752077771351,10.77532201611133,0,2500,2400,0
RES8,57,second_fit,8,100,35.98390050139278,1,3.9606187846511602,0.57776730787009,1,0.11999150272458792,45.380480678752065,6.982936374826118,0,398,298,89
RES8,58,first_fit,4,100,279.13006755243987,1,3.848131456412375,0.4309229366481304,1,0.12003751378506422,288.3106287131086,10.610954677995794,0,2500,2400,0
RES8,58,second_fit,8,100,49.17410268634558,1,3.839589923620224,0.4331437302753329,1,0.11999641731381416,57.39604839216918,6.888433149016745,0,484,384,84
RES8,59,first_fit,4,100,278.3657308649272,1,3.7319699097424746,0.4914942141622305,1,0.1199492895975709,287.42886438034475,10.90046681353493,0,2500,2400,0
RES8,59,second_fit,8,100,51.247126350179315,1,3.732382968068123,0.49443945102393627,1,0.12002299353480339,60.49018723797053,8.222134818185328,0,540,440,83
RES8,60,first_fit,4,100,281.53701533097774,1,3.603240927681327,0.4315018653869629,1,0.12002039141952991,290.4065730283037,10.865861028175711,0,2500,2400,0
RES8,60,second_fit,8,100,40.8935078131035,1,3.6001303074881434,0.4330346817150712,1,0.11995181534439325,49.855354585684836,7.268491885608556,0,424,324,87
S875,51,first_fit,4,100,274.0571322366595,1,3.525201759301126,0.3778844363987446,1,0.15286661684513092,283.4847094779834,10.7440168052634,0,2500,2400,0
S875,52,first_fit,4,100,275.2202940378338,1,3.8273723842576146,0.43964007776230574,1,0.12016935367137194,284.4748942311853,10.671670952046483,0,2500,2400,0
S875,53,first_fit,4,100,275.0668163225055,1,3.5597445350140333,0.37797714956104755,1,0.12013468705117702,283.65218607056886,10.934379454372388,0,2500,2400,0
S875,54,first_fit,4,100,273.7320996876806,1,3.737145316787064,0.4323183065280318,1,0.12023845314979553,283.20741280913353,10.986059036772536,0,2500,2400,0
S875,55,first_fit,4,100,280.3111554030329,1,3.6129745803773403,0.3762091565877199,1,0.12016703188419342,288.6869388734922,10.871281503803312,0,2500,2400,0
S875,56,first_fit,4,100,280.4665522733703,1,3.649505260400474,0.4395414739847183,1,0.12010456994175911,289.3276643669233,10.785623935343825,0,2500,2400,0
S875,57,first_fit,4,100,282.0392253790051,1,3.9812808223068714,0.5785598652437329,1,0.1202856907621026,291.591052996926,10.805698913929241,0,2500,2400,0
S875,58,first_fit,4,100,280.6016024276614,1,3.8592297015711665,0.4327125893905759,1,0.12022629007697105,290.26394368801266,10.650396450851705,0,2500,2400,0
S875,59,first_fit,4,100,278.310929691419,1,3.7447273079305887,0.4933058749884367,1,0.12020223774015903,287.70126362796873,10.946911193373086,0,2500,2400,0
S875,60,first_fit,4,100,282.0933048883453,1,3.611300772987306,0.4327735574916005,1,0.12025239877402782,291.41106000356376,10.910341419857359,0,2500,2400,0
S75,51,first_fit,4,100,273.5177303990349,1,3.54096597712487,0.37956548295915127,1,0.1547047682106495,282.64432363118976,10.7440168052634,0,2500,2400,0
S75,52,first_fit,4,100,274.4303252194077,1,3.8343070102855563,0.44040898233652115,1,0.12021493352949619,284.0192241705954,10.666009587648938,0,2500,2400,0
S75,53,first_fit,4,100,275.08479632623494,1,3.563656040467322,0.3787906924262643,1,0.12023063190281391,282.92455039173365,10.923472807509896,0,2500,2400,0
S75,54,first_fit,4,100,273.0922131529078,1,3.755053154192865,0.43478664197027683,1,0.12019586097449064,282.0288879061118,10.969245878740125,0,2500,2400,0
S75,55,first_fit,4,100,279.7957991864532,1,3.622862313874066,0.3775327140465379,1,0.12030103802680969,288.463170748204,10.848826398714776,0,2500,2400,0
S75,56,first_fit,4,100,281.7643110435456,1,3.6609763856977224,0.44069375190883875,1,0.12027254700660706,290.3809109739959,10.758031276844754,0,2500,2400,0
S75,57,first_fit,4,100,283.23758319206536,1,3.9880477590486407,0.5814050985500216,1,0.12022422347217798,293.0165298767388,10.775843882238677,0,2500,2400,0
S75,58,first_fit,4,100,281.41619370132685,1,3.862366979010403,0.43321434035897255,1,0.12030540592968464,290.2143415119499,10.609265276335462,0,2500,2400,0
S75,59,first_fit,4,100,279.198136607185,1,3.745100053958595,0.4939006585627794,1,0.12022851128131151,287.8381050657481,10.89902181604697,0,2500,2400,0
S75,60,first_fit,4,100,282.77742469962686,1,3.61646690312773,0.4336086194962263,1,0.12030903715640306,291.57139452081174,10.863007191113326,0,2500,2400,0
FULL8,51,first_fit,4,100,273.3972238553688,1,3.5193525971844792,0.3786238832399249,1,0.15304814279079437,282.5930377803743,10.7440168052634,0,2500,2400,0
FULL8,51,second_fit,8,100,20.657808252610266,1,3.503635738044977,0.37870275788009167,1,0.11975323408842087,29.34009526949376,5.214695775869617,0,244,144,94
FULL8,52,first_fit,4,100,272.97609779890627,1,3.824906230904162,0.43946918845176697,1,0.11983807571232319,282.2126156594604,10.678291871786838,0,2500,2400,0
FULL8,52,second_fit,8,100,11.179739600978792,1,3.8245683098211884,0.4414207171648741,1,0.1197992879897356,20.093271126039326,2.7490280341827282,0,148,48,98
FULL8,53,first_fit,4,100,274.51428877096623,1,3.562487323768437,0.37882808968424797,1,0.11983646359294653,283.44614974875003,10.946397822331164,0,2500,2400,0
FULL8,53,second_fit,8,100,20.338283203542233,1,3.5638010259717703,0.37923280894756317,1,0.11983723007142544,29.29179595783353,3.9136035697687674,0,220,120,95
FULL8,54,first_fit,4,100,272.83668589312583,1,3.731811661273241,0.4319962989538908,1,0.11983815673738718,280.60500104911625,11.003858197120001,0,2500,2400,0
FULL8,54,second_fit,8,100,11.936114642769098,1,3.7279538474977016,0.43477867916226387,1,0.11977259442210197,20.238471477292478,2.8107206099304123,0,148,48,98
FULL8,55,first_fit,4,100,279.13781112711877,1,3.6136100329458714,0.3761808052659035,1,0.11988426744937897,287.78372821956873,10.899972639859097,0,2500,2400,0
FULL8,55,second_fit,8,100,17.33681397791952,1,3.614515585824847,0.37856241781264544,1,0.11973740253597498,25.767290682531893,3.781863051881968,0,196,96,96
FULL8,56,first_fit,4,100,278.8782346015796,1,3.6383825642988086,0.4379950324073434,1,0.11979530192911625,286.87978382222354,10.81723327677654,0,2500,2400,0
FULL8,56,second_fit,8,100,17.118231969885528,1,3.640050965361297,0.4416231568902731,1,0.11971172131597996,24.74715901631862,4.286040099455007,0,195,95,97
FULL8,57,first_fit,4,100,279.8505479125306,1,3.9704856062307954,0.5793320592492819,1,0.11977855116128922,288.1015246966854,10.844708955751459,0,2500,2400,0
FULL8,57,second_fit,8,100,21.81626194436103,1,3.9692380223423243,0.577713287435472,1,0.11975042335689068,29.89066436421126,5.131736536291671,0,244,144,94
FULL8,58,first_fit,4,100,277.5746820792556,1,3.8516951063647866,0.43178699910640717,1,0.11973449494689703,285.3359328676015,10.697180477640286,0,2500,2400,0
FULL8,58,second_fit,8,100,23.95615174341947,1,3.8491699742153287,0.4347385298460722,1,0.11969701386988163,31.76756878849119,4.825125436513411,0,244,144,94
FULL8,59,first_fit,4,100,275.4767651129514,1,3.731448263861239,0.4922465765848756,1,0.11978044267743826,283.2491856524721,10.998327624835667,0,2500,2400,0
FULL8,59,second_fit,8,100,27.694736606441438,1,3.7352393781766295,0.49616761412471533,1,0.11970192473381758,35.581888602115214,6.244797530963667,0,287,187,93
FULL8,60,first_fit,4,100,278.50725001096725,1,3.6120005138218403,0.43235292192548513,1,0.1197897819802165,286.40593031514436,10.962499452107155,0,2500,2400,0
FULL8,60,second_fit,8,100,16.21561178844422,1,3.6004989687353373,0.4347406988963485,1,0.11973898857831955,23.490183764137328,3.894048560570611,0,196,96,96
REFIT4,51,first_fit,4,100,275.3448069076985,1,3.5278200767934322,0.3786033857613802,1,0.15779678337275982,284.3117174580693,10.7440168052634,0,2500,2400,0
REFIT4,51,second_fit,4,100,28.547732576727867,1,3.5148264868184924,0.37724875938147306,1,0.12025509402155876,37.52843627799302,3.9992305881176295,0,316,216,91
REFIT4,52,first_fit,4,100,275.9050666615367,1,3.836033503524959,0.4394811959937215,1,0.12034979369491339,284.9494421966374,10.671739492706937,0,2500,2400,0
REFIT4,52,second_fit,4,100,39.45853675715625,1,3.8302272902801633,0.4408496990799904,1,0.12035890389233828,48.54273767583072,4.428989256446407,0,412,312,87
REFIT4,53,first_fit,4,100,276.23953218664974,1,3.5694142235442996,0.3790438724681735,1,0.12036390975117683,285.3090325836092,10.933881961958782,0,2500,2400,0
REFIT4,53,second_fit,4,100,49.700625179335475,1,3.570594323799014,0.3792969947680831,1,0.12035469152033329,59.18565138336271,4.6948442841026115,0,484,384,84
REFIT4,54,first_fit,4,100,275.220472577028,1,3.749048355035484,0.432888088747859,1,0.1203446900472045,284.3704930720851,10.989489768160032,0,2500,2400,0
REFIT4,54,second_fit,4,100,44.5605184584856,1,3.738609234802425,0.43316582683473825,1,0.12027756217867136,53.90568393468857,5.205930582616832,0,436,336,86
REFIT4,55,first_fit,4,100,282.00124320667237,1,3.6241447227075696,0.37712368927896023,1,0.12035052012652159,291.28421768918633,10.874249563697491,0,2500,2400,0
REFIT4,55,second_fit,4,100,48.358807945623994,1,3.61705712787807,0.37652525398880243,1,0.12029323354363441,57.49395327363163,5.0826995728311415,0,484,384,84
REFIT4,56,first_fit,4,100,281.7608513608575,1,3.6534228483214974,0.4397881478071213,1,0.12029918935149908,291.13151569198817,10.794170481995156,0,2500,2400,0
REFIT4,56,second_fit,4,100,46.154807715676725,1,3.657686305232346,0.440502293407917,1,0.1202745595946908,55.42655415367335,4.863810327664465,0,460,360,85
REFIT4,57,first_fit,4,100,283.68708304222673,1,3.9840678377076983,0.5804223706945777,1,0.12032004352658987,293.190725681372,10.814097364758453,0,2500,2400,0
REFIT4,57,second_fit,4,100,52.08998867124319,1,3.9803460957482457,0.5799748310819268,1,0.12020467966794968,61.341576635837555,4.835352339108439,0,529,429,83
REFIT4,58,first_fit,4,100,281.32256673742086,1,3.8613667162135243,0.4334698924794793,1,0.12028089165687561,290.84299986157566,10.650485169463797,0,2500,2400,0
REFIT4,58,second_fit,4,100,51.30819233786315,1,3.870575969107449,0.4343128325417638,1,0.12042381893843412,60.41431315429509,4.155612506858844,0,484,384,84
REFIT4,59,first_fit,4,100,277.94316978473216,1,3.7472783122211695,0.49407579470425844,1,0.12027911469340324,290.7809857642278,10.96703254584156,0,2500,2400,0
REFIT4,59,second_fit,4,100,57.73722133412957,1,3.7419083891436458,0.49384542647749186,1,0.12037132773548365,70.35495906416327,5.01057156702891,0,556,456,81
REFIT4,60,first_fit,4,100,282.42834322620183,1,3.611745056696236,0.43252004496753216,1,0.12030324153602123,292.5729487221688,10.915978624161879,0,2500,2400,0
REFIT4,60,second_fit,4,100,36.84054240398109,1,3.6156483748927712,0.43373729195445776,1,0.12033484317362309,45.694465595297515,4.336843931222268,0,364,264,89
