arm,scope,metric,feature,n_checkpoints_or_batches,spearman,claim,arm_display_label
MEMIT_ORIGINAL,CURRENT,RS,update_norm,100,0.04352159012283531,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,CURRENT,RS,sum_batch_net_lengths,100,0.16886376967660102,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,CURRENT,RS,native_prewrite_z_error_printed,100,0.015667772444220712,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,CURRENT,PS,update_norm,100,0.37207340828801694,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,CURRENT,PS,sum_batch_net_lengths,100,0.42071364327615834,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,CURRENT,PS,native_prewrite_z_error_printed,100,0.3581383452989667,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,CURRENT,NS,update_norm,100,-0.8782146115486344,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,CURRENT,NS,sum_batch_net_lengths,100,-0.9627553773142268,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,CURRENT,NS,native_prewrite_z_error_printed,100,-0.8432773359745799,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,CUMULATIVE,RS,update_norm,12,-0.7972027972027973,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,CUMULATIVE,RS,sum_batch_net_lengths,12,-0.9370629370629372,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,CUMULATIVE,RS,native_prewrite_z_error_printed,12,-0.7552447552447553,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,CUMULATIVE,PS,update_norm,12,-0.9230769230769231,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,CUMULATIVE,PS,sum_batch_net_lengths,12,-0.7972027972027973,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,CUMULATIVE,PS,native_prewrite_z_error_printed,12,-0.9160839160839163,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,CUMULATIVE,NS,update_norm,12,-0.8601398601398602,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,CUMULATIVE,NS,sum_batch_net_lengths,12,-1.0,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,CUMULATIVE,NS,native_prewrite_z_error_printed,12,-0.8181818181818183,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,MEMIT_BLUE (L4+L8)
AlphaEdit_ORIGINAL,CURRENT,RS,update_norm,100,0.053966771752315776,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,CURRENT,RS,sum_batch_net_lengths,100,0.03655813570318166,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,CURRENT,RS,native_prewrite_z_error_printed,100,0.050485044542488956,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,CURRENT,PS,update_norm,100,0.3056926263192918,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,CURRENT,PS,sum_batch_net_lengths,100,0.2745615266493679,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,CURRENT,PS,native_prewrite_z_error_printed,100,0.2804644481153686,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,CURRENT,NS,update_norm,100,-0.8423727811614995,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,CURRENT,NS,sum_batch_net_lengths,100,-0.9248739815020799,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,CURRENT,NS,native_prewrite_z_error_printed,100,-0.8910945767365048,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,CUMULATIVE,RS,update_norm,12,-0.9632238939652261,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,CUMULATIVE,RS,sum_batch_net_lengths,12,-0.9842396880153765,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,CUMULATIVE,RS,native_prewrite_z_error_printed,12,-0.9772344233319931,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,CUMULATIVE,PS,update_norm,12,-0.32867132867132864,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,CUMULATIVE,PS,sum_batch_net_lengths,12,-0.32867132867132864,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,CUMULATIVE,PS,native_prewrite_z_error_printed,12,-0.3356643356643357,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,CUMULATIVE,NS,update_norm,12,-0.9790209790209792,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,CUMULATIVE,NS,sum_batch_net_lengths,12,-1.0,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,CUMULATIVE,NS,native_prewrite_z_error_printed,12,-0.9930069930069931,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,AlphaEdit_BLUE (L4+L8)
MEMIT_L4_ONLY,CURRENT,RS,update_norm,100,0.49213791465778034,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,MEMIT_BLUE_L4_ONLY
MEMIT_L4_ONLY,CURRENT,RS,sum_batch_net_lengths,100,0.48496984801056264,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,MEMIT_BLUE_L4_ONLY
MEMIT_L4_ONLY,CURRENT,RS,native_prewrite_z_error_printed,100,0.4865223101134316,DESCRIPTIVE_TEMPORALLY_DEPENDENT_NO_CAUSALITY_NO_PVALUE,MEMIT_BLUE_L4_ONLY
