arm,steps,terminal_log_odds,terminal_progress_residual_vs_native,pair_mass,rewrite_target_new_nll,rewrite_target_true_nll,rewrite_exact,rephrase_target_new_nll,rephrase_target_true_nll,rephrase_exact,locality_forward_kl,update_energy,dictionary_builds,physical_writes,physical_layer_applies,model_forwards,jvp_calls,primal_prefix_count,controller_core_wall_seconds
official-native-alphaedit-bypass,1,12.970817565917969,0.0,2.405604062899721e-10,0.7255937457084656,16.124845504760742,False,5.611299991607666,12.695826530456543,False,0.7700531482696533,0,1,1,5,NOT_RECORDED_NATIVE,NOT_RECORDED_NATIVE,NOT_RECORDED_NATIVE,NOT_RECORDED_NATIVE
plain-dynamic,4,0.4117240905761719,-12.559093475341797,3.746651792111868e-12,14.253559112548828,14.69020938873291,False,13.9765625,14.52953052520752,False,10.897244453430176,233355.2297725305,4,4,20,85,60,27,16.550337370485067
fisher-only-dynamic,4,13.306610107421875,0.33579254150390625,1.6439246629581469e-09,3.3154823780059814,13.5346097946167,False,3.5252013206481934,17.287363052368164,False,1.5998557806015015,1868.936342668254,4,4,20,75,60,27,15.452470577321947
full-moving-barrier-dynamic,4,7.529375076293945,-5.441442489624023,9.80163272650356e-13,4.926924705505371,14.496795654296875,False,4.9241509437561035,12.627197265625,False,1.7633546590805054,2336.676023685606,4,4,20,75,60,27,15.197531815618277
one-step-full-barrier,1,3.5502166748046875,-9.420600891113281,1.270180742496638e-16,14.501599311828613,17.6087646484375,False,8.942919731140137,11.481149673461914,False,0.16822132468223572,38.64111592248082,1,1,5,21,15,9,3.7093138583004475
frozen-field-n4-split,4,3.5502166748046875,-9.420600891113281,1.270180742496638e-16,14.501599311828613,17.608768463134766,False,8.942913055419922,11.48114013671875,False,0.1682211309671402,9.660278980620205,1,4,20,30,15,18,4.26161799300462
